clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the floor, you see a silver pencil, a blue lighter, and a grey mug. What color is the lighter? A: blue Q: On the desk, I see a black lighter, a silver ball, and an orange bottle. What color is the lighter? A:",black,2806,"Q: On the floor, you see a silver pencil, a blue lighter, and a grey mug. What color is the lighter? A: blue Q: On the desk, I see a yellow bottle, a purple jug, and a red notebook. What color is the bottle? A:",yellow,8862
"Q: On the table, there is a yellow necklace and a pink puzzle. What color is the necklace? A: yellow Q: On the desk, there is a yellow jug, a brown mug, a black envelope, and a silver bowl. What color is the bowl? A:",silver,9711,"Q: On the table, there is a yellow necklace and a pink puzzle. What color is the necklace? A: yellow Q: On the desk, there is an orange puzzle, a black plate, a red lighter, and a silver bowl. What color is the plate? A:",black,2806
"Q: On the desk, you see an orange puzzle, a brown bowl, and a black notebook. What color is the bowl? A: brown Q: On the floor, you see a silver notebook, a yellow envelope, and a blue pencil. What color is the envelope? A:",yellow,8862,"Q: On the desk, you see an orange puzzle, a brown bowl, and a black notebook. What color is the bowl? A: brown Q: On the floor, you see a blue notebook, a red mug, and a grey pen. What color is the notebook? A:",blue,4797
"Q: On the floor, I see a green notebook, a black pencil, a pink envelope, and a grey cup. What color is the cup? A: grey Q: On the desk, you see a pink envelope, a yellow pen, a red textbook, and a silver bottle. What color is the bottle? A:",silver,9711,"Q: On the floor, I see a green notebook, a black pencil, a pink envelope, and a grey cup. What color is the cup? A: grey Q: On the desk, you see a grey bottle, a blue notebook, a yellow textbook, and a brown ball. What color is the notebook? A:",blue,4797
"Q: On the floor, you see a blue notebook, a red plate, and a pink ball. What color is the plate? A: red Q: On the table, there is a yellow plate, a blue lighter, a grey pencil, and an orange puzzle. What color is the pencil? A:",grey,14370,"Q: On the floor, you see a blue notebook, a red plate, and a pink ball. What color is the plate? A: red Q: On the table, there is a brown cup, a pink mug, a yellow necklace, and a silver bowl. What color is the bowl? A:",silver,9711
"Q: On the desk, I see a green jug, a pink lighter, a blue pen, and a yellow pencil. What color is the lighter? A: pink Q: On the desk, you see a black lighter, an orange textbook, a grey pencil, and a blue pen. What color is the lighter? A:",black,2806,"Q: On the desk, I see a green jug, a pink lighter, a blue pen, and a yellow pencil. What color is the lighter? A: pink Q: On the desk, you see a black lighter, a yellow ball, a purple plate, and a gold notebook. What color is the plate? A:",purple,19445
"Q: On the desk, you see a purple notebook, a grey jug, and a gold necklace. What color is the jug? A: grey Q: On the table, I see a brown puzzle and a red envelope. What color is the puzzle? A:",brown,8516,"Q: On the desk, you see a purple notebook, a grey jug, and a gold necklace. What color is the jug? A: grey Q: On the table, I see a pink ball and a grey notebook. What color is the notebook? A:",grey,14370
"Q: On the desk, you see a yellow textbook, a pink notebook, a black envelope, and a purple jug. What color is the jug? A: purple Q: On the floor, you see a green bottle, an orange envelope, a yellow lighter, and a grey bowl. What color is the lighter? A:",yellow,8862,"Q: On the desk, you see a yellow textbook, a pink notebook, a black envelope, and a purple jug. What color is the jug? A: purple Q: On the floor, you see a silver ball, a green pencil, a black necklace, and an orange puzzle. What color is the puzzle? A:",orange,13735
"Q: On the desk, you see a blue bowl, a black pen, a green cup, and a yellow envelope. What color is the pen? A: black Q: On the desk, there is a gold lighter, a silver plate, a purple bottle, and an orange pencil. What color is the lighter? A:",gold,5328,"Q: On the desk, you see a blue bowl, a black pen, a green cup, and a yellow envelope. What color is the pen? A: black Q: On the desk, there is a red textbook, a gold puzzle, a yellow envelope, and a grey jug. What color is the textbook? A:",red,2502
"Q: On the floor, you see a silver bottle and an orange pencil. What color is the pencil? A: orange Q: On the table, I see a yellow notebook, a brown envelope, a green puzzle, and a gold cup. What color is the notebook? A:",yellow,8862,"Q: On the floor, you see a silver bottle and an orange pencil. What color is the pencil? A: orange Q: On the table, I see a grey lighter, a pink bowl, a gold pen, and a green textbook. What color is the bowl? A:",pink,14863
"Q: On the desk, I see a pink lighter, a green pen, a red necklace, and a yellow bottle. What color is the necklace? A: red Q: On the desk, you see a purple cup and a brown necklace. What color is the necklace? A:",brown,8516,"Q: On the desk, I see a pink lighter, a green pen, a red necklace, and a yellow bottle. What color is the necklace? A: red Q: On the desk, you see a pink necklace and an orange bottle. What color is the bottle? A:",orange,13735
"Q: On the table, there is a silver textbook and an orange mug. What color is the mug? A: orange Q: On the desk, there is a purple pen and a red necklace. What color is the pen? A:",purple,19445,"Q: On the table, there is a silver textbook and an orange mug. What color is the mug? A: orange Q: On the desk, there is an orange cup and a red plate. What color is the plate? A:",red,2502
"Q: On the desk, you see a gold envelope and a pink mug. What color is the envelope? A: gold Q: On the table, I see a red mug, a grey notebook, a silver cup, and a green lighter. What color is the notebook? A:",grey,14370,"Q: On the desk, you see a gold envelope and a pink mug. What color is the envelope? A: gold Q: On the table, I see an orange bowl, a yellow lighter, a black notebook, and a pink puzzle. What color is the puzzle? A:",pink,14863
"Q: On the table, there is a red notebook, a gold necklace, and a brown puzzle. What color is the puzzle? A: brown Q: On the desk, you see a silver puzzle, a brown notebook, a grey lighter, and a black bowl. What color is the notebook? A:",brown,8516,"Q: On the table, there is a red notebook, a gold necklace, and a brown puzzle. What color is the puzzle? A: brown Q: On the desk, you see a black textbook, a gold mug, a grey necklace, and a purple cup. What color is the textbook? A:",black,2806
"Q: On the floor, you see an orange bowl, a black plate, a green envelope, and a red mug. What color is the mug? A: red Q: On the floor, I see a blue pencil, a black ball, a purple cup, and a green bottle. What color is the bottle? A:",green,4759,"Q: On the floor, you see an orange bowl, a black plate, a green envelope, and a red mug. What color is the mug? A: red Q: On the floor, I see a red puzzle, a green cup, a yellow bottle, and a black pen. What color is the pen? A:",black,2806
"Q: On the table, you see a red puzzle, a pink lighter, a yellow pen, and a purple ball. What color is the lighter? A: pink Q: On the floor, you see a grey bowl and a red bottle. What color is the bowl? A:",grey,14370,"Q: On the table, you see a red puzzle, a pink lighter, a yellow pen, and a purple ball. What color is the lighter? A: pink Q: On the floor, you see a green ball and an orange pencil. What color is the pencil? A:",orange,13735
"Q: On the floor, there is a pink necklace, an orange envelope, and a purple ball. What color is the ball? A: purple Q: On the table, I see a yellow bottle, a purple necklace, an orange puzzle, and a brown envelope. What color is the puzzle? A:",orange,13735,"Q: On the floor, there is a pink necklace, an orange envelope, and a purple ball. What color is the ball? A: purple Q: On the table, I see a brown bottle, a purple textbook, a blue plate, and a yellow pen. What color is the pen? A:",yellow,8862
"Q: On the desk, there is a blue pencil and an orange textbook. What color is the pencil? A: blue Q: On the table, there is a black pencil and a silver jug. What color is the pencil? A:",black,2806,"Q: On the desk, there is a blue pencil and an orange textbook. What color is the pencil? A: blue Q: On the table, there is a black puzzle and a pink bottle. What color is the bottle? A:",pink,14863
"Q: On the desk, I see an orange ball and a grey bottle. What color is the bottle? A: grey Q: On the desk, you see a silver lighter, a brown pencil, and an orange ball. What color is the pencil? A:",brown,8516,"Q: On the desk, I see an orange ball and a grey bottle. What color is the bottle? A: grey Q: On the desk, you see a purple bowl, an orange envelope, and a brown notebook. What color is the bowl? A:",purple,19445
"Q: On the floor, you see a blue pen, a yellow puzzle, a pink textbook, and a gold bottle. What color is the puzzle? A: yellow Q: On the desk, I see a red lighter, a silver pencil, and a gold textbook. What color is the lighter? A:",red,2502,"Q: On the floor, you see a blue pen, a yellow puzzle, a pink textbook, and a gold bottle. What color is the puzzle? A: yellow Q: On the desk, I see a purple envelope, a silver mug, and a red bowl. What color is the envelope? A:",purple,19445
"Q: On the table, there is an orange textbook, a green puzzle, and a brown lighter. What color is the puzzle? A: green Q: On the floor, you see an orange envelope and a green cup. What color is the envelope? A:",orange,13735,"Q: On the table, there is an orange textbook, a green puzzle, and a brown lighter. What color is the puzzle? A: green Q: On the floor, you see a brown textbook and a blue pen. What color is the pen? A:",blue,4797
"Q: On the table, you see a black lighter, a red textbook, and a brown pen. What color is the pen? A: brown Q: On the table, you see a black lighter, a green pen, a gold textbook, and a silver plate. What color is the textbook? A:",gold,5328,"Q: On the table, you see a black lighter, a red textbook, and a brown pen. What color is the pen? A: brown Q: On the table, you see a green cup, a purple plate, a yellow pencil, and an orange pen. What color is the pen? A:",orange,13735
"Q: On the table, there is a black lighter, a purple bottle, and a grey textbook. What color is the lighter? A: black Q: On the desk, you see a yellow jug and a red necklace. What color is the necklace? A:",red,2502,"Q: On the table, there is a black lighter, a purple bottle, and a grey textbook. What color is the lighter? A: black Q: On the desk, you see a brown lighter and a silver mug. What color is the lighter? A:",brown,8516
"Q: On the floor, you see a purple plate, a red textbook, a brown pen, and a black pencil. What color is the plate? A: purple Q: On the table, there is a blue necklace, a yellow pencil, a red notebook, and a gold mug. What color is the necklace? A:",blue,4797,"Q: On the floor, you see a purple plate, a red textbook, a brown pen, and a black pencil. What color is the plate? A: purple Q: On the table, there is an orange plate, a grey textbook, a red mug, and a silver envelope. What color is the envelope? A:",silver,9711
"Q: On the table, you see a silver bottle, a brown mug, a grey pen, and a yellow plate. What color is the bottle? A: silver Q: On the desk, there is a gold plate, a yellow necklace, and a brown lighter. What color is the lighter? A:",brown,8516,"Q: On the table, you see a silver bottle, a brown mug, a grey pen, and a yellow plate. What color is the bottle? A: silver Q: On the desk, there is a silver notebook, a green plate, and a red bottle. What color is the plate? A:",green,4759
"Q: On the floor, there is a grey jug, a silver textbook, and a brown puzzle. What color is the puzzle? A: brown Q: On the table, you see a brown pen and a silver bowl. What color is the pen? A:",brown,8516,"Q: On the floor, there is a grey jug, a silver textbook, and a brown puzzle. What color is the puzzle? A: brown Q: On the table, you see an orange cup and a yellow necklace. What color is the necklace? A:",yellow,8862
"Q: On the floor, I see a black bowl, a grey cup, an orange pen, and a blue ball. What color is the ball? A: blue Q: On the desk, I see a red plate, a brown pen, and a gold mug. What color is the plate? A:",red,2502,"Q: On the floor, I see a black bowl, a grey cup, an orange pen, and a blue ball. What color is the ball? A: blue Q: On the desk, I see a green bottle, a black bowl, and an orange notebook. What color is the bottle? A:",green,4759
"Q: On the desk, I see a purple lighter, a pink notebook, a brown necklace, and a gold bottle. What color is the necklace? A: brown Q: On the desk, I see a pink textbook, an orange plate, a brown pencil, and a blue mug. What color is the pencil? A:",brown,8516,"Q: On the desk, I see a purple lighter, a pink notebook, a brown necklace, and a gold bottle. What color is the necklace? A: brown Q: On the desk, I see a grey mug, an orange envelope, a silver jug, and a yellow plate. What color is the plate? A:",yellow,8862
"Q: On the table, you see a brown necklace, a red pen, and a pink cup. What color is the pen? A: red Q: On the table, there is a yellow pen and a black necklace. What color is the pen? A:",yellow,8862,"Q: On the table, you see a brown necklace, a red pen, and a pink cup. What color is the pen? A: red Q: On the table, there is a red notebook and a green jug. What color is the jug? A:",green,4759
"Q: On the table, there is an orange bottle, a grey necklace, a gold cup, and a yellow notebook. What color is the cup? A: gold Q: On the desk, there is a yellow necklace, a black pen, and a purple notebook. What color is the pen? A:",black,2806,"Q: On the table, there is an orange bottle, a grey necklace, a gold cup, and a yellow notebook. What color is the cup? A: gold Q: On the desk, there is a purple notebook, a red necklace, and a silver cup. What color is the cup? A:",silver,9711
"Q: On the table, you see a gold pen, a silver notebook, and a blue pencil. What color is the pen? A: gold Q: On the table, there is a silver pen, a red notebook, and a brown envelope. What color is the notebook? A:",red,2502,"Q: On the table, you see a gold pen, a silver notebook, and a blue pencil. What color is the pen? A: gold Q: On the table, there is a grey necklace, a silver textbook, and a blue cup. What color is the cup? A:",blue,4797
"Q: On the desk, there is a purple bottle and a black bowl. What color is the bowl? A: black Q: On the floor, I see an orange lighter, a silver ball, and a black jug. What color is the jug? A:",black,2806,"Q: On the desk, there is a purple bottle and a black bowl. What color is the bowl? A: black Q: On the floor, I see a brown puzzle, a red lighter, and a pink cup. What color is the cup? A:",pink,14863
"Q: On the floor, I see a blue textbook, an orange lighter, a green envelope, and a pink bottle. What color is the lighter? A: orange Q: On the table, I see an orange lighter and a gold notebook. What color is the notebook? A:",gold,5328,"Q: On the floor, I see a blue textbook, an orange lighter, a green envelope, and a pink bottle. What color is the lighter? A: orange Q: On the table, I see a pink jug and a brown pen. What color is the pen? A:",brown,8516
"Q: On the table, there is a purple necklace and a brown bottle. What color is the necklace? A: purple Q: On the table, I see a yellow plate, a blue notebook, and a grey bottle. What color is the plate? A:",yellow,8862,"Q: On the table, there is a purple necklace and a brown bottle. What color is the necklace? A: purple Q: On the table, I see a black pencil, a gold lighter, and a brown pen. What color is the lighter? A:",gold,5328
"Q: On the desk, there is a red jug and an orange mug. What color is the mug? A: orange Q: On the table, there is a purple plate, a green cup, and an orange textbook. What color is the cup? A:",green,4759,"Q: On the desk, there is a red jug and an orange mug. What color is the mug? A: orange Q: On the table, there is a yellow puzzle, a grey pencil, and a red necklace. What color is the necklace? A:",red,2502
"Q: On the floor, there is a blue mug, a purple plate, a grey envelope, and a green notebook. What color is the plate? A: purple Q: On the table, there is a pink textbook, a brown bowl, a yellow plate, and a black bottle. What color is the bowl? A:",brown,8516,"Q: On the floor, there is a blue mug, a purple plate, a grey envelope, and a green notebook. What color is the plate? A: purple Q: On the table, there is a pink cup, a gold lighter, a black bowl, and an orange jug. What color is the lighter? A:",gold,5328
"Q: On the table, I see a red mug, an orange bottle, and a gold lighter. What color is the lighter? A: gold Q: On the desk, there is a grey cup, a black notebook, and a gold ball. What color is the ball? A:",gold,5328,"Q: On the table, I see a red mug, an orange bottle, and a gold lighter. What color is the lighter? A: gold Q: On the desk, there is a purple bottle, a brown ball, and a blue cup. What color is the ball? A:",brown,8516
"Q: On the table, I see a gold pen and a brown lighter. What color is the lighter? A: brown Q: On the table, I see a gold bowl, a red textbook, a grey puzzle, and a silver plate. What color is the textbook? A:",red,2502,"Q: On the table, I see a gold pen and a brown lighter. What color is the lighter? A: brown Q: On the table, I see a pink cup, a purple bottle, a brown bowl, and a black notebook. What color is the cup? A:",pink,14863
"Q: On the table, there is a yellow bottle and a pink jug. What color is the jug? A: pink Q: On the table, I see a pink bottle, a purple envelope, an orange lighter, and a green pencil. What color is the lighter? A:",orange,13735,"Q: On the table, there is a yellow bottle and a pink jug. What color is the jug? A: pink Q: On the table, I see a brown necklace, a purple envelope, a silver bowl, and a yellow plate. What color is the necklace? A:",brown,8516
"Q: On the floor, there is a blue ball, a pink puzzle, and a silver necklace. What color is the ball? A: blue Q: On the table, there is an orange necklace and a black plate. What color is the necklace? A:",orange,13735,"Q: On the floor, there is a blue ball, a pink puzzle, and a silver necklace. What color is the ball? A: blue Q: On the table, there is a black notebook and a silver puzzle. What color is the notebook? A:",black,2806
"Q: On the desk, you see a silver pencil, a purple plate, and a red pen. What color is the plate? A: purple Q: On the desk, you see a black plate, a silver necklace, a yellow pen, and a blue textbook. What color is the plate? A:",black,2806,"Q: On the desk, you see a silver pencil, a purple plate, and a red pen. What color is the plate? A: purple Q: On the desk, you see a silver puzzle, a red plate, an orange ball, and a grey bowl. What color is the puzzle? A:",silver,9711
"Q: On the floor, I see a yellow pencil, an orange bowl, and a red lighter. What color is the lighter? A: red Q: On the floor, I see an orange lighter and a gold envelope. What color is the envelope? A:",gold,5328,"Q: On the floor, I see a yellow pencil, an orange bowl, and a red lighter. What color is the lighter? A: red Q: On the floor, I see a black puzzle and a blue envelope. What color is the puzzle? A:",black,2806
"Q: On the desk, there is a green textbook and a brown puzzle. What color is the textbook? A: green Q: On the table, you see a red lighter, a brown notebook, and a grey jug. What color is the jug? A:",grey,14370,"Q: On the desk, there is a green textbook and a brown puzzle. What color is the textbook? A: green Q: On the table, you see a grey notebook, a red puzzle, and a purple envelope. What color is the puzzle? A:",red,2502
"Q: On the floor, you see a silver ball, a pink cup, a red plate, and a gold necklace. What color is the necklace? A: gold Q: On the floor, there is a grey bottle and a brown envelope. What color is the bottle? A:",grey,14370,"Q: On the floor, you see a silver ball, a pink cup, a red plate, and a gold necklace. What color is the necklace? A: gold Q: On the floor, there is a grey plate and an orange bowl. What color is the bowl? A:",orange,13735
"Q: On the desk, I see a gold plate, a grey bottle, a red notebook, and a purple envelope. What color is the envelope? A: purple Q: On the floor, there is a green envelope, a pink bowl, and an orange plate. What color is the bowl? A:",pink,14863,"Q: On the desk, I see a gold plate, a grey bottle, a red notebook, and a purple envelope. What color is the envelope? A: purple Q: On the floor, there is an orange notebook, a pink pencil, and a black pen. What color is the notebook? A:",orange,13735
"Q: On the floor, I see a brown lighter, a grey puzzle, and a blue mug. What color is the puzzle? A: grey Q: On the table, there is an orange textbook, a green envelope, and a silver bottle. What color is the envelope? A:",green,4759,"Q: On the floor, I see a brown lighter, a grey puzzle, and a blue mug. What color is the puzzle? A: grey Q: On the table, there is a black plate, a silver ball, and a grey notebook. What color is the plate? A:",black,2806
"Q: On the desk, there is a brown puzzle, a red cup, and an orange bowl. What color is the puzzle? A: brown Q: On the floor, there is a blue plate, a pink bowl, a yellow notebook, and a silver mug. What color is the notebook? A:",yellow,8862,"Q: On the desk, there is a brown puzzle, a red cup, and an orange bowl. What color is the puzzle? A: brown Q: On the floor, there is a green notebook, a red textbook, a black bowl, and a silver mug. What color is the mug? A:",silver,9711
"Q: On the floor, I see a brown lighter, a purple notebook, a gold pen, and a blue envelope. What color is the lighter? A: brown Q: On the desk, there is a silver bowl, a black pen, and a red jug. What color is the pen? A:",black,2806,"Q: On the floor, I see a brown lighter, a purple notebook, a gold pen, and a blue envelope. What color is the lighter? A: brown Q: On the desk, there is a green plate, a gold bottle, and a yellow envelope. What color is the bottle? A:",gold,5328
"Q: On the table, I see a grey pen and a purple bottle. What color is the bottle? A: purple Q: On the table, you see a silver bottle, a black bowl, and a yellow notebook. What color is the bowl? A:",black,2806,"Q: On the table, I see a grey pen and a purple bottle. What color is the bottle? A: purple Q: On the table, you see a pink pen, a brown bowl, and a purple bottle. What color is the bowl? A:",brown,8516
"Q: On the floor, you see a grey bowl and a gold textbook. What color is the bowl? A: grey Q: On the floor, you see an orange cup and a blue puzzle. What color is the cup? A:",orange,13735,"Q: On the floor, you see a grey bowl and a gold textbook. What color is the bowl? A: grey Q: On the floor, you see a brown bottle and a grey notebook. What color is the bottle? A:",brown,8516
"Q: On the desk, I see a red plate and a black envelope. What color is the plate? A: red Q: On the desk, I see a gold envelope, a pink cup, a black bottle, and a purple mug. What color is the mug? A:",purple,19445,"Q: On the desk, I see a red plate and a black envelope. What color is the plate? A: red Q: On the desk, I see an orange puzzle, a blue necklace, a purple plate, and a brown bowl. What color is the necklace? A:",blue,4797
"Q: On the floor, I see a red bowl, a silver pencil, an orange bottle, and a blue notebook. What color is the pencil? A: silver Q: On the desk, you see a green puzzle and a blue pencil. What color is the pencil? A:",blue,4797,"Q: On the floor, I see a red bowl, a silver pencil, an orange bottle, and a blue notebook. What color is the pencil? A: silver Q: On the desk, you see a purple pencil and a green envelope. What color is the envelope? A:",green,4759
"Q: On the floor, you see a gold pen, a purple notebook, and a pink envelope. What color is the notebook? A: purple Q: On the floor, you see a pink pencil, a black textbook, and a gold notebook. What color is the notebook? A:",gold,5328,"Q: On the floor, you see a gold pen, a purple notebook, and a pink envelope. What color is the notebook? A: purple Q: On the floor, you see a black ball, a green bowl, and a blue notebook. What color is the ball? A:",black,2806
"Q: On the desk, I see an orange cup and a green pencil. What color is the cup? A: orange Q: On the table, I see a purple plate, an orange mug, and a green textbook. What color is the textbook? A:",green,4759,"Q: On the desk, I see an orange cup and a green pencil. What color is the cup? A: orange Q: On the table, I see a green cup, a red ball, and a gold mug. What color is the ball? A:",red,2502
"Q: On the table, you see a silver pen and an orange lighter. What color is the pen? A: silver Q: On the table, there is a blue cup, a silver necklace, and a green envelope. What color is the necklace? A:",silver,9711,"Q: On the table, you see a silver pen and an orange lighter. What color is the pen? A: silver Q: On the table, there is a red pencil, a gold bowl, and a yellow notebook. What color is the notebook? A:",yellow,8862
"Q: On the desk, you see a green necklace and a pink envelope. What color is the envelope? A: pink Q: On the table, there is a silver cup and a yellow ball. What color is the ball? A:",yellow,8862,"Q: On the desk, you see a green necklace and a pink envelope. What color is the envelope? A: pink Q: On the table, there is a green notebook and a silver cup. What color is the notebook? A:",green,4759
"Q: On the table, you see an orange necklace, a red notebook, and a gold cup. What color is the cup? A: gold Q: On the desk, there is a blue jug and a yellow envelope. What color is the jug? A:",blue,4797,"Q: On the table, you see an orange necklace, a red notebook, and a gold cup. What color is the cup? A: gold Q: On the desk, there is a black pencil and a yellow mug. What color is the mug? A:",yellow,8862
"Q: On the floor, you see a brown envelope, a blue pencil, a yellow ball, and a grey plate. What color is the pencil? A: blue Q: On the desk, I see a black pen, a brown plate, a gold necklace, and a purple bottle. What color is the necklace? A:",gold,5328,"Q: On the floor, you see a brown envelope, a blue pencil, a yellow ball, and a grey plate. What color is the pencil? A: blue Q: On the desk, I see a purple pencil, a pink envelope, a black lighter, and an orange bottle. What color is the bottle? A:",orange,13735
"Q: On the floor, you see a red bowl and a purple envelope. What color is the bowl? A: red Q: On the table, I see a gold bottle, a pink envelope, and a silver notebook. What color is the notebook? A:",silver,9711,"Q: On the floor, you see a red bowl and a purple envelope. What color is the bowl? A: red Q: On the table, I see a blue cup, a yellow lighter, and a brown mug. What color is the lighter? A:",yellow,8862
"Q: On the desk, there is a blue textbook and an orange pen. What color is the pen? A: orange Q: On the desk, I see a blue bottle, a green mug, and an orange pen. What color is the bottle? A:",blue,4797,"Q: On the desk, there is a blue textbook and an orange pen. What color is the pen? A: orange Q: On the desk, I see a pink puzzle, a gold ball, and a blue cup. What color is the puzzle? A:",pink,14863
"Q: On the desk, I see a brown bowl and a black plate. What color is the plate? A: black Q: On the desk, I see a grey envelope, a green lighter, a red textbook, and a black jug. What color is the envelope? A:",grey,14370,"Q: On the desk, I see a brown bowl and a black plate. What color is the plate? A: black Q: On the desk, I see a brown notebook, a silver cup, an orange ball, and a purple necklace. What color is the ball? A:",orange,13735
"Q: On the table, there is a brown notebook, a purple textbook, and a black lighter. What color is the textbook? A: purple Q: On the desk, you see a red notebook, a yellow envelope, and a pink textbook. What color is the notebook? A:",red,2502,"Q: On the table, there is a brown notebook, a purple textbook, and a black lighter. What color is the textbook? A: purple Q: On the desk, you see a silver pencil, a grey pen, and a black textbook. What color is the pen? A:",grey,14370
"Q: On the desk, there is a purple lighter and a gold puzzle. What color is the lighter? A: purple Q: On the desk, there is an orange envelope, a red jug, and a gold pen. What color is the pen? A:",gold,5328,"Q: On the desk, there is a purple lighter and a gold puzzle. What color is the lighter? A: purple Q: On the desk, there is an orange plate, a brown jug, and a grey ball. What color is the ball? A:",grey,14370
"Q: On the table, I see a green bottle, a silver textbook, and a purple necklace. What color is the necklace? A: purple Q: On the floor, you see a yellow puzzle, a gold pencil, and a red necklace. What color is the necklace? A:",red,2502,"Q: On the table, I see a green bottle, a silver textbook, and a purple necklace. What color is the necklace? A: purple Q: On the floor, you see a green textbook, a red necklace, and a black cup. What color is the cup? A:",black,2806
"Q: On the desk, I see a brown plate and a red textbook. What color is the textbook? A: red Q: On the desk, I see a gold pen, a black ball, and an orange pencil. What color is the pencil? A:",orange,13735,"Q: On the desk, I see a brown plate and a red textbook. What color is the textbook? A: red Q: On the desk, I see a blue jug, a grey notebook, and a silver textbook. What color is the notebook? A:",grey,14370
"Q: On the desk, there is a pink textbook, a brown plate, a green necklace, and a red envelope. What color is the envelope? A: red Q: On the table, you see an orange bowl, a purple puzzle, and a grey plate. What color is the puzzle? A:",purple,19445,"Q: On the desk, there is a pink textbook, a brown plate, a green necklace, and a red envelope. What color is the envelope? A: red Q: On the table, you see a red puzzle, an orange plate, and a green notebook. What color is the puzzle? A:",red,2502
"Q: On the table, there is a grey plate and a gold envelope. What color is the plate? A: grey Q: On the desk, you see a yellow necklace, a grey cup, a purple jug, and a silver puzzle. What color is the puzzle? A:",silver,9711,"Q: On the table, there is a grey plate and a gold envelope. What color is the plate? A: grey Q: On the desk, you see an orange mug, a gold notebook, a brown pen, and a pink puzzle. What color is the puzzle? A:",pink,14863
"Q: On the desk, there is an orange pencil, a pink cup, and a yellow plate. What color is the pencil? A: orange Q: On the floor, there is a yellow bowl and an orange necklace. What color is the bowl? A:",yellow,8862,"Q: On the desk, there is an orange pencil, a pink cup, and a yellow plate. What color is the pencil? A: orange Q: On the floor, there is a purple cup and a grey pen. What color is the cup? A:",purple,19445
"Q: On the floor, there is a black bottle and a blue mug. What color is the mug? A: blue Q: On the desk, there is a gold lighter, a purple ball, and a green puzzle. What color is the ball? A:",purple,19445,"Q: On the floor, there is a black bottle and a blue mug. What color is the mug? A: blue Q: On the desk, there is an orange pen, a purple envelope, and a silver pencil. What color is the pen? A:",orange,13735
"Q: On the floor, you see a green ball and an orange lighter. What color is the ball? A: green Q: On the table, there is a gold ball, a brown plate, a purple pen, and an orange pencil. What color is the plate? A:",brown,8516,"Q: On the floor, you see a green ball and an orange lighter. What color is the ball? A: green Q: On the table, there is a purple pencil, a black textbook, a grey notebook, and an orange jug. What color is the notebook? A:",grey,14370
"Q: On the floor, I see a yellow mug, a black ball, and an orange necklace. What color is the mug? A: yellow Q: On the floor, I see a yellow envelope, a red notebook, a brown ball, and a black textbook. What color is the notebook? A:",red,2502,"Q: On the floor, I see a yellow mug, a black ball, and an orange necklace. What color is the mug? A: yellow Q: On the floor, I see a pink ball, a grey cup, a gold lighter, and a yellow jug. What color is the ball? A:",pink,14863
"Q: On the table, there is a black cup, a brown lighter, and a silver bottle. What color is the lighter? A: brown Q: On the floor, there is an orange necklace, a yellow ball, and a purple bowl. What color is the necklace? A:",orange,13735,"Q: On the table, there is a black cup, a brown lighter, and a silver bottle. What color is the lighter? A: brown Q: On the floor, there is a yellow cup, a red lighter, and a green mug. What color is the cup? A:",yellow,8862
"Q: On the floor, I see a purple pen and a red bottle. What color is the bottle? A: red Q: On the floor, I see a pink puzzle, a silver pen, and a red lighter. What color is the lighter? A:",red,2502,"Q: On the floor, I see a purple pen and a red bottle. What color is the bottle? A: red Q: On the floor, I see a yellow notebook, an orange lighter, and a purple necklace. What color is the lighter? A:",orange,13735
"Q: On the floor, I see a brown pencil and a red notebook. What color is the pencil? A: brown Q: On the floor, I see a gold necklace and a pink cup. What color is the cup? A:",pink,14863,"Q: On the floor, I see a brown pencil and a red notebook. What color is the pencil? A: brown Q: On the floor, I see a red envelope and a grey plate. What color is the envelope? A:",red,2502
"Q: On the table, I see a grey plate and a brown puzzle. What color is the puzzle? A: brown Q: On the floor, I see a red envelope and a green ball. What color is the envelope? A:",red,2502,"Q: On the table, I see a grey plate and a brown puzzle. What color is the puzzle? A: brown Q: On the floor, I see a grey envelope and a brown pencil. What color is the envelope? A:",grey,14370
"Q: On the table, I see a pink plate, a brown puzzle, a yellow notebook, and a black lighter. What color is the notebook? A: yellow Q: On the desk, you see a pink ball and an orange lighter. What color is the ball? A:",pink,14863,"Q: On the table, I see a pink plate, a brown puzzle, a yellow notebook, and a black lighter. What color is the notebook? A: yellow Q: On the desk, you see a gold bottle and a silver puzzle. What color is the puzzle? A:",silver,9711
"Q: On the desk, I see a pink envelope, a black lighter, and a gold bowl. What color is the lighter? A: black Q: On the desk, I see a silver pen, a red notebook, a pink textbook, and a blue cup. What color is the notebook? A:",red,2502,"Q: On the desk, I see a pink envelope, a black lighter, and a gold bowl. What color is the lighter? A: black Q: On the desk, I see a grey puzzle, a brown pen, a pink envelope, and a black textbook. What color is the puzzle? A:",grey,14370
"Q: On the floor, you see a black pen, a yellow plate, and a grey notebook. What color is the plate? A: yellow Q: On the desk, there is a green envelope and a yellow mug. What color is the envelope? A:",green,4759,"Q: On the floor, you see a black pen, a yellow plate, and a grey notebook. What color is the plate? A: yellow Q: On the desk, there is a gold pencil and a black bowl. What color is the bowl? A:",black,2806
