clean,corrupted,correct_idx
The plan lasted from the year 1332 to the year 13,The plan lasted from the year 1301 to the year 13,32
The construction lasted from the year 1752 to the year 17,The construction lasted from the year 1701 to the year 17,52
The shift lasted from the year 1539 to the year 15,The shift lasted from the year 1501 to the year 15,39
The coma lasted from the year 1538 to the year 15,The coma lasted from the year 1501 to the year 15,38
The deal lasted from the year 1748 to the year 17,The deal lasted from the year 1701 to the year 17,48
The relationship lasted from the year 1706 to the year 17,The relationship lasted from the year 1701 to the year 17,6
The progress lasted from the year 1790 to the year 17,The progress lasted from the year 1701 to the year 17,90
The tests lasted from the year 1110 to the year 11,The tests lasted from the year 1101 to the year 11,10
The work lasted from the year 1619 to the year 16,The work lasted from the year 1601 to the year 16,19
The quest lasted from the year 1635 to the year 16,The quest lasted from the year 1601 to the year 16,35
The testing lasted from the year 1294 to the year 12,The testing lasted from the year 1201 to the year 12,94
The existence lasted from the year 1404 to the year 14,The existence lasted from the year 1401 to the year 14,4
The challenge lasted from the year 1349 to the year 13,The challenge lasted from the year 1301 to the year 13,49
The test lasted from the year 1123 to the year 11,The test lasted from the year 1101 to the year 11,23
The challenge lasted from the year 1280 to the year 12,The challenge lasted from the year 1201 to the year 12,80
The progress lasted from the year 1645 to the year 16,The progress lasted from the year 1601 to the year 16,45
The contact lasted from the year 1439 to the year 14,The contact lasted from the year 1401 to the year 14,39
The evaluation lasted from the year 1696 to the year 16,The evaluation lasted from the year 1601 to the year 16,96
The program lasted from the year 1628 to the year 16,The program lasted from the year 1601 to the year 16,28
The contract lasted from the year 1267 to the year 12,The contract lasted from the year 1201 to the year 12,67
The trip lasted from the year 1697 to the year 16,The trip lasted from the year 1601 to the year 16,97
The program lasted from the year 1367 to the year 13,The program lasted from the year 1301 to the year 13,67
The case lasted from the year 1444 to the year 14,The case lasted from the year 1401 to the year 14,44
The operation lasted from the year 1516 to the year 15,The operation lasted from the year 1501 to the year 15,16
The therapy lasted from the year 1530 to the year 15,The therapy lasted from the year 1501 to the year 15,30
The order lasted from the year 1254 to the year 12,The order lasted from the year 1201 to the year 12,54
The campaign lasted from the year 1603 to the year 16,The campaign lasted from the year 1601 to the year 16,3
The attack lasted from the year 1296 to the year 12,The attack lasted from the year 1201 to the year 12,96
The order lasted from the year 1618 to the year 16,The order lasted from the year 1601 to the year 16,18
The case lasted from the year 1467 to the year 14,The case lasted from the year 1401 to the year 14,67
The attack lasted from the year 1598 to the year 15,The attack lasted from the year 1501 to the year 15,98
The program lasted from the year 1574 to the year 15,The program lasted from the year 1501 to the year 15,74
The effect lasted from the year 1476 to the year 14,The effect lasted from the year 1401 to the year 14,76
The contract lasted from the year 1358 to the year 13,The contract lasted from the year 1301 to the year 13,58
The tour lasted from the year 1468 to the year 14,The tour lasted from the year 1401 to the year 14,68
The coma lasted from the year 1367 to the year 13,The coma lasted from the year 1301 to the year 13,67
The existence lasted from the year 1215 to the year 12,The existence lasted from the year 1201 to the year 12,15
The rise lasted from the year 1218 to the year 12,The rise lasted from the year 1201 to the year 12,18
The employment lasted from the year 1698 to the year 16,The employment lasted from the year 1601 to the year 16,98
The plan lasted from the year 1212 to the year 12,The plan lasted from the year 1201 to the year 12,12
The increase lasted from the year 1437 to the year 14,The increase lasted from the year 1401 to the year 14,37
The trip lasted from the year 1226 to the year 12,The trip lasted from the year 1201 to the year 12,26
The campaign lasted from the year 1263 to the year 12,The campaign lasted from the year 1201 to the year 12,63
The program lasted from the year 1442 to the year 14,The program lasted from the year 1401 to the year 14,42
The outcome lasted from the year 1271 to the year 12,The outcome lasted from the year 1201 to the year 12,71
The outcome lasted from the year 1165 to the year 11,The outcome lasted from the year 1101 to the year 11,65
The increase lasted from the year 1735 to the year 17,The increase lasted from the year 1701 to the year 17,35
The effect lasted from the year 1353 to the year 13,The effect lasted from the year 1301 to the year 13,53
The deal lasted from the year 1532 to the year 15,The deal lasted from the year 1501 to the year 15,32
The riot lasted from the year 1766 to the year 17,The riot lasted from the year 1701 to the year 17,66
The trial lasted from the year 1680 to the year 16,The trial lasted from the year 1601 to the year 16,80
The contract lasted from the year 1258 to the year 12,The contract lasted from the year 1201 to the year 12,58
The effect lasted from the year 1354 to the year 13,The effect lasted from the year 1301 to the year 13,54
The riot lasted from the year 1596 to the year 15,The riot lasted from the year 1501 to the year 15,96
The development lasted from the year 1738 to the year 17,The development lasted from the year 1701 to the year 17,38
The program lasted from the year 1531 to the year 15,The program lasted from the year 1501 to the year 15,31
The process lasted from the year 1731 to the year 17,The process lasted from the year 1701 to the year 17,31
The riot lasted from the year 1690 to the year 16,The riot lasted from the year 1601 to the year 16,90
The contract lasted from the year 1451 to the year 14,The contract lasted from the year 1401 to the year 14,51
The impact lasted from the year 1617 to the year 16,The impact lasted from the year 1601 to the year 16,17
The competition lasted from the year 1431 to the year 14,The competition lasted from the year 1401 to the year 14,31
The campaign lasted from the year 1361 to the year 13,The campaign lasted from the year 1301 to the year 13,61
The competition lasted from the year 1485 to the year 14,The competition lasted from the year 1401 to the year 14,85
The test lasted from the year 1548 to the year 15,The test lasted from the year 1501 to the year 15,48
The contact lasted from the year 1650 to the year 16,The contact lasted from the year 1601 to the year 16,50
The quest lasted from the year 1568 to the year 15,The quest lasted from the year 1501 to the year 15,68
The deal lasted from the year 1624 to the year 16,The deal lasted from the year 1601 to the year 16,24
The attack lasted from the year 1497 to the year 14,The attack lasted from the year 1401 to the year 14,97
The operation lasted from the year 1772 to the year 17,The operation lasted from the year 1701 to the year 17,72
The construction lasted from the year 1550 to the year 15,The construction lasted from the year 1501 to the year 15,50
The existence lasted from the year 1685 to the year 16,The existence lasted from the year 1601 to the year 16,85
The growth lasted from the year 1551 to the year 15,The growth lasted from the year 1501 to the year 15,51
The competition lasted from the year 1584 to the year 15,The competition lasted from the year 1501 to the year 15,84
The riot lasted from the year 1255 to the year 12,The riot lasted from the year 1201 to the year 12,55
The project lasted from the year 1647 to the year 16,The project lasted from the year 1601 to the year 16,47
The employment lasted from the year 1445 to the year 14,The employment lasted from the year 1401 to the year 14,45
The study lasted from the year 1634 to the year 16,The study lasted from the year 1601 to the year 16,34
The growth lasted from the year 1784 to the year 17,The growth lasted from the year 1701 to the year 17,84
The competition lasted from the year 1467 to the year 14,The competition lasted from the year 1401 to the year 14,67
The trial lasted from the year 1295 to the year 12,The trial lasted from the year 1201 to the year 12,95
The fall lasted from the year 1344 to the year 13,The fall lasted from the year 1301 to the year 13,44
The progress lasted from the year 1266 to the year 12,The progress lasted from the year 1201 to the year 12,66
The fall lasted from the year 1263 to the year 12,The fall lasted from the year 1201 to the year 12,63
The outcome lasted from the year 1381 to the year 13,The outcome lasted from the year 1301 to the year 13,81
The plan lasted from the year 1713 to the year 17,The plan lasted from the year 1701 to the year 17,13
The attack lasted from the year 1488 to the year 14,The attack lasted from the year 1401 to the year 14,88
The outcome lasted from the year 1334 to the year 13,The outcome lasted from the year 1301 to the year 13,34
The growth lasted from the year 1727 to the year 17,The growth lasted from the year 1701 to the year 17,27
The impact lasted from the year 1336 to the year 13,The impact lasted from the year 1301 to the year 13,36
The relationship lasted from the year 1777 to the year 17,The relationship lasted from the year 1701 to the year 17,77
The contract lasted from the year 1341 to the year 13,The contract lasted from the year 1301 to the year 13,41
The case lasted from the year 1112 to the year 11,The case lasted from the year 1101 to the year 11,12
The challenge lasted from the year 1717 to the year 17,The challenge lasted from the year 1701 to the year 17,17
The case lasted from the year 1470 to the year 14,The case lasted from the year 1401 to the year 14,70
The effect lasted from the year 1506 to the year 15,The effect lasted from the year 1501 to the year 15,6
The challenge lasted from the year 1367 to the year 13,The challenge lasted from the year 1301 to the year 13,67
The rise lasted from the year 1771 to the year 17,The rise lasted from the year 1701 to the year 17,71
The riot lasted from the year 1195 to the year 11,The riot lasted from the year 1101 to the year 11,95
The contact lasted from the year 1161 to the year 11,The contact lasted from the year 1101 to the year 11,61
The challenge lasted from the year 1487 to the year 14,The challenge lasted from the year 1401 to the year 14,87
The deal lasted from the year 1542 to the year 15,The deal lasted from the year 1501 to the year 15,42
The trip lasted from the year 1716 to the year 17,The trip lasted from the year 1701 to the year 17,16
The shift lasted from the year 1542 to the year 15,The shift lasted from the year 1501 to the year 15,42
The shift lasted from the year 1481 to the year 14,The shift lasted from the year 1401 to the year 14,81
The operation lasted from the year 1422 to the year 14,The operation lasted from the year 1401 to the year 14,22
The effect lasted from the year 1728 to the year 17,The effect lasted from the year 1701 to the year 17,28
The construction lasted from the year 1647 to the year 16,The construction lasted from the year 1601 to the year 16,47
The tour lasted from the year 1611 to the year 16,The tour lasted from the year 1601 to the year 16,11
The progress lasted from the year 1640 to the year 16,The progress lasted from the year 1601 to the year 16,40
The campaign lasted from the year 1739 to the year 17,The campaign lasted from the year 1701 to the year 17,39
The test lasted from the year 1554 to the year 15,The test lasted from the year 1501 to the year 15,54
The employment lasted from the year 1772 to the year 17,The employment lasted from the year 1701 to the year 17,72
The exchange lasted from the year 1647 to the year 16,The exchange lasted from the year 1601 to the year 16,47
The tests lasted from the year 1549 to the year 15,The tests lasted from the year 1501 to the year 15,49
The tests lasted from the year 1230 to the year 12,The tests lasted from the year 1201 to the year 12,30
The plan lasted from the year 1524 to the year 15,The plan lasted from the year 1501 to the year 15,24
The study lasted from the year 1307 to the year 13,The study lasted from the year 1301 to the year 13,7
The shift lasted from the year 1713 to the year 17,The shift lasted from the year 1701 to the year 17,13
The employment lasted from the year 1790 to the year 17,The employment lasted from the year 1701 to the year 17,90
The development lasted from the year 1723 to the year 17,The development lasted from the year 1701 to the year 17,23
The test lasted from the year 1610 to the year 16,The test lasted from the year 1601 to the year 16,10
The shift lasted from the year 1160 to the year 11,The shift lasted from the year 1101 to the year 11,60
The order lasted from the year 1369 to the year 13,The order lasted from the year 1301 to the year 13,69
The rise lasted from the year 1411 to the year 14,The rise lasted from the year 1401 to the year 14,11
The increase lasted from the year 1122 to the year 11,The increase lasted from the year 1101 to the year 11,22
The plan lasted from the year 1497 to the year 14,The plan lasted from the year 1401 to the year 14,97
The development lasted from the year 1778 to the year 17,The development lasted from the year 1701 to the year 17,78
The test lasted from the year 1341 to the year 13,The test lasted from the year 1301 to the year 13,41
The case lasted from the year 1613 to the year 16,The case lasted from the year 1601 to the year 16,13
The challenge lasted from the year 1547 to the year 15,The challenge lasted from the year 1501 to the year 15,47
The therapy lasted from the year 1156 to the year 11,The therapy lasted from the year 1101 to the year 11,56
The testing lasted from the year 1209 to the year 12,The testing lasted from the year 1201 to the year 12,9
The progress lasted from the year 1590 to the year 15,The progress lasted from the year 1501 to the year 15,90
The order lasted from the year 1618 to the year 16,The order lasted from the year 1601 to the year 16,18
The rule lasted from the year 1654 to the year 16,The rule lasted from the year 1601 to the year 16,54
The development lasted from the year 1777 to the year 17,The development lasted from the year 1701 to the year 17,77
The contract lasted from the year 1713 to the year 17,The contract lasted from the year 1701 to the year 17,13
The existence lasted from the year 1761 to the year 17,The existence lasted from the year 1701 to the year 17,61
The competition lasted from the year 1552 to the year 15,The competition lasted from the year 1501 to the year 15,52
The rule lasted from the year 1757 to the year 17,The rule lasted from the year 1701 to the year 17,57
The progress lasted from the year 1171 to the year 11,The progress lasted from the year 1101 to the year 11,71
The fall lasted from the year 1383 to the year 13,The fall lasted from the year 1301 to the year 13,83
The growth lasted from the year 1764 to the year 17,The growth lasted from the year 1701 to the year 17,64
The contact lasted from the year 1211 to the year 12,The contact lasted from the year 1201 to the year 12,11
The contract lasted from the year 1562 to the year 15,The contract lasted from the year 1501 to the year 15,62
The practice lasted from the year 1276 to the year 12,The practice lasted from the year 1201 to the year 12,76
The quest lasted from the year 1529 to the year 15,The quest lasted from the year 1501 to the year 15,29
The development lasted from the year 1696 to the year 16,The development lasted from the year 1601 to the year 16,96
The rise lasted from the year 1594 to the year 15,The rise lasted from the year 1501 to the year 15,94
The study lasted from the year 1511 to the year 15,The study lasted from the year 1501 to the year 15,11
The relationship lasted from the year 1586 to the year 15,The relationship lasted from the year 1501 to the year 15,86
The test lasted from the year 1657 to the year 16,The test lasted from the year 1601 to the year 16,57
The program lasted from the year 1420 to the year 14,The program lasted from the year 1401 to the year 14,20
The challenge lasted from the year 1217 to the year 12,The challenge lasted from the year 1201 to the year 12,17
The impact lasted from the year 1267 to the year 12,The impact lasted from the year 1201 to the year 12,67
The impact lasted from the year 1607 to the year 16,The impact lasted from the year 1601 to the year 16,7
The employment lasted from the year 1768 to the year 17,The employment lasted from the year 1701 to the year 17,68
The study lasted from the year 1716 to the year 17,The study lasted from the year 1701 to the year 17,16
The employment lasted from the year 1292 to the year 12,The employment lasted from the year 1201 to the year 12,92
The operation lasted from the year 1650 to the year 16,The operation lasted from the year 1601 to the year 16,50
The progress lasted from the year 1494 to the year 14,The progress lasted from the year 1401 to the year 14,94
The deal lasted from the year 1584 to the year 15,The deal lasted from the year 1501 to the year 15,84
The challenge lasted from the year 1259 to the year 12,The challenge lasted from the year 1201 to the year 12,59
The coma lasted from the year 1719 to the year 17,The coma lasted from the year 1701 to the year 17,19
The riot lasted from the year 1673 to the year 16,The riot lasted from the year 1601 to the year 16,73
The order lasted from the year 1684 to the year 16,The order lasted from the year 1601 to the year 16,84
The coma lasted from the year 1702 to the year 17,The coma lasted from the year 1701 to the year 17,2
The order lasted from the year 1524 to the year 15,The order lasted from the year 1501 to the year 15,24
The work lasted from the year 1713 to the year 17,The work lasted from the year 1701 to the year 17,13
The development lasted from the year 1628 to the year 16,The development lasted from the year 1601 to the year 16,28
The practice lasted from the year 1205 to the year 12,The practice lasted from the year 1201 to the year 12,5
The therapy lasted from the year 1120 to the year 11,The therapy lasted from the year 1101 to the year 11,20
The development lasted from the year 1178 to the year 11,The development lasted from the year 1101 to the year 11,78
The employment lasted from the year 1445 to the year 14,The employment lasted from the year 1401 to the year 14,45
The case lasted from the year 1769 to the year 17,The case lasted from the year 1701 to the year 17,69
The construction lasted from the year 1278 to the year 12,The construction lasted from the year 1201 to the year 12,78
The attack lasted from the year 1578 to the year 15,The attack lasted from the year 1501 to the year 15,78
The rule lasted from the year 1320 to the year 13,The rule lasted from the year 1301 to the year 13,20
The growth lasted from the year 1268 to the year 12,The growth lasted from the year 1201 to the year 12,68
The outcome lasted from the year 1325 to the year 13,The outcome lasted from the year 1301 to the year 13,25
The quest lasted from the year 1317 to the year 13,The quest lasted from the year 1301 to the year 13,17
The program lasted from the year 1429 to the year 14,The program lasted from the year 1401 to the year 14,29
The program lasted from the year 1405 to the year 14,The program lasted from the year 1401 to the year 14,5
The existence lasted from the year 1771 to the year 17,The existence lasted from the year 1701 to the year 17,71
The deal lasted from the year 1463 to the year 14,The deal lasted from the year 1401 to the year 14,63
The rule lasted from the year 1197 to the year 11,The rule lasted from the year 1101 to the year 11,97
The effect lasted from the year 1719 to the year 17,The effect lasted from the year 1701 to the year 17,19
The fall lasted from the year 1441 to the year 14,The fall lasted from the year 1401 to the year 14,41
The increase lasted from the year 1782 to the year 17,The increase lasted from the year 1701 to the year 17,82
The operation lasted from the year 1679 to the year 16,The operation lasted from the year 1601 to the year 16,79
The contract lasted from the year 1134 to the year 11,The contract lasted from the year 1101 to the year 11,34
The increase lasted from the year 1641 to the year 16,The increase lasted from the year 1601 to the year 16,41
The competition lasted from the year 1210 to the year 12,The competition lasted from the year 1201 to the year 12,10
The assessment lasted from the year 1290 to the year 12,The assessment lasted from the year 1201 to the year 12,90
The fall lasted from the year 1448 to the year 14,The fall lasted from the year 1401 to the year 14,48
The tests lasted from the year 1254 to the year 12,The tests lasted from the year 1201 to the year 12,54
The process lasted from the year 1719 to the year 17,The process lasted from the year 1701 to the year 17,19
The program lasted from the year 1490 to the year 14,The program lasted from the year 1401 to the year 14,90
The program lasted from the year 1459 to the year 14,The program lasted from the year 1401 to the year 14,59
The deal lasted from the year 1215 to the year 12,The deal lasted from the year 1201 to the year 12,15
The process lasted from the year 1517 to the year 15,The process lasted from the year 1501 to the year 15,17
The construction lasted from the year 1405 to the year 14,The construction lasted from the year 1401 to the year 14,5
The campaign lasted from the year 1230 to the year 12,The campaign lasted from the year 1201 to the year 12,30
The effect lasted from the year 1180 to the year 11,The effect lasted from the year 1101 to the year 11,80
The employment lasted from the year 1579 to the year 15,The employment lasted from the year 1501 to the year 15,79
The operation lasted from the year 1549 to the year 15,The operation lasted from the year 1501 to the year 15,49
The competition lasted from the year 1513 to the year 15,The competition lasted from the year 1501 to the year 15,13
The progress lasted from the year 1293 to the year 12,The progress lasted from the year 1201 to the year 12,93
The quest lasted from the year 1243 to the year 12,The quest lasted from the year 1201 to the year 12,43
The campaign lasted from the year 1469 to the year 14,The campaign lasted from the year 1401 to the year 14,69
The work lasted from the year 1167 to the year 11,The work lasted from the year 1101 to the year 11,67
The practice lasted from the year 1645 to the year 16,The practice lasted from the year 1601 to the year 16,45
The effect lasted from the year 1205 to the year 12,The effect lasted from the year 1201 to the year 12,5
The order lasted from the year 1527 to the year 15,The order lasted from the year 1501 to the year 15,27
The exchange lasted from the year 1221 to the year 12,The exchange lasted from the year 1201 to the year 12,21
The rise lasted from the year 1426 to the year 14,The rise lasted from the year 1401 to the year 14,26
The existence lasted from the year 1639 to the year 16,The existence lasted from the year 1601 to the year 16,39
The practice lasted from the year 1218 to the year 12,The practice lasted from the year 1201 to the year 12,18
The exchange lasted from the year 1716 to the year 17,The exchange lasted from the year 1701 to the year 17,16
The testing lasted from the year 1598 to the year 15,The testing lasted from the year 1501 to the year 15,98
The outcome lasted from the year 1704 to the year 17,The outcome lasted from the year 1701 to the year 17,4
The competition lasted from the year 1506 to the year 15,The competition lasted from the year 1501 to the year 15,6
The challenge lasted from the year 1792 to the year 17,The challenge lasted from the year 1701 to the year 17,92
The riot lasted from the year 1686 to the year 16,The riot lasted from the year 1601 to the year 16,86
The tour lasted from the year 1469 to the year 14,The tour lasted from the year 1401 to the year 14,69
The coma lasted from the year 1676 to the year 16,The coma lasted from the year 1601 to the year 16,76
The relationship lasted from the year 1261 to the year 12,The relationship lasted from the year 1201 to the year 12,61
The test lasted from the year 1737 to the year 17,The test lasted from the year 1701 to the year 17,37
The campaign lasted from the year 1415 to the year 14,The campaign lasted from the year 1401 to the year 14,15
The construction lasted from the year 1269 to the year 12,The construction lasted from the year 1201 to the year 12,69
The evaluation lasted from the year 1179 to the year 11,The evaluation lasted from the year 1101 to the year 11,79
The quest lasted from the year 1106 to the year 11,The quest lasted from the year 1101 to the year 11,6
The tour lasted from the year 1123 to the year 11,The tour lasted from the year 1101 to the year 11,23
The contact lasted from the year 1583 to the year 15,The contact lasted from the year 1501 to the year 15,83
The therapy lasted from the year 1224 to the year 12,The therapy lasted from the year 1201 to the year 12,24
The work lasted from the year 1221 to the year 12,The work lasted from the year 1201 to the year 12,21
The quest lasted from the year 1620 to the year 16,The quest lasted from the year 1601 to the year 16,20
The operation lasted from the year 1639 to the year 16,The operation lasted from the year 1601 to the year 16,39
The operation lasted from the year 1109 to the year 11,The operation lasted from the year 1101 to the year 11,9
The coma lasted from the year 1459 to the year 14,The coma lasted from the year 1401 to the year 14,59
The coma lasted from the year 1467 to the year 14,The coma lasted from the year 1401 to the year 14,67
The trial lasted from the year 1731 to the year 17,The trial lasted from the year 1701 to the year 17,31
The work lasted from the year 1238 to the year 12,The work lasted from the year 1201 to the year 12,38
The outcome lasted from the year 1391 to the year 13,The outcome lasted from the year 1301 to the year 13,91
The study lasted from the year 1491 to the year 14,The study lasted from the year 1401 to the year 14,91
The effect lasted from the year 1671 to the year 16,The effect lasted from the year 1601 to the year 16,71
The tests lasted from the year 1154 to the year 11,The tests lasted from the year 1101 to the year 11,54
The process lasted from the year 1243 to the year 12,The process lasted from the year 1201 to the year 12,43
The existence lasted from the year 1632 to the year 16,The existence lasted from the year 1601 to the year 16,32
The progress lasted from the year 1512 to the year 15,The progress lasted from the year 1501 to the year 15,12
The practice lasted from the year 1677 to the year 16,The practice lasted from the year 1601 to the year 16,77
The practice lasted from the year 1736 to the year 17,The practice lasted from the year 1701 to the year 17,36
The rise lasted from the year 1202 to the year 12,The rise lasted from the year 1201 to the year 12,2
The rule lasted from the year 1333 to the year 13,The rule lasted from the year 1301 to the year 13,33
The deal lasted from the year 1685 to the year 16,The deal lasted from the year 1601 to the year 16,85
The contract lasted from the year 1383 to the year 13,The contract lasted from the year 1301 to the year 13,83
The deal lasted from the year 1451 to the year 14,The deal lasted from the year 1401 to the year 14,51
The rise lasted from the year 1133 to the year 11,The rise lasted from the year 1101 to the year 11,33
The therapy lasted from the year 1111 to the year 11,The therapy lasted from the year 1101 to the year 11,11
The growth lasted from the year 1757 to the year 17,The growth lasted from the year 1701 to the year 17,57
The assessment lasted from the year 1434 to the year 14,The assessment lasted from the year 1401 to the year 14,34
The testing lasted from the year 1746 to the year 17,The testing lasted from the year 1701 to the year 17,46
The campaign lasted from the year 1456 to the year 14,The campaign lasted from the year 1401 to the year 14,56
The tests lasted from the year 1325 to the year 13,The tests lasted from the year 1301 to the year 13,25
The effect lasted from the year 1662 to the year 16,The effect lasted from the year 1601 to the year 16,62
The work lasted from the year 1709 to the year 17,The work lasted from the year 1701 to the year 17,9
The growth lasted from the year 1150 to the year 11,The growth lasted from the year 1101 to the year 11,50
The campaign lasted from the year 1678 to the year 16,The campaign lasted from the year 1601 to the year 16,78
The construction lasted from the year 1787 to the year 17,The construction lasted from the year 1701 to the year 17,87
The shift lasted from the year 1237 to the year 12,The shift lasted from the year 1201 to the year 12,37
The test lasted from the year 1493 to the year 14,The test lasted from the year 1401 to the year 14,93
The effect lasted from the year 1554 to the year 15,The effect lasted from the year 1501 to the year 15,54
The tests lasted from the year 1317 to the year 13,The tests lasted from the year 1301 to the year 13,17
The coma lasted from the year 1194 to the year 11,The coma lasted from the year 1101 to the year 11,94
The case lasted from the year 1756 to the year 17,The case lasted from the year 1701 to the year 17,56
The construction lasted from the year 1374 to the year 13,The construction lasted from the year 1301 to the year 13,74
The project lasted from the year 1752 to the year 17,The project lasted from the year 1701 to the year 17,52
The evaluation lasted from the year 1459 to the year 14,The evaluation lasted from the year 1401 to the year 14,59
The existence lasted from the year 1368 to the year 13,The existence lasted from the year 1301 to the year 13,68
The construction lasted from the year 1302 to the year 13,The construction lasted from the year 1301 to the year 13,2
The trip lasted from the year 1561 to the year 15,The trip lasted from the year 1501 to the year 15,61
The trial lasted from the year 1540 to the year 15,The trial lasted from the year 1501 to the year 15,40
The increase lasted from the year 1391 to the year 13,The increase lasted from the year 1301 to the year 13,91
The relationship lasted from the year 1417 to the year 14,The relationship lasted from the year 1401 to the year 14,17
The attack lasted from the year 1571 to the year 15,The attack lasted from the year 1501 to the year 15,71
The rule lasted from the year 1646 to the year 16,The rule lasted from the year 1601 to the year 16,46
The attack lasted from the year 1443 to the year 14,The attack lasted from the year 1401 to the year 14,43
The outcome lasted from the year 1517 to the year 15,The outcome lasted from the year 1501 to the year 15,17
The therapy lasted from the year 1542 to the year 15,The therapy lasted from the year 1501 to the year 15,42
The test lasted from the year 1164 to the year 11,The test lasted from the year 1101 to the year 11,64
The employment lasted from the year 1265 to the year 12,The employment lasted from the year 1201 to the year 12,65
The relationship lasted from the year 1698 to the year 16,The relationship lasted from the year 1601 to the year 16,98
The order lasted from the year 1378 to the year 13,The order lasted from the year 1301 to the year 13,78
The competition lasted from the year 1696 to the year 16,The competition lasted from the year 1601 to the year 16,96
The deal lasted from the year 1146 to the year 11,The deal lasted from the year 1101 to the year 11,46
The campaign lasted from the year 1411 to the year 14,The campaign lasted from the year 1401 to the year 14,11
The plan lasted from the year 1158 to the year 11,The plan lasted from the year 1101 to the year 11,58
The shift lasted from the year 1427 to the year 14,The shift lasted from the year 1401 to the year 14,27
The challenge lasted from the year 1777 to the year 17,The challenge lasted from the year 1701 to the year 17,77
The attack lasted from the year 1154 to the year 11,The attack lasted from the year 1101 to the year 11,54
The tests lasted from the year 1396 to the year 13,The tests lasted from the year 1301 to the year 13,96
The development lasted from the year 1154 to the year 11,The development lasted from the year 1101 to the year 11,54
The operation lasted from the year 1120 to the year 11,The operation lasted from the year 1101 to the year 11,20
The case lasted from the year 1709 to the year 17,The case lasted from the year 1701 to the year 17,9
The contact lasted from the year 1270 to the year 12,The contact lasted from the year 1201 to the year 12,70
The impact lasted from the year 1590 to the year 15,The impact lasted from the year 1501 to the year 15,90
The rule lasted from the year 1369 to the year 13,The rule lasted from the year 1301 to the year 13,69
The attack lasted from the year 1451 to the year 14,The attack lasted from the year 1401 to the year 14,51
The attack lasted from the year 1288 to the year 12,The attack lasted from the year 1201 to the year 12,88
The case lasted from the year 1606 to the year 16,The case lasted from the year 1601 to the year 16,6
The progress lasted from the year 1791 to the year 17,The progress lasted from the year 1701 to the year 17,91
The shift lasted from the year 1729 to the year 17,The shift lasted from the year 1701 to the year 17,29
The increase lasted from the year 1457 to the year 14,The increase lasted from the year 1401 to the year 14,57
The construction lasted from the year 1425 to the year 14,The construction lasted from the year 1401 to the year 14,25
The trip lasted from the year 1533 to the year 15,The trip lasted from the year 1501 to the year 15,33
The order lasted from the year 1477 to the year 14,The order lasted from the year 1401 to the year 14,77
The contract lasted from the year 1376 to the year 13,The contract lasted from the year 1301 to the year 13,76
The impact lasted from the year 1445 to the year 14,The impact lasted from the year 1401 to the year 14,45
The work lasted from the year 1242 to the year 12,The work lasted from the year 1201 to the year 12,42
The work lasted from the year 1436 to the year 14,The work lasted from the year 1401 to the year 14,36
The increase lasted from the year 1524 to the year 15,The increase lasted from the year 1501 to the year 15,24
The employment lasted from the year 1274 to the year 12,The employment lasted from the year 1201 to the year 12,74
The contract lasted from the year 1115 to the year 11,The contract lasted from the year 1101 to the year 11,15
The development lasted from the year 1441 to the year 14,The development lasted from the year 1401 to the year 14,41
The plan lasted from the year 1160 to the year 11,The plan lasted from the year 1101 to the year 11,60
The tour lasted from the year 1766 to the year 17,The tour lasted from the year 1701 to the year 17,66
The order lasted from the year 1291 to the year 12,The order lasted from the year 1201 to the year 12,91
The therapy lasted from the year 1223 to the year 12,The therapy lasted from the year 1201 to the year 12,23
The exchange lasted from the year 1265 to the year 12,The exchange lasted from the year 1201 to the year 12,65
The shift lasted from the year 1416 to the year 14,The shift lasted from the year 1401 to the year 14,16
The tests lasted from the year 1471 to the year 14,The tests lasted from the year 1401 to the year 14,71
The practice lasted from the year 1104 to the year 11,The practice lasted from the year 1101 to the year 11,4
The contact lasted from the year 1179 to the year 11,The contact lasted from the year 1101 to the year 11,79
The growth lasted from the year 1154 to the year 11,The growth lasted from the year 1101 to the year 11,54
The plan lasted from the year 1210 to the year 12,The plan lasted from the year 1201 to the year 12,10
The therapy lasted from the year 1491 to the year 14,The therapy lasted from the year 1401 to the year 14,91
The existence lasted from the year 1282 to the year 12,The existence lasted from the year 1201 to the year 12,82
The contact lasted from the year 1611 to the year 16,The contact lasted from the year 1601 to the year 16,11
The tour lasted from the year 1390 to the year 13,The tour lasted from the year 1301 to the year 13,90
The work lasted from the year 1537 to the year 15,The work lasted from the year 1501 to the year 15,37
The contract lasted from the year 1360 to the year 13,The contract lasted from the year 1301 to the year 13,60
The quest lasted from the year 1538 to the year 15,The quest lasted from the year 1501 to the year 15,38
The tour lasted from the year 1443 to the year 14,The tour lasted from the year 1401 to the year 14,43
The trial lasted from the year 1395 to the year 13,The trial lasted from the year 1301 to the year 13,95
The order lasted from the year 1123 to the year 11,The order lasted from the year 1101 to the year 11,23
The increase lasted from the year 1295 to the year 12,The increase lasted from the year 1201 to the year 12,95
The deal lasted from the year 1390 to the year 13,The deal lasted from the year 1301 to the year 13,90
The trial lasted from the year 1132 to the year 11,The trial lasted from the year 1101 to the year 11,32
The outcome lasted from the year 1238 to the year 12,The outcome lasted from the year 1201 to the year 12,38
The order lasted from the year 1369 to the year 13,The order lasted from the year 1301 to the year 13,69
