Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
104574,-,189-162=,27,292-34=,258,1544,15966
104575,-,189-163=,26,219-154=,65,1627,2397
104576,-,189-164=,25,255-109=,146,914,10465
104577,-,189-165=,24,166-153=,13,1187,1032
104578,-,189-166=,23,207-145=,62,1419,5538
104579,-,189-167=,22,262-207=,55,1313,2131
104580,-,189-168=,21,292-76=,216,1691,12463
104581,-,189-169=,20,240-166=,74,508,5728
104582,-,189-170=,19,285-267=,18,777,972
104583,-,189-171=,18,278-12=,266,972,15999
104584,-,189-172=,17,165-95=,70,1114,2031
104585,-,189-173=,16,166-10=,156,845,10132
104586,-,189-174=,15,134-110=,24,868,1187
104587,-,189-175=,14,88-22=,66,975,2287
104588,-,189-176=,13,298-110=,188,1032,9367
104589,-,189-177=,12,181-146=,35,717,1758
104590,-,189-178=,11,228-57=,171,806,11123
104591,-,189-179=,10,198-132=,66,605,2287
104592,-,189-180=,9,116-47=,69,24,3076
104593,-,189-181=,8,193-39=,154,23,10559
104594,-,189-182=,7,223-199=,24,22,1187
104595,-,189-183=,6,7-2=,5,21,20
104596,-,189-184=,5,234-101=,133,20,9423
104597,-,189-185=,4,277-266=,11,19,806
104598,-,189-186=,3,140-54=,86,18,4218
104599,-,189-187=,2,55-13=,42,17,2983
104600,-,189-188=,1,264-210=,54,16,4370
104601,-,189-189=,0,120-3=,117,15,8546
104602,-,190-0=,190,209-183=,26,7028,1627
104603,-,190-1=,189,291-81=,210,9378,8848
104604,-,190-2=,188,174-65=,109,9367,7743
104605,-,190-3=,187,297-59=,238,9674,13895
104606,-,190-4=,186,196-185=,11,9714,806
104607,-,190-5=,185,240-157=,83,9741,6069
104608,-,190-6=,184,70-20=,50,10336,1135
104609,-,190-7=,183,242-87=,155,10750,9992
104610,-,190-8=,182,271-165=,106,10828,7461
104611,-,190-9=,181,181-58=,123,10562,4513
104612,-,190-10=,180,130-115=,15,5245,868
104613,-,190-11=,179,279-132=,147,11128,10288
104614,-,190-12=,178,57-23=,34,11256,1958
104615,-,190-13=,177,282-49=,233,11242,12994
104616,-,190-14=,176,228-49=,179,10967,11128
104617,-,190-15=,175,197-141=,56,10005,3487
104618,-,190-16=,174,229-66=,163,11771,9892
104619,-,190-17=,173,127-81=,46,11908,2790
104620,-,190-18=,172,54-9=,45,10861,1774
104621,-,190-19=,171,82-51=,31,11123,2148
104622,-,190-20=,170,206-107=,99,8258,1484
104623,-,190-21=,169,253-198=,55,11739,2131
104624,-,190-22=,168,214-173=,41,8953,3174
104625,-,190-23=,167,259-179=,80,11515,1490
104626,-,190-24=,166,196-32=,164,11247,10513
104627,-,190-25=,165,241-114=,127,10680,6804
104628,-,190-26=,164,218-47=,171,10513,11123
104629,-,190-27=,163,293-24=,269,9892,16955
104630,-,190-28=,162,244-112=,132,10674,9413
104631,-,190-29=,161,263-161=,102,10718,4278
104632,-,190-30=,160,214-17=,197,6330,4468
104633,-,190-31=,159,102-12=,90,11068,1954
104634,-,190-32=,158,72-27=,45,11286,1774
104635,-,190-33=,157,286-196=,90,10895,1954
104636,-,190-34=,156,214-14=,200,10132,1049
104637,-,190-35=,155,117-76=,41,9992,3174
104638,-,190-36=,154,287-3=,284,10559,17058
104639,-,190-37=,153,91-35=,56,9800,3487
104640,-,190-38=,152,291-164=,127,9756,6804
104641,-,190-39=,151,293-134=,159,9690,11068
104642,-,190-40=,150,286-42=,244,3965,13719
104643,-,190-41=,149,218-15=,203,10161,9639
104644,-,190-42=,148,274-274=,0,10410,15
104645,-,190-43=,147,263-242=,21,10288,1691
104646,-,190-44=,146,252-53=,199,10465,2550
104647,-,190-45=,145,152-111=,41,9591,3174
104648,-,190-46=,144,185-50=,135,8929,8878
104649,-,190-47=,143,111-35=,76,10290,4767
104650,-,190-48=,142,105-17=,88,10239,2421
104651,-,190-49=,141,99-15=,84,9335,5833
104652,-,190-50=,140,297-17=,280,6860,11209
104653,-,190-51=,139,136-59=,77,10125,2813
104654,-,190-52=,138,211-208=,3,10350,18
104655,-,190-53=,137,99-58=,41,10148,3174
104656,-,190-54=,136,58-53=,5,9795,20
104657,-,190-55=,135,243-204=,39,8878,2137
104658,-,190-56=,134,241-23=,218,9565,13302
104659,-,190-57=,133,83-52=,31,9423,2148
104660,-,190-58=,132,236-190=,46,9413,2790
104661,-,190-59=,131,213-71=,142,9263,10239
104662,-,190-60=,130,116-88=,28,5894,1591
104663,-,190-61=,129,264-233=,31,9748,2148
104664,-,190-62=,128,222-45=,177,4386,11242
104665,-,190-63=,127,290-69=,221,6804,12425
104666,-,190-64=,126,220-39=,181,9390,10562
104667,-,190-65=,125,265-213=,52,6549,4103
104668,-,190-66=,124,81-15=,66,8874,2287
104669,-,190-67=,123,147-58=,89,4513,4578
104670,-,190-68=,122,273-200=,73,8259,5958
104671,-,190-69=,121,243-187=,56,7994,3487
104672,-,190-70=,120,136-4=,132,4364,9413
104673,-,190-71=,119,156-29=,127,9079,6804
104674,-,190-72=,118,249-171=,78,8899,2495
104675,-,190-73=,117,269-224=,45,8546,1774
104676,-,190-74=,116,105-100=,5,8027,20
104677,-,190-75=,115,204-178=,26,7322,1627
104678,-,190-76=,114,124-101=,23,8011,1419
104679,-,190-77=,113,191-112=,79,8190,4643
104680,-,190-78=,112,198-110=,88,7261,2421
104681,-,190-79=,111,252-116=,136,5037,9795
104682,-,190-80=,110,278-260=,18,5120,972
104683,-,190-81=,109,230-30=,200,7743,1049
104684,-,190-82=,108,208-177=,31,6640,2148
104685,-,190-83=,107,57-47=,10,7699,605
104686,-,190-84=,106,156-128=,28,7461,1591
104687,-,190-85=,105,104-90=,14,6550,975
104688,-,190-86=,104,93-31=,62,6849,5538
104689,-,190-87=,103,124-27=,97,6889,3534
104690,-,190-88=,102,274-189=,85,4278,5313
104691,-,190-89=,101,294-43=,251,4645,13860
104692,-,190-90=,100,236-12=,224,1041,10697
104693,-,190-98=,92,242-24=,218,6083,13302
104694,-,190-99=,91,271-61=,210,5925,8848
104695,-,190-100=,90,284-115=,169,1954,11739
104696,-,190-101=,89,126-25=,101,4578,4645
104697,-,190-102=,88,194-150=,44,2421,2096
104698,-,190-103=,87,81-3=,78,4044,2495
104699,-,190-104=,86,260-184=,76,4218,4767
104700,-,190-105=,85,254-56=,198,5313,3753
104701,-,190-106=,84,251-241=,10,5833,605
104702,-,190-107=,83,166-16=,150,6069,3965
104703,-,190-108=,82,118-75=,43,6086,3391
104704,-,190-109=,81,156-142=,14,5932,975
104705,-,190-110=,80,179-66=,113,1490,8190
104706,-,190-111=,79,249-209=,40,4643,1272
104707,-,190-112=,78,108-68=,40,2495,1272
104708,-,190-113=,77,127-29=,98,2813,3264
104709,-,190-114=,76,111-67=,44,4767,2096
104710,-,190-115=,75,217-21=,196,2075,5162
104711,-,190-116=,74,240-160=,80,5728,1490
104712,-,190-117=,73,138-80=,58,5958,2970
104713,-,190-118=,72,17-3=,14,5332,975
104714,-,190-119=,71,46-31=,15,6028,868
104715,-,190-120=,70,171-142=,29,2031,1682
104716,-,190-121=,69,220-78=,142,3076,10239
104717,-,190-122=,68,288-215=,73,2614,5958
104718,-,190-123=,67,253-101=,152,3080,9756
104719,-,190-124=,66,265-172=,93,2287,6365
104720,-,190-125=,65,242-49=,193,2397,7285
104721,-,190-126=,64,147-12=,135,1227,8878
104722,-,190-127=,63,197-19=,178,5495,11256
104723,-,190-128=,62,268-262=,6,5538,21
104724,-,190-129=,61,54-15=,39,5547,2137
104725,-,190-130=,60,211-71=,140,1399,6860
104726,-,190-131=,59,197-52=,145,2946,9591
104727,-,190-132=,58,258-109=,149,2970,10161
104728,-,190-133=,57,231-197=,34,3226,1958
104729,-,190-134=,56,67-4=,63,3487,5495
104730,-,190-135=,55,199-61=,138,2131,10350
104731,-,190-136=,54,293-6=,287,4370,17897
104732,-,190-137=,53,288-18=,270,4331,10914
104733,-,190-138=,52,156-68=,88,4103,2421
104734,-,190-139=,51,295-234=,61,3971,5547
104735,-,190-140=,50,168-116=,52,1135,4103
104736,-,190-141=,49,207-127=,80,2491,1490
104737,-,190-142=,48,264-243=,21,2166,1691
104738,-,190-143=,47,127-47=,80,2618,1490
104739,-,190-144=,46,182-23=,159,2790,11068
104740,-,190-145=,45,232-25=,207,1774,12060
104741,-,190-146=,44,203-11=,192,2096,5926
104742,-,190-147=,43,150-61=,89,3391,4578
104743,-,190-148=,42,257-35=,222,2983,9716
104744,-,190-149=,41,229-90=,139,3174,10125
104745,-,190-150=,40,148-125=,23,1272,1419
104746,-,190-151=,39,228-171=,57,2137,3226
104747,-,190-152=,38,103-52=,51,1987,3971
104748,-,190-153=,37,261-150=,111,1806,5037
104749,-,190-154=,36,290-240=,50,1927,1135
104750,-,190-155=,35,266-263=,3,1758,18
104751,-,190-156=,34,264-20=,244,1958,13719
104752,-,190-157=,33,239-18=,221,1644,12425
104753,-,190-158=,32,130-38=,92,843,6083
104754,-,190-159=,31,241-169=,72,2148,5332
104755,-,190-160=,30,278-217=,61,966,5547
104756,-,190-161=,29,46-45=,1,1682,16
104757,-,190-162=,28,253-120=,133,1591,9423
104758,-,190-163=,27,281-18=,263,1544,15666
104759,-,190-164=,26,188-30=,158,1627,11286
104760,-,190-165=,25,154-117=,37,914,1806
104761,-,190-166=,24,192-62=,130,1187,5894
104762,-,190-167=,23,273-185=,88,1419,2421
104763,-,190-168=,22,228-22=,206,1313,11056
104764,-,190-169=,21,299-43=,256,1691,4146
104765,-,190-170=,20,277-197=,80,508,1490
104766,-,190-171=,19,62-3=,59,777,2946
104767,-,190-172=,18,261-251=,10,972,605
104768,-,190-173=,17,106-16=,90,1114,1954
104769,-,190-174=,16,118-42=,76,845,4767
104770,-,190-175=,15,274-143=,131,868,9263
104771,-,190-176=,14,251-174=,77,975,2813
104772,-,190-177=,13,148-33=,115,1032,7322
104773,-,190-178=,12,155-104=,51,717,3971
104774,-,190-179=,11,288-22=,266,806,15999
104775,-,190-180=,10,288-194=,94,605,6281
104776,-,190-181=,9,249-165=,84,24,5833
104777,-,190-182=,8,94-24=,70,23,2031
104778,-,190-183=,7,244-128=,116,22,8027
104779,-,190-184=,6,197-43=,154,21,10559
104780,-,190-186=,4,203-5=,198,19,3753
104781,-,190-187=,3,297-195=,102,18,4278
104782,-,190-188=,2,274-94=,180,17,5245
104783,-,190-189=,1,216-70=,146,16,10465
104784,-,190-190=,0,226-108=,118,15,8899
104785,-,191-0=,191,187-65=,122,7529,8259
104786,-,191-1=,190,269-111=,158,7028,11286
104787,-,191-2=,189,105-62=,43,9378,3391
104788,-,191-3=,188,291-50=,241,9367,13341
104789,-,191-4=,187,184-129=,55,9674,2131
104790,-,191-5=,186,269-43=,226,9714,14057
104791,-,191-6=,185,299-31=,268,9741,16332
104792,-,191-7=,184,90-60=,30,10336,966
104793,-,191-8=,183,105-11=,94,10750,6281
104794,-,191-9=,182,238-102=,136,10828,9795
104795,-,191-10=,181,228-28=,200,10562,1049
104796,-,191-11=,180,130-127=,3,5245,18
104797,-,191-12=,179,284-124=,160,11128,6330
104798,-,191-13=,178,132-127=,5,11256,20
104799,-,191-14=,177,289-160=,129,11242,9748
104800,-,191-15=,176,61-59=,2,10967,17
104801,-,191-16=,175,230-12=,218,10005,13302
104802,-,191-17=,174,194-175=,19,11771,777
104803,-,191-18=,173,154-8=,146,11908,10465
104804,-,191-19=,172,115-112=,3,10861,18
104805,-,191-20=,171,220-80=,140,11123,6860
104806,-,191-21=,170,281-166=,115,8258,7322
104807,-,191-22=,169,112-88=,24,11739,1187
104808,-,191-23=,168,243-126=,117,8953,8546
104809,-,191-24=,167,288-99=,189,11515,9378
104810,-,191-25=,166,291-17=,274,11247,16590
104811,-,191-26=,165,255-50=,205,10680,10866
104812,-,191-27=,164,29-11=,18,10513,972
104813,-,191-28=,163,90-38=,52,9892,4103
104814,-,191-29=,162,220-142=,78,10674,2495
104815,-,191-30=,161,182-72=,110,10718,5120
104816,-,191-31=,160,285-271=,14,6330,975
104817,-,191-32=,159,229-179=,50,11068,1135
104818,-,191-33=,158,239-78=,161,11286,10718
104819,-,191-34=,157,223-187=,36,10895,1927
104820,-,191-35=,156,198-69=,129,10132,9748
104821,-,191-36=,155,267-0=,267,9992,16567
104822,-,191-37=,154,110-65=,45,10559,1774
104823,-,191-38=,153,129-40=,89,9800,4578
104824,-,191-39=,152,155-57=,98,9756,3264
104825,-,191-40=,151,263-47=,216,9690,12463
104826,-,191-41=,150,242-104=,138,3965,10350
104827,-,191-42=,149,257-42=,215,10161,12112
104828,-,191-43=,148,203-52=,151,10410,9690
104829,-,191-44=,147,86-57=,29,10288,1682
104830,-,191-45=,146,226-85=,141,10465,9335
104831,-,191-46=,145,112-28=,84,9591,5833
104832,-,191-47=,144,290-280=,10,8929,605
104833,-,191-48=,143,284-145=,139,10290,10125
104834,-,191-49=,142,289-138=,151,10239,9690
104835,-,191-50=,141,241-26=,215,9335,12112
104836,-,191-51=,140,284-249=,35,6860,1758
104837,-,191-52=,139,203-39=,164,10125,10513
104838,-,191-53=,138,210-121=,89,10350,4578
104839,-,191-54=,137,274-142=,132,10148,9413
104840,-,191-55=,136,193-38=,155,9795,9992
104841,-,191-56=,135,209-69=,140,8878,6860
104842,-,191-57=,134,61-34=,27,9565,1544
104843,-,191-58=,133,200-40=,160,9423,6330
104844,-,191-59=,132,111-30=,81,9413,5932
104845,-,191-60=,131,235-91=,144,9263,8929
104846,-,191-61=,130,121-99=,22,5894,1313
104847,-,191-62=,129,281-111=,170,9748,8258
104848,-,191-63=,128,132-86=,46,4386,2790
104849,-,191-64=,127,151-32=,119,6804,9079
104850,-,191-65=,126,102-87=,15,9390,868
104851,-,191-66=,125,203-89=,114,6549,8011
104852,-,191-67=,124,36-8=,28,8874,1591
104853,-,191-68=,123,230-29=,201,4513,679
104854,-,191-69=,122,216-3=,213,8259,11702
104855,-,191-70=,121,127-107=,20,7994,508
104856,-,191-71=,120,150-139=,11,4364,806
104857,-,191-72=,119,130-13=,117,9079,8546
104858,-,191-73=,118,234-217=,17,8899,1114
104859,-,191-74=,117,211-191=,20,8546,508
104860,-,191-75=,116,86-38=,48,8027,2166
104861,-,191-76=,115,160-128=,32,7322,843
104862,-,191-77=,114,208-194=,14,8011,975
104863,-,191-78=,113,67-2=,65,8190,2397
104864,-,191-79=,112,218-26=,192,7261,5926
104865,-,191-80=,111,249-235=,14,5037,975
104866,-,191-81=,110,193-8=,185,5120,9741
104867,-,191-82=,109,140-127=,13,7743,1032
104868,-,191-83=,108,280-188=,92,6640,6083
104869,-,191-84=,107,210-123=,87,7699,4044
104870,-,191-85=,106,221-13=,208,7461,12171
104871,-,191-86=,105,257-57=,200,6550,1049
104872,-,191-87=,104,109-58=,51,6849,3971
104873,-,191-88=,103,270-10=,260,6889,11387
104874,-,191-89=,102,288-233=,55,4278,2131
104875,-,191-91=,100,115-41=,74,1041,5728
104876,-,191-96=,95,220-169=,51,2721,3971
104877,-,191-98=,93,183-182=,1,6365,16
104878,-,191-99=,92,194-72=,122,6083,8259
104879,-,191-100=,91,284-55=,229,5925,14378
104880,-,191-101=,90,228-12=,216,1954,12463
104881,-,191-102=,89,171-119=,52,4578,4103
104882,-,191-103=,88,221-159=,62,2421,5538
104883,-,191-104=,87,247-217=,30,4044,966
104884,-,191-105=,86,293-175=,118,4218,8899
104885,-,191-106=,85,191-187=,4,5313,19
104886,-,191-107=,84,253-21=,232,5833,12338
104887,-,191-108=,83,223-104=,119,6069,9079
104888,-,191-109=,82,103-13=,90,6086,1954
104889,-,191-110=,81,230-162=,68,5932,2614
104890,-,191-111=,80,257-47=,210,1490,8848
104891,-,191-112=,79,179-110=,69,4643,3076
104892,-,191-113=,78,197-152=,45,2495,1774
104893,-,191-114=,77,228-44=,184,2813,10336
104894,-,191-115=,76,122-64=,58,4767,2970
104895,-,191-116=,75,218-167=,51,2075,3971
104896,-,191-117=,74,165-18=,147,5728,10288
104897,-,191-118=,73,159-104=,55,5958,2131
104898,-,191-119=,72,102-15=,87,5332,4044
104899,-,191-120=,71,171-94=,77,6028,2813
104900,-,191-121=,70,166-50=,116,2031,8027
104901,-,191-122=,69,229-10=,219,3076,13762
104902,-,191-123=,68,240-53=,187,2614,9674
104903,-,191-124=,67,109-4=,105,3080,6550
104904,-,191-125=,66,166-1=,165,2287,10680
104905,-,191-126=,65,73-66=,7,2397,22
104906,-,191-127=,64,29-24=,5,1227,20
104907,-,191-128=,63,286-64=,222,5495,9716
104908,-,191-129=,62,239-173=,66,5538,2287
104909,-,191-130=,61,207-137=,70,5547,2031
104910,-,191-131=,60,281-53=,228,1399,14261
104911,-,191-132=,59,271-224=,47,2946,2618
104912,-,191-133=,58,265-250=,15,2970,868
104913,-,191-134=,57,189-89=,100,3226,1041
104914,-,191-135=,56,269-157=,112,3487,7261
104915,-,191-136=,55,248-57=,191,2131,7529
104916,-,191-137=,54,214-0=,214,4370,11584
104917,-,191-138=,53,272-1=,271,4331,15828
104918,-,191-139=,52,282-121=,161,4103,10718
104919,-,191-140=,51,117-60=,57,3971,3226
104920,-,191-141=,50,177-127=,50,1135,1135
104921,-,191-142=,49,167-36=,131,2491,9263
104922,-,191-143=,48,290-125=,165,2166,10680
104923,-,191-144=,47,95-51=,44,2618,2096
104924,-,191-145=,46,216-37=,179,2790,11128
104925,-,191-146=,45,272-51=,221,1774,12425
104926,-,191-147=,44,272-223=,49,2096,2491
104927,-,191-148=,43,150-39=,111,3391,5037
104928,-,191-149=,42,249-181=,68,2983,2614
104929,-,191-150=,41,239-108=,131,3174,9263
104930,-,191-151=,40,283-100=,183,1272,10750
104931,-,191-152=,39,190-100=,90,2137,1954
104932,-,191-153=,38,153-22=,131,1987,9263
104933,-,191-154=,37,299-237=,62,1806,5538
104934,-,191-155=,36,99-2=,97,1927,3534
104935,-,191-156=,35,298-72=,226,1758,14057
104936,-,191-157=,34,108-37=,71,1958,6028
104937,-,191-158=,33,224-59=,165,1644,10680
104938,-,191-159=,32,143-21=,122,843,8259
104939,-,191-160=,31,241-151=,90,2148,1954
104940,-,191-161=,30,168-94=,74,966,5728
104941,-,191-162=,29,168-133=,35,1682,1758
104942,-,191-163=,28,242-74=,168,1591,8953
104943,-,191-164=,27,230-168=,62,1544,5538
104944,-,191-165=,26,187-123=,64,1627,1227
104945,-,191-166=,25,155-34=,121,914,7994
104946,-,191-167=,24,138-47=,91,1187,5925
104947,-,191-168=,23,289-170=,119,1419,9079
104948,-,191-169=,22,126-79=,47,1313,2618
104949,-,191-170=,21,149-125=,24,1691,1187
104950,-,191-171=,20,166-30=,136,508,9795
104951,-,191-172=,19,276-70=,206,777,11056
104952,-,191-173=,18,252-168=,84,972,5833
104953,-,191-174=,17,298-53=,245,1114,13078
104954,-,191-175=,16,277-152=,125,845,6549
104955,-,191-176=,15,189-1=,188,868,9367
104956,-,191-177=,14,209-181=,28,975,1591
104957,-,191-178=,13,251-151=,100,1032,1041
104958,-,191-179=,12,236-100=,136,717,9795
104959,-,191-180=,11,107-2=,105,806,6550
104960,-,191-181=,10,188-124=,64,605,1227
104961,-,191-182=,9,240-226=,14,24,975
104962,-,191-183=,8,131-9=,122,23,8259
104963,-,191-184=,7,155-126=,29,22,1682
104964,-,191-185=,6,272-43=,229,21,14378
104965,-,191-186=,5,137-91=,46,20,2790
104966,-,191-187=,4,284-75=,209,19,12652
104967,-,191-188=,3,236-234=,2,18,17
104968,-,191-189=,2,206-100=,106,17,7461
104969,-,191-190=,1,89-20=,69,16,3076
104970,-,191-191=,0,26-9=,17,15,1114
104971,-,192-0=,192,153-81=,72,5926,5332
104972,-,192-1=,191,248-180=,68,7529,2614
104973,-,192-2=,190,291-225=,66,7028,2287
104974,-,192-3=,189,191-151=,40,9378,1272
104975,-,192-4=,188,288-117=,171,9367,11123
104976,-,192-5=,187,119-62=,57,9674,3226
104977,-,192-6=,186,236-66=,170,9714,8258
104978,-,192-7=,185,173-21=,152,9741,9756
104979,-,192-8=,184,212-41=,171,10336,11123
104980,-,192-9=,183,229-12=,217,10750,13460
104981,-,192-10=,182,207-199=,8,10828,23
104982,-,192-11=,181,265-238=,27,10562,1544
104983,-,192-12=,180,246-244=,2,5245,17
104984,-,192-13=,179,257-113=,144,11128,8929
104985,-,192-14=,178,180-4=,176,11256,10967
104986,-,192-15=,177,299-138=,161,11242,10718
104987,-,192-16=,176,220-34=,186,10967,9714
104988,-,192-17=,175,153-131=,22,10005,1313
104989,-,192-18=,174,29-19=,10,11771,605
104990,-,192-19=,173,286-209=,77,11908,2813
104991,-,192-20=,172,181-124=,57,10861,3226
104992,-,192-21=,171,212-119=,93,11123,6365
104993,-,192-22=,170,290-271=,19,8258,777
104994,-,192-23=,169,232-42=,190,11739,7028
104995,-,192-24=,168,290-8=,282,8953,16544
104996,-,192-25=,167,183-67=,116,11515,8027
104997,-,192-26=,166,91-34=,57,11247,3226
104998,-,192-27=,165,211-150=,61,10680,5547
104999,-,192-28=,164,239-195=,44,10513,2096
105000,-,192-29=,163,157-3=,154,9892,10559
105001,-,192-30=,162,188-9=,179,10674,11128
105002,-,192-31=,161,267-244=,23,10718,1419
105003,-,192-32=,160,213-2=,211,6330,11483
105004,-,192-33=,159,237-220=,17,11068,1114
105005,-,192-34=,158,288-141=,147,11286,10288
105006,-,192-35=,157,250-219=,31,10895,2148
105007,-,192-36=,156,298-82=,216,10132,12463
105008,-,192-37=,155,140-82=,58,9992,2970
105009,-,192-38=,154,116-43=,73,10559,5958
105010,-,192-39=,153,217-169=,48,9800,2166
105011,-,192-40=,152,294-79=,215,9756,12112
105012,-,192-41=,151,71-65=,6,9690,21
105013,-,192-42=,150,120-64=,56,3965,3487
105014,-,192-43=,149,179-123=,56,10161,3487
105015,-,192-44=,148,239-224=,15,10410,868
105016,-,192-45=,147,199-29=,170,10288,8258
105017,-,192-46=,146,149-148=,1,10465,16
105018,-,192-47=,145,255-144=,111,9591,5037
105019,-,192-48=,144,142-64=,78,8929,2495
105020,-,192-49=,143,283-271=,12,10290,717
105021,-,192-50=,142,293-258=,35,10239,1758
105022,-,192-51=,141,253-106=,147,9335,10288
105023,-,192-52=,140,246-239=,7,6860,22
105024,-,192-53=,139,100-33=,67,10125,3080
105025,-,192-54=,138,135-125=,10,10350,605
105026,-,192-55=,137,55-27=,28,10148,1591
105027,-,192-56=,136,267-127=,140,9795,6860
105028,-,192-57=,135,152-54=,98,8878,3264
105029,-,192-58=,134,223-220=,3,9565,18
105030,-,192-59=,133,278-244=,34,9423,1958
105031,-,192-60=,132,259-5=,254,9413,12375
105032,-,192-61=,131,193-10=,183,9263,10750
105033,-,192-62=,130,203-166=,37,5894,1806
105034,-,192-63=,129,292-117=,175,9748,10005
105035,-,192-64=,128,216-210=,6,4386,21
105036,-,192-65=,127,296-211=,85,6804,5313
105037,-,192-66=,126,255-53=,202,9390,2366
105038,-,192-67=,125,267-204=,63,6549,5495
105039,-,192-68=,124,214-19=,195,8874,6280
105040,-,192-69=,123,298-65=,233,4513,12994
105041,-,192-70=,122,298-181=,117,8259,8546
105042,-,192-71=,121,233-61=,172,7994,10861
105043,-,192-72=,120,284-71=,213,4364,11702
105044,-,192-73=,119,68-2=,66,9079,2287
105045,-,192-74=,118,175-52=,123,8899,4513
105046,-,192-75=,117,211-32=,179,8546,11128
105047,-,192-76=,116,89-3=,86,8027,4218
105048,-,192-77=,115,197-9=,188,7322,9367
105049,-,192-78=,114,223-8=,215,8011,12112
105050,-,192-79=,113,244-64=,180,8190,5245
105051,-,192-80=,112,254-165=,89,7261,4578
105052,-,192-81=,111,208-121=,87,5037,4044
105053,-,192-82=,110,218-175=,43,5120,3391
105054,-,192-83=,109,283-24=,259,7743,15537
105055,-,192-84=,108,295-192=,103,6640,6889
105056,-,192-85=,107,205-161=,44,7699,2096
105057,-,192-86=,106,239-164=,75,7461,2075
105058,-,192-87=,105,94-72=,22,6550,1313
105059,-,192-88=,104,48-3=,45,6849,1774
105060,-,192-89=,103,111-97=,14,6889,975
105061,-,192-90=,102,20-0=,20,4278,508
105062,-,192-91=,101,183-130=,53,4645,4331
105063,-,192-92=,100,158-97=,61,1041,5547
105064,-,192-98=,94,250-0=,250,6281,5154
105065,-,192-99=,93,278-73=,205,6365,10866
105066,-,192-100=,92,183-152=,31,6083,2148
105067,-,192-101=,91,255-207=,48,5925,2166
105068,-,192-102=,90,195-19=,176,1954,10967
105069,-,192-103=,89,292-181=,111,4578,5037
105070,-,192-104=,88,132-0=,132,2421,9413
105071,-,192-105=,87,203-194=,9,4044,24
105072,-,192-106=,86,253-148=,105,4218,6550
105073,-,192-107=,85,102-24=,78,5313,2495
105074,-,192-108=,84,262-124=,138,5833,10350
105075,-,192-109=,83,199-124=,75,6069,2075
105076,-,192-110=,82,209-85=,124,6086,8874
105077,-,192-111=,81,172-109=,63,5932,5495
105078,-,192-112=,80,297-104=,193,1490,7285
105079,-,192-113=,79,294-83=,211,4643,11483
105080,-,192-114=,78,291-64=,227,2495,14206
105081,-,192-115=,77,261-261=,0,2813,15
105082,-,192-116=,76,192-78=,114,4767,8011
105083,-,192-117=,75,213-20=,193,2075,7285
105084,-,192-118=,74,33-19=,14,5728,975
105085,-,192-119=,73,223-71=,152,5958,9756
105086,-,192-120=,72,296-76=,220,5332,8610
105087,-,192-121=,71,232-112=,120,6028,4364
105088,-,192-122=,70,261-214=,47,2031,2618
105089,-,192-123=,69,184-84=,100,3076,1041
105090,-,192-124=,68,200-163=,37,2614,1806
105091,-,192-125=,67,90-11=,79,3080,4643
105092,-,192-126=,66,197-117=,80,2287,1490
105093,-,192-127=,65,279-217=,62,2397,5538
105094,-,192-128=,64,233-155=,78,1227,2495
105095,-,192-129=,63,210-70=,140,5495,6860
105096,-,192-130=,62,138-10=,128,5538,4386
105097,-,192-131=,61,93-28=,65,5547,2397
105098,-,192-132=,60,48-39=,9,1399,24
105099,-,192-133=,59,191-188=,3,2946,18
105100,-,192-134=,58,222-36=,186,2970,9714
105101,-,192-135=,57,286-119=,167,3226,11515
105102,-,192-136=,56,278-129=,149,3487,10161
105103,-,192-137=,55,123-74=,49,2131,2491
105104,-,192-138=,54,170-113=,57,4370,3226
105105,-,192-139=,53,271-8=,263,4331,15666
105106,-,192-140=,52,253-53=,200,4103,1049
105107,-,192-141=,51,239-128=,111,3971,5037
105108,-,192-142=,50,250-55=,195,1135,6280
105109,-,192-143=,49,106-43=,63,2491,5495
105110,-,192-144=,48,217-193=,24,2166,1187
105111,-,192-145=,47,193-36=,157,2618,10895
105112,-,192-146=,46,158-68=,90,2790,1954
105113,-,192-147=,45,219-78=,141,1774,9335
105114,-,192-148=,44,197-142=,55,2096,2131
105115,-,192-149=,43,263-262=,1,3391,16
105116,-,192-150=,42,255-175=,80,2983,1490
105117,-,192-151=,41,277-208=,69,3174,3076
105118,-,192-152=,40,196-51=,145,1272,9591
105119,-,192-153=,39,161-130=,31,2137,2148
105120,-,192-154=,38,201-131=,70,1987,2031
105121,-,192-155=,37,258-18=,240,1806,8273
105122,-,192-156=,36,80-48=,32,1927,843
105123,-,192-157=,35,66-26=,40,1758,1272
105124,-,192-158=,34,167-32=,135,1958,8878
105125,-,192-159=,33,191-132=,59,1644,2946
105126,-,192-160=,32,273-116=,157,843,10895
105127,-,192-161=,31,125-18=,107,2148,7699
105128,-,192-162=,30,262-89=,173,966,11908
105129,-,192-163=,29,201-161=,40,1682,1272
105130,-,192-164=,28,113-89=,24,1591,1187
105131,-,192-165=,27,299-167=,132,1544,9413
105132,-,192-166=,26,80-70=,10,1627,605
105133,-,192-167=,25,119-93=,26,914,1627
105134,-,192-169=,23,172-10=,162,1419,10674
105135,-,192-170=,22,143-74=,69,1313,3076
105136,-,192-171=,21,176-69=,107,1691,7699
