clean,corrupted,label1,label2
The tour lasted from the year 1756 to the year 175,The tour lasted from the year 1701 to the year 175,5,6
The deal lasted from the year 1587 to the year 158,The deal lasted from the year 1501 to the year 158,8,7
The assessment lasted from the year 1363 to the year 136,The assessment lasted from the year 1301 to the year 136,6,3
The project lasted from the year 1595 to the year 159,The project lasted from the year 1501 to the year 159,9,5
The progress lasted from the year 1581 to the year 158,The progress lasted from the year 1501 to the year 158,8,1
The therapy lasted from the year 1258 to the year 125,The therapy lasted from the year 1201 to the year 125,5,8
The employment lasted from the year 1729 to the year 172,The employment lasted from the year 1701 to the year 172,2,9
The outcome lasted from the year 1177 to the year 117,The outcome lasted from the year 1101 to the year 117,7,7
The trial lasted from the year 1897 to the year 189,The trial lasted from the year 1801 to the year 189,9,7
The outcome lasted from the year 1480 to the year 148,The outcome lasted from the year 1401 to the year 148,8,0
The testing lasted from the year 1871 to the year 187,The testing lasted from the year 1801 to the year 187,7,1
The case lasted from the year 1162 to the year 116,The case lasted from the year 1101 to the year 116,6,2
The tour lasted from the year 1233 to the year 123,The tour lasted from the year 1201 to the year 123,3,3
The attack lasted from the year 1435 to the year 143,The attack lasted from the year 1401 to the year 143,3,5
The fall lasted from the year 1568 to the year 156,The fall lasted from the year 1501 to the year 156,6,8
The quest lasted from the year 1157 to the year 115,The quest lasted from the year 1101 to the year 115,5,7
The study lasted from the year 1485 to the year 148,The study lasted from the year 1401 to the year 148,8,5
The fall lasted from the year 1757 to the year 175,The fall lasted from the year 1701 to the year 175,5,7
The impact lasted from the year 1542 to the year 154,The impact lasted from the year 1501 to the year 154,4,2
The case lasted from the year 1282 to the year 128,The case lasted from the year 1201 to the year 128,8,2
The tour lasted from the year 1271 to the year 127,The tour lasted from the year 1201 to the year 127,7,1
The progress lasted from the year 1729 to the year 172,The progress lasted from the year 1701 to the year 172,2,9
The exchange lasted from the year 1468 to the year 146,The exchange lasted from the year 1401 to the year 146,6,8
The construction lasted from the year 1211 to the year 121,The construction lasted from the year 1201 to the year 121,1,1
The effect lasted from the year 1585 to the year 158,The effect lasted from the year 1501 to the year 158,8,5
The effect lasted from the year 1759 to the year 175,The effect lasted from the year 1701 to the year 175,5,9
The assessment lasted from the year 1192 to the year 119,The assessment lasted from the year 1101 to the year 119,9,2
The rule lasted from the year 1219 to the year 121,The rule lasted from the year 1201 to the year 121,1,9
The therapy lasted from the year 1844 to the year 184,The therapy lasted from the year 1801 to the year 184,4,4
The operation lasted from the year 1261 to the year 126,The operation lasted from the year 1201 to the year 126,6,1
The riot lasted from the year 1731 to the year 173,The riot lasted from the year 1701 to the year 173,3,1
The contract lasted from the year 1720 to the year 172,The contract lasted from the year 1701 to the year 172,2,0
The therapy lasted from the year 1722 to the year 172,The therapy lasted from the year 1701 to the year 172,2,2
The evaluation lasted from the year 1369 to the year 136,The evaluation lasted from the year 1301 to the year 136,6,9
The fall lasted from the year 1718 to the year 171,The fall lasted from the year 1701 to the year 171,1,8
The study lasted from the year 1757 to the year 175,The study lasted from the year 1701 to the year 175,5,7
The trip lasted from the year 1678 to the year 167,The trip lasted from the year 1601 to the year 167,7,8
The therapy lasted from the year 1121 to the year 112,The therapy lasted from the year 1101 to the year 112,2,1
The relationship lasted from the year 1260 to the year 126,The relationship lasted from the year 1201 to the year 126,6,0
The competition lasted from the year 1884 to the year 188,The competition lasted from the year 1801 to the year 188,8,4
The riot lasted from the year 1794 to the year 179,The riot lasted from the year 1701 to the year 179,9,4
The effect lasted from the year 1491 to the year 149,The effect lasted from the year 1401 to the year 149,9,1
The tests lasted from the year 1815 to the year 181,The tests lasted from the year 1801 to the year 181,1,5
The construction lasted from the year 1707 to the year 170,The construction lasted from the year 1701 to the year 170,0,7
The case lasted from the year 1187 to the year 118,The case lasted from the year 1101 to the year 118,8,7
The employment lasted from the year 1715 to the year 171,The employment lasted from the year 1701 to the year 171,1,5
The practice lasted from the year 1224 to the year 122,The practice lasted from the year 1201 to the year 122,2,4
The coma lasted from the year 1249 to the year 124,The coma lasted from the year 1201 to the year 124,4,9
The increase lasted from the year 1545 to the year 154,The increase lasted from the year 1501 to the year 154,4,5
The contract lasted from the year 1510 to the year 151,The contract lasted from the year 1501 to the year 151,1,0
The relationship lasted from the year 1395 to the year 139,The relationship lasted from the year 1301 to the year 139,9,5
The tour lasted from the year 1161 to the year 116,The tour lasted from the year 1101 to the year 116,6,1
The trial lasted from the year 1632 to the year 163,The trial lasted from the year 1601 to the year 163,3,2
The outcome lasted from the year 1581 to the year 158,The outcome lasted from the year 1501 to the year 158,8,1
The development lasted from the year 1691 to the year 169,The development lasted from the year 1601 to the year 169,9,1
The existence lasted from the year 1121 to the year 112,The existence lasted from the year 1101 to the year 112,2,1
The test lasted from the year 1220 to the year 122,The test lasted from the year 1201 to the year 122,2,0
The exchange lasted from the year 1864 to the year 186,The exchange lasted from the year 1801 to the year 186,6,4
The contract lasted from the year 1830 to the year 183,The contract lasted from the year 1801 to the year 183,3,0
The outcome lasted from the year 1335 to the year 133,The outcome lasted from the year 1301 to the year 133,3,5
The growth lasted from the year 1314 to the year 131,The growth lasted from the year 1301 to the year 131,1,4
The quest lasted from the year 1755 to the year 175,The quest lasted from the year 1701 to the year 175,5,5
The trial lasted from the year 1831 to the year 183,The trial lasted from the year 1801 to the year 183,3,1
The therapy lasted from the year 1313 to the year 131,The therapy lasted from the year 1301 to the year 131,1,3
The effect lasted from the year 1352 to the year 135,The effect lasted from the year 1301 to the year 135,5,2
The coma lasted from the year 1108 to the year 110,The coma lasted from the year 1101 to the year 110,0,8
The shift lasted from the year 1393 to the year 139,The shift lasted from the year 1301 to the year 139,9,3
The practice lasted from the year 1841 to the year 184,The practice lasted from the year 1801 to the year 184,4,1
The riot lasted from the year 1746 to the year 174,The riot lasted from the year 1701 to the year 174,4,6
The outcome lasted from the year 1758 to the year 175,The outcome lasted from the year 1701 to the year 175,5,8
The trip lasted from the year 1174 to the year 117,The trip lasted from the year 1101 to the year 117,7,4
The growth lasted from the year 1845 to the year 184,The growth lasted from the year 1801 to the year 184,4,5
The trial lasted from the year 1431 to the year 143,The trial lasted from the year 1401 to the year 143,3,1
The competition lasted from the year 1470 to the year 147,The competition lasted from the year 1401 to the year 147,7,0
The attack lasted from the year 1524 to the year 152,The attack lasted from the year 1501 to the year 152,2,4
The competition lasted from the year 1352 to the year 135,The competition lasted from the year 1301 to the year 135,5,2
The practice lasted from the year 1340 to the year 134,The practice lasted from the year 1301 to the year 134,4,0
The campaign lasted from the year 1295 to the year 129,The campaign lasted from the year 1201 to the year 129,9,5
The impact lasted from the year 1709 to the year 170,The impact lasted from the year 1701 to the year 170,0,9
The operation lasted from the year 1729 to the year 172,The operation lasted from the year 1701 to the year 172,2,9
The relationship lasted from the year 1798 to the year 179,The relationship lasted from the year 1701 to the year 179,9,8
The contract lasted from the year 1730 to the year 173,The contract lasted from the year 1701 to the year 173,3,0
The growth lasted from the year 1131 to the year 113,The growth lasted from the year 1101 to the year 113,3,1
The effect lasted from the year 1171 to the year 117,The effect lasted from the year 1101 to the year 117,7,1
The evaluation lasted from the year 1216 to the year 121,The evaluation lasted from the year 1201 to the year 121,1,6
The construction lasted from the year 1212 to the year 121,The construction lasted from the year 1201 to the year 121,1,2
The tour lasted from the year 1897 to the year 189,The tour lasted from the year 1801 to the year 189,9,7
The coma lasted from the year 1836 to the year 183,The coma lasted from the year 1801 to the year 183,3,6
The exchange lasted from the year 1780 to the year 178,The exchange lasted from the year 1701 to the year 178,8,0
The tests lasted from the year 1679 to the year 167,The tests lasted from the year 1601 to the year 167,7,9
The operation lasted from the year 1260 to the year 126,The operation lasted from the year 1201 to the year 126,6,0
The employment lasted from the year 1412 to the year 141,The employment lasted from the year 1401 to the year 141,1,2
The evaluation lasted from the year 1762 to the year 176,The evaluation lasted from the year 1701 to the year 176,6,2
The operation lasted from the year 1308 to the year 130,The operation lasted from the year 1301 to the year 130,0,8
The competition lasted from the year 1214 to the year 121,The competition lasted from the year 1201 to the year 121,1,4
The contract lasted from the year 1251 to the year 125,The contract lasted from the year 1201 to the year 125,5,1
The construction lasted from the year 1735 to the year 173,The construction lasted from the year 1701 to the year 173,3,5
The tour lasted from the year 1141 to the year 114,The tour lasted from the year 1101 to the year 114,4,1
The fall lasted from the year 1781 to the year 178,The fall lasted from the year 1701 to the year 178,8,1
The tests lasted from the year 1580 to the year 158,The tests lasted from the year 1501 to the year 158,8,0
The test lasted from the year 1575 to the year 157,The test lasted from the year 1501 to the year 157,7,5
The growth lasted from the year 1212 to the year 121,The growth lasted from the year 1201 to the year 121,1,2
The trip lasted from the year 1356 to the year 135,The trip lasted from the year 1301 to the year 135,5,6
The order lasted from the year 1724 to the year 172,The order lasted from the year 1701 to the year 172,2,4
The order lasted from the year 1566 to the year 156,The order lasted from the year 1501 to the year 156,6,6
The coma lasted from the year 1606 to the year 160,The coma lasted from the year 1601 to the year 160,0,6
The competition lasted from the year 1108 to the year 110,The competition lasted from the year 1101 to the year 110,0,8
The tests lasted from the year 1725 to the year 172,The tests lasted from the year 1701 to the year 172,2,5
The rise lasted from the year 1861 to the year 186,The rise lasted from the year 1801 to the year 186,6,1
The case lasted from the year 1577 to the year 157,The case lasted from the year 1501 to the year 157,7,7
The practice lasted from the year 1563 to the year 156,The practice lasted from the year 1501 to the year 156,6,3
The test lasted from the year 1286 to the year 128,The test lasted from the year 1201 to the year 128,8,6
The relationship lasted from the year 1576 to the year 157,The relationship lasted from the year 1501 to the year 157,7,6
The attack lasted from the year 1764 to the year 176,The attack lasted from the year 1701 to the year 176,6,4
The assessment lasted from the year 1377 to the year 137,The assessment lasted from the year 1301 to the year 137,7,7
The operation lasted from the year 1581 to the year 158,The operation lasted from the year 1501 to the year 158,8,1
The contact lasted from the year 1530 to the year 153,The contact lasted from the year 1501 to the year 153,3,0
The effect lasted from the year 1505 to the year 150,The effect lasted from the year 1501 to the year 150,0,5
The outcome lasted from the year 1571 to the year 157,The outcome lasted from the year 1501 to the year 157,7,1
The operation lasted from the year 1883 to the year 188,The operation lasted from the year 1801 to the year 188,8,3
The competition lasted from the year 1128 to the year 112,The competition lasted from the year 1101 to the year 112,2,8
The employment lasted from the year 1135 to the year 113,The employment lasted from the year 1101 to the year 113,3,5
The testing lasted from the year 1693 to the year 169,The testing lasted from the year 1601 to the year 169,9,3
The order lasted from the year 1750 to the year 175,The order lasted from the year 1701 to the year 175,5,0
The trip lasted from the year 1733 to the year 173,The trip lasted from the year 1701 to the year 173,3,3
The project lasted from the year 1121 to the year 112,The project lasted from the year 1101 to the year 112,2,1
The study lasted from the year 1230 to the year 123,The study lasted from the year 1201 to the year 123,3,0
The assessment lasted from the year 1802 to the year 180,The assessment lasted from the year 1801 to the year 180,0,2
The process lasted from the year 1784 to the year 178,The process lasted from the year 1701 to the year 178,8,4
The increase lasted from the year 1269 to the year 126,The increase lasted from the year 1201 to the year 126,6,9
The competition lasted from the year 1485 to the year 148,The competition lasted from the year 1401 to the year 148,8,5
The tests lasted from the year 1307 to the year 130,The tests lasted from the year 1301 to the year 130,0,7
The therapy lasted from the year 1729 to the year 172,The therapy lasted from the year 1701 to the year 172,2,9
The effect lasted from the year 1736 to the year 173,The effect lasted from the year 1701 to the year 173,3,6
The plan lasted from the year 1503 to the year 150,The plan lasted from the year 1501 to the year 150,0,3
The employment lasted from the year 1221 to the year 122,The employment lasted from the year 1201 to the year 122,2,1
The attack lasted from the year 1403 to the year 140,The attack lasted from the year 1401 to the year 140,0,3
The coma lasted from the year 1250 to the year 125,The coma lasted from the year 1201 to the year 125,5,0
The trial lasted from the year 1302 to the year 130,The trial lasted from the year 1301 to the year 130,0,2
The relationship lasted from the year 1409 to the year 140,The relationship lasted from the year 1401 to the year 140,0,9
The construction lasted from the year 1754 to the year 175,The construction lasted from the year 1701 to the year 175,5,4
The therapy lasted from the year 1664 to the year 166,The therapy lasted from the year 1601 to the year 166,6,4
The contract lasted from the year 1379 to the year 137,The contract lasted from the year 1301 to the year 137,7,9
The trial lasted from the year 1455 to the year 145,The trial lasted from the year 1401 to the year 145,5,5
The tests lasted from the year 1209 to the year 120,The tests lasted from the year 1201 to the year 120,0,9
The construction lasted from the year 1411 to the year 141,The construction lasted from the year 1401 to the year 141,1,1
The challenge lasted from the year 1748 to the year 174,The challenge lasted from the year 1701 to the year 174,4,8
The tour lasted from the year 1298 to the year 129,The tour lasted from the year 1201 to the year 129,9,8
The impact lasted from the year 1374 to the year 137,The impact lasted from the year 1301 to the year 137,7,4
The competition lasted from the year 1850 to the year 185,The competition lasted from the year 1801 to the year 185,5,0
The attack lasted from the year 1222 to the year 122,The attack lasted from the year 1201 to the year 122,2,2
The trip lasted from the year 1476 to the year 147,The trip lasted from the year 1401 to the year 147,7,6
The effect lasted from the year 1145 to the year 114,The effect lasted from the year 1101 to the year 114,4,5
The therapy lasted from the year 1398 to the year 139,The therapy lasted from the year 1301 to the year 139,9,8
The contract lasted from the year 1279 to the year 127,The contract lasted from the year 1201 to the year 127,7,9
The development lasted from the year 1385 to the year 138,The development lasted from the year 1301 to the year 138,8,5
The trip lasted from the year 1407 to the year 140,The trip lasted from the year 1401 to the year 140,0,7
The case lasted from the year 1769 to the year 176,The case lasted from the year 1701 to the year 176,6,9
The employment lasted from the year 1432 to the year 143,The employment lasted from the year 1401 to the year 143,3,2
The existence lasted from the year 1603 to the year 160,The existence lasted from the year 1601 to the year 160,0,3
The increase lasted from the year 1509 to the year 150,The increase lasted from the year 1501 to the year 150,0,9
The campaign lasted from the year 1726 to the year 172,The campaign lasted from the year 1701 to the year 172,2,6
The contract lasted from the year 1396 to the year 139,The contract lasted from the year 1301 to the year 139,9,6
The progress lasted from the year 1740 to the year 174,The progress lasted from the year 1701 to the year 174,4,0
The growth lasted from the year 1642 to the year 164,The growth lasted from the year 1601 to the year 164,4,2
The assessment lasted from the year 1634 to the year 163,The assessment lasted from the year 1601 to the year 163,3,4
The shift lasted from the year 1776 to the year 177,The shift lasted from the year 1701 to the year 177,7,6
The impact lasted from the year 1241 to the year 124,The impact lasted from the year 1201 to the year 124,4,1
The existence lasted from the year 1406 to the year 140,The existence lasted from the year 1401 to the year 140,0,6
The test lasted from the year 1538 to the year 153,The test lasted from the year 1501 to the year 153,3,8
The riot lasted from the year 1445 to the year 144,The riot lasted from the year 1401 to the year 144,4,5
The contact lasted from the year 1494 to the year 149,The contact lasted from the year 1401 to the year 149,9,4
The development lasted from the year 1323 to the year 132,The development lasted from the year 1301 to the year 132,2,3
The deal lasted from the year 1445 to the year 144,The deal lasted from the year 1401 to the year 144,4,5
The development lasted from the year 1608 to the year 160,The development lasted from the year 1601 to the year 160,0,8
The tour lasted from the year 1786 to the year 178,The tour lasted from the year 1701 to the year 178,8,6
The employment lasted from the year 1410 to the year 141,The employment lasted from the year 1401 to the year 141,1,0
The case lasted from the year 1612 to the year 161,The case lasted from the year 1601 to the year 161,1,2
The contact lasted from the year 1510 to the year 151,The contact lasted from the year 1501 to the year 151,1,0
The process lasted from the year 1741 to the year 174,The process lasted from the year 1701 to the year 174,4,1
The tests lasted from the year 1610 to the year 161,The tests lasted from the year 1601 to the year 161,1,0
The trip lasted from the year 1850 to the year 185,The trip lasted from the year 1801 to the year 185,5,0
The progress lasted from the year 1767 to the year 176,The progress lasted from the year 1701 to the year 176,6,7
The case lasted from the year 1220 to the year 122,The case lasted from the year 1201 to the year 122,2,0
The construction lasted from the year 1466 to the year 146,The construction lasted from the year 1401 to the year 146,6,6
The impact lasted from the year 1127 to the year 112,The impact lasted from the year 1101 to the year 112,2,7
The growth lasted from the year 1488 to the year 148,The growth lasted from the year 1401 to the year 148,8,8
The growth lasted from the year 1673 to the year 167,The growth lasted from the year 1601 to the year 167,7,3
The competition lasted from the year 1270 to the year 127,The competition lasted from the year 1201 to the year 127,7,0
The quest lasted from the year 1523 to the year 152,The quest lasted from the year 1501 to the year 152,2,3
The existence lasted from the year 1807 to the year 180,The existence lasted from the year 1801 to the year 180,0,7
The practice lasted from the year 1128 to the year 112,The practice lasted from the year 1101 to the year 112,2,8
The study lasted from the year 1313 to the year 131,The study lasted from the year 1301 to the year 131,1,3
The competition lasted from the year 1715 to the year 171,The competition lasted from the year 1701 to the year 171,1,5
The work lasted from the year 1675 to the year 167,The work lasted from the year 1601 to the year 167,7,5
The program lasted from the year 1256 to the year 125,The program lasted from the year 1201 to the year 125,5,6
The exchange lasted from the year 1223 to the year 122,The exchange lasted from the year 1201 to the year 122,2,3
The tour lasted from the year 1483 to the year 148,The tour lasted from the year 1401 to the year 148,8,3
The therapy lasted from the year 1249 to the year 124,The therapy lasted from the year 1201 to the year 124,4,9
The fall lasted from the year 1897 to the year 189,The fall lasted from the year 1801 to the year 189,9,7
The trial lasted from the year 1375 to the year 137,The trial lasted from the year 1301 to the year 137,7,5
The case lasted from the year 1728 to the year 172,The case lasted from the year 1701 to the year 172,2,8
The exchange lasted from the year 1447 to the year 144,The exchange lasted from the year 1401 to the year 144,4,7
The rise lasted from the year 1632 to the year 163,The rise lasted from the year 1601 to the year 163,3,2
The test lasted from the year 1627 to the year 162,The test lasted from the year 1601 to the year 162,2,7
The rise lasted from the year 1212 to the year 121,The rise lasted from the year 1201 to the year 121,1,2
The test lasted from the year 1256 to the year 125,The test lasted from the year 1201 to the year 125,5,6
The employment lasted from the year 1718 to the year 171,The employment lasted from the year 1701 to the year 171,1,8
The existence lasted from the year 1833 to the year 183,The existence lasted from the year 1801 to the year 183,3,3
The campaign lasted from the year 1115 to the year 111,The campaign lasted from the year 1101 to the year 111,1,5
The impact lasted from the year 1264 to the year 126,The impact lasted from the year 1201 to the year 126,6,4
The trip lasted from the year 1520 to the year 152,The trip lasted from the year 1501 to the year 152,2,0
The relationship lasted from the year 1625 to the year 162,The relationship lasted from the year 1601 to the year 162,2,5
The fall lasted from the year 1516 to the year 151,The fall lasted from the year 1501 to the year 151,1,6
The study lasted from the year 1652 to the year 165,The study lasted from the year 1601 to the year 165,5,2
The study lasted from the year 1867 to the year 186,The study lasted from the year 1801 to the year 186,6,7
The process lasted from the year 1163 to the year 116,The process lasted from the year 1101 to the year 116,6,3
The fall lasted from the year 1602 to the year 160,The fall lasted from the year 1601 to the year 160,0,2
The trial lasted from the year 1812 to the year 181,The trial lasted from the year 1801 to the year 181,1,2
The project lasted from the year 1551 to the year 155,The project lasted from the year 1501 to the year 155,5,1
The coma lasted from the year 1761 to the year 176,The coma lasted from the year 1701 to the year 176,6,1
The coma lasted from the year 1395 to the year 139,The coma lasted from the year 1301 to the year 139,9,5
The quest lasted from the year 1218 to the year 121,The quest lasted from the year 1201 to the year 121,1,8
The riot lasted from the year 1694 to the year 169,The riot lasted from the year 1601 to the year 169,9,4
The contact lasted from the year 1868 to the year 186,The contact lasted from the year 1801 to the year 186,6,8
The testing lasted from the year 1375 to the year 137,The testing lasted from the year 1301 to the year 137,7,5
The tests lasted from the year 1654 to the year 165,The tests lasted from the year 1601 to the year 165,5,4
The progress lasted from the year 1663 to the year 166,The progress lasted from the year 1601 to the year 166,6,3
The exchange lasted from the year 1407 to the year 140,The exchange lasted from the year 1401 to the year 140,0,7
The construction lasted from the year 1251 to the year 125,The construction lasted from the year 1201 to the year 125,5,1
The riot lasted from the year 1695 to the year 169,The riot lasted from the year 1601 to the year 169,9,5
The employment lasted from the year 1494 to the year 149,The employment lasted from the year 1401 to the year 149,9,4
The assessment lasted from the year 1803 to the year 180,The assessment lasted from the year 1801 to the year 180,0,3
The process lasted from the year 1748 to the year 174,The process lasted from the year 1701 to the year 174,4,8
The trip lasted from the year 1676 to the year 167,The trip lasted from the year 1601 to the year 167,7,6
The fall lasted from the year 1151 to the year 115,The fall lasted from the year 1101 to the year 115,5,1
The study lasted from the year 1682 to the year 168,The study lasted from the year 1601 to the year 168,8,2
The construction lasted from the year 1746 to the year 174,The construction lasted from the year 1701 to the year 174,4,6
The shift lasted from the year 1140 to the year 114,The shift lasted from the year 1101 to the year 114,4,0
The challenge lasted from the year 1646 to the year 164,The challenge lasted from the year 1601 to the year 164,4,6
The development lasted from the year 1367 to the year 136,The development lasted from the year 1301 to the year 136,6,7
The impact lasted from the year 1725 to the year 172,The impact lasted from the year 1701 to the year 172,2,5
The campaign lasted from the year 1142 to the year 114,The campaign lasted from the year 1101 to the year 114,4,2
The program lasted from the year 1456 to the year 145,The program lasted from the year 1401 to the year 145,5,6
The development lasted from the year 1873 to the year 187,The development lasted from the year 1801 to the year 187,7,3
The effect lasted from the year 1509 to the year 150,The effect lasted from the year 1501 to the year 150,0,9
The increase lasted from the year 1657 to the year 165,The increase lasted from the year 1601 to the year 165,5,7
The contract lasted from the year 1521 to the year 152,The contract lasted from the year 1501 to the year 152,2,1
The program lasted from the year 1306 to the year 130,The program lasted from the year 1301 to the year 130,0,6
The process lasted from the year 1738 to the year 173,The process lasted from the year 1701 to the year 173,3,8
The contract lasted from the year 1691 to the year 169,The contract lasted from the year 1601 to the year 169,9,1
The campaign lasted from the year 1419 to the year 141,The campaign lasted from the year 1401 to the year 141,1,9
The tests lasted from the year 1555 to the year 155,The tests lasted from the year 1501 to the year 155,5,5
The progress lasted from the year 1240 to the year 124,The progress lasted from the year 1201 to the year 124,4,0
The case lasted from the year 1122 to the year 112,The case lasted from the year 1101 to the year 112,2,2
The work lasted from the year 1567 to the year 156,The work lasted from the year 1501 to the year 156,6,7
The riot lasted from the year 1424 to the year 142,The riot lasted from the year 1401 to the year 142,2,4
The progress lasted from the year 1656 to the year 165,The progress lasted from the year 1601 to the year 165,5,6
The plan lasted from the year 1302 to the year 130,The plan lasted from the year 1301 to the year 130,0,2
The contract lasted from the year 1864 to the year 186,The contract lasted from the year 1801 to the year 186,6,4
The fall lasted from the year 1591 to the year 159,The fall lasted from the year 1501 to the year 159,9,1
The tests lasted from the year 1539 to the year 153,The tests lasted from the year 1501 to the year 153,3,9
The tests lasted from the year 1344 to the year 134,The tests lasted from the year 1301 to the year 134,4,4
The increase lasted from the year 1769 to the year 176,The increase lasted from the year 1701 to the year 176,6,9
The shift lasted from the year 1385 to the year 138,The shift lasted from the year 1301 to the year 138,8,5
The construction lasted from the year 1733 to the year 173,The construction lasted from the year 1701 to the year 173,3,3
The tour lasted from the year 1286 to the year 128,The tour lasted from the year 1201 to the year 128,8,6
The therapy lasted from the year 1792 to the year 179,The therapy lasted from the year 1701 to the year 179,9,2
The existence lasted from the year 1349 to the year 134,The existence lasted from the year 1301 to the year 134,4,9
The case lasted from the year 1518 to the year 151,The case lasted from the year 1501 to the year 151,1,8
The case lasted from the year 1585 to the year 158,The case lasted from the year 1501 to the year 158,8,5
The test lasted from the year 1565 to the year 156,The test lasted from the year 1501 to the year 156,6,5
The effect lasted from the year 1153 to the year 115,The effect lasted from the year 1101 to the year 115,5,3
The increase lasted from the year 1416 to the year 141,The increase lasted from the year 1401 to the year 141,1,6
The attack lasted from the year 1280 to the year 128,The attack lasted from the year 1201 to the year 128,8,0
The existence lasted from the year 1432 to the year 143,The existence lasted from the year 1401 to the year 143,3,2
The plan lasted from the year 1214 to the year 121,The plan lasted from the year 1201 to the year 121,1,4
The challenge lasted from the year 1556 to the year 155,The challenge lasted from the year 1501 to the year 155,5,6
The challenge lasted from the year 1613 to the year 161,The challenge lasted from the year 1601 to the year 161,1,3
The effect lasted from the year 1224 to the year 122,The effect lasted from the year 1201 to the year 122,2,4
The competition lasted from the year 1563 to the year 156,The competition lasted from the year 1501 to the year 156,6,3
The work lasted from the year 1760 to the year 176,The work lasted from the year 1701 to the year 176,6,0
The trial lasted from the year 1214 to the year 121,The trial lasted from the year 1201 to the year 121,1,4
The case lasted from the year 1210 to the year 121,The case lasted from the year 1201 to the year 121,1,0
The plan lasted from the year 1434 to the year 143,The plan lasted from the year 1401 to the year 143,3,4
The progress lasted from the year 1173 to the year 117,The progress lasted from the year 1101 to the year 117,7,3
The challenge lasted from the year 1714 to the year 171,The challenge lasted from the year 1701 to the year 171,1,4
The fall lasted from the year 1156 to the year 115,The fall lasted from the year 1101 to the year 115,5,6
The work lasted from the year 1509 to the year 150,The work lasted from the year 1501 to the year 150,0,9
The program lasted from the year 1583 to the year 158,The program lasted from the year 1501 to the year 158,8,3
The competition lasted from the year 1193 to the year 119,The competition lasted from the year 1101 to the year 119,9,3
The coma lasted from the year 1508 to the year 150,The coma lasted from the year 1501 to the year 150,0,8
The coma lasted from the year 1721 to the year 172,The coma lasted from the year 1701 to the year 172,2,1
The order lasted from the year 1393 to the year 139,The order lasted from the year 1301 to the year 139,9,3
The therapy lasted from the year 1283 to the year 128,The therapy lasted from the year 1201 to the year 128,8,3
The program lasted from the year 1664 to the year 166,The program lasted from the year 1601 to the year 166,6,4
The quest lasted from the year 1864 to the year 186,The quest lasted from the year 1801 to the year 186,6,4
The case lasted from the year 1255 to the year 125,The case lasted from the year 1201 to the year 125,5,5
The therapy lasted from the year 1729 to the year 172,The therapy lasted from the year 1701 to the year 172,2,9
The progress lasted from the year 1782 to the year 178,The progress lasted from the year 1701 to the year 178,8,2
The case lasted from the year 1633 to the year 163,The case lasted from the year 1601 to the year 163,3,3
The riot lasted from the year 1755 to the year 175,The riot lasted from the year 1701 to the year 175,5,5
The coma lasted from the year 1542 to the year 154,The coma lasted from the year 1501 to the year 154,4,2
The quest lasted from the year 1241 to the year 124,The quest lasted from the year 1201 to the year 124,4,1
The therapy lasted from the year 1389 to the year 138,The therapy lasted from the year 1301 to the year 138,8,9
The impact lasted from the year 1481 to the year 148,The impact lasted from the year 1401 to the year 148,8,1
The testing lasted from the year 1581 to the year 158,The testing lasted from the year 1501 to the year 158,8,1
The study lasted from the year 1352 to the year 135,The study lasted from the year 1301 to the year 135,5,2
The deal lasted from the year 1103 to the year 110,The deal lasted from the year 1101 to the year 110,0,3
The therapy lasted from the year 1566 to the year 156,The therapy lasted from the year 1501 to the year 156,6,6
The contact lasted from the year 1737 to the year 173,The contact lasted from the year 1701 to the year 173,3,7
The order lasted from the year 1261 to the year 126,The order lasted from the year 1201 to the year 126,6,1
The work lasted from the year 1896 to the year 189,The work lasted from the year 1801 to the year 189,9,6
The work lasted from the year 1556 to the year 155,The work lasted from the year 1501 to the year 155,5,6
The employment lasted from the year 1420 to the year 142,The employment lasted from the year 1401 to the year 142,2,0
The employment lasted from the year 1416 to the year 141,The employment lasted from the year 1401 to the year 141,1,6
The exchange lasted from the year 1325 to the year 132,The exchange lasted from the year 1301 to the year 132,2,5
The trial lasted from the year 1112 to the year 111,The trial lasted from the year 1101 to the year 111,1,2
The tour lasted from the year 1414 to the year 141,The tour lasted from the year 1401 to the year 141,1,4
The impact lasted from the year 1840 to the year 184,The impact lasted from the year 1801 to the year 184,4,0
The process lasted from the year 1396 to the year 139,The process lasted from the year 1301 to the year 139,9,6
The effect lasted from the year 1737 to the year 173,The effect lasted from the year 1701 to the year 173,3,7
The exchange lasted from the year 1774 to the year 177,The exchange lasted from the year 1701 to the year 177,7,4
The construction lasted from the year 1334 to the year 133,The construction lasted from the year 1301 to the year 133,3,4
The shift lasted from the year 1662 to the year 166,The shift lasted from the year 1601 to the year 166,6,2
The coma lasted from the year 1754 to the year 175,The coma lasted from the year 1701 to the year 175,5,4
The trial lasted from the year 1516 to the year 151,The trial lasted from the year 1501 to the year 151,1,6
The existence lasted from the year 1483 to the year 148,The existence lasted from the year 1401 to the year 148,8,3
The testing lasted from the year 1704 to the year 170,The testing lasted from the year 1701 to the year 170,0,4
The relationship lasted from the year 1726 to the year 172,The relationship lasted from the year 1701 to the year 172,2,6
The existence lasted from the year 1661 to the year 166,The existence lasted from the year 1601 to the year 166,6,1
The increase lasted from the year 1714 to the year 171,The increase lasted from the year 1701 to the year 171,1,4
The contact lasted from the year 1608 to the year 160,The contact lasted from the year 1601 to the year 160,0,8
