clean,corrupted,label1,label2
The consultation lasted from the year 1484 to the year 148,The consultation lasted from the year 1401 to the year 148,8,4
The consultation lasted from the year 1764 to the year 176,The consultation lasted from the year 1701 to the year 176,6,4
The challenge lasted from the year 1340 to the year 134,The challenge lasted from the year 1301 to the year 134,4,0
The pursuit lasted from the year 1803 to the year 180,The pursuit lasted from the year 1801 to the year 180,0,3
The trip lasted from the year 1505 to the year 150,The trip lasted from the year 1501 to the year 150,0,5
The contract lasted from the year 1112 to the year 111,The contract lasted from the year 1101 to the year 111,1,2
The trial lasted from the year 1104 to the year 110,The trial lasted from the year 1101 to the year 110,0,4
The attack lasted from the year 1846 to the year 184,The attack lasted from the year 1801 to the year 184,4,6
The flights lasted from the year 1292 to the year 129,The flights lasted from the year 1201 to the year 129,9,2
The challenge lasted from the year 1185 to the year 118,The challenge lasted from the year 1101 to the year 118,8,5
The voyage lasted from the year 1428 to the year 142,The voyage lasted from the year 1401 to the year 142,2,8
The dispute lasted from the year 1359 to the year 135,The dispute lasted from the year 1301 to the year 135,5,9
The romance lasted from the year 1209 to the year 120,The romance lasted from the year 1201 to the year 120,0,9
The custody lasted from the year 1229 to the year 122,The custody lasted from the year 1201 to the year 122,2,9
The decline lasted from the year 1217 to the year 121,The decline lasted from the year 1201 to the year 121,1,7
The effort lasted from the year 1697 to the year 169,The effort lasted from the year 1601 to the year 169,9,7
The construction lasted from the year 1715 to the year 171,The construction lasted from the year 1701 to the year 171,1,5
The order lasted from the year 1130 to the year 113,The order lasted from the year 1101 to the year 113,3,0
The pursuit lasted from the year 1457 to the year 145,The pursuit lasted from the year 1401 to the year 145,5,7
The exchange lasted from the year 1123 to the year 112,The exchange lasted from the year 1101 to the year 112,2,3
The therapy lasted from the year 1777 to the year 177,The therapy lasted from the year 1701 to the year 177,7,7
The kingdom lasted from the year 1851 to the year 185,The kingdom lasted from the year 1801 to the year 185,5,1
The affair lasted from the year 1605 to the year 160,The affair lasted from the year 1601 to the year 160,0,5
The practice lasted from the year 1839 to the year 183,The practice lasted from the year 1801 to the year 183,3,9
The engagement lasted from the year 1352 to the year 135,The engagement lasted from the year 1301 to the year 135,5,2
The friendship lasted from the year 1445 to the year 144,The friendship lasted from the year 1401 to the year 144,4,5
The invasion lasted from the year 1157 to the year 115,The invasion lasted from the year 1101 to the year 115,5,7
The tradition lasted from the year 1454 to the year 145,The tradition lasted from the year 1401 to the year 145,5,4
The consultation lasted from the year 1431 to the year 143,The consultation lasted from the year 1401 to the year 143,3,1
The case lasted from the year 1262 to the year 126,The case lasted from the year 1201 to the year 126,6,2
The improvement lasted from the year 1390 to the year 139,The improvement lasted from the year 1301 to the year 139,9,0
The operation lasted from the year 1767 to the year 176,The operation lasted from the year 1701 to the year 176,6,7
The plan lasted from the year 1552 to the year 155,The plan lasted from the year 1501 to the year 155,5,2
The practice lasted from the year 1884 to the year 188,The practice lasted from the year 1801 to the year 188,8,4
The rise lasted from the year 1420 to the year 142,The rise lasted from the year 1401 to the year 142,2,0
The custody lasted from the year 1688 to the year 168,The custody lasted from the year 1601 to the year 168,8,8
The assessment lasted from the year 1592 to the year 159,The assessment lasted from the year 1501 to the year 159,9,2
The affair lasted from the year 1795 to the year 179,The affair lasted from the year 1701 to the year 179,9,5
The construction lasted from the year 1811 to the year 181,The construction lasted from the year 1801 to the year 181,1,1
The construction lasted from the year 1650 to the year 165,The construction lasted from the year 1601 to the year 165,5,0
The growth lasted from the year 1179 to the year 117,The growth lasted from the year 1101 to the year 117,7,9
The fame lasted from the year 1533 to the year 153,The fame lasted from the year 1501 to the year 153,3,3
The study lasted from the year 1345 to the year 134,The study lasted from the year 1301 to the year 134,4,5
The effort lasted from the year 1286 to the year 128,The effort lasted from the year 1201 to the year 128,8,6
The outcome lasted from the year 1893 to the year 189,The outcome lasted from the year 1801 to the year 189,9,3
The deal lasted from the year 1797 to the year 179,The deal lasted from the year 1701 to the year 179,9,7
The development lasted from the year 1175 to the year 117,The development lasted from the year 1101 to the year 117,7,5
The disorder lasted from the year 1795 to the year 179,The disorder lasted from the year 1701 to the year 179,9,5
The attempts lasted from the year 1677 to the year 167,The attempts lasted from the year 1601 to the year 167,7,7
The chaos lasted from the year 1319 to the year 131,The chaos lasted from the year 1301 to the year 131,1,9
The attack lasted from the year 1549 to the year 154,The attack lasted from the year 1501 to the year 154,4,9
The agreement lasted from the year 1587 to the year 158,The agreement lasted from the year 1501 to the year 158,8,7
The disorder lasted from the year 1819 to the year 181,The disorder lasted from the year 1801 to the year 181,1,9
The order lasted from the year 1275 to the year 127,The order lasted from the year 1201 to the year 127,7,5
The development lasted from the year 1685 to the year 168,The development lasted from the year 1601 to the year 168,8,5
The construction lasted from the year 1848 to the year 184,The construction lasted from the year 1801 to the year 184,4,8
The campaign lasted from the year 1757 to the year 175,The campaign lasted from the year 1701 to the year 175,5,7
The effort lasted from the year 1593 to the year 159,The effort lasted from the year 1501 to the year 159,9,3
The reign lasted from the year 1702 to the year 170,The reign lasted from the year 1701 to the year 170,0,2
The campaign lasted from the year 1242 to the year 124,The campaign lasted from the year 1201 to the year 124,4,2
The cooperation lasted from the year 1431 to the year 143,The cooperation lasted from the year 1401 to the year 143,3,1
The convention lasted from the year 1508 to the year 150,The convention lasted from the year 1501 to the year 150,0,8
The impact lasted from the year 1694 to the year 169,The impact lasted from the year 1601 to the year 169,9,4
The rule lasted from the year 1733 to the year 173,The rule lasted from the year 1701 to the year 173,3,3
The tests lasted from the year 1673 to the year 167,The tests lasted from the year 1601 to the year 167,7,3
The growth lasted from the year 1571 to the year 157,The growth lasted from the year 1501 to the year 157,7,1
The effect lasted from the year 1337 to the year 133,The effect lasted from the year 1301 to the year 133,3,7
The challenge lasted from the year 1233 to the year 123,The challenge lasted from the year 1201 to the year 123,3,3
The program lasted from the year 1436 to the year 143,The program lasted from the year 1401 to the year 143,3,6
The agreement lasted from the year 1752 to the year 175,The agreement lasted from the year 1701 to the year 175,5,2
The case lasted from the year 1321 to the year 132,The case lasted from the year 1301 to the year 132,2,1
The decrease lasted from the year 1485 to the year 148,The decrease lasted from the year 1401 to the year 148,8,5
The competition lasted from the year 1729 to the year 172,The competition lasted from the year 1701 to the year 172,2,9
The attempts lasted from the year 1343 to the year 134,The attempts lasted from the year 1301 to the year 134,4,3
The affair lasted from the year 1189 to the year 118,The affair lasted from the year 1101 to the year 118,8,9
The expansion lasted from the year 1473 to the year 147,The expansion lasted from the year 1401 to the year 147,7,3
The operation lasted from the year 1620 to the year 162,The operation lasted from the year 1601 to the year 162,2,0
The experiments lasted from the year 1790 to the year 179,The experiments lasted from the year 1701 to the year 179,9,0
The contract lasted from the year 1722 to the year 172,The contract lasted from the year 1701 to the year 172,2,2
The improvement lasted from the year 1609 to the year 160,The improvement lasted from the year 1601 to the year 160,0,9
The shift lasted from the year 1797 to the year 179,The shift lasted from the year 1701 to the year 179,9,7
The work lasted from the year 1147 to the year 114,The work lasted from the year 1101 to the year 114,4,7
The employment lasted from the year 1731 to the year 173,The employment lasted from the year 1701 to the year 173,3,1
The disorder lasted from the year 1826 to the year 182,The disorder lasted from the year 1801 to the year 182,2,6
The employment lasted from the year 1246 to the year 124,The employment lasted from the year 1201 to the year 124,4,6
The program lasted from the year 1806 to the year 180,The program lasted from the year 1801 to the year 180,0,6
The tests lasted from the year 1437 to the year 143,The tests lasted from the year 1401 to the year 143,3,7
The attempts lasted from the year 1746 to the year 174,The attempts lasted from the year 1701 to the year 174,4,6
The tradition lasted from the year 1269 to the year 126,The tradition lasted from the year 1201 to the year 126,6,9
The rule lasted from the year 1458 to the year 145,The rule lasted from the year 1401 to the year 145,5,8
The shift lasted from the year 1190 to the year 119,The shift lasted from the year 1101 to the year 119,9,0
The marriage lasted from the year 1888 to the year 188,The marriage lasted from the year 1801 to the year 188,8,8
The assessment lasted from the year 1613 to the year 161,The assessment lasted from the year 1601 to the year 161,1,3
The tradition lasted from the year 1663 to the year 166,The tradition lasted from the year 1601 to the year 166,6,3
The progress lasted from the year 1367 to the year 136,The progress lasted from the year 1301 to the year 136,6,7
The order lasted from the year 1177 to the year 117,The order lasted from the year 1101 to the year 117,7,7
The progress lasted from the year 1302 to the year 130,The progress lasted from the year 1301 to the year 130,0,2
The tour lasted from the year 1489 to the year 148,The tour lasted from the year 1401 to the year 148,8,9
The rise lasted from the year 1694 to the year 169,The rise lasted from the year 1601 to the year 169,9,4
The exchange lasted from the year 1390 to the year 139,The exchange lasted from the year 1301 to the year 139,9,0
The disorder lasted from the year 1111 to the year 111,The disorder lasted from the year 1101 to the year 111,1,1
The program lasted from the year 1495 to the year 149,The program lasted from the year 1401 to the year 149,9,5
The growth lasted from the year 1408 to the year 140,The growth lasted from the year 1401 to the year 140,0,8
The marriage lasted from the year 1351 to the year 135,The marriage lasted from the year 1301 to the year 135,5,1
The marriage lasted from the year 1408 to the year 140,The marriage lasted from the year 1401 to the year 140,0,8
The expedition lasted from the year 1438 to the year 143,The expedition lasted from the year 1401 to the year 143,3,8
The study lasted from the year 1560 to the year 156,The study lasted from the year 1501 to the year 156,6,0
The attempts lasted from the year 1503 to the year 150,The attempts lasted from the year 1501 to the year 150,0,3
The consequence lasted from the year 1742 to the year 174,The consequence lasted from the year 1701 to the year 174,4,2
The exchange lasted from the year 1355 to the year 135,The exchange lasted from the year 1301 to the year 135,5,5
The challenge lasted from the year 1830 to the year 183,The challenge lasted from the year 1801 to the year 183,3,0
The attempts lasted from the year 1815 to the year 181,The attempts lasted from the year 1801 to the year 181,1,5
The process lasted from the year 1813 to the year 181,The process lasted from the year 1801 to the year 181,1,3
The chaos lasted from the year 1472 to the year 147,The chaos lasted from the year 1401 to the year 147,7,2
The quest lasted from the year 1203 to the year 120,The quest lasted from the year 1201 to the year 120,0,3
The reign lasted from the year 1774 to the year 177,The reign lasted from the year 1701 to the year 177,7,4
The investigation lasted from the year 1588 to the year 158,The investigation lasted from the year 1501 to the year 158,8,8
The friendship lasted from the year 1346 to the year 134,The friendship lasted from the year 1301 to the year 134,4,6
The rise lasted from the year 1176 to the year 117,The rise lasted from the year 1101 to the year 117,7,6
The assessment lasted from the year 1467 to the year 146,The assessment lasted from the year 1401 to the year 146,6,7
The cooperation lasted from the year 1251 to the year 125,The cooperation lasted from the year 1201 to the year 125,5,1
The outcome lasted from the year 1584 to the year 158,The outcome lasted from the year 1501 to the year 158,8,4
The outcome lasted from the year 1473 to the year 147,The outcome lasted from the year 1401 to the year 147,7,3
The process lasted from the year 1555 to the year 155,The process lasted from the year 1501 to the year 155,5,5
The impact lasted from the year 1270 to the year 127,The impact lasted from the year 1201 to the year 127,7,0
The process lasted from the year 1494 to the year 149,The process lasted from the year 1401 to the year 149,9,4
The expedition lasted from the year 1442 to the year 144,The expedition lasted from the year 1401 to the year 144,4,2
The marriage lasted from the year 1582 to the year 158,The marriage lasted from the year 1501 to the year 158,8,2
The tests lasted from the year 1166 to the year 116,The tests lasted from the year 1101 to the year 116,6,6
The collaboration lasted from the year 1460 to the year 146,The collaboration lasted from the year 1401 to the year 146,6,0
The project lasted from the year 1781 to the year 178,The project lasted from the year 1701 to the year 178,8,1
The romance lasted from the year 1871 to the year 187,The romance lasted from the year 1801 to the year 187,7,1
The trip lasted from the year 1623 to the year 162,The trip lasted from the year 1601 to the year 162,2,3
The construction lasted from the year 1246 to the year 124,The construction lasted from the year 1201 to the year 124,4,6
The affair lasted from the year 1326 to the year 132,The affair lasted from the year 1301 to the year 132,2,6
The experiments lasted from the year 1677 to the year 167,The experiments lasted from the year 1601 to the year 167,7,7
The journey lasted from the year 1186 to the year 118,The journey lasted from the year 1101 to the year 118,8,6
The engagement lasted from the year 1584 to the year 158,The engagement lasted from the year 1501 to the year 158,8,4
The investigation lasted from the year 1194 to the year 119,The investigation lasted from the year 1101 to the year 119,9,4
The romance lasted from the year 1169 to the year 116,The romance lasted from the year 1101 to the year 116,6,9
The existence lasted from the year 1551 to the year 155,The existence lasted from the year 1501 to the year 155,5,1
The test lasted from the year 1766 to the year 176,The test lasted from the year 1701 to the year 176,6,6
The expedition lasted from the year 1852 to the year 185,The expedition lasted from the year 1801 to the year 185,5,2
The illness lasted from the year 1164 to the year 116,The illness lasted from the year 1101 to the year 116,6,4
The test lasted from the year 1308 to the year 130,The test lasted from the year 1301 to the year 130,0,8
The evaluation lasted from the year 1697 to the year 169,The evaluation lasted from the year 1601 to the year 169,9,7
The illness lasted from the year 1707 to the year 170,The illness lasted from the year 1701 to the year 170,0,7
The collaboration lasted from the year 1760 to the year 176,The collaboration lasted from the year 1701 to the year 176,6,0
The outbreak lasted from the year 1773 to the year 177,The outbreak lasted from the year 1701 to the year 177,7,3
The agreement lasted from the year 1365 to the year 136,The agreement lasted from the year 1301 to the year 136,6,5
The program lasted from the year 1109 to the year 110,The program lasted from the year 1101 to the year 110,0,9
The construction lasted from the year 1285 to the year 128,The construction lasted from the year 1201 to the year 128,8,5
The kingdom lasted from the year 1360 to the year 136,The kingdom lasted from the year 1301 to the year 136,6,0
The investigation lasted from the year 1321 to the year 132,The investigation lasted from the year 1301 to the year 132,2,1
The attempts lasted from the year 1783 to the year 178,The attempts lasted from the year 1701 to the year 178,8,3
The tour lasted from the year 1295 to the year 129,The tour lasted from the year 1201 to the year 129,9,5
The evaluation lasted from the year 1275 to the year 127,The evaluation lasted from the year 1201 to the year 127,7,5
The operation lasted from the year 1647 to the year 164,The operation lasted from the year 1601 to the year 164,4,7
The invasion lasted from the year 1204 to the year 120,The invasion lasted from the year 1201 to the year 120,0,4
The attack lasted from the year 1261 to the year 126,The attack lasted from the year 1201 to the year 126,6,1
The rule lasted from the year 1117 to the year 111,The rule lasted from the year 1101 to the year 111,1,7
The collaboration lasted from the year 1573 to the year 157,The collaboration lasted from the year 1501 to the year 157,7,3
The campaign lasted from the year 1121 to the year 112,The campaign lasted from the year 1101 to the year 112,2,1
The impact lasted from the year 1161 to the year 116,The impact lasted from the year 1101 to the year 116,6,1
The romance lasted from the year 1321 to the year 132,The romance lasted from the year 1301 to the year 132,2,1
The assessment lasted from the year 1733 to the year 173,The assessment lasted from the year 1701 to the year 173,3,3
The invasion lasted from the year 1737 to the year 173,The invasion lasted from the year 1701 to the year 173,3,7
The engagement lasted from the year 1564 to the year 156,The engagement lasted from the year 1501 to the year 156,6,4
The rise lasted from the year 1258 to the year 125,The rise lasted from the year 1201 to the year 125,5,8
The unemployment lasted from the year 1359 to the year 135,The unemployment lasted from the year 1301 to the year 135,5,9
The operation lasted from the year 1642 to the year 164,The operation lasted from the year 1601 to the year 164,4,2
The study lasted from the year 1440 to the year 144,The study lasted from the year 1401 to the year 144,4,0
The evaluation lasted from the year 1321 to the year 132,The evaluation lasted from the year 1301 to the year 132,2,1
The growth lasted from the year 1312 to the year 131,The growth lasted from the year 1301 to the year 131,1,2
The development lasted from the year 1440 to the year 144,The development lasted from the year 1401 to the year 144,4,0
The flights lasted from the year 1218 to the year 121,The flights lasted from the year 1201 to the year 121,1,8
The decrease lasted from the year 1653 to the year 165,The decrease lasted from the year 1601 to the year 165,5,3
The accord lasted from the year 1607 to the year 160,The accord lasted from the year 1601 to the year 160,0,7
The convention lasted from the year 1579 to the year 157,The convention lasted from the year 1501 to the year 157,7,9
The expansion lasted from the year 1746 to the year 174,The expansion lasted from the year 1701 to the year 174,4,6
The investigation lasted from the year 1302 to the year 130,The investigation lasted from the year 1301 to the year 130,0,2
The expedition lasted from the year 1109 to the year 110,The expedition lasted from the year 1101 to the year 110,0,9
The development lasted from the year 1390 to the year 139,The development lasted from the year 1301 to the year 139,9,0
The improvement lasted from the year 1667 to the year 166,The improvement lasted from the year 1601 to the year 166,6,7
The consequence lasted from the year 1830 to the year 183,The consequence lasted from the year 1801 to the year 183,3,0
The impact lasted from the year 1175 to the year 117,The impact lasted from the year 1101 to the year 117,7,5
The chaos lasted from the year 1247 to the year 124,The chaos lasted from the year 1201 to the year 124,4,7
The testing lasted from the year 1685 to the year 168,The testing lasted from the year 1601 to the year 168,8,5
The challenge lasted from the year 1430 to the year 143,The challenge lasted from the year 1401 to the year 143,3,0
The development lasted from the year 1394 to the year 139,The development lasted from the year 1301 to the year 139,9,4
The deal lasted from the year 1548 to the year 154,The deal lasted from the year 1501 to the year 154,4,8
The conspiracy lasted from the year 1672 to the year 167,The conspiracy lasted from the year 1601 to the year 167,7,2
The illness lasted from the year 1575 to the year 157,The illness lasted from the year 1501 to the year 157,7,5
The existence lasted from the year 1623 to the year 162,The existence lasted from the year 1601 to the year 162,2,3
The employment lasted from the year 1245 to the year 124,The employment lasted from the year 1201 to the year 124,4,5
The tests lasted from the year 1667 to the year 166,The tests lasted from the year 1601 to the year 166,6,7
The experiments lasted from the year 1223 to the year 122,The experiments lasted from the year 1201 to the year 122,2,3
The affair lasted from the year 1256 to the year 125,The affair lasted from the year 1201 to the year 125,5,6
The strikes lasted from the year 1227 to the year 122,The strikes lasted from the year 1201 to the year 122,2,7
The attack lasted from the year 1490 to the year 149,The attack lasted from the year 1401 to the year 149,9,0
The unemployment lasted from the year 1187 to the year 118,The unemployment lasted from the year 1101 to the year 118,8,7
The construction lasted from the year 1613 to the year 161,The construction lasted from the year 1601 to the year 161,1,3
The development lasted from the year 1609 to the year 160,The development lasted from the year 1601 to the year 160,0,9
The strikes lasted from the year 1897 to the year 189,The strikes lasted from the year 1801 to the year 189,9,7
The investigation lasted from the year 1647 to the year 164,The investigation lasted from the year 1601 to the year 164,4,7
The project lasted from the year 1637 to the year 163,The project lasted from the year 1601 to the year 163,3,7
The challenge lasted from the year 1302 to the year 130,The challenge lasted from the year 1301 to the year 130,0,2
The expedition lasted from the year 1663 to the year 166,The expedition lasted from the year 1601 to the year 166,6,3
The experiments lasted from the year 1824 to the year 182,The experiments lasted from the year 1801 to the year 182,2,4
The conspiracy lasted from the year 1377 to the year 137,The conspiracy lasted from the year 1301 to the year 137,7,7
The process lasted from the year 1735 to the year 173,The process lasted from the year 1701 to the year 173,3,5
The case lasted from the year 1681 to the year 168,The case lasted from the year 1601 to the year 168,8,1
The illness lasted from the year 1208 to the year 120,The illness lasted from the year 1201 to the year 120,0,8
The improvement lasted from the year 1524 to the year 152,The improvement lasted from the year 1501 to the year 152,2,4
The decline lasted from the year 1883 to the year 188,The decline lasted from the year 1801 to the year 188,8,3
The project lasted from the year 1153 to the year 115,The project lasted from the year 1101 to the year 115,5,3
The attack lasted from the year 1844 to the year 184,The attack lasted from the year 1801 to the year 184,4,4
The employment lasted from the year 1397 to the year 139,The employment lasted from the year 1301 to the year 139,9,7
The competition lasted from the year 1889 to the year 188,The competition lasted from the year 1801 to the year 188,8,9
The existence lasted from the year 1864 to the year 186,The existence lasted from the year 1801 to the year 186,6,4
The exchange lasted from the year 1112 to the year 111,The exchange lasted from the year 1101 to the year 111,1,2
The decrease lasted from the year 1427 to the year 142,The decrease lasted from the year 1401 to the year 142,2,7
The friendship lasted from the year 1454 to the year 145,The friendship lasted from the year 1401 to the year 145,5,4
The case lasted from the year 1853 to the year 185,The case lasted from the year 1801 to the year 185,5,3
The agreement lasted from the year 1328 to the year 132,The agreement lasted from the year 1301 to the year 132,2,8
The effect lasted from the year 1585 to the year 158,The effect lasted from the year 1501 to the year 158,8,5
The conspiracy lasted from the year 1810 to the year 181,The conspiracy lasted from the year 1801 to the year 181,1,0
The strikes lasted from the year 1531 to the year 153,The strikes lasted from the year 1501 to the year 153,3,1
The contact lasted from the year 1657 to the year 165,The contact lasted from the year 1601 to the year 165,5,7
The progress lasted from the year 1563 to the year 156,The progress lasted from the year 1501 to the year 156,6,3
The fame lasted from the year 1492 to the year 149,The fame lasted from the year 1401 to the year 149,9,2
The deal lasted from the year 1774 to the year 177,The deal lasted from the year 1701 to the year 177,7,4
The relationship lasted from the year 1685 to the year 168,The relationship lasted from the year 1601 to the year 168,8,5
The conspiracy lasted from the year 1707 to the year 170,The conspiracy lasted from the year 1701 to the year 170,0,7
The agreement lasted from the year 1497 to the year 149,The agreement lasted from the year 1401 to the year 149,9,7
The effect lasted from the year 1218 to the year 121,The effect lasted from the year 1201 to the year 121,1,8
The increase lasted from the year 1113 to the year 111,The increase lasted from the year 1101 to the year 111,1,3
The existence lasted from the year 1115 to the year 111,The existence lasted from the year 1101 to the year 111,1,5
The expedition lasted from the year 1746 to the year 174,The expedition lasted from the year 1701 to the year 174,4,6
The practice lasted from the year 1517 to the year 151,The practice lasted from the year 1501 to the year 151,1,7
The cooperation lasted from the year 1137 to the year 113,The cooperation lasted from the year 1101 to the year 113,3,7
The progress lasted from the year 1445 to the year 144,The progress lasted from the year 1401 to the year 144,4,5
The exchange lasted from the year 1178 to the year 117,The exchange lasted from the year 1101 to the year 117,7,8
The campaign lasted from the year 1402 to the year 140,The campaign lasted from the year 1401 to the year 140,0,2
The friendship lasted from the year 1237 to the year 123,The friendship lasted from the year 1201 to the year 123,3,7
The investigation lasted from the year 1521 to the year 152,The investigation lasted from the year 1501 to the year 152,2,1
The effort lasted from the year 1784 to the year 178,The effort lasted from the year 1701 to the year 178,8,4
The tests lasted from the year 1854 to the year 185,The tests lasted from the year 1801 to the year 185,5,4
The process lasted from the year 1552 to the year 155,The process lasted from the year 1501 to the year 155,5,2
The evaluation lasted from the year 1372 to the year 137,The evaluation lasted from the year 1301 to the year 137,7,2
The outbreak lasted from the year 1179 to the year 117,The outbreak lasted from the year 1101 to the year 117,7,9
The agreement lasted from the year 1476 to the year 147,The agreement lasted from the year 1401 to the year 147,7,6
The impact lasted from the year 1667 to the year 166,The impact lasted from the year 1601 to the year 166,6,7
The consequence lasted from the year 1858 to the year 185,The consequence lasted from the year 1801 to the year 185,5,8
The therapy lasted from the year 1352 to the year 135,The therapy lasted from the year 1301 to the year 135,5,2
The expedition lasted from the year 1428 to the year 142,The expedition lasted from the year 1401 to the year 142,2,8
The conspiracy lasted from the year 1547 to the year 154,The conspiracy lasted from the year 1501 to the year 154,4,7
The decline lasted from the year 1714 to the year 171,The decline lasted from the year 1701 to the year 171,1,4
The voyage lasted from the year 1737 to the year 173,The voyage lasted from the year 1701 to the year 173,3,7
The work lasted from the year 1765 to the year 176,The work lasted from the year 1701 to the year 176,6,5
The outcome lasted from the year 1775 to the year 177,The outcome lasted from the year 1701 to the year 177,7,5
The improvement lasted from the year 1576 to the year 157,The improvement lasted from the year 1501 to the year 157,7,6
The journey lasted from the year 1260 to the year 126,The journey lasted from the year 1201 to the year 126,6,0
The expedition lasted from the year 1728 to the year 172,The expedition lasted from the year 1701 to the year 172,2,8
The trial lasted from the year 1429 to the year 142,The trial lasted from the year 1401 to the year 142,2,9
The chaos lasted from the year 1161 to the year 116,The chaos lasted from the year 1101 to the year 116,6,1
The expansion lasted from the year 1278 to the year 127,The expansion lasted from the year 1201 to the year 127,7,8
The fame lasted from the year 1748 to the year 174,The fame lasted from the year 1701 to the year 174,4,8
The construction lasted from the year 1518 to the year 151,The construction lasted from the year 1501 to the year 151,1,8
The rule lasted from the year 1298 to the year 129,The rule lasted from the year 1201 to the year 129,9,8
The engagement lasted from the year 1213 to the year 121,The engagement lasted from the year 1201 to the year 121,1,3
The tour lasted from the year 1731 to the year 173,The tour lasted from the year 1701 to the year 173,3,1
The outbreak lasted from the year 1571 to the year 157,The outbreak lasted from the year 1501 to the year 157,7,1
The process lasted from the year 1120 to the year 112,The process lasted from the year 1101 to the year 112,2,0
The growth lasted from the year 1340 to the year 134,The growth lasted from the year 1301 to the year 134,4,0
The voyage lasted from the year 1140 to the year 114,The voyage lasted from the year 1101 to the year 114,4,0
The effect lasted from the year 1133 to the year 113,The effect lasted from the year 1101 to the year 113,3,3
The disorder lasted from the year 1586 to the year 158,The disorder lasted from the year 1501 to the year 158,8,6
The study lasted from the year 1447 to the year 144,The study lasted from the year 1401 to the year 144,4,7
The collaboration lasted from the year 1139 to the year 113,The collaboration lasted from the year 1101 to the year 113,3,9
The romance lasted from the year 1887 to the year 188,The romance lasted from the year 1801 to the year 188,8,7
The study lasted from the year 1226 to the year 122,The study lasted from the year 1201 to the year 122,2,6
The rule lasted from the year 1857 to the year 185,The rule lasted from the year 1801 to the year 185,5,7
The work lasted from the year 1172 to the year 117,The work lasted from the year 1101 to the year 117,7,2
The voyage lasted from the year 1276 to the year 127,The voyage lasted from the year 1201 to the year 127,7,6
The exchange lasted from the year 1294 to the year 129,The exchange lasted from the year 1201 to the year 129,9,4
The decline lasted from the year 1144 to the year 114,The decline lasted from the year 1101 to the year 114,4,4
The reign lasted from the year 1170 to the year 117,The reign lasted from the year 1101 to the year 117,7,0
The illness lasted from the year 1126 to the year 112,The illness lasted from the year 1101 to the year 112,2,6
The expedition lasted from the year 1234 to the year 123,The expedition lasted from the year 1201 to the year 123,3,4
The engagement lasted from the year 1254 to the year 125,The engagement lasted from the year 1201 to the year 125,5,4
The therapy lasted from the year 1457 to the year 145,The therapy lasted from the year 1401 to the year 145,5,7
The contact lasted from the year 1737 to the year 173,The contact lasted from the year 1701 to the year 173,3,7
The voyage lasted from the year 1107 to the year 110,The voyage lasted from the year 1101 to the year 110,0,7
The consultation lasted from the year 1423 to the year 142,The consultation lasted from the year 1401 to the year 142,2,3
The engagement lasted from the year 1677 to the year 167,The engagement lasted from the year 1601 to the year 167,7,7
The expedition lasted from the year 1877 to the year 187,The expedition lasted from the year 1801 to the year 187,7,7
The marriage lasted from the year 1520 to the year 152,The marriage lasted from the year 1501 to the year 152,2,0
The reign lasted from the year 1181 to the year 118,The reign lasted from the year 1101 to the year 118,8,1
The outcome lasted from the year 1239 to the year 123,The outcome lasted from the year 1201 to the year 123,3,9
The investigation lasted from the year 1592 to the year 159,The investigation lasted from the year 1501 to the year 159,9,2
The invasion lasted from the year 1894 to the year 189,The invasion lasted from the year 1801 to the year 189,9,4
The affair lasted from the year 1177 to the year 117,The affair lasted from the year 1101 to the year 117,7,7
The exchange lasted from the year 1312 to the year 131,The exchange lasted from the year 1301 to the year 131,1,2
The evaluation lasted from the year 1810 to the year 181,The evaluation lasted from the year 1801 to the year 181,1,0
The contact lasted from the year 1461 to the year 146,The contact lasted from the year 1401 to the year 146,6,1
The effort lasted from the year 1674 to the year 167,The effort lasted from the year 1601 to the year 167,7,4
The challenge lasted from the year 1571 to the year 157,The challenge lasted from the year 1501 to the year 157,7,1
The engagement lasted from the year 1420 to the year 142,The engagement lasted from the year 1401 to the year 142,2,0
The relationship lasted from the year 1467 to the year 146,The relationship lasted from the year 1401 to the year 146,6,7
The pursuit lasted from the year 1612 to the year 161,The pursuit lasted from the year 1601 to the year 161,1,2
The operation lasted from the year 1577 to the year 157,The operation lasted from the year 1501 to the year 157,7,7
The romance lasted from the year 1614 to the year 161,The romance lasted from the year 1601 to the year 161,1,4
The challenge lasted from the year 1804 to the year 180,The challenge lasted from the year 1801 to the year 180,0,4
The fall lasted from the year 1722 to the year 172,The fall lasted from the year 1701 to the year 172,2,2
The program lasted from the year 1827 to the year 182,The program lasted from the year 1801 to the year 182,2,7
The outcome lasted from the year 1179 to the year 117,The outcome lasted from the year 1101 to the year 117,7,9
The custody lasted from the year 1880 to the year 188,The custody lasted from the year 1801 to the year 188,8,0
The accord lasted from the year 1180 to the year 118,The accord lasted from the year 1101 to the year 118,8,0
The quest lasted from the year 1190 to the year 119,The quest lasted from the year 1101 to the year 119,9,0
The improvement lasted from the year 1139 to the year 113,The improvement lasted from the year 1101 to the year 113,3,9
The deal lasted from the year 1344 to the year 134,The deal lasted from the year 1301 to the year 134,4,4
The outbreak lasted from the year 1218 to the year 121,The outbreak lasted from the year 1201 to the year 121,1,8
The trial lasted from the year 1633 to the year 163,The trial lasted from the year 1601 to the year 163,3,3
The tradition lasted from the year 1306 to the year 130,The tradition lasted from the year 1301 to the year 130,0,6
