clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there was one marroule. Now there are two marrou","First, there were two marroules. Now there is one marrou",868,282,marroule,marroules,0
"First, there were two marroules. Now there is one marrou","First, there was one marroule. Now there are two marrou",282,868,marroule,marroules,1
"First, there was one figle. Now there are two fig","First, there were two figles. Now there is one fig",868,282,figle,figles,0
"First, there were two figles. Now there is one fig","First, there was one figle. Now there are two fig",282,868,figle,figles,1
"First, there was one arprer. Now there are two arpre","First, there were two arprers. Now there is one arpre",2967,83,arprer,arprers,0
"First, there were two arprers. Now there is one arpre","First, there was one arprer. Now there are two arpre",83,2967,arprer,arprers,1
"First, there was one chiff. Now there are two ch","First, there were two chiffs. Now there is one ch",18408,1648,chiff,chiffs,0
"First, there were two chiffs. Now there is one ch","First, there was one chiff. Now there are two ch",1648,18408,chiff,chiffs,1
"First, there was one brare. Now there are two bra","First, there were two brares. Now there is one bra",373,250,brare,brares,0
"First, there were two brares. Now there is one bra","First, there was one brare. Now there are two bra",250,373,brare,brares,1
"First, there was one purbon. Now there are two pur","First, there were two purbons. Now there is one pur",21111,4006,purbon,purbons,0
"First, there were two purbons. Now there is one pur","First, there was one purbon. Now there are two pur",4006,21111,purbon,purbons,1
"First, there was one pultic. Now there are two pult","First, there were two pultics. Now there is one pult",982,280,pultic,pultics,0
"First, there were two pultics. Now there is one pult","First, there was one pultic. Now there are two pult",280,982,pultic,pultics,1
"First, there was one dagueler. Now there are two daguel","First, there were two daguelers. Now there is one daguel",398,254,dagueler,daguelers,0
"First, there were two daguelers. Now there is one daguel","First, there was one dagueler. Now there are two daguel",254,398,dagueler,daguelers,1
"First, there was one imberess. Now there are two imbe","First, there were two imberesses. Now there is one imbe",16443,560,imberess,imberesses,0
"First, there were two imberesses. Now there is one imbe","First, there was one imberess. Now there are two imbe",560,16443,imberess,imberesses,1
"First, there was one knornexed. Now there are two knornex","First, there were two knornexeds. Now there is one knornex",5797,264,knornexed,knornexeds,0
"First, there were two knornexeds. Now there is one knornex","First, there was one knornexed. Now there are two knornex",264,5797,knornexed,knornexeds,1
"First, there was one exaddra. Now there are two exadd","First, there were two exaddras. Now there is one exadd",6230,376,exaddra,exaddras,0
"First, there were two exaddras. Now there is one exadd","First, there was one exaddra. Now there are two exadd",376,6230,exaddra,exaddras,1
"First, there was one pomber. Now there are two pom","First, there were two pombers. Now there is one pom",1653,589,pomber,pombers,0
"First, there were two pombers. Now there is one pom","First, there was one pomber. Now there are two pom",589,1653,pomber,pombers,1
"First, there was one shol. Now there are two sh","First, there were two shols. Now there is one sh",3017,311,shol,shols,0
"First, there were two shols. Now there is one sh","First, there was one shol. Now there are two sh",311,3017,shol,shols,1
"First, there was one cheanment. Now there are two chean","First, there were two cheanments. Now there is one chean",942,420,cheanment,cheanments,0
"First, there were two cheanments. Now there is one chean","First, there was one cheanment. Now there are two chean",420,942,cheanment,cheanments,1
"First, there was one prock. Now there are two pro","First, there were two procks. Now there is one pro",6163,777,prock,procks,0
"First, there were two procks. Now there is one pro","First, there was one prock. Now there are two pro",777,6163,prock,procks,1
"First, there was one debove. Now there are two deb","First, there were two deboves. Now there is one deb",11625,710,debove,deboves,0
"First, there were two deboves. Now there is one deb","First, there was one debove. Now there are two deb",710,11625,debove,deboves,1
"First, there was one ceansy. Now there are two ceans","First, there were two ceansies. Now there is one ceans",447,90,ceansy,ceansies,0
"First, there were two ceansies. Now there is one ceans","First, there was one ceansy. Now there are two ceans",90,447,ceansy,ceansies,1
"First, there was one deald. Now there are two deal","First, there were two dealds. Now there is one deal",1397,69,deald,dealds,0
"First, there were two dealds. Now there is one deal","First, there was one deald. Now there are two deal",69,1397,deald,dealds,1
"First, there was one eflemment. Now there are two eflem","First, there were two eflemments. Now there is one eflem",942,420,eflemment,eflemments,0
"First, there were two eflemments. Now there is one eflem","First, there was one eflemment. Now there are two eflem",420,942,eflemment,eflemments,1
"First, there was one radition. Now there are two rad","First, there were two raditions. Now there is one rad",4431,539,radition,raditions,0
"First, there were two raditions. Now there is one rad","First, there was one radition. Now there are two rad",539,4431,radition,raditions,1
"First, there was one rupeup. Now there are two rupe","First, there were two rupeups. Now there is one rupe",8777,484,rupeup,rupeups,0
"First, there were two rupeups. Now there is one rupe","First, there was one rupeup. Now there are two rupe",484,8777,rupeup,rupeups,1
"First, there was one smipe. Now there are two sm","First, there were two smipes. Now there is one sm",28964,5495,smipe,smipes,0
"First, there were two smipes. Now there is one sm","First, there was one smipe. Now there are two sm",5495,28964,smipe,smipes,1
"First, there was one imbintance. Now there are two imbint","First, there were two imbintances. Now there is one imbint",1972,593,imbintance,imbintances,0
"First, there were two imbintances. Now there is one imbint","First, there was one imbintance. Now there are two imbint",593,1972,imbintance,imbintances,1
"First, there was one gronze. Now there are two gron","First, there were two gronzes. Now there is one gron",13505,2721,gronze,gronzes,0
"First, there were two gronzes. Now there is one gron","First, there was one gronze. Now there are two gron",2721,13505,gronze,gronzes,1
"First, there was one ganter. Now there are two gan","First, there were two ganters. Now there is one gan",1336,350,ganter,ganters,0
"First, there were two ganters. Now there is one gan","First, there was one ganter. Now there are two gan",350,1336,ganter,ganters,1
"First, there was one propent. Now there are two prop","First, there were two propents. Now there is one prop",592,290,propent,propents,0
"First, there were two propents. Now there is one prop","First, there was one propent. Now there are two prop",290,592,propent,propents,1
"First, there was one dencossion. Now there are two dencoss","First, there were two dencossions. Now there is one dencoss",621,279,dencossion,dencossions,0
"First, there were two dencossions. Now there is one dencoss","First, there was one dencossion. Now there are two dencoss",279,621,dencossion,dencossions,1
"First, there was one rumage. Now there are two rum","First, there were two rumages. Now there is one rum",1131,486,rumage,rumages,0
"First, there were two rumages. Now there is one rum","First, there was one rumage. Now there are two rum",486,1131,rumage,rumages,1
"First, there was one rourse. Now there are two r","First, there were two rourses. Now there is one r",34911,9249,rourse,rourses,0
"First, there were two rourses. Now there is one r","First, there was one rourse. Now there are two r",9249,34911,rourse,rourses,1
"First, there was one udot. Now there are two ud","First, there were two udots. Now there is one ud",1502,302,udot,udots,0
"First, there were two udots. Now there is one ud","First, there was one udot. Now there are two ud",302,1502,udot,udots,1
"First, there was one constil. Now there are two const","First, there were two constils. Now there is one const",3683,300,constil,constils,0
"First, there were two constils. Now there is one const","First, there was one constil. Now there are two const",300,3683,constil,constils,1
"First, there was one guman. Now there are two g","First, there were two gumen. Now there is one g",30090,5409,guman,gumen,0
"First, there were two gumen. Now there is one g","First, there was one guman. Now there are two g",5409,30090,guman,gumen,1
"First, there was one weef. Now there are two we","First, there were two weefs. Now there is one we",23172,832,weef,weefs,0
"First, there were two weefs. Now there is one we","First, there was one weef. Now there are two we",832,23172,weef,weefs,1
"First, there was one patoose. Now there are two pato","First, there were two patooses. Now there is one pato",4863,583,patoose,patooses,0
"First, there were two patooses. Now there is one pato","First, there was one patoose. Now there are two pato",583,4863,patoose,patooses,1
"First, there was one shange. Now there are two sh","First, there were two shanges. Now there is one sh",6525,912,shange,shanges,0
"First, there were two shanges. Now there is one sh","First, there was one shange. Now there are two sh",912,6525,shange,shanges,1
"First, there was one delkerence. Now there are two delke","First, there were two delkerences. Now there is one delke",1998,1196,delkerence,delkerences,0
"First, there were two delkerences. Now there is one delke","First, there was one delkerence. Now there are two delke",1196,1998,delkerence,delkerences,1
"First, there was one stomidion. Now there are two stomid","First, there were two stomidions. Now there is one stomid",621,279,stomidion,stomidions,0
"First, there were two stomidions. Now there is one stomid","First, there was one stomidion. Now there are two stomid",279,621,stomidion,stomidions,1
"First, there was one sanute. Now there are two san","First, there were two sanutes. Now there is one san",2279,1137,sanute,sanutes,0
"First, there were two sanutes. Now there is one san","First, there was one sanute. Now there are two san",1137,2279,sanute,sanutes,1
"First, there was one deniftment. Now there are two denift","First, there were two deniftments. Now there is one denift",942,420,deniftment,deniftments,0
"First, there were two deniftments. Now there is one denift","First, there was one deniftment. Now there are two denift",420,942,deniftment,deniftments,1
"First, there was one marveiment. Now there are two marve","First, there were two marveiments. Now there is one marve",3825,2092,marveiment,marveiments,0
"First, there were two marveiments. Now there is one marve","First, there was one marveiment. Now there are two marve",2092,3825,marveiment,marveiments,1
"First, there was one pomant. Now there are two pom","First, there were two pomants. Now there is one pom",1103,386,pomant,pomants,0
"First, there were two pomants. Now there is one pom","First, there was one pomant. Now there are two pom",386,1103,pomant,pomants,1
"First, there was one molldent. Now there are two molld","First, there were two molldents. Now there is one molld",592,290,molldent,molldents,0
"First, there were two molldents. Now there is one molld","First, there was one molldent. Now there are two molld",290,592,molldent,molldents,1
"First, there was one pumage. Now there are two pum","First, there were two pumages. Now there is one pum",1131,486,pumage,pumages,0
"First, there were two pumages. Now there is one pum","First, there was one pumage. Now there are two pum",486,1131,pumage,pumages,1
"First, there was one fiphury. Now there are two fiph","First, there were two fiphuries. Now there is one fiph",6465,1626,fiphury,fiphuries,0
"First, there were two fiphuries. Now there is one fiph","First, there was one fiphury. Now there are two fiph",1626,6465,fiphury,fiphuries,1
"First, there was one micicion. Now there are two mic","First, there were two micicions. Now there is one mic",43436,16118,micicion,micicions,0
"First, there were two micicions. Now there is one mic","First, there was one micicion. Now there are two mic",16118,43436,micicion,micicions,1
"First, there was one rumic. Now there are two rum","First, there were two rumics. Now there is one rum",982,280,rumic,rumics,0
"First, there were two rumics. Now there is one rum","First, there was one rumic. Now there are two rum",280,982,rumic,rumics,1
"First, there was one zare. Now there are two z","First, there were two zares. Now there is one z",4420,609,zare,zares,0
"First, there were two zares. Now there is one z","First, there was one zare. Now there are two z",609,4420,zare,zares,1
"First, there was one maxed. Now there are two max","First, there were two maxeds. Now there is one max",5797,264,maxed,maxeds,0
"First, there were two maxeds. Now there is one max","First, there was one maxed. Now there are two max",264,5797,maxed,maxeds,1
"First, there was one exaigra. Now there are two exaig","First, there were two exaigras. Now there is one exaig",6230,376,exaigra,exaigras,0
"First, there were two exaigras. Now there is one exaig","First, there was one exaigra. Now there are two exaig",376,6230,exaigra,exaigras,1
"First, there was one coustly. Now there are two coust","First, there were two coustlies. Now there is one coust",23677,314,coustly,coustlies,0
"First, there were two coustlies. Now there is one coust","First, there was one coustly. Now there are two coust",314,23677,coustly,coustlies,1
"First, there was one swock. Now there are two sw","First, there were two swocks. Now there is one sw",4121,825,swock,swocks,0
"First, there were two swocks. Now there is one sw","First, there was one swock. Now there are two sw",825,4121,swock,swocks,1
"First, there was one sether. Now there are two set","First, there were two sethers. Now there is one set",3398,379,sether,sethers,0
"First, there were two sethers. Now there is one set","First, there was one sether. Now there are two set",379,3398,sether,sethers,1
"First, there was one puney. Now there are two pune","First, there were two puneys. Now there is one pune",656,90,puney,puneys,0
"First, there were two puneys. Now there is one pune","First, there was one puney. Now there are two pune",90,656,puney,puneys,1
"First, there was one spop. Now there are two sp","First, there were two spops. Now there is one sp",2695,412,spop,spops,0
"First, there were two spops. Now there is one sp","First, there was one spop. Now there are two sp",412,2695,spop,spops,1
"First, there was one effact. Now there are two eff","First, there were two effacts. Now there is one eff",10719,514,effact,effacts,0
"First, there were two effacts. Now there is one eff","First, there was one effact. Now there are two eff",514,10719,effact,effacts,1
"First, there was one puser. Now there are two p","First, there were two pusers. Now there is one p",15987,4537,puser,pusers,0
"First, there were two pusers. Now there is one p","First, there was one puser. Now there are two p",4537,15987,puser,pusers,1
"First, there was one wintop. Now there are two wint","First, there were two wintops. Now there is one wint",2695,412,wintop,wintops,0
"First, there were two wintops. Now there is one wint","First, there was one wintop. Now there are two wint",412,2695,wintop,wintops,1
"First, there was one nand. Now there are two n","First, there were two nands. Now there is one n",2287,395,nand,nands,0
"First, there were two nands. Now there is one n","First, there was one nand. Now there are two n",395,2287,nand,nands,1
"First, there was one narmen. Now there are two narm","First, there were two narmen. Now there is one narm",257,257,narmen,narmen,0
"First, there were two narmen. Now there is one narm","First, there was one narmen. Now there are two narm",257,257,narmen,narmen,1
"First, there was one meliry. Now there are two mel","First, there were two meliries. Now there is one mel",26286,11028,meliry,meliries,0
"First, there were two meliries. Now there is one mel","First, there was one meliry. Now there are two mel",11028,26286,meliry,meliries,1
"First, there was one khale. Now there are two kh","First, there were two khales. Now there is one kh",2339,1079,khale,khales,0
"First, there were two khales. Now there is one kh","First, there was one khale. Now there are two kh",1079,2339,khale,khales,1
"First, there was one wintom. Now there are two wint","First, there were two wintoms. Now there is one wint",3056,297,wintom,wintoms,0
"First, there were two wintoms. Now there is one wint","First, there was one wintom. Now there are two wint",297,3056,wintom,wintoms,1
"First, there was one ard. Now there are two ar","First, there were two ards. Now there is one ar",1397,69,ard,ards,0
"First, there were two ards. Now there is one ar","First, there was one ard. Now there are two ar",69,1397,ard,ards,1
"First, there was one etottion. Now there are two etott","First, there were two etottions. Now there is one etott",621,279,etottion,etottions,0
"First, there were two etottions. Now there is one etott","First, there was one etottion. Now there are two etott",279,621,etottion,etottions,1
"First, there was one panestment. Now there are two panest","First, there were two panestments. Now there is one panest",942,420,panestment,panestments,0
"First, there were two panestments. Now there is one panest","First, there was one panestment. Now there are two panest",420,942,panestment,panestments,1
"First, there was one pumer. Now there are two p","First, there were two pumers. Now there is one p",49250,8329,pumer,pumers,0
"First, there were two pumers. Now there is one p","First, there was one pumer. Now there are two p",8329,49250,pumer,pumers,1
"First, there was one usanation. Now there are two usan","First, there were two usanations. Now there is one usan",569,318,usanation,usanations,0
"First, there were two usanations. Now there is one usan","First, there was one usanation. Now there are two usan",318,569,usanation,usanations,1
"First, there was one machand. Now there are two mach","First, there were two machands. Now there is one mach",2287,395,machand,machands,0
"First, there were two machands. Now there is one mach","First, there was one machand. Now there are two mach",395,2287,machand,machands,1
"First, there was one joif. Now there are two jo","First, there were two joifs. Now there is one jo",27530,338,joif,joifs,0
"First, there were two joifs. Now there is one jo","First, there was one joif. Now there are two jo",338,27530,joif,joifs,1
"First, there was one chideman. Now there are two chidem","First, there were two chidemen. Now there is one chidem",257,266,chideman,chidemen,0
"First, there were two chidemen. Now there is one chidem","First, there was one chideman. Now there are two chidem",266,257,chideman,chidemen,1
"First, there was one refrern. Now there are two refrer","First, there were two refrerns. Now there is one refrer",2224,79,refrern,refrerns,0
"First, there were two refrerns. Now there is one refrer","First, there was one refrern. Now there are two refrer",79,2224,refrern,refrerns,1
"First, there was one sarmy. Now there are two sarm","First, there were two sarmies. Now there is one sarm",447,90,sarmy,sarmies,0
"First, there were two sarmies. Now there is one sarm","First, there was one sarmy. Now there are two sarm",90,447,sarmy,sarmies,1
"First, there was one sunter. Now there are two sun","First, there were two sunters. Now there is one sun",1336,350,sunter,sunters,0
"First, there were two sunters. Now there is one sun","First, there was one sunter. Now there are two sun",350,1336,sunter,sunters,1
"First, there was one chift. Now there are two ch","First, there were two chifts. Now there is one ch",8515,2094,chift,chifts,0
"First, there were two chifts. Now there is one ch","First, there was one chift. Now there are two ch",2094,8515,chift,chifts,1
"First, there was one jostill. Now there are two jost","First, there were two jostills. Now there is one jost",3171,408,jostill,jostills,0
"First, there were two jostills. Now there is one jost","First, there was one jostill. Now there are two jost",408,3171,jostill,jostills,1
"First, there was one secutation. Now there are two sec","First, there were two secutations. Now there is one sec",35294,19066,secutation,secutations,0
"First, there were two secutations. Now there is one sec","First, there was one secutation. Now there are two sec",19066,35294,secutation,secutations,1
"First, there was one schepe. Now there are two sche","First, there were two schepes. Now there is one sche",19064,365,schepe,schepes,0
"First, there were two schepes. Now there is one sche","First, there was one schepe. Now there are two sche",365,19064,schepe,schepes,1
"First, there was one awheecant. Now there are two awheec","First, there were two awheecants. Now there is one awheec",1103,386,awheecant,awheecants,0
"First, there were two awheecants. Now there is one awheec","First, there was one awheecant. Now there are two awheec",386,1103,awheecant,awheecants,1
"First, there was one odation. Now there are two od","First, there were two odations. Now there is one od",569,318,odation,odations,0
"First, there were two odations. Now there is one od","First, there was one odation. Now there are two od",318,569,odation,odations,1
"First, there was one emprewment. Now there are two emprew","First, there were two emprewments. Now there is one emprew",942,420,emprewment,emprewments,0
"First, there were two emprewments. Now there is one emprew","First, there was one emprewment. Now there are two emprew",420,942,emprewment,emprewments,1
"First, there was one schoof. Now there are two scho","First, there were two schooves. Now there is one scho",11625,1171,schoof,schooves,0
"First, there were two schooves. Now there is one scho","First, there was one schoof. Now there are two scho",1171,11625,schoof,schooves,1
"First, there was one fleed. Now there are two fle","First, there were two fleeds. Now there is one fle",5797,264,fleed,fleeds,0
"First, there were two fleeds. Now there is one fle","First, there was one fleed. Now there are two fle",264,5797,fleed,fleeds,1
"First, there was one farp. Now there are two far","First, there were two farps. Now there is one far",793,81,farp,farps,0
"First, there were two farps. Now there is one far","First, there was one farp. Now there are two far",81,793,farp,farps,1
"First, there was one denichment. Now there are two denich","First, there were two denichments. Now there is one denich",942,420,denichment,denichments,0
"First, there were two denichments. Now there is one denich","First, there was one denichment. Now there are two denich",420,942,denichment,denichments,1
"First, there was one practart. Now there are two pract","First, there were two practarts. Now there is one pract",12863,435,practart,practarts,0
"First, there were two practarts. Now there is one pract","First, there was one practart. Now there are two pract",435,12863,practart,practarts,1
"First, there was one skant. Now there are two sk","First, there were two skants. Now there is one sk",1103,386,skant,skants,0
"First, there were two skants. Now there is one sk","First, there was one skant. Now there are two sk",386,1103,skant,skants,1
"First, there was one tawher. Now there are two taw","First, there were two tawhers. Now there is one taw",3398,379,tawher,tawhers,0
"First, there were two tawhers. Now there is one taw","First, there was one tawher. Now there are two taw",379,3398,tawher,tawhers,1
"First, there was one hea. Now there are two he","First, there were two heas. Now there is one he",284,66,hea,heas,0
"First, there were two heas. Now there is one he","First, there was one hea. Now there are two he",66,284,hea,heas,1
"First, there was one poroation. Now there are two poro","First, there were two poroations. Now there is one poro",569,318,poroation,poroations,0
"First, there were two poroations. Now there is one poro","First, there was one poroation. Now there are two poro",318,569,poroation,poroations,1
"First, there was one enant. Now there are two en","First, there were two enants. Now there is one en",1103,386,enant,enants,0
"First, there were two enants. Now there is one en","First, there was one enant. Now there are two en",386,1103,enant,enants,1
"First, there was one susety. Now there are two sus","First, there were two suseties. Now there is one sus",11292,1734,susety,suseties,0
"First, there were two suseties. Now there is one sus","First, there was one susety. Now there are two sus",1734,11292,susety,suseties,1
"First, there was one floer. Now there are two flo","First, there were two floers. Now there is one flo",398,254,floer,floers,0
"First, there were two floers. Now there is one flo","First, there was one floer. Now there are two flo",254,398,floer,floers,1
"First, there was one gister. Now there are two g","First, there were two gisters. Now there is one g",8328,2131,gister,gisters,0
"First, there were two gisters. Now there is one g","First, there was one gister. Now there are two g",2131,8328,gister,gisters,1
"First, there was one wope. Now there are two w","First, there were two wopes. Now there is one w",11192,1714,wope,wopes,0
"First, there were two wopes. Now there is one w","First, there was one wope. Now there are two w",1714,11192,wope,wopes,1
"First, there was one jostime. Now there are two jost","First, there were two jostimes. Now there is one jost",1022,553,jostime,jostimes,0
"First, there were two jostimes. Now there is one jost","First, there was one jostime. Now there are two jost",553,1022,jostime,jostimes,1
"First, there was one seepon. Now there are two seep","First, there were two seepons. Now there is one seep",790,251,seepon,seepons,0
"First, there were two seepons. Now there is one seep","First, there was one seepon. Now there are two seep",251,790,seepon,seepons,1
"First, there was one mungod. Now there are two mung","First, there were two mungods. Now there is one mung",24322,351,mungod,mungods,0
"First, there were two mungods. Now there is one mung","First, there was one mungod. Now there are two mung",351,24322,mungod,mungods,1
"First, there was one aul. Now there are two a","First, there were two auls. Now there is one a",7228,335,aul,auls,0
"First, there were two auls. Now there is one a","First, there was one aul. Now there are two a",335,7228,aul,auls,1
"First, there was one ranchter. Now there are two ranch","First, there were two ranchters. Now there is one ranch",1336,350,ranchter,ranchters,0
"First, there were two ranchters. Now there is one ranch","First, there was one ranchter. Now there are two ranch",350,1336,ranchter,ranchters,1
"First, there was one sodger. Now there are two sod","First, there were two sodgers. Now there is one sod",7276,1063,sodger,sodgers,0
"First, there were two sodgers. Now there is one sod","First, there was one sodger. Now there are two sod",1063,7276,sodger,sodgers,1
"First, there was one conglyl. Now there are two congly","First, there were two conglyls. Now there is one congly",5200,77,conglyl,conglyls,0
"First, there were two conglyls. Now there is one congly","First, there was one conglyl. Now there are two congly",77,5200,conglyl,conglyls,1
"First, there was one chilter. Now there are two chil","First, there were two chilters. Now there is one chil",1336,350,chilter,chilters,0
"First, there were two chilters. Now there is one chil","First, there was one chilter. Now there are two chil",350,1336,chilter,chilters,1
"First, there was one uffive. Now there are two uff","First, there were two uffives. Now there is one uff",1644,422,uffive,uffives,0
"First, there were two uffives. Now there is one uff","First, there was one uffive. Now there are two uff",422,1644,uffive,uffives,1
"First, there was one trate. Now there are two tr","First, there were two trates. Now there is one tr",684,366,trate,trates,0
"First, there were two trates. Now there is one tr","First, there was one trate. Now there are two tr",366,684,trate,trates,1
"First, there was one staul. Now there are two sta","First, there were two stauls. Now there is one sta",7228,335,staul,stauls,0
"First, there were two stauls. Now there is one sta","First, there was one staul. Now there are two sta",335,7228,staul,stauls,1
"First, there was one bunedat. Now there are two buned","First, there were two bunedats. Now there is one buned",1832,255,bunedat,bunedats,0
"First, there were two bunedats. Now there is one buned","First, there was one bunedat. Now there are two buned",255,1832,bunedat,bunedats,1
"First, there was one aldyment. Now there are two aldy","First, there were two aldyments. Now there is one aldy",942,420,aldyment,aldyments,0
"First, there were two aldyments. Now there is one aldy","First, there was one aldyment. Now there are two aldy",420,942,aldyment,aldyments,1
"First, there was one practact. Now there are two pract","First, there were two practacts. Now there is one pract",10719,514,practact,practacts,0
"First, there were two practacts. Now there is one pract","First, there was one practact. Now there are two pract",514,10719,practact,practacts,1
"First, there was one frole. Now there are two fro","First, there were two froles. Now there is one fro",868,282,frole,froles,0
"First, there were two froles. Now there is one fro","First, there was one frole. Now there are two fro",282,868,frole,froles,1
"First, there was one uy. Now there are two u","First, there were two uys. Now there is one u",656,90,uy,uys,0
"First, there were two uys. Now there is one u","First, there was one uy. Now there are two u",90,656,uy,uys,1
"First, there was one caminat. Now there are two camin","First, there were two caminats. Now there is one camin",1832,255,caminat,caminats,0
"First, there were two caminats. Now there is one camin","First, there was one caminat. Now there are two camin",255,1832,caminat,caminats,1
"First, there was one glomity. Now there are two glom","First, there were two glomities. Now there is one glom",1005,414,glomity,glomities,0
"First, there were two glomities. Now there is one glom","First, there was one glomity. Now there are two glom",414,1005,glomity,glomities,1
"First, there was one surfome. Now there are two surf","First, there were two surfomes. Now there is one surf",6819,485,surfome,surfomes,0
"First, there were two surfomes. Now there is one surf","First, there was one surfome. Now there are two surf",485,6819,surfome,surfomes,1
"First, there was one faft. Now there are two fa","First, there were two fafts. Now there is one fa",34010,649,faft,fafts,0
"First, there were two fafts. Now there is one fa","First, there was one faft. Now there are two fa",649,34010,faft,fafts,1
"First, there was one stonacter. Now there are two ston","First, there were two stonacters. Now there is one ston",5468,1434,stonacter,stonacters,0
"First, there were two stonacters. Now there is one ston","First, there was one stonacter. Now there are two ston",1434,5468,stonacter,stonacters,1
"First, there was one ecreyment. Now there are two ecrey","First, there were two ecreyments. Now there is one ecrey",942,420,ecreyment,ecreyments,0
"First, there were two ecreyments. Now there is one ecrey","First, there was one ecreyment. Now there are two ecrey",420,942,ecreyment,ecreyments,1
"First, there was one kiff. Now there are two k","First, there were two kiffs. Now there is one k",18408,1648,kiff,kiffs,0
"First, there were two kiffs. Now there is one k","First, there was one kiff. Now there are two k",1648,18408,kiff,kiffs,1
"First, there was one owmer. Now there are two ow","First, there were two owmers. Now there is one ow",16451,961,owmer,owmers,0
"First, there were two owmers. Now there is one ow","First, there was one owmer. Now there are two ow",961,16451,owmer,owmers,1
"First, there was one advort. Now there are two adv","First, there were two advorts. Now there is one adv",8707,430,advort,advorts,0
"First, there were two advorts. Now there is one adv","First, there was one advort. Now there are two adv",430,8707,advort,advorts,1
"First, there was one fearker. Now there are two fear","First, there were two fearkers. Now there is one fear",23521,6426,fearker,fearkers,0
"First, there were two fearkers. Now there is one fear","First, there was one fearker. Now there are two fear",6426,23521,fearker,fearkers,1
"First, there was one stareen. Now there are two stare","First, there were two stareens. Now there is one stare",561,257,stareen,stareens,0
"First, there were two stareens. Now there is one stare","First, there was one stareen. Now there are two stare",257,561,stareen,stareens,1
"First, there was one spoud. Now there are two sp","First, there were two spouds. Now there is one sp",13360,2995,spoud,spouds,0
"First, there were two spouds. Now there is one sp","First, there was one spoud. Now there are two sp",2995,13360,spoud,spouds,1
"First, there was one sirtion. Now there are two sirt","First, there were two sirtions. Now there is one sirt",621,279,sirtion,sirtions,0
"First, there were two sirtions. Now there is one sirt","First, there was one sirtion. Now there are two sirt",279,621,sirtion,sirtions,1
"First, there was one trantbort. Now there are two trantb","First, there were two trantborts. Now there is one trantb",8707,430,trantbort,trantborts,0
"First, there were two trantborts. Now there is one trantb","First, there was one trantbort. Now there are two trantb",430,8707,trantbort,trantborts,1
"First, there was one amn. Now there are two am","First, there were two amns. Now there is one am",2224,79,amn,amns,0
"First, there were two amns. Now there is one am","First, there was one amn. Now there are two am",79,2224,amn,amns,1
"First, there was one chigter. Now there are two chig","First, there were two chigters. Now there is one chig",1336,350,chigter,chigters,0
"First, there were two chigters. Now there is one chig","First, there was one chigter. Now there are two chig",350,1336,chigter,chigters,1
"First, there was one diruttar. Now there are two dirutt","First, there were two diruttars. Now there is one dirutt",1032,274,diruttar,diruttars,0
"First, there were two diruttars. Now there is one dirutt","First, there was one diruttar. Now there are two dirutt",274,1032,diruttar,diruttars,1
"First, there was one effame. Now there are two eff","First, there were two effames. Now there is one eff",1443,482,effame,effames,0
"First, there were two effames. Now there is one eff","First, there was one effame. Now there are two eff",482,1443,effame,effames,1
"First, there was one fagle. Now there are two f","First, there were two fagles. Now there is one f",23044,16151,fagle,fagles,0
"First, there were two fagles. Now there is one f","First, there was one fagle. Now there are two f",16151,23044,fagle,fagles,1
"First, there was one lirebision. Now there are two lireb","First, there were two lirebisions. Now there is one lireb",3836,1297,lirebision,lirebisions,0
"First, there were two lirebisions. Now there is one lireb","First, there was one lirebision. Now there are two lireb",1297,3836,lirebision,lirebisions,1
"First, there was one vowit. Now there are two vow","First, there were two vowits. Now there is one vow",953,262,vowit,vowits,0
"First, there were two vowits. Now there is one vow","First, there was one vowit. Now there are two vow",262,953,vowit,vowits,1
"First, there was one smant. Now there are two sm","First, there were two smants. Now there is one sm",1103,386,smant,smants,0
"First, there were two smants. Now there is one sm","First, there was one smant. Now there are two sm",386,1103,smant,smants,1
"First, there was one progrempt. Now there are two progrem","First, there were two progrempts. Now there is one progrem",45276,431,progrempt,progrempts,0
"First, there were two progrempts. Now there is one progrem","First, there was one progrempt. Now there are two progrem",431,45276,progrempt,progrempts,1
"First, there was one onian. Now there are two on","First, there were two onians. Now there is one on",2458,757,onian,onians,0
"First, there were two onians. Now there is one on","First, there was one onian. Now there are two on",757,2458,onian,onians,1
"First, there was one lutuse. Now there are two lut","First, there were two lutuses. Now there is one lut",5123,2327,lutuse,lutuses,0
"First, there were two lutuses. Now there is one lut","First, there was one lutuse. Now there are two lut",2327,5123,lutuse,lutuses,1
"First, there was one cuncyry. Now there are two cuncy","First, there were two cuncyries. Now there is one cuncy",2246,610,cuncyry,cuncyries,0
"First, there were two cuncyries. Now there is one cuncy","First, there was one cuncyry. Now there are two cuncy",610,2246,cuncyry,cuncyries,1
"First, there was one ato. Now there are two at","First, there were two atoes. Now there is one at",13347,80,ato,atoes,0
"First, there were two atoes. Now there is one at","First, there was one ato. Now there are two at",80,13347,ato,atoes,1
"First, there was one medion. Now there are two med","First, there were two medions. Now there is one med",621,279,medion,medions,0
"First, there were two medions. Now there is one med","First, there was one medion. Now there are two med",279,621,medion,medions,1
"First, there was one thive. Now there are two th","First, there were two thives. Now there is one th",1644,422,thive,thives,0
"First, there were two thives. Now there is one th","First, there was one thive. Now there are two th",422,1644,thive,thives,1
