clean,corrupted,label,corrupted_label
Amund Maarud known for playing the,Cor Fuhler known for playing the,17418,27374
The official language in Caribbean Netherlands is,The official language in United Kingdom is,24113,6498
" Apollo Milton Obote, citizen of"," Carlos Slim Domit, citizen of",58149,12550
" Florent Brard, citizen of"," Jonel Perlea, citizen of",9822,47149
Nat Gonella known for playing the,Fanny Davies known for playing the,92359,27374
The official language in Stavropol Krai is,The official language in Kyōto Prefecture is,8690,11002
Gene Pitney known for playing the,Peter Laughner known for playing the,27374,17418
The official language in Pirkkala is,The official language in Solna Municipality is,58953,31209
The official language in Donetsk is,The official language in Iceland is,8690,100248
The official language in Kaarina is,The official language in Caslano is,58953,15155
Tyshawn Sorey known for playing the,Diblo Dibala known for playing the,27374,17418
" Marguerite Broquedis, citizen of"," Fumihiko Maki, citizen of",9822,6457
" Kenia Sinclair, citizen of"," Roman Kroitor, citizen of",57275,7008
" Jorge Enrique Abello, citizen of"," Yakubu Gowon, citizen of",39133,29258
The official language in Helsinki is,The official language in Wyoming is,58953,6498
" John Sparrow David Thompson, citizen of"," Yasutaka Nakata, citizen of",7008,6457
The Edge known for playing the,Roger Ingram known for playing the,17418,92359
The official language in Lutry is,The official language in Brissago is,8753,15155
Bob Ralston known for playing the,Wynton Marsalis known for playing the,27374,92359
"Louis Moreau Gottschalk, a famous","Augustin-Jean Fresnel, a famous",40550,83323
" Etsushi Toyokawa, citizen of"," Sukhdev Thapar, citizen of",6457,6890
Geoff Eales known for playing the,Linda Brava known for playing the,27374,63137
The official language in Benin is,The official language in South Korea is,8753,16526
"Shawn Fanning, a famous","Kurt Kreuger, a famous",48888,12360
"Leo Fong, a famous","Richard Brauer, a famous",12360,21651
"Mia Freedman, a famous","Malcolm Keen, a famous",23672,12360
Dan Sealey known for playing the,Michael Nyman known for playing the,17418,27374
" Harashima, citizen of"," Paul Bogle, citizen of",6457,57275
" Giorgio Pantano, citizen of"," Kazimierz Nycz, citizen of",15704,28702
"Gordon Scott, a famous","Nikki Giovanni, a famous",12360,40360
" Jakub Kubicki, citizen of"," Tarak Ben Ammar, citizen of",28702,77935
The official language in Union of European Football Associations is,The official language in Gothenburg Municipality is,6498,31209
"Peter Bergman, a famous","John Munch, a famous",12360,45259
Rob Barrett known for playing the,Ray Charles known for playing the,17418,27374
The official language in Lucknow is,The official language in Kemi is,45080,58953
"Jeffrey Carlson, a famous","Wilhelm Magnus, a famous",12360,21651
" Heikki Saari, citizen of"," Yoshio Shirai, citizen of",37355,6457
The official language in Guatemala is,The official language in Angola is,15506,43288
" Juho Saaristo, citizen of"," Jean-Pierre Ferland, citizen of",37355,7008
Len Tuckey known for playing the,Bill Anschell known for playing the,17418,27374
Ignaz Schuppanzigh known for playing the,Toshiko Akiyoshi known for playing the,63137,27374
"Douglas Fowley, a famous","Walter Hines Page, a famous",12360,23672
" Carlos Slim Domit, citizen of"," Tomoko Kawase, citizen of",12550,6457
"Jean-Joseph Rabéarivelo, a famous","Pirkka-Pekka Petelius, a famous",40360,12360
" Tapio Kantanen, citizen of"," Kinji Fukasaku, citizen of",37355,6457
The official language in Dominican Republic is,The official language in Ranua is,15506,58953
The official language in Flanders is,The official language in Northern Ireland is,24113,6498
" Mette-Marit, Crown Princess of Norway, citizen of"," Daniela Iraschko-Stolz, citizen of",32603,35998
"Augustin-Jean Fresnel, a famous","Kikunae Ikeda, a famous",83323,8590
Bennie Moten known for playing the,Mike Scaccia known for playing the,27374,17418
Nikki Iles known for playing the,Ralph Alessi known for playing the,27374,92359
" Ugo Rondinone, citizen of"," Ritt Bjerregaard, citizen of",30221,35440
Daniel Kobialka known for playing the,Lee Jong-hyun known for playing the,63137,17418
"Mark Weiss, a famous","Emily Barton, a famous",29867,81747
" Lars Halvor Jensen, citizen of"," Takeshi Urata, citizen of",35440,6457
Karl Engel known for playing the,Derek Trucks known for playing the,27374,15332
The official language in Arvidsjaur Municipality is,The official language in Collonge-Bellerive is,31209,8753
The official language in Montserrat is,The official language in Czech Republic is,6498,34250
The official language in Republic of Mordovia is,The official language in International Academy of Sciences San Marino is,8690,6498
" Thierry St-Cyr, citizen of"," Nandan Nilekani, citizen of",7008,6890
Dizzy Reed known for playing the,Ma Sicong known for playing the,27374,63137
"Johan Herman Wessel, a famous","Annie Proulx, a famous",40360,81747
"Li Yining, a famous","Max Volmer, a famous",46215,8590
" Dan Kolov, citizen of"," Mari Hamada, citizen of",59819,6457
"Julius Shulman, a famous","Bertold Hummel, a famous",11726,40550
The official language in Saint Kitts and Nevis is,The official language in Republic of Khakassia is,6498,8690
The official language in Belize is,The official language in Colombia is,6498,15506
The official language in Peru is,The official language in Iowa is,15506,6498
The official language in Israel is,The official language in Montana is,37366,6498
" Abolfazl Jalili, citizen of"," Grzegorz Lato, citizen of",10471,28702
" Linor Abargil, citizen of"," Randy Raine-Reusch, citizen of",6921,7008
" Ike Ekweremadu, citizen of"," Tewodros II, citizen of",29258,60457
" Jaishankar, citizen of"," David Benyamine, citizen of",6890,9822
The official language in Kumlinge is,The official language in Enlightenment in Spain is,31209,15506
John D'earth known for playing the,Edward MacDowell known for playing the,92359,27374
The official language in Wetzikon is,The official language in Flemish Region is,6063,24113
The official language in Perm Krai is,The official language in Sipoo is,8690,58953
Van Cliburn known for playing the,Len Tuckey known for playing the,27374,17418
Ken Lane known for playing the,Jack Sheldon known for playing the,27374,92359
"Egon Brunswik, a famous","Paruyr Sevak, a famous",54595,40360
Theodor Kullak known for playing the,Hughie Thomasson known for playing the,27374,17418
"Joseph Shivers, a famous","Ross Garnaut, a famous",8590,46215
" Helle Virkner, citizen of"," Kinji Fukasaku, citizen of",35440,6457
The official language in Mauritius is,The official language in Chiasso is,6498,15155
The official language in Ilomantsi is,The official language in Trinidad and Tobago is,58953,6498
Tania Maria known for playing the,Nat Gonella known for playing the,27374,92359
Joe Pass known for playing the,Hal Russell known for playing the,17418,92359
" Poonam Sinha, citizen of"," Abdul Malik Pahlawan, citizen of",6890,21139
" Sven Delblanc, citizen of"," Moufdi Zakaria, citizen of",24067,81341
" Anthony Warlow, citizen of"," Joseph Csaky, citizen of",8494,43876
Cary Hudson known for playing the,Clare Fischer known for playing the,17418,27374
"Hermann Hagedorn, a famous","Daeg Faerch, a famous",40360,12360
" Jan Pieter Schotte, citizen of"," Camil Ressu, citizen of",34061,47149
" Kensuke Tanabe, citizen of"," Ravi Shankar, citizen of",6457,6890
The official language in India is,The official language in Basel is,45080,6063
The official language in Kansas is,The official language in Israel is,6498,37366
Franz Benda known for playing the,Dennis Coffey known for playing the,63137,17418
"Moshe Levinger, a famous","James Elroy Flecker, a famous",31674,40360
The official language in Nenets Autonomous Okrug is,The official language in Uusikaupunki is,8690,58953
" Ahmad Nadeem Qasmi, citizen of"," Luis Martins de Souza Dantas, citizen of",17076,16327
The official language in Republic of Serbian Krajina is,The official language in Neklinovsky District is,88264,8690
Jason Rebello known for playing the,Michael Mantler known for playing the,27374,92359
The official language in Outokumpu is,The official language in French Community of Belgium is,58953,8753
The official language in Alta Verapaz Department is,The official language in Republic of Dagestan is,15506,8690
Ruth Laredo known for playing the,Marcelo Camelo known for playing the,27374,17418
"Kazimierz Kuratowski, a famous","Anders Fogh Rasmussen, a famous",21651,37038
" Veronica Lario, citizen of"," Randy Bachman, citizen of",15704,7008
Yehudi Menuhin known for playing the,Lee Loughnane known for playing the,63137,92359
The official language in Kenya is,The official language in Venezuela is,6498,15506
The official language in Janakkala is,The official language in Moudon is,58953,8753
"James Fenimore Cooper, a famous","Michael William Balfe, a famous",81747,40550
"Nils Strindberg, a famous","Ellar Coltrane, a famous",29867,12360
The official language in Sint Maarten is,The official language in Karijoki is,24113,58953
The official language in Odessa Oblast is,The official language in Couto Misto is,34725,43288
The official language in Ibiza is,The official language in Dundee is,15506,6498
" Jean-Luc Brassard, citizen of"," Johann Wolfgang von Goethe, citizen of",7008,56284
The official language in Karlskoga Municipality is,The official language in Ronco sopra Ascona is,31209,15155
" Jo Berger Myhre, citizen of"," Giorgio Pantano, citizen of",32603,15704
" Moufdi Zakaria, citizen of"," Narciso Campero, citizen of",81341,77710
" Andrew Bogut, citizen of"," Kim Myhr, citizen of",8494,32603
Linda Brava known for playing the,Carla Bley known for playing the,63137,27374
" Luis Bacalov, citizen of"," Riyu Kosaka, citizen of",15704,6457
" Paolo Martin, citizen of"," Carol Zhao, citizen of",15704,7008
The official language in Portugal is,The official language in Wyoming is,43288,6498
" Erwin Wurm, citizen of"," Kalraj Mishra, citizen of",35998,6890
"Wan Azizah Wan Ismail, a famous","Kazys Lozoraitis, a famous",37038,69050
The official language in Bolivia is,The official language in Chad is,15506,8753
Mark O'Connor known for playing the,Dizzy Reed known for playing the,63137,27374
"Harlan Carey Brewster, a famous","Raoul Trujillo, a famous",37038,12360
Rex Stewart known for playing the,Franz Schmidt known for playing the,92359,27374
The official language in Les Bois is,The official language in Ilmajoki is,8753,58953
The official language in A Ver-o-Mar is,The official language in Savonlinna is,43288,58953
Drew Shirley known for playing the,Lester Bowie known for playing the,17418,92359
"Michael Kimball, a famous","Ian Khama, a famous",81747,37038
The official language in Republic of Karelia is,The official language in French Community of Belgium is,8690,8753
" Bapsi Sidhwa, citizen of"," F. S. Platou, citizen of",17076,32603
The official language in Germany is,The official language in Niger is,6063,8753
"Don Durant, a famous","Carl Hatch, a famous",12360,37038
Henri Herz known for playing the,Cary Hudson known for playing the,27374,17418
Malcolm Goldstein known for playing the,Geoff Eales known for playing the,63137,27374
Meade Lux Lewis known for playing the,Jimi Hendrix known for playing the,27374,17418
" Kazimierz Nycz, citizen of"," Rodolfo Mederos, citizen of",28702,32164
" Kalanithi Maran, citizen of"," Idris I of Morocco, citizen of",6890,59230
Ernesto Lecuona known for playing the,Carla Kihlstedt known for playing the,27374,63137
The official language in Kerava is,The official language in Lugano is,58953,15155
"Louis Racine, a famous","John Munch, a famous",40360,45259
The official language in County Cork is,The official language in Lemi is,6498,58953
"Marion Post Wolcott, a famous","Dominic Dierkes, a famous",29867,12360
Graham Parker known for playing the,Russell Gunn known for playing the,17418,92359
The official language in Couto Misto is,The official language in Krokom Municipality is,43288,31209
" Subodh Kant Sahay, citizen of"," Wanda Rutkiewicz, citizen of",6890,28702
Liam Gallagher known for playing the,Clare Fischer known for playing the,17418,27374
" Kristy Sargeant, citizen of"," Tarak Ben Ammar, citizen of",7008,77935
The official language in First Czechoslovak Republic is,The official language in International Organization for Standardization is,34250,6498
"Patrick Manson, a famous","Roger Bowen, a famous",28378,12360
"Martin Kosleck, a famous","Edward Braddon, a famous",12360,37038
Frank London known for playing the,Ray Bryant known for playing the,92359,27374
" Matsukata Masayoshi, citizen of"," Irakli Alasania, citizen of",6457,16272
Alicia de Larrocha known for playing the,Giovanni Battista Viotti known for playing the,27374,63137
"Maurice Joly, a famous","Shelby Foote, a famous",15779,81747
The official language in Indore is,The official language in Quebec City is,45080,8753
The official language in Nykarleby is,The official language in Pirkkala is,31209,58953
" Gopaldas Neeraj, citizen of"," Chittadhar Hridaya, citizen of",6890,50064
The official language in Nazi Germany is,The official language in Oulu is,6063,58953
The official language in Guernsey is,The official language in Ruovesi is,6498,58953
" Magnar Solberg, citizen of"," Takashi Yanase, citizen of",32603,6457
The official language in Arkansas is,The official language in Finland is,6498,58953
The official language in Russia is,The official language in Wales is,8690,6498
" Alain Robert, citizen of"," Tupeni Baba, citizen of",9822,86196
The official language in German-speaking Community of Belgium is,The official language in Republic of Dagestan is,6063,8690
The official language in England is,The official language in Panama is,6498,15506
The official language in New Jersey is,The official language in Meyrin is,6498,8753
" Thomas Bo Larsen, citizen of"," Shadi Sadr, citizen of",35440,10471
The official language in Lieto is,The official language in Jamshedpur is,58953,45080
The official language in Blonay is,The official language in Kouvola is,8753,58953
The official language in French immersion is,The official language in Mashhad is,8753,50961
" Noriyasu Hirata, citizen of"," Jerzy Topolski, citizen of",6457,28702
" Norval Morrisseau, citizen of"," Florent Brard, citizen of",7008,9822
" Jan Kulczyk, citizen of"," Paul Gustav Fischer, citizen of",28702,35440
"James Broughton, a famous","Dino Saluzzi, a famous",40360,40550
"Anders Fogh Rasmussen, a famous","Pierfrancesco Favino, a famous",37038,12360
"Kenneth Koch, a famous","Wilhelm Magnus, a famous",40360,21651
Jim Weider known for playing the,Paul Anka known for playing the,17418,27374
Leopold Godowsky known for playing the,Pyotr Stolyarsky known for playing the,27374,63137
" Paolo Nespoli, citizen of"," Pop Shalini, citizen of",15704,6890
" David Le Lay, citizen of"," Alejandro Bustillo, citizen of",9822,32164
"Taku Iwasaki, a famous","Avi Wigderson, a famous",40550,21651
" Espen Knutsen, citizen of"," Marcin Libicki, citizen of",32603,28702
" Roisin McGettigan, citizen of"," Idris I of Morocco, citizen of",14990,59230
" Ken Okuyama, citizen of"," Dominic Seiterle, citizen of",6457,7008
The official language in Nyon is,The official language in Niue is,8753,6498
The official language in Krasnodar Krai is,The official language in Haparanda Municipality is,8690,31209
The official language in Chiasso is,The official language in French immersion is,15155,8753
Louis Prima known for playing the,Sarah Cahill known for playing the,92359,27374
Jane Getz known for playing the,Nita Strauss known for playing the,27374,17418
Roger Ingram known for playing the,Frank Mills known for playing the,92359,27374
The official language in American Samoa is,The official language in Engelberg is,6498,6063
The official language in Liberia is,The official language in Israel is,6498,37366
"Roger Bowen, a famous","Patrick Manson, a famous",12360,28378
" Afewerk Tekle, citizen of"," Adelsteen Normann, citizen of",60457,32603
"Walter Dinsdale, a famous","Ernst von Possart, a famous",37038,12360
Ernest Chausson known for playing the,Romero Lubambo known for playing the,27374,17418
" Alina Devecerski, citizen of"," Etsushi Toyokawa, citizen of",24067,6457
" Monica Niculescu, citizen of"," Luis Llosa, citizen of",47149,48847
"Gedeon Burkhard, a famous","Nils Strindberg, a famous",12360,29867
Jean-Jacques Goldman known for playing the,Erich Gruenberg known for playing the,27374,63137
" Simon Kvamm, citizen of"," Shanta Kumar, citizen of",35440,6890
The official language in Kentucky is,The official language in Portugal is,6498,43288
The official language in Collonge-Bellerive is,The official language in Republic of Ingushetia is,8753,8690
" Tarak Ben Ammar, citizen of"," Yoko Moriguchi, citizen of",77935,6457
Brad Delson known for playing the,Robert Schumann known for playing the,17418,27374
"David Wagoner, a famous","Jack Buetel, a famous",40360,12360
Keith Tippett known for playing the,Arve Henriksen known for playing the,27374,92359
The official language in Haparanda Municipality is,The official language in Nenets Autonomous Okrug is,31209,8690
" Kiichi Miyazawa, citizen of"," Abdelhak Achik, citizen of",6457,59230
"Bryshere Y. Gray, a famous","Anders Fogh Rasmussen, a famous",12360,37038
John Mehegan known for playing the,Nick Didkovsky known for playing the,27374,17418
The official language in Raisio is,The official language in Donetsk Oblast is,58953,34725
Samuil Feinberg known for playing the,Itzhak Perlman known for playing the,27374,63137
" Mario Aerts, citizen of"," Nimai Bali, citizen of",34061,6890
Eddie Jobson known for playing the,Oscar Levant known for playing the,63137,27374
" Assif Tsahar, citizen of"," Jo Berger Myhre, citizen of",6921,32603
" Nimai Bali, citizen of"," Pavel Bure, citizen of",6890,8524
The official language in South Sudan is,The official language in Pacific Alliance is,6498,15506
" Edu Lobo, citizen of"," Ambar Roy, citizen of",16327,6890
Fred Mascherino known for playing the,Marco Benevento known for playing the,17418,27374
Skylar Grey known for playing the,Linda Brava known for playing the,27374,63137
" Agnieszka Osiecka, citizen of"," Prafulla Chandra Ghosh, citizen of",28702,6890
" Adel Gholami, citizen of"," Gabriel-Marie Garrone, citizen of",10471,9822
"Robin Phillips, a famous","Christopher Guest, a famous",12360,51912
" Jennifer Heil, citizen of"," Hendrawan, citizen of",7008,24922
" Sven Wollter, citizen of"," Espen Knutsen, citizen of",24067,32603
The official language in Gothenburg Municipality is,The official language in Chhattisgarh is,31209,45080
The official language in Netherlands Antilles is,The official language in Chardonne is,24113,8753
George Enescu known for playing the,Speckled Red known for playing the,63137,27374
"Paolo Soleri, a famous","Roberto Gerhard, a famous",11726,40550
The official language in Pitcairn Islands is,The official language in Gothenburg Municipality is,6498,31209
The official language in Eskilstuna Municipality is,The official language in Mykolaiv Oblast is,31209,34725
" Sakichi Toyoda, citizen of"," Bernard Lietaer, citizen of",6457,34061
"Nikki Giovanni, a famous","Herb Greene, a famous",40360,29867
"Leila Schneps, a famous","Guy Doleman, a famous",21651,12360
The official language in Czechoslovakia is,The official language in Ukrainian Soviet Socialist Republic is,34250,34725
Jean-Joseph de Mondonville known for playing the,Aloys and Alfons Kontarsky known for playing the,63137,27374
The official language in Veyrier is,The official language in South Tyrol is,8753,6063
" Tanka Prasad Acharya, citizen of"," Doychin Vasilev, citizen of",50064,59819
"Crawford Williamson Long, a famous","Suzanne Crouch, a famous",46098,37038
"J. Anthony Lukas, a famous","Nils Strindberg, a famous",23672,29867
" Zeev Rechter, citizen of"," Gunnar Thoresen, citizen of",6921,32603
" Madan Lal, citizen of"," Mario Monti, citizen of",6890,15704
" Rizal Nurdin, citizen of"," F. S. Platou, citizen of",24922,32603
The official language in Catalonia is,The official language in Honduras is,81944,15506
"Michael Dorn, a famous","Jack Boucher, a famous",12360,29867
"Michael Penn, a famous","Mark Weiss, a famous",12360,29867
"Marcus Manilius, a famous","Clive Granger, a famous",40360,46215
Eric Clapton known for playing the,Terence Blanchard known for playing the,17418,92359
"Akshaye Khanna, a famous","Edward Burtynsky, a famous",12360,29867
" Joyce Bamford-Addo, citizen of"," Duiliu Zamfirescu, citizen of",48668,47149
Svend Asmussen known for playing the,Lubka Kolessa known for playing the,63137,27374
Nigel Pulsford known for playing the,Lil Hardin Armstrong known for playing the,17418,27374
The official language in El Salvador is,The official language in South Carolina is,15506,6498
The official language in Sierra Leone is,The official language in Pori is,6498,58953
The official language in Swedish Empire is,The official language in Karvia is,31209,58953
The official language in Surahammar Municipality is,The official language in Luhansk People's Republic is,31209,8690
Jack Nitzsche known for playing the,Tony Bevilacqua known for playing the,27374,17418
" Takeshi Urata, citizen of"," Stephen Worobetz, citizen of",6457,7008
The official language in Lemi is,The official language in Easter Island is,58953,15506
" Raheem Shah, citizen of"," Tomoko Kawase, citizen of",17076,6457
The official language in Poland is,The official language in Saskatchewan is,33084,6498
" Gabriel-Marie Garrone, citizen of"," Anders Fannemel, citizen of",9822,32603
The official language in Guam is,The official language in Argentina is,6498,15506
The official language in Vimpeli is,The official language in World Health Organization is,58953,6498
"Gunnar Birkerts, a famous","Jude Wanniski, a famous",11726,23672
" Priyanka Vadra, citizen of"," Ike Ekweremadu, citizen of",6890,29258
The official language in Autonomous Province of Kosovo and Metohija is,The official language in Krasnoyarsk Krai is,88264,8690
Frantz Jehin-Prume known for playing the,Toshiko Akiyoshi known for playing the,63137,27374
" Patricia Wartusch, citizen of"," Soamsawali, citizen of",35998,30567
"Albert Sharpe, a famous","Ian Khama, a famous",12360,37038
Gidon Kremer known for playing the,Amund Maarud known for playing the,63137,17418
"Michael William Balfe, a famous","James E. Ferguson, a famous",40550,37038
" Dilma Rousseff, citizen of"," Isser Harel, citizen of",16327,6921
The official language in Savoy is,The official language in Spanish Empire is,8753,15506
John Fogerty known for playing the,Fanny Davies known for playing the,17418,27374
"John Vivyan, a famous","Henry Jackman, a famous",12360,40550
Tony Ashton known for playing the,Red Nichols known for playing the,27374,92359
The official language in Croatia is,The official language in Idaho is,100170,6498
"Ennio Girolami, a famous","Obaidullah Aleem, a famous",12360,40360
"Daeg Faerch, a famous","Bob Shacochis, a famous",12360,81747
Percy Grainger known for playing the,Frederick Grinke known for playing the,27374,63137
The official language in Parikkala is,The official language in Versoix is,58953,8753
The official language in Australia is,The official language in Haiti is,6498,8753
"Manuel Sadosky, a famous","Sekhar Menon, a famous",21651,12360
"William Burnside, a famous","Philip Warren Anderson, a famous",21651,83323
" Alfred Werner, citizen of"," Ernest Blanc, citizen of",30221,9822
"Mikey North, a famous","Richard Brauer, a famous",12360,21651
"John Boyle O'Reilly, a famous","Andrew Ross Sorkin, a famous",40360,23672
"Michel Corrette, a famous","Sunny Hundal, a famous",40550,23672
" Mateo Gil, citizen of"," Mario Aerts, citizen of",18157,34061
Clifford Curzon known for playing the,Frederick Grinke known for playing the,27374,63137
" Rabi Ray, citizen of"," Peter Velits, citizen of",6890,81785
The official language in Karijoki is,The official language in Bernese Oberland is,58953,6063
" Abdul Khalid Ibrahim, citizen of"," Raheem Shah, citizen of",28796,17076
" Augustine Ahinful, citizen of"," Patricia Wartusch, citizen of",48668,35998
The official language in Saba is,The official language in Norfolk Island is,24113,6498
The official language in Jersey is,The official language in Geneva is,6498,8753
" Ambar Roy, citizen of"," Scott Brison, citizen of",6890,7008
The official language in Chad is,The official language in Argentina is,8753,15506
" Ritt Bjerregaard, citizen of"," F. S. Platou, citizen of",35440,32603
" Armenians in Turkey, citizen of"," Pop Shalini, citizen of",17442,6890
The official language in Solna Municipality is,The official language in Rovaniemi is,31209,58953
Franz Anton Ries known for playing the,Claude Delvincourt known for playing the,63137,27374
The official language in Lohja is,The official language in Yerevan is,58953,67842
Idrees Sulieman known for playing the,Jean-Jacques Goldman known for playing the,92359,27374
"Jon Jerde, a famous","Louis Racine, a famous",11726,40360
"Alfred Easton Poor, a famous","Mori Arinori, a famous",11726,69050
The official language in Isojoki is,The official language in Izabal Department is,58953,15506
George Duke known for playing the,Tom Fletcher known for playing the,27374,17418
"Giovanni Battista Guarini, a famous","Nikolai Myaskovsky, a famous",40360,40550
"Harris Allan, a famous","Julian Beck, a famous",12360,40360
" Ameen Sayani, citizen of"," Thorleif Haug, citizen of",6890,32603
"Johnathon Schaech, a famous","Jacobo Ficher, a famous",12360,40550
The official language in Cape Verde is,The official language in Kemi is,43288,58953
The official language in Biasca is,The official language in Prussia is,15155,6063
" Wakako Tsuchida, citizen of"," Priska Doppmann, citizen of",6457,30221
The official language in North Korea is,The official language in Vihti is,16526,58953
The official language in Basel is,The official language in Colorado is,6063,6498
" Marcin Libicki, citizen of"," Sven Wollter, citizen of",28702,24067
"George Buza, a famous","David Rivett, a famous",12360,8590
" Gabriel Axel, citizen of"," Thanh Lam, citizen of",35440,23315
Leonard Bernstein known for playing the,Bradford Cox known for playing the,27374,17418
The official language in Bernese Jura is,The official language in Haukipudas is,8753,58953
John Cipollina known for playing the,Jack Nitzsche known for playing the,17418,27374
" Yasuyuki Kase, citizen of"," Goffredo Petrassi, citizen of",6457,15704
" Kevin Pauwels, citizen of"," Juma Ikangaa, citizen of",34061,69894
" Theodosia Salome Okoh, citizen of"," Mohammad-Nabi Sarbolouki, citizen of",48668,10471
" Mohsen Mirdamadi, citizen of"," Hanan al-Shaykh, citizen of",10471,40371
The official language in Stockholm Municipality is,The official language in Equatorial Guinea is,31209,15506
Tim Vesely known for playing the,Hamilton Harty known for playing the,17418,27374
"Jay Mohr, a famous","Carl Barron, a famous",12360,51912
" Camil Ressu, citizen of"," Kaka Hathrasi, citizen of",47149,6890
Pinchas Zukerman known for playing the,Allen Toussaint known for playing the,63137,27374
Aaron Lee Tasjan known for playing the,Tadd Dameron known for playing the,17418,27374
Wolfgang Dauner known for playing the,Johann Stamitz known for playing the,27374,63137
The official language in Vallorbe is,The official language in British Antarctic Territory is,8753,6498
"Li Zhaoxing, a famous","Jon Jerde, a famous",69050,11726
" Giovanni Pellielo, citizen of"," Mahmoud Fawzi, citizen of",15704,15212
" Humayun Abdulali, citizen of"," Thorleif Haug, citizen of",6890,32603
"Raj Kapoor, a famous","Herb Greene, a famous",12360,29867
Vlatko Stefanovski known for playing the,Tyshawn Sorey known for playing the,17418,27374
"Emmanuel Chabrier, a famous","Adelaide Crapsey, a famous",40550,40360
Maynard Ferguson known for playing the,Pat Sansone known for playing the,92359,17418
Henryk Wieniawski known for playing the,Leopold Godowsky known for playing the,63137,27374
"Dhanush, a famous","Huo Guang, a famous",12360,37038
The official language in World Health Organization is,The official language in State of Brazil is,6498,43288
"Gary Waldhorn, a famous","Simon Dallow, a famous",12360,23672
Billy Taylor known for playing the,Red Nichols known for playing the,27374,92359
Oscar Levant known for playing the,Carmell Jones known for playing the,27374,92359
The official language in Kitee is,The official language in Southern Common Market is,58953,15506
"Robert d'Escourt Atkinson, a famous","Philoxenus of Cythera, a famous",46382,40360
"Agostinho Neto, a famous","Isidore de Lara, a famous",40360,40550
The official language in European Union is,The official language in Espoo is,6498,58953
Clara Haskil known for playing the,Roland Orzabal known for playing the,27374,17418
" Lukas Ligeti, citizen of"," Carlos Duarte Costa, citizen of",35998,16327
William Bolcom known for playing the,Louis Prima known for playing the,27374,92359
"Jeremy Allen White, a famous","John Rentoul, a famous",12360,23672
Don Grolnick known for playing the,Jeanne Lamon known for playing the,27374,63137
" Dominic Seiterle, citizen of"," Vidar Busk, citizen of",7008,32603
The official language in Sundbyberg Municipality is,The official language in Canton of Fribourg is,31209,8753
The official language in State of Brazil is,The official language in Lausanne is,43288,8753
Otis Spann known for playing the,Jon Eardley known for playing the,27374,92359
Arve Henriksen known for playing the,Chris Daughtry known for playing the,92359,17418
Sergiu Luca known for playing the,Liz Phair known for playing the,63137,17418
The official language in Republic of Adygea is,The official language in Sint Eustatius is,8690,24113
The official language in Prilly is,The official language in Iitti is,8753,58953
The official language in Ilmajoki is,The official language in Bonaire is,58953,24113
" Buichi Terasawa, citizen of"," Abdelhak Achik, citizen of",6457,59230
Sarah Cahill known for playing the,Nita Strauss known for playing the,27374,17418
The official language in Krasnoyarsk Krai is,The official language in Autonomous Province of Kosovo and Metohija is,8690,88264
The official language in Cossonay is,The official language in Tuusula is,8753,58953
" Vincent Kenis, citizen of"," Max Kade, citizen of",34061,10057
" Diosdado Cabello, citizen of"," Bassekou Kouyate, citizen of",37003,64994
" Rainer Fetting, citizen of"," Paolo Chiavenna, citizen of",10057,15704
Doc Severinsen known for playing the,Edvard Grieg known for playing the,92359,27374
"Bobby Andrews, a famous","Nikki Giovanni, a famous",12360,40360
The official language in Alicante is,The official language in Miss Universe is,15506,6498
The official language in Kaustinen is,The official language in Perm Krai is,58953,8690
" Simone Vagnozzi, citizen of"," Etsushi Toyokawa, citizen of",15704,6457
" Kumiko Ogura, citizen of"," Haruna Ishola, citizen of",6457,29258
" Harumi Inoue, citizen of"," Evan Dimas Darmono, citizen of",6457,24922
"Arthur Creech Jones, a famous","David Wagoner, a famous",37038,40360
" Larbi Benbarek, citizen of"," Petri Lindroos, citizen of",9822,37355
Franz Schmidt known for playing the,Scarlet Rivera known for playing the,27374,63137
"Tom Terriss, a famous","William Burnside, a famous",12360,21651
"Jourdan Miller, a famous","Daiki Arioka, a famous",1646,12360
"David Tree, a famous","Charles Kaiser, a famous",12360,23672
Deborah Conway known for playing the,Clare Fischer known for playing the,17418,27374
Blind Willie McTell known for playing the,Clara Haskil known for playing the,17418,27374
The official language in Monaco is,The official language in Arkansas is,8753,6498
"Jacobo Zabludovsky, a famous","Dr. Rajasekhar, a famous",23672,12360
"Rico Yan, a famous","Julian Beck, a famous",12360,40360
The official language in Eupen is,The official language in Navarre is,6063,15506
" Touraj Daryaee, citizen of"," Mikhail Evstafiev, citizen of",10471,8524
" Hans Magnus Ryan, citizen of"," Paul Hammerich, citizen of",32603,35440
The official language in Tervola is,The official language in Cossonay is,58953,8753
" Marlene Favela, citizen of"," Ovadia Yosef, citizen of",12550,6921
" Ahmed Ouyahia, citizen of"," Thorleif Haug, citizen of",81341,32603
The official language in Dutch Language Union is,The official language in Janakkala is,24113,58953
" Jorge Rial, citizen of"," Feng Tianwei, citizen of",32164,21181
The official language in Porrentruy is,The official language in Northern Mariana Islands is,8753,6498
" Tupeni Baba, citizen of"," Pierre Daye, citizen of",86196,34061
The official language in Bengkulu is,The official language in Mikkeli is,59929,58953
" Andrea Fischbacher, citizen of"," Henri Maurice Berteaux, citizen of",35998,9822
"Tom Verica, a famous","Richard Brauer, a famous",12360,21651
The official language in Hanko is,The official language in Barbados is,58953,6498
