clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" euroes, and other",euroes,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," hiking shoes, and other",hiking shoes,footwear,['footwear'],[68172]
" pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," clubs, and other",clubs,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" liras, and other",liras,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[18273, 24198]"
" rubles, and other",rubles,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," mansions, and other",mansions,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," oaks, and other",oaks,tree,['trees'],[12690]
" rupees, and other",rupees,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"," mockingbirds, and other",mockingbirds,bird,"['birds', 'bird']","[20229, 12224]"
" rap, and other",rap,music,['music'],[4731]," pumps, and other",pumps,footwear,['footwear'],[68172]
" rock & roll, and other",rock & roll,music,['music'],[4731]," petunias, and other",petunias,flower,"['flowers', 'flowering']","[19837, 82339]"
" classical, and other",classical,music,['music'],[4731]," football, and other",football,sport,['sports'],[10034]
" country, and other",country,music,['music'],[4731]," carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" jazz, and other",jazz,music,['music'],[4731]," knives, and other",knives,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" hip hop, and other",hip hop,music,['music'],[4731]," parrots, and other",parrots,bird,"['birds', 'bird']","[20229, 12224]"
" R&B, and other",R&B,music,['music'],[4731]," garnets, and other",garnets,gem,"['gem', 'gems']","[19269, 43258]"
" pop, and other",pop,music,['music'],[4731]," drought, and other",drought,weather,"['weather', 'natural']","[9282, 5933]"
" alternative, and other",alternative,music,['music'],[4731]," wrestling, and other",wrestling,sport,['sports'],[10034]
" punk, and other",punk,music,['music'],[4731]," tomatoes, and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" blues, and other",blues,music,['music'],[4731]," softball, and other",softball,sport,['sports'],[10034]
" reggae, and other",reggae,music,['music'],[4731]," irides, and other",irides,flower,"['flowers', 'flowering']","[19837, 82339]"
" heavy metal, and other",heavy metal,music,['music'],[4731]," foxes, and other",foxes,animal,['animals'],[10099]
" techno, and other",techno,music,['music'],[4731]," nails, and other",nails,tool,['tools'],[7526]
" bluegrass, and other",bluegrass,music,['music'],[4731]," sleet, and other",sleet,weather,"['weather', 'natural']","[9282, 5933]"
" soul, and other",soul,music,['music'],[4731]," cabins, and other",cabins,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" gospel, and other",gospel,music,['music'],[4731]," inches, and other",inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" opera, and other",opera,music,['music'],[4731]," yards, and other",yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" folk, and other",folk,music,['music'],[4731]," Japan, and other",Japan,country,"['countries', 'country']","[5961, 3224]"
" dance, and other",dance,music,['music'],[4731]," stools, and other",stools,furniture,['furniture'],[14891]
" metal, and other",metal,music,['music'],[4731]," trout, and other",trout,fish,"['fish', 'fishes']","[7795, 95461]"
" new age, and other",new age,music,['music'],[4731]," canaries, and other",canaries,bird,"['birds', 'bird']","[20229, 12224]"
" ska, and other",ska,music,['music'],[4731]," Egypt, and other",Egypt,country,"['countries', 'country']","[5961, 3224]"
" eagles, and other",eagles,bird,"['birds', 'bird']","[20229, 12224]"," wrenches, and other",wrenches,tool,['tools'],[7526]
" robins, and other",robins,bird,"['birds', 'bird']","[20229, 12224]"," gemstones, and other",gemstones,gem,"['gem', 'gems']","[19269, 43258]"
" bluejays, and other",bluejays,bird,"['birds', 'bird']","[20229, 12224]"," great uncles, and other",great uncles,relative,"['relatives', 'family']","[29658, 3070]"
" cardinals, and other",cardinals,bird,"['birds', 'bird']","[20229, 12224]"," guppy, and other",guppy,fish,"['fish', 'fishes']","[7795, 95461]"
" hawks, and other",hawks,bird,"['birds', 'bird']","[20229, 12224]"," catfish, and other",catfish,fish,"['fish', 'fishes']","[7795, 95461]"
" bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[20229, 12224]"," pontoons, and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" crows, and other",crows,bird,"['birds', 'bird']","[20229, 12224]"," firs, and other",firs,tree,['trees'],[12690]
" hummingbirds, and other",hummingbirds,bird,"['birds', 'bird']","[20229, 12224]"," foxes, and other",foxes,animal,['animals'],[10099]
" parrots, and other",parrots,bird,"['birds', 'bird']","[20229, 12224]"," slippers, and other",slippers,footwear,['footwear'],[68172]
" sparrows, and other",sparrows,bird,"['birds', 'bird']","[20229, 12224]"," cheerleading, and other",cheerleading,sport,['sports'],[10034]
" pigeons, and other",pigeons,bird,"['birds', 'bird']","[20229, 12224]"," sergeants, and other",sergeants,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" seagulls, and other",seagulls,bird,"['birds', 'bird']","[20229, 12224]"," racquetball, and other",racquetball,sport,['sports'],[10034]
" doves, and other",doves,bird,"['birds', 'bird']","[20229, 12224]"," dormitories, and other",dormitories,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" parakeets, and other",parakeets,bird,"['birds', 'bird']","[20229, 12224]"," badminton, and other",badminton,sport,['sports'],[10034]
" falcons, and other",falcons,bird,"['birds', 'bird']","[20229, 12224]"," futons, and other",futons,furniture,['furniture'],[14891]
" canaries, and other",canaries,bird,"['birds', 'bird']","[20229, 12224]"," gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" owls, and other",owls,bird,"['birds', 'bird']","[20229, 12224]"," nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
" ostriches, and other",ostriches,bird,"['birds', 'bird']","[20229, 12224]"," saxophones, and other",saxophones,instrument,"['musical', 'instruments']","[18273, 24198]"
" penguins, and other",penguins,bird,"['birds', 'bird']","[20229, 12224]"," turnips, and other",turnips,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" ravens, and other",ravens,bird,"['birds', 'bird']","[20229, 12224]"," secretaries, and other",secretaries,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" ducks, and other",ducks,bird,"['birds', 'bird']","[20229, 12224]"," managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" finches, and other",finches,bird,"['birds', 'bird']","[20229, 12224]"," clogs, and other",clogs,footwear,['footwear'],[68172]
" mockingbirds, and other",mockingbirds,bird,"['birds', 'bird']","[20229, 12224]"," R&B, and other",R&B,music,['music'],[4731]
" woodpeckers, and other",woodpeckers,bird,"['birds', 'bird']","[20229, 12224]"," sycamores, and other",sycamores,tree,['trees'],[12690]
" flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[20229, 12224]"," dressers, and other",dressers,furniture,['furniture'],[14891]
" orioles, and other",orioles,bird,"['birds', 'bird']","[20229, 12224]"," micrometers, and other",micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[20229, 12224]"," yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" chickens, and other",chickens,bird,"['birds', 'bird']","[20229, 12224]"," missiles, and other",missiles,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" vultures, and other",vultures,bird,"['birds', 'bird']","[20229, 12224]"," starfruits, and other",starfruits,fruit,"['fruits', 'fruit']","[26390, 14098]"
" cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," dance, and other",dance,music,['music'],[4731]
" buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" trucks, and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," spiders, and other",spiders,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," years, and other",years,time,"['time', 'units']","[892, 8316]"
" trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," bombs, and other",bombs,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," tents, and other",tents,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" ships, and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," inches, and other",inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" motorcycles, and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," meters, and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" SUVs, and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," sergeants, and other",sergeants,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," pontoons, and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" subways, and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," nail guns, and other",nail guns,tool,['tools'],[7526]
" cabs, and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," orchids, and other",orchids,flower,"['flowers', 'flowering']","[19837, 82339]"
" mopeds, and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"," igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" lettuce, and other",lettuce,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," senators, and other",senators,politician,"['elected', 'politicians']","[16689, 19287]"
" broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," salmon, and other",salmon,fish,"['fish', 'fishes']","[7795, 95461]"
" tomatoes, and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" cucumbers, and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," racquetball, and other",racquetball,sport,['sports'],[10034]
" peas, and other",peas,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," knives, and other",knives,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" corn, and other",corn,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" potatoes, and other",potatoes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," pop, and other",pop,music,['music'],[4731]
" celery, and other",celery,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," country, and other",country,music,['music'],[4731]
" onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," soccer, and other",soccer,sport,['sports'],[10034]
" green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," lilies, and other",lilies,flower,"['flowers', 'flowering']","[19837, 82339]"
" spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," earthquakes, and other",earthquakes,weather,"['weather', 'natural']","[9282, 5933]"
" squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" beans, and other",beans,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," professors, and other",professors,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" cauliflower, and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," yards, and other",yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," boxer shortss, and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," crows, and other",crows,bird,"['birds', 'bird']","[20229, 12224]"
" asparagus, and other",asparagus,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," cross country, and other",cross country,sport,['sports'],[10034]
" peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," pigs, and other",pigs,animal,['animals'],[10099]
" beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," crows, and other",crows,bird,"['birds', 'bird']","[20229, 12224]"
" turnips, and other",turnips,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," loafers, and other",loafers,footwear,['footwear'],[68172]
" zucchini, and other",zucchini,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"," francs, and other",francs,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
" sandals, and other",sandals,footwear,['footwear'],[68172]," alternative, and other",alternative,music,['music'],[4731]
" boots, and other",boots,footwear,['footwear'],[68172]," yards, and other",yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" heels, and other",heels,footwear,['footwear'],[68172]," clouds, and other",clouds,weather,"['weather', 'natural']","[9282, 5933]"
" shoes, and other",shoes,footwear,['footwear'],[68172]," stools, and other",stools,furniture,['furniture'],[14891]
" flip flops, and other",flip flops,footwear,['footwear'],[68172]," nunchucks, and other",nunchucks,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
" sneakers, and other",sneakers,footwear,['footwear'],[68172]," Japan, and other",Japan,country,"['countries', 'country']","[5961, 3224]"
" slippers, and other",slippers,footwear,['footwear'],[68172]," townhouses, and other",townhouses,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" running shoes, and other",running shoes,footwear,['footwear'],[68172]," asparagus, and other",asparagus,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" clogs, and other",clogs,footwear,['footwear'],[68172]," cadets, and other",cadets,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" cleats, and other",cleats,footwear,['footwear'],[68172]," guppy, and other",guppy,fish,"['fish', 'fishes']","[7795, 95461]"
" loafers, and other",loafers,footwear,['footwear'],[68172]," lacrosse, and other",lacrosse,sport,['sports'],[10034]
" pumps, and other",pumps,footwear,['footwear'],[68172]," homicide, and other",homicide,crime,"['crimes', 'crime']","[17073, 9977]"
" hiking shoes, and other",hiking shoes,footwear,['footwear'],[68172]," tank tops, and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" moccasins, and other",moccasins,footwear,['footwear'],[68172]," sycamores, and other",sycamores,tree,['trees'],[12690]
" flies, and other",flies,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," ska, and other",ska,music,['music'],[4731]
" ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," chiefs, and other",chiefs,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" spiders, and other",spiders,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," cousins, and other",cousins,relative,"['relatives', 'family']","[29658, 3070]"
" bees, and other",bees,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," secs, and other",secs,time,"['time', 'units']","[892, 8316]"
" mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," jazz, and other",jazz,music,['music'],[4731]
" beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," euroes, and other",euroes,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
" ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" grasshoppers, and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," larceny, and other",larceny,crime,"['crimes', 'crime']","[17073, 9977]"
" butterflies, and other",butterflies,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," baseball, and other",baseball,sport,['sports'],[10034]
" wasps, and other",wasps,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," colonels, and other",colonels,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
" moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," blowfish, and other",blowfish,fish,"['fish', 'fishes']","[7795, 95461]"
" gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," falcons, and other",falcons,bird,"['birds', 'bird']","[20229, 12224]"
" cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," underwears, and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" caterpillars, and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," starfruits, and other",starfruits,fruit,"['fruits', 'fruit']","[26390, 14098]"
" crickets, and other",crickets,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," peaches, and other",peaches,fruit,"['fruits', 'fruit']","[26390, 14098]"
" praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," tangerines, and other",tangerines,fruit,"['fruits', 'fruit']","[26390, 14098]"
" dragonflies, and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," sanders, and other",sanders,tool,['tools'],[7526]
" fleas, and other",fleas,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," kiwis, and other",kiwis,fruit,"['fruits', 'fruit']","[26390, 14098]"
" hornets, and other",hornets,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"," pigeons, and other",pigeons,bird,"['birds', 'bird']","[20229, 12224]"
" roses, and other",roses,flower,"['flowers', 'flowering']","[19837, 82339]"," sheep, and other",sheep,animal,['animals'],[10099]
" daisies, and other",daisies,flower,"['flowers', 'flowering']","[19837, 82339]"," banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[18273, 24198]"
" tulips, and other",tulips,flower,"['flowers', 'flowering']","[19837, 82339]"," turnips, and other",turnips,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" lilies, and other",lilies,flower,"['flowers', 'flowering']","[19837, 82339]"," recliners, and other",recliners,furniture,['furniture'],[14891]
" carnations, and other",carnations,flower,"['flowers', 'flowering']","[19837, 82339]"," drug smuggling, and other",drug smuggling,crime,"['crimes', 'crime']","[17073, 9977]"
" daffodils, and other",daffodils,flower,"['flowers', 'flowering']","[19837, 82339]"," sycamores, and other",sycamores,tree,['trees'],[12690]
" sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[19837, 82339]"," robins, and other",robins,bird,"['birds', 'bird']","[20229, 12224]"
" dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[19837, 82339]"," halibut, and other",halibut,fish,"['fish', 'fishes']","[7795, 95461]"
" pansies, and other",pansies,flower,"['flowers', 'flowering']","[19837, 82339]"," centimeters, and other",centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" orchids, and other",orchids,flower,"['flowers', 'flowering']","[19837, 82339]"," measuring sticks, and other",measuring sticks,tool,['tools'],[7526]
" petunias, and other",petunias,flower,"['flowers', 'flowering']","[19837, 82339]"," breaking and entering, and other",breaking and entering,crime,"['crimes', 'crime']","[17073, 9977]"
" suns, and other",suns,flower,"['flowers', 'flowering']","[19837, 82339]"," doves, and other",doves,bird,"['birds', 'bird']","[20229, 12224]"
" violets, and other",violets,flower,"['flowers', 'flowering']","[19837, 82339]"," cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" irides, and other",irides,flower,"['flowers', 'flowering']","[19837, 82339]"," bookcases, and other",bookcases,furniture,['furniture'],[14891]
" lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[19837, 82339]"," second cousins, and other",second cousins,relative,"['relatives', 'family']","[29658, 3070]"
" oaks, and other",oaks,tree,['trees'],[12690]," gymnastics, and other",gymnastics,sport,['sports'],[10034]
" pines, and other",pines,tree,['trees'],[12690]," light years, and other",light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" maples, and other",maples,tree,['trees'],[12690]," reggae, and other",reggae,music,['music'],[4731]
" aspens, and other",aspens,tree,['trees'],[12690]," hiking shoes, and other",hiking shoes,footwear,['footwear'],[68172]
" redwoods, and other",redwoods,tree,['trees'],[12690]," blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[20229, 12224]"
" dogwoods, and other",dogwoods,tree,['trees'],[12690]," beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
" spruces, and other",spruces,tree,['trees'],[12690]," battleships, and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
" birches, and other",birches,tree,['trees'],[12690]," liras, and other",liras,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
" weeping willows, and other",weeping willows,tree,['trees'],[12690]," great grandmothers, and other",great grandmothers,relative,"['relatives', 'family']","[29658, 3070]"
" elms, and other",elms,tree,['trees'],[12690]," goldfish, and other",goldfish,fish,"['fish', 'fishes']","[7795, 95461]"
" firs, and other",firs,tree,['trees'],[12690]," bluegrass, and other",bluegrass,music,['music'],[4731]
" palms, and other",palms,tree,['trees'],[12690]," organs, and other",organs,instrument,"['musical', 'instruments']","[18273, 24198]"
" cedars, and other",cedars,tree,['trees'],[12690]," grandfathers, and other",grandfathers,relative,"['relatives', 'family']","[29658, 3070]"
" willows, and other",willows,tree,['trees'],[12690]," sweaters, and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" sycamores, and other",sycamores,tree,['trees'],[12690]," woodpeckers, and other",woodpeckers,bird,"['birds', 'bird']","[20229, 12224]"
" sailboats, and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," crickets, and other",crickets,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" cruises, and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," gemstones, and other",gemstones,gem,"['gem', 'gems']","[19269, 43258]"
" yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," millimeters, and other",millimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
" canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," goldfish, and other",goldfish,fish,"['fish', 'fishes']","[7795, 95461]"
" rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," tepees, and other",tepees,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
" tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," irides, and other",irides,flower,"['flowers', 'flowering']","[19837, 82339]"
" aircraft carriers, and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," eagles, and other",eagles,bird,"['birds', 'bird']","[20229, 12224]"
" battleships, and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," thunderstorms, and other",thunderstorms,weather,"['weather', 'natural']","[9282, 5933]"
" kayaks, and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," parrots, and other",parrots,bird,"['birds', 'bird']","[20229, 12224]"
" paddleboats, and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
" rafts, and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," tank tops, and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
" barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," cheerleading, and other",cheerleading,sport,['sports'],[10034]
" catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," daisies, and other",daisies,flower,"['flowers', 'flowering']","[19837, 82339]"
" dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," amethysts, and other",amethysts,gem,"['gem', 'gems']","[19269, 43258]"
" pontoons, and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," hiking shoes, and other",hiking shoes,footwear,['footwear'],[68172]
" ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," elms, and other",elms,tree,['trees'],[12690]
" schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"," blizzards, and other",blizzards,weather,"['weather', 'natural']","[9282, 5933]"
" salmon, and other",salmon,fish,"['fish', 'fishes']","[7795, 95461]"," cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
" trout, and other",trout,fish,"['fish', 'fishes']","[7795, 95461]"," lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
" goldfish, and other",goldfish,fish,"['fish', 'fishes']","[7795, 95461]"," futons, and other",futons,furniture,['furniture'],[14891]
" bass, and other",bass,fish,"['fish', 'fishes']","[7795, 95461]"," drought, and other",drought,weather,"['weather', 'natural']","[9282, 5933]"
" catfish, and other",catfish,fish,"['fish', 'fishes']","[7795, 95461]"," beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
