clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 nickels are a type of,nickels,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", water polo is a type of,water polo,sport,['sports'],[10034]
 quarters are a type of,quarters,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", pop is a type of,pop,music,['music'],[4731]
 pesoes are a type of,pesoes,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", loafers are a type of,loafers,footwear,['footwear'],[68172]
 yens are a type of,yens,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", spears are a type of,spears,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
 francs are a type of,francs,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", shacks are a type of,shacks,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
 euroes are a type of,euroes,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", vice presidents are a type of,vice presidents,politician,"['elected', 'politicians']","[16689, 19287]"
 pounds are a type of,pounds,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", cars are a type of,cars,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
 liras are a type of,liras,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", donkeys are a type of,donkeys,animal,['animals'],[10099]
 rubles are a type of,rubles,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", hawks are a type of,hawks,bird,"['birds', 'bird']","[20229, 12224]"
 half dollars are a type of,half dollars,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", cardinals are a type of,cardinals,bird,"['birds', 'bird']","[20229, 12224]"
 rupees are a type of,rupees,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]", subways are a type of,subways,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
 rap is a type of,rap,music,['music'],[4731], doctors are a type of,doctors,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
 rock & roll is a type of,rock & roll,music,['music'],[4731], grasshoppers are a type of,grasshoppers,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 classical is a type of,classical,music,['music'],[4731], robbery is a type of,robbery,crime,"['crimes', 'crime']","[17073, 9977]"
 country is a type of,country,music,['music'],[4731], jackets are a type of,jackets,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
 jazz is a type of,jazz,music,['music'],[4731], sisters are a type of,sisters,relative,"['relatives', 'family']","[29658, 3070]"
 hip hop is a type of,hip hop,music,['music'],[4731], blowfish are a type of,blowfish,fish,"['fish', 'fishes']","[7795, 95461]"
 R&B is a type of,R&B,music,['music'],[4731], rubies are a type of,rubies,gem,"['gem', 'gems']","[19269, 43258]"
 pop is a type of,pop,music,['music'],[4731], robbery is a type of,robbery,crime,"['crimes', 'crime']","[17073, 9977]"
 alternative is a type of,alternative,music,['music'],[4731], apples are a type of,apples,fruit,"['fruits', 'fruit']","[26390, 14098]"
 punk is a type of,punk,music,['music'],[4731], speeding is a type of,speeding,crime,"['crimes', 'crime']","[17073, 9977]"
 blues is a type of,blues,music,['music'],[4731], floods are a type of,floods,weather,"['weather', 'natural']","[9282, 5933]"
 reggae is a type of,reggae,music,['music'],[4731], owls are a type of,owls,bird,"['birds', 'bird']","[20229, 12224]"
 heavy metal is a type of,heavy metal,music,['music'],[4731], zucchini is a type of,zucchini,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
 techno is a type of,techno,music,['music'],[4731], chairs are a type of,chairs,furniture,['furniture'],[14891]
 bluegrass is a type of,bluegrass,music,['music'],[4731], jeanss are a type of,jeanss,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
 soul is a type of,soul,music,['music'],[4731], lightning is a type of,lightning,weather,"['weather', 'natural']","[9282, 5933]"
 gospel is a type of,gospel,music,['music'],[4731], hail is a type of,hail,weather,"['weather', 'natural']","[9282, 5933]"
 opera is a type of,opera,music,['music'],[4731], dollars are a type of,dollars,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
 folk is a type of,folk,music,['music'],[4731], lions are a type of,lions,animal,['animals'],[10099]
 dance is a type of,dance,music,['music'],[4731], centuries are a type of,centuries,time,"['time', 'units']","[892, 8316]"
 metal is a type of,metal,music,['music'],[4731], cod are a type of,cod,fish,"['fish', 'fishes']","[7795, 95461]"
 new age is a type of,new age,music,['music'],[4731], swordfish are a type of,swordfish,fish,"['fish', 'fishes']","[7795, 95461]"
 ska is a type of,ska,music,['music'],[4731], deer are a type of,deer,animal,['animals'],[10099]
 eagles are a type of,eagles,bird,"['birds', 'bird']","[20229, 12224]", cadets are a type of,cadets,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
 robins are a type of,robins,bird,"['birds', 'bird']","[20229, 12224]", swordfish are a type of,swordfish,fish,"['fish', 'fishes']","[7795, 95461]"
 bluejays are a type of,bluejays,bird,"['birds', 'bird']","[20229, 12224]", great aunts are a type of,great aunts,relative,"['relatives', 'family']","[29658, 3070]"
 cardinals are a type of,cardinals,bird,"['birds', 'bird']","[20229, 12224]", nickels are a type of,nickels,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
 hawks are a type of,hawks,bird,"['birds', 'bird']","[20229, 12224]", irides are a type of,irides,flower,"['flowers', 'flowering']","[19837, 82339]"
 bluebirds are a type of,bluebirds,bird,"['birds', 'bird']","[20229, 12224]", pantss are a type of,pantss,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
 crows are a type of,crows,bird,"['birds', 'bird']","[20229, 12224]", radishes are a type of,radishes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
 hummingbirds are a type of,hummingbirds,bird,"['birds', 'bird']","[20229, 12224]", bass guitars are a type of,bass guitars,instrument,"['musical', 'instruments']","[18273, 24198]"
 parrots are a type of,parrots,bird,"['birds', 'bird']","[20229, 12224]", loafers are a type of,loafers,footwear,['footwear'],[68172]
 sparrows are a type of,sparrows,bird,"['birds', 'bird']","[20229, 12224]", pesoes are a type of,pesoes,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
 pigeons are a type of,pigeons,bird,"['birds', 'bird']","[20229, 12224]", minnow are a type of,minnow,fish,"['fish', 'fishes']","[7795, 95461]"
 seagulls are a type of,seagulls,bird,"['birds', 'bird']","[20229, 12224]", boxer shortss are a type of,boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
 doves are a type of,doves,bird,"['birds', 'bird']","[20229, 12224]", peaches are a type of,peaches,fruit,"['fruits', 'fruit']","[26390, 14098]"
 parakeets are a type of,parakeets,bird,"['birds', 'bird']","[20229, 12224]", giraffes are a type of,giraffes,animal,['animals'],[10099]
 falcons are a type of,falcons,bird,"['birds', 'bird']","[20229, 12224]", condominiums are a type of,condominiums,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
 canaries are a type of,canaries,bird,"['birds', 'bird']","[20229, 12224]", dormitories are a type of,dormitories,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
 owls are a type of,owls,bird,"['birds', 'bird']","[20229, 12224]", South africa is a type of,South africa,country,"['countries', 'country']","[5961, 3224]"
 ostriches are a type of,ostriches,bird,"['birds', 'bird']","[20229, 12224]", turquoises are a type of,turquoises,gem,"['gem', 'gems']","[19269, 43258]"
 penguins are a type of,penguins,bird,"['birds', 'bird']","[20229, 12224]", rubies are a type of,rubies,gem,"['gem', 'gems']","[19269, 43258]"
 ravens are a type of,ravens,bird,"['birds', 'bird']","[20229, 12224]", recliners are a type of,recliners,furniture,['furniture'],[14891]
 ducks are a type of,ducks,bird,"['birds', 'bird']","[20229, 12224]", wolves are a type of,wolves,animal,['animals'],[10099]
 finches are a type of,finches,bird,"['birds', 'bird']","[20229, 12224]", hamsters are a type of,hamsters,animal,['animals'],[10099]
 mockingbirds are a type of,mockingbirds,bird,"['birds', 'bird']","[20229, 12224]", sleet is a type of,sleet,weather,"['weather', 'natural']","[9282, 5933]"
 woodpeckers are a type of,woodpeckers,bird,"['birds', 'bird']","[20229, 12224]", nunchuckss are a type of,nunchuckss,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
 flamingoes are a type of,flamingoes,bird,"['birds', 'bird']","[20229, 12224]", nickels are a type of,nickels,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
 orioles are a type of,orioles,bird,"['birds', 'bird']","[20229, 12224]", starfruits are a type of,starfruits,fruit,"['fruits', 'fruit']","[26390, 14098]"
 blackbirds are a type of,blackbirds,bird,"['birds', 'bird']","[20229, 12224]", wasps are a type of,wasps,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 chickens are a type of,chickens,bird,"['birds', 'bird']","[20229, 12224]", Spain is a type of,Spain,country,"['countries', 'country']","[5961, 3224]"
 vultures are a type of,vultures,bird,"['birds', 'bird']","[20229, 12224]", racquetball is a type of,racquetball,sport,['sports'],[10034]
 cars are a type of,cars,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", teachers are a type of,teachers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
 buss are a type of,buss,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", reggae is a type of,reggae,music,['music'],[4731]
 trucks are a type of,trucks,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", weeks are a type of,weeks,time,"['time', 'units']","[892, 8316]"
 planes are a type of,planes,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", Peru is a type of,Peru,country,"['countries', 'country']","[5961, 3224]"
 trains are a type of,trains,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", squash is a type of,squash,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
 bicycles are a type of,bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", blues is a type of,blues,music,['music'],[4731]
 vans are a type of,vans,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", tables are a type of,tables,furniture,['furniture'],[14891]
 ships are a type of,ships,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", sons are a type of,sons,relative,"['relatives', 'family']","[29658, 3070]"
 motorcycles are a type of,motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", celery is a type of,celery,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
 SUVs are a type of,SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", violas are a type of,violas,instrument,"['musical', 'instruments']","[18273, 24198]"
 skateboards are a type of,skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", gnats are a type of,gnats,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 subways are a type of,subways,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", rafts are a type of,rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 cabs are a type of,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", t-shirts are a type of,t-shirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
 mopeds are a type of,mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", guppy are a type of,guppy,fish,"['fish', 'fishes']","[7795, 95461]"
 minivans are a type of,minivans,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]", angelfish are a type of,angelfish,fish,"['fish', 'fishes']","[7795, 95461]"
 carrots are a type of,carrots,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", trains are a type of,trains,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
 lettuce is a type of,lettuce,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", sheep are a type of,sheep,animal,['animals'],[10099]
 broccoli is a type of,broccoli,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", shoes are a type of,shoes,footwear,['footwear'],[68172]
 tomatoes are a type of,tomatoes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", skirts are a type of,skirts,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
 cucumbers are a type of,cucumbers,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", nectarines are a type of,nectarines,fruit,"['fruits', 'fruit']","[26390, 14098]"
 peas are a type of,peas,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", Switzerland is a type of,Switzerland,country,"['countries', 'country']","[5961, 3224]"
 corn is a type of,corn,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", carp are a type of,carp,fish,"['fish', 'fishes']","[7795, 95461]"
 potatoes are a type of,potatoes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", blades are a type of,blades,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
 celery is a type of,celery,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", sons are a type of,sons,relative,"['relatives', 'family']","[29658, 3070]"
 onions are a type of,onions,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", lawyers are a type of,lawyers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
 green beans are a type of,green beans,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", aircraft carriers are a type of,aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 spinach is a type of,spinach,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", bears are a type of,bears,animal,['animals'],[10099]
 squash is a type of,squash,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", apartments are a type of,apartments,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
 beans are a type of,beans,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", kilometers are a type of,kilometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
 cauliflower is a type of,cauliflower,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", bears are a type of,bears,animal,['animals'],[10099]
 cabbages are a type of,cabbages,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", bluejays are a type of,bluejays,bird,"['birds', 'bird']","[20229, 12224]"
 radishes are a type of,radishes,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", light years are a type of,light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
 asparagus are a type of,asparagus,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", sunflowers are a type of,sunflowers,flower,"['flowers', 'flowering']","[19837, 82339]"
 peppers are a type of,peppers,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", businessmen are a type of,businessmen,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
 beets are a type of,beets,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", donkeys are a type of,donkeys,animal,['animals'],[10099]
 turnips are a type of,turnips,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", tubas are a type of,tubas,instrument,"['musical', 'instruments']","[18273, 24198]"
 zucchini is a type of,zucchini,vegetable,"['vegetables', 'vegetable']","[24822, 36581]", nickels are a type of,nickels,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
 sandals are a type of,sandals,footwear,['footwear'],[68172], alternative is a type of,alternative,music,['music'],[4731]
 boots are a type of,boots,footwear,['footwear'],[68172], spiders are a type of,spiders,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 heels are a type of,heels,footwear,['footwear'],[68172], governors are a type of,governors,politician,"['elected', 'politicians']","[16689, 19287]"
 shoes are a type of,shoes,footwear,['footwear'],[68172], grandparents are a type of,grandparents,relative,"['relatives', 'family']","[29658, 3070]"
 flip flops are a type of,flip flops,footwear,['footwear'],[68172], rock & roll is a type of,rock & roll,music,['music'],[4731]
 sneakers are a type of,sneakers,footwear,['footwear'],[68172], America is a type of,America,country,"['countries', 'country']","[5961, 3224]"
 slippers are a type of,slippers,footwear,['footwear'],[68172], nephews are a type of,nephews,relative,"['relatives', 'family']","[29658, 3070]"
 running shoes are a type of,running shoes,footwear,['footwear'],[68172], harmonicas are a type of,harmonicas,instrument,"['musical', 'instruments']","[18273, 24198]"
 clogs are a type of,clogs,footwear,['footwear'],[68172], falcons are a type of,falcons,bird,"['birds', 'bird']","[20229, 12224]"
 cleats are a type of,cleats,footwear,['footwear'],[68172], congressmen are a type of,congressmen,politician,"['elected', 'politicians']","[16689, 19287]"
 loafers are a type of,loafers,footwear,['footwear'],[68172], foxes are a type of,foxes,animal,['animals'],[10099]
 pumps are a type of,pumps,footwear,['footwear'],[68172], chickens are a type of,chickens,bird,"['birds', 'bird']","[20229, 12224]"
 hiking shoes are a type of,hiking shoes,footwear,['footwear'],[68172], robins are a type of,robins,bird,"['birds', 'bird']","[20229, 12224]"
 moccasins are a type of,moccasins,footwear,['footwear'],[68172], tsunamis are a type of,tsunamis,weather,"['weather', 'natural']","[9282, 5933]"
 flies are a type of,flies,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", tents are a type of,tents,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
 ants are a type of,ants,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", sons are a type of,sons,relative,"['relatives', 'family']","[29658, 3070]"
 spiders are a type of,spiders,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", spinach is a type of,spinach,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
 bees are a type of,bees,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", cabinets are a type of,cabinets,furniture,['furniture'],[14891]
 mosquitoes are a type of,mosquitoes,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", horns are a type of,horns,instrument,"['musical', 'instruments']","[18273, 24198]"
 beetles are a type of,beetles,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", firs are a type of,firs,tree,['trees'],[12690]
 ladybugs are a type of,ladybugs,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", screwdrivers are a type of,screwdrivers,tool,['tools'],[7526]
 grasshoppers are a type of,grasshoppers,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", cabbages are a type of,cabbages,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
 butterflies are a type of,butterflies,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", shoes are a type of,shoes,footwear,['footwear'],[68172]
 wasps are a type of,wasps,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", new age is a type of,new age,music,['music'],[4731]
 moths are a type of,moths,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", hamsters are a type of,hamsters,animal,['animals'],[10099]
 gnats are a type of,gnats,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", finches are a type of,finches,bird,"['birds', 'bird']","[20229, 12224]"
 cockroaches are a type of,cockroaches,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", grandfathers are a type of,grandfathers,relative,"['relatives', 'family']","[29658, 3070]"
 caterpillars are a type of,caterpillars,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", minivans are a type of,minivans,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
 centipedes are a type of,centipedes,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", daisies are a type of,daisies,flower,"['flowers', 'flowering']","[19837, 82339]"
 crickets are a type of,crickets,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", end tables are a type of,end tables,furniture,['furniture'],[14891]
 praying mantis are a type of,praying mantis,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", angelfish are a type of,angelfish,fish,"['fish', 'fishes']","[7795, 95461]"
 dragonflies are a type of,dragonflies,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", mangoes are a type of,mangoes,fruit,"['fruits', 'fruit']","[26390, 14098]"
 fleas are a type of,fleas,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", barges are a type of,barges,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 hornets are a type of,hornets,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]", new age is a type of,new age,music,['music'],[4731]
 roses are a type of,roses,flower,"['flowers', 'flowering']","[19837, 82339]", firefighters are a type of,firefighters,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
 daisies are a type of,daisies,flower,"['flowers', 'flowering']","[19837, 82339]", centipedes are a type of,centipedes,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 tulips are a type of,tulips,flower,"['flowers', 'flowering']","[19837, 82339]", fleas are a type of,fleas,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 lilies are a type of,lilies,flower,"['flowers', 'flowering']","[19837, 82339]", colonels are a type of,colonels,soldier,"['officers', 'soldiers', 'military']","[9808, 15201, 6411]"
 carnations are a type of,carnations,flower,"['flowers', 'flowering']","[19837, 82339]", liras are a type of,liras,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
 daffodils are a type of,daffodils,flower,"['flowers', 'flowering']","[19837, 82339]", mahi mahi are a type of,mahi mahi,fish,"['fish', 'fishes']","[7795, 95461]"
 sunflowers are a type of,sunflowers,flower,"['flowers', 'flowering']","[19837, 82339]", pontoons are a type of,pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 dandelions are a type of,dandelions,flower,"['flowers', 'flowering']","[19837, 82339]", pineapples are a type of,pineapples,fruit,"['fruits', 'fruit']","[26390, 14098]"
 pansies are a type of,pansies,flower,"['flowers', 'flowering']","[19837, 82339]", wasps are a type of,wasps,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 orchids are a type of,orchids,flower,"['flowers', 'flowering']","[19837, 82339]", opals are a type of,opals,gem,"['gem', 'gems']","[19269, 43258]"
 petunias are a type of,petunias,flower,"['flowers', 'flowering']","[19837, 82339]", flip flops are a type of,flip flops,footwear,['footwear'],[68172]
 suns are a type of,suns,flower,"['flowers', 'flowering']","[19837, 82339]", nanometers are a type of,nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8316, 19179, 22323, 6138, 27650]"
 violets are a type of,violets,flower,"['flowers', 'flowering']","[19837, 82339]", apricots are a type of,apricots,fruit,"['fruits', 'fruit']","[26390, 14098]"
 irides are a type of,irides,flower,"['flowers', 'flowering']","[19837, 82339]", pesoes are a type of,pesoes,money,"['currency', 'money', 'currencies']","[11667, 3300, 36702]"
 lilacs are a type of,lilacs,flower,"['flowers', 'flowering']","[19837, 82339]", townhouses are a type of,townhouses,home,"['housing', 'residential', 'structures']","[11983, 20658, 14726]"
 oaks are a type of,oaks,tree,['trees'],[12690], spears are a type of,spears,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
 pines are a type of,pines,tree,['trees'],[12690], harmonicas are a type of,harmonicas,instrument,"['musical', 'instruments']","[18273, 24198]"
 maples are a type of,maples,tree,['trees'],[12690], sunflowers are a type of,sunflowers,flower,"['flowers', 'flowering']","[19837, 82339]"
 aspens are a type of,aspens,tree,['trees'],[12690], tubas are a type of,tubas,instrument,"['musical', 'instruments']","[18273, 24198]"
 redwoods are a type of,redwoods,tree,['trees'],[12690], barges are a type of,barges,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 dogwoods are a type of,dogwoods,tree,['trees'],[12690], french horns are a type of,french horns,instrument,"['musical', 'instruments']","[18273, 24198]"
 spruces are a type of,spruces,tree,['trees'],[12690], finches are a type of,finches,bird,"['birds', 'bird']","[20229, 12224]"
 birches are a type of,birches,tree,['trees'],[12690], cruises are a type of,cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 weeping willows are a type of,weeping willows,tree,['trees'],[12690], great grandmothers are a type of,great grandmothers,relative,"['relatives', 'family']","[29658, 3070]"
 elms are a type of,elms,tree,['trees'],[12690], bass guitars are a type of,bass guitars,instrument,"['musical', 'instruments']","[18273, 24198]"
 firs are a type of,firs,tree,['trees'],[12690], physical therapists are a type of,physical therapists,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
 palms are a type of,palms,tree,['trees'],[12690], turtles are a type of,turtles,animal,['animals'],[10099]
 cedars are a type of,cedars,tree,['trees'],[12690], giraffes are a type of,giraffes,animal,['animals'],[10099]
 willows are a type of,willows,tree,['trees'],[12690], harmonicas are a type of,harmonicas,instrument,"['musical', 'instruments']","[18273, 24198]"
 sycamores are a type of,sycamores,tree,['trees'],[12690], woodpeckers are a type of,woodpeckers,bird,"['birds', 'bird']","[20229, 12224]"
 sailboats are a type of,sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", birches are a type of,birches,tree,['trees'],[12690]
 cruises are a type of,cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", catfish are a type of,catfish,fish,"['fish', 'fishes']","[7795, 95461]"
 yachts are a type of,yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", blice are a type of,blice,clothing,"['clothing', 'clothes', 'garments']","[17895, 15447, 67556]"
 speedboats are a type of,speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", police officers are a type of,police officers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
 canoes are a type of,canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", gnats are a type of,gnats,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 rowboats are a type of,rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", skateboards are a type of,skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
 tugboats are a type of,tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", new age is a type of,new age,music,['music'],[4731]
 aircraft carriers are a type of,aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", maces are a type of,maces,weapon,"['weapons', 'weapon', 'weaponry']","[10094, 10500, 78122]"
 battleships are a type of,battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", sanders are a type of,sanders,tool,['tools'],[7526]
 kayaks are a type of,kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", cardinals are a type of,cardinals,bird,"['birds', 'bird']","[20229, 12224]"
 paddleboats are a type of,paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", swordfish are a type of,swordfish,fish,"['fish', 'fishes']","[7795, 95461]"
 rafts are a type of,rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", cross country is a type of,cross country,sport,['sports'],[10034]
 barges are a type of,barges,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", kine are a type of,kine,animal,['animals'],[10099]
 catamarans are a type of,catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", granddads are a type of,granddads,relative,"['relatives', 'family']","[29658, 3070]"
 dinghies are a type of,dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", blizzards are a type of,blizzards,weather,"['weather', 'natural']","[9282, 5933]"
 pontoons are a type of,pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", sandpapers are a type of,sandpapers,tool,['tools'],[7526]
