clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," penguins, and other",penguins,bird,"['birds', 'bird']","[11260, 12621]"
" quarters, and other",quarters,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," organs, and other",organs,instrument,"['musical', 'instruments']","[12256, 13225]"
" pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," maples, and other",maples,tree,['trees'],[7139]
" yens, and other",yens,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," privates, and other",privates,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" francs, and other",francs,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," drug use, and other",drug use,crime,"['crimes', 'crime']","[12137, 6617]"
" euroes, and other",euroes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," maces, and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" liras, and other",liras,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[12256, 13225]"
" rubles, and other",rubles,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," end tables, and other",end tables,furniture,['furniture'],[17076]
" rupees, and other",rupees,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"," grand theft auto, and other",grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]"
" rap, and other",rap,music,['music'],[3440]," cents, and other",cents,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
" rock & roll, and other",rock & roll,music,['music'],[3440]," great aunts, and other",great aunts,relative,"['relatives', 'family']","[17772, 2021]"
" classical, and other",classical,music,['music'],[3440]," weeks, and other",weeks,time,"['time', 'units']","[673, 5085]"
" country, and other",country,music,['music'],[3440]," sons, and other",sons,relative,"['relatives', 'family']","[17772, 2021]"
" jazz, and other",jazz,music,['music'],[3440]," socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" hip hop, and other",hip hop,music,['music'],[3440]," nephews, and other",nephews,relative,"['relatives', 'family']","[17772, 2021]"
" R&B, and other",R&B,music,['music'],[3440]," flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[11260, 12621]"
" pop, and other",pop,music,['music'],[3440]," ties, and other",ties,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" alternative, and other",alternative,music,['music'],[3440]," lamps, and other",lamps,furniture,['furniture'],[17076]
" punk, and other",punk,music,['music'],[3440]," India, and other",India,country,"['countries', 'country']","[4343, 2586]"
" blues, and other",blues,music,['music'],[3440]," trout, and other",trout,fish,"['fish', 'fishes']","[6773, 49720]"
" reggae, and other",reggae,music,['music'],[3440]," oranges, and other",oranges,fruit,"['fruits', 'fruit']","[18098, 9279]"
" heavy metal, and other",heavy metal,music,['music'],[3440]," basses, and other",basses,instrument,"['musical', 'instruments']","[12256, 13225]"
" techno, and other",techno,music,['music'],[3440]," spears, and other",spears,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" bluegrass, and other",bluegrass,music,['music'],[3440]," mangoes, and other",mangoes,fruit,"['fruits', 'fruit']","[18098, 9279]"
" soul, and other",soul,music,['music'],[3440]," dogs, and other",dogs,animal,['animals'],[5074]
" gospel, and other",gospel,music,['music'],[3440]," planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" opera, and other",opera,music,['music'],[3440]," meters, and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" folk, and other",folk,music,['music'],[3440]," dresses, and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" dance, and other",dance,music,['music'],[3440]," India, and other",India,country,"['countries', 'country']","[4343, 2586]"
" metal, and other",metal,music,['music'],[3440]," scientists, and other",scientists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" new age, and other",new age,music,['music'],[3440]," owls, and other",owls,bird,"['birds', 'bird']","[11260, 12621]"
" ska, and other",ska,music,['music'],[3440]," tennis, and other",tennis,sport,['sports'],[9001]
" eagles, and other",eagles,bird,"['birds', 'bird']","[11260, 12621]"," cadets, and other",cadets,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" robins, and other",robins,bird,"['birds', 'bird']","[11260, 12621]"," gemstones, and other",gemstones,gem,"['gem', 'gems']","[16915, 42776]"
" bluejays, and other",bluejays,bird,"['birds', 'bird']","[11260, 12621]"," minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" cardinals, and other",cardinals,bird,"['birds', 'bird']","[11260, 12621]"," ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" hawks, and other",hawks,bird,"['birds', 'bird']","[11260, 12621]"," sweaters, and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[11260, 12621]"," shacks, and other",shacks,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" crows, and other",crows,bird,"['birds', 'bird']","[11260, 12621]"," mansions, and other",mansions,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" hummingbirds, and other",hummingbirds,bird,"['birds', 'bird']","[11260, 12621]"," tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[12256, 13225]"
" parrots, and other",parrots,bird,"['birds', 'bird']","[11260, 12621]"," trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[12256, 13225]"
" sparrows, and other",sparrows,bird,"['birds', 'bird']","[11260, 12621]"," rafts, and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" pigeons, and other",pigeons,bird,"['birds', 'bird']","[11260, 12621]"," great uncles, and other",great uncles,relative,"['relatives', 'family']","[17772, 2021]"
" seagulls, and other",seagulls,bird,"['birds', 'bird']","[11260, 12621]"," raccoons, and other",raccoons,animal,['animals'],[5074]
" doves, and other",doves,bird,"['birds', 'bird']","[11260, 12621]"," softball, and other",softball,sport,['sports'],[9001]
" parakeets, and other",parakeets,bird,"['birds', 'bird']","[11260, 12621]"," tulips, and other",tulips,flower,"['flowers', 'flowering']","[12405, 37958]"
" falcons, and other",falcons,bird,"['birds', 'bird']","[11260, 12621]"," vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" canaries, and other",canaries,bird,"['birds', 'bird']","[11260, 12621]"," ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" owls, and other",owls,bird,"['birds', 'bird']","[11260, 12621]"," grandmothers, and other",grandmothers,relative,"['relatives', 'family']","[17772, 2021]"
" ostriches, and other",ostriches,bird,"['birds', 'bird']","[11260, 12621]"," piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[12256, 13225]"
" penguins, and other",penguins,bird,"['birds', 'bird']","[11260, 12621]"," dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" ravens, and other",ravens,bird,"['birds', 'bird']","[11260, 12621]"," typhoons, and other",typhoons,weather,"['weather', 'natural']","[8588, 3626]"
" ducks, and other",ducks,bird,"['birds', 'bird']","[11260, 12621]"," screws, and other",screws,tool,['tools'],[5657]
" finches, and other",finches,bird,"['birds', 'bird']","[11260, 12621]"," reggae, and other",reggae,music,['music'],[3440]
" mockingbirds, and other",mockingbirds,bird,"['birds', 'bird']","[11260, 12621]"," colonels, and other",colonels,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" woodpeckers, and other",woodpeckers,bird,"['birds', 'bird']","[11260, 12621]"," starfruits, and other",starfruits,fruit,"['fruits', 'fruit']","[18098, 9279]"
" flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[11260, 12621]"," clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[12256, 13225]"
" orioles, and other",orioles,bird,"['birds', 'bird']","[11260, 12621]"," beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[11260, 12621]"," dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" chickens, and other",chickens,bird,"['birds', 'bird']","[11260, 12621]"," skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" vultures, and other",vultures,bird,"['birds', 'bird']","[11260, 12621]"," turquoises, and other",turquoises,gem,"['gem', 'gems']","[16915, 42776]"
" cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," swimming, and other",swimming,sport,['sports'],[9001]
" buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," hornets, and other",hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" trucks, and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," elephants, and other",elephants,animal,['animals'],[5074]
" planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," houses, and other",houses,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," cricket, and other",cricket,sport,['sports'],[9001]
" bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," willows, and other",willows,tree,['trees'],[7139]
" vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," ravens, and other",ravens,bird,"['birds', 'bird']","[11260, 12621]"
" ships, and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," Europe, and other",Europe,country,"['countries', 'country']","[4343, 2586]"
" motorcycles, and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," crickets, and other",crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" SUVs, and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," spears, and other",spears,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," mansions, and other",mansions,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" subways, and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," oaks, and other",oaks,tree,['trees'],[7139]
" cabs, and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," businessmen, and other",businessmen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" mopeds, and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"," praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," drought, and other",drought,weather,"['weather', 'natural']","[8588, 3626]"
" lettuce, and other",lettuce,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," rain, and other",rain,weather,"['weather', 'natural']","[8588, 3626]"
" broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
" tomatoes, and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," bowling, and other",bowling,sport,['sports'],[9001]
" cucumbers, and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" peas, and other",peas,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," pigs, and other",pigs,animal,['animals'],[5074]
" corn, and other",corn,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" potatoes, and other",potatoes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," dogs, and other",dogs,animal,['animals'],[5074]
" celery, and other",celery,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," screws, and other",screws,tool,['tools'],[5657]
" onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," dressers, and other",dressers,furniture,['furniture'],[17076]
" spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," professors, and other",professors,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," hours, and other",hours,time,"['time', 'units']","[673, 5085]"
" beans, and other",beans,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," ties, and other",ties,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" cauliflower, and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," admirals, and other",admirals,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," drug use, and other",drug use,crime,"['crimes', 'crime']","[12137, 6617]"
" asparagus, and other",asparagus,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[11260, 12621]"
" peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," tennis, and other",tennis,sport,['sports'],[9001]
" beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" turnips, and other",turnips,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," finches, and other",finches,bird,"['birds', 'bird']","[11260, 12621]"
" zucchini, and other",zucchini,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"," spruces, and other",spruces,tree,['trees'],[7139]
" flies, and other",flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," ska, and other",ska,music,['music'],[3440]
" ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," carp, and other",carp,fish,"['fish', 'fishes']","[6773, 49720]"
" spiders, and other",spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," Japan, and other",Japan,country,"['countries', 'country']","[4343, 2586]"
" bees, and other",bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," track, and other",track,sport,['sports'],[9001]
" mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," bears, and other",bears,animal,['animals'],[5074]
" beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," huts, and other",huts,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," dressers, and other",dressers,furniture,['furniture'],[17076]
" grasshoppers, and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[12256, 13225]"
" butterflies, and other",butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," light years, and other",light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" wasps, and other",wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," mayors, and other",mayors,politician,"['elected', 'politicians']","[10544, 13557]"
" gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," subways, and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[12256, 13225]"
" caterpillars, and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," mahi mahi, and other",mahi mahi,fish,"['fish', 'fishes']","[6773, 49720]"
" centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[12405, 37958]"
" crickets, and other",crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," bluegrass, and other",bluegrass,music,['music'],[3440]
" praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[12256, 13225]"
" dragonflies, and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
" fleas, and other",fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" hornets, and other",hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"," dogwoods, and other",dogwoods,tree,['trees'],[7139]
" roses, and other",roses,flower,"['flowers', 'flowering']","[12405, 37958]"," kidnapping, and other",kidnapping,crime,"['crimes', 'crime']","[12137, 6617]"
" daisies, and other",daisies,flower,"['flowers', 'flowering']","[12405, 37958]"," liras, and other",liras,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
" tulips, and other",tulips,flower,"['flowers', 'flowering']","[12405, 37958]"," vultures, and other",vultures,bird,"['birds', 'bird']","[11260, 12621]"
" lilies, and other",lilies,flower,"['flowers', 'flowering']","[12405, 37958]"," colonels, and other",colonels,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" carnations, and other",carnations,flower,"['flowers', 'flowering']","[12405, 37958]"," hawks, and other",hawks,bird,"['birds', 'bird']","[11260, 12621]"
" daffodils, and other",daffodils,flower,"['flowers', 'flowering']","[12405, 37958]"," nectarines, and other",nectarines,fruit,"['fruits', 'fruit']","[18098, 9279]"
" sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[12405, 37958]"," angelfish, and other",angelfish,fish,"['fish', 'fishes']","[6773, 49720]"
" dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[12405, 37958]"," tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[12256, 13225]"
" pansies, and other",pansies,flower,"['flowers', 'flowering']","[12405, 37958]"," minnow, and other",minnow,fish,"['fish', 'fishes']","[6773, 49720]"
" orchids, and other",orchids,flower,"['flowers', 'flowering']","[12405, 37958]"," cauliflower, and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
" petunias, and other",petunias,flower,"['flowers', 'flowering']","[12405, 37958]"," screwdrivers, and other",screwdrivers,tool,['tools'],[5657]
" suns, and other",suns,flower,"['flowers', 'flowering']","[12405, 37958]"," marlin, and other",marlin,fish,"['fish', 'fishes']","[6773, 49720]"
" violets, and other",violets,flower,"['flowers', 'flowering']","[12405, 37958]"," vultures, and other",vultures,bird,"['birds', 'bird']","[11260, 12621]"
" irides, and other",irides,flower,"['flowers', 'flowering']","[12405, 37958]"," SUVs, and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
" lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[12405, 37958]"," dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" oaks, and other",oaks,tree,['trees'],[7139]," carnations, and other",carnations,flower,"['flowers', 'flowering']","[12405, 37958]"
" pines, and other",pines,tree,['trees'],[7139]," herring, and other",herring,fish,"['fish', 'fishes']","[6773, 49720]"
" maples, and other",maples,tree,['trees'],[7139]," townhouses, and other",townhouses,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
" aspens, and other",aspens,tree,['trees'],[7139]," nanometers, and other",nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" redwoods, and other",redwoods,tree,['trees'],[7139]," policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" dogwoods, and other",dogwoods,tree,['trees'],[7139]," gymnastics, and other",gymnastics,sport,['sports'],[9001]
" spruces, and other",spruces,tree,['trees'],[7139]," grandmoms, and other",grandmoms,relative,"['relatives', 'family']","[17772, 2021]"
" birches, and other",birches,tree,['trees'],[7139]," wrenches, and other",wrenches,tool,['tools'],[5657]
" weeping willows, and other",weeping willows,tree,['trees'],[7139]," sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[12405, 37958]"
" elms, and other",elms,tree,['trees'],[7139]," blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[11260, 12621]"
" firs, and other",firs,tree,['trees'],[7139]," millenniums, and other",millenniums,time,"['time', 'units']","[673, 5085]"
" palms, and other",palms,tree,['trees'],[7139]," presidents, and other",presidents,politician,"['elected', 'politicians']","[10544, 13557]"
" cedars, and other",cedars,tree,['trees'],[7139]," ottomen, and other",ottomen,furniture,['furniture'],[17076]
" willows, and other",willows,tree,['trees'],[7139]," blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" sycamores, and other",sycamores,tree,['trees'],[7139]," great aunts, and other",great aunts,relative,"['relatives', 'family']","[17772, 2021]"
" sailboats, and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," grenades, and other",grenades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
" cruises, and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
" yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," violas, and other",violas,instrument,"['musical', 'instruments']","[12256, 13225]"
" speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," micrometers, and other",micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
" canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," robins, and other",robins,bird,"['birds', 'bird']","[11260, 12621]"
" rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," foxes, and other",foxes,animal,['animals'],[5074]
" tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," tank tops, and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" aircraft carriers, and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" battleships, and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," marlin, and other",marlin,fish,"['fish', 'fishes']","[6773, 49720]"
" kayaks, and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," secretaries, and other",secretaries,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" paddleboats, and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," foxes, and other",foxes,animal,['animals'],[5074]
" rafts, and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," carnations, and other",carnations,flower,"['flowers', 'flowering']","[12405, 37958]"
" catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," water polo, and other",water polo,sport,['sports'],[9001]
" dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," seagulls, and other",seagulls,bird,"['birds', 'bird']","[11260, 12621]"
" pontoons, and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," guppy, and other",guppy,fish,"['fish', 'fishes']","[6773, 49720]"
" ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," doves, and other",doves,bird,"['birds', 'bird']","[11260, 12621]"
" schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"," nightstands, and other",nightstands,furniture,['furniture'],[17076]
" salmon, and other",salmon,fish,"['fish', 'fishes']","[6773, 49720]"," centuries, and other",centuries,time,"['time', 'units']","[673, 5085]"
" trout, and other",trout,fish,"['fish', 'fishes']","[6773, 49720]"," shelves, and other",shelves,furniture,['furniture'],[17076]
" goldfish, and other",goldfish,fish,"['fish', 'fishes']","[6773, 49720]"," nail guns, and other",nail guns,tool,['tools'],[5657]
" bass, and other",bass,fish,"['fish', 'fishes']","[6773, 49720]"," athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
" catfish, and other",catfish,fish,"['fish', 'fishes']","[6773, 49720]"," doves, and other",doves,bird,"['birds', 'bird']","[11260, 12621]"
" tuna, and other",tuna,fish,"['fish', 'fishes']","[6773, 49720]"," pearls, and other",pearls,gem,"['gem', 'gems']","[16915, 42776]"
" flounder, and other",flounder,fish,"['fish', 'fishes']","[6773, 49720]"," crows, and other",crows,bird,"['birds', 'bird']","[11260, 12621]"
" swordfish, and other",swordfish,fish,"['fish', 'fishes']","[6773, 49720]"," drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[12137, 6617]"
" herring, and other",herring,fish,"['fish', 'fishes']","[6773, 49720]"," aircraft carriers, and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" carp, and other",carp,fish,"['fish', 'fishes']","[6773, 49720]"," mothers, and other",mothers,relative,"['relatives', 'family']","[17772, 2021]"
" cod, and other",cod,fish,"['fish', 'fishes']","[6773, 49720]"," America, and other",America,country,"['countries', 'country']","[4343, 2586]"
" angelfish, and other",angelfish,fish,"['fish', 'fishes']","[6773, 49720]"," raspberries, and other",raspberries,fruit,"['fruits', 'fruit']","[18098, 9279]"
