clean,h1,hypernym,answers,answers_idx,corrupted,c1,corrupted_hypernym,corrupted_answers,corrupted_answers_idx,clean2,corrupted2
", drought and other",drought,weather,"['weather', 'natural']","[6193, 3288]",", horses and other",horses,animal,['animals'],[4695],drought is a type of,horses are a type of
", clouds and other",clouds,weather,"['weather', 'natural']","[6193, 3288]",", weeks and other",weeks,time,"['time', 'units']","[640, 4991]",clouds are a type of,weeks are a type of
", tidal waves and other",tidal waves,weather,"['weather', 'natural']","[6193, 3288]",", grandfathers and other",grandfathers,relative,"['relatives', 'family']","[12772, 1641]",tidal waves are a type of,grandfathers are a type of
", shirts and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", battery and other",battery,crime,"['crimes', 'crime']","[6741, 4065]",shirts are a type of,battery is a type of
", pantss and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", dressers and other",dressers,furniture,['furniture'],[13091],pantss are a type of,dressers are a type of
", socks and other",socks,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", lightning and other",lightning,weather,"['weather', 'natural']","[6193, 3288]",socks are a type of,lightning is a type of
", underwears and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", brass knuckles and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",underwears are a type of,brass knuckles are a type of
", shoes and other",shoes,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", daughters and other",daughters,relative,"['relatives', 'family']","[12772, 1641]",shoes are a type of,daughters are a type of
", hats and other",hats,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", apples and other",apples,fruit,"['fruits', 'fruit']","[15921, 8234]",hats are a type of,apples are a type of
", shorts and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", shelves and other",shelves,furniture,['furniture'],[13091],shorts are a type of,shelves are a type of
", jackets and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", pounds and other",pounds,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",jackets are a type of,pounds are a type of
", sweaters and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", grandmothers and other",grandmothers,relative,"['relatives', 'family']","[12772, 1641]",sweaters are a type of,grandmothers are a type of
", bras and other",bras,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", handguns and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",bras are a type of,handguns are a type of
", skirts and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", Israel and other",Israel,country,"['countries', 'country']","[2678, 1499]",skirts are a type of,Israel is a type of
", jeanss and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", drunk driving and other",drunk driving,crime,"['crimes', 'crime']","[6741, 4065]",jeanss are a type of,drunk driving is a type of
", coats and other",coats,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", country and other",country,music,['music'],[2647],coats are a type of,country is a type of
", dresses and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", sisters and other",sisters,relative,"['relatives', 'family']","[12772, 1641]",dresses are a type of,sisters are a type of
", t-shirts and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", brass knuckles and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",t-shirts are a type of,brass knuckles are a type of
", gloves and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", guitars and other",guitars,instrument,"['musical', 'instruments']","[10530, 12834]",gloves are a type of,guitars are a type of
", sweatshirts and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", secretaries of state and other",secretaries of state,politician,"['elected', 'politicians']","[7018, 7602]",sweatshirts are a type of,secretaries of state are a type of
", boxer shortss and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", R&B and other",R&B,music,['music'],[2647],boxer shortss are a type of,R&B is a type of
", scarves and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", maces and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",scarves are a type of,maces are a type of
", tank tops and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", dentists and other",dentists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",tank tops are a type of,dentists are a type of
", blice and other",blice,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", jades and other",jades,gem,"['gem', 'gems']","[16840, 23685]",blice are a type of,jades are a type of
", ties and other",ties,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", folk and other",folk,music,['music'],[2647],ties are a type of,folk is a type of
", belts and other",belts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", jazz and other",jazz,music,['music'],[2647],belts are a type of,jazz is a type of
", pantiess and other",pantiess,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", saxophones and other",saxophones,instrument,"['musical', 'instruments']","[10530, 12834]",pantiess are a type of,saxophones are a type of
", undershirts and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",", armoires and other",armoires,furniture,['furniture'],[13091],undershirts are a type of,armoires are a type of
", drums and other",drums,instrument,"['musical', 'instruments']","[10530, 12834]",", Canada and other",Canada,country,"['countries', 'country']","[2678, 1499]",drums are a type of,Canada is a type of
", guitars and other",guitars,instrument,"['musical', 'instruments']","[10530, 12834]",", trailers and other",trailers,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",guitars are a type of,trailers are a type of
", flutes and other",flutes,instrument,"['musical', 'instruments']","[10530, 12834]",", tulips and other",tulips,flower,"['flowers', 'flowering']","[12734, 48573]",flutes are a type of,tulips are a type of
", pianoes and other",pianoes,instrument,"['musical', 'instruments']","[10530, 12834]",", cadets and other",cadets,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",pianoes are a type of,cadets are a type of
", trumpets and other",trumpets,instrument,"['musical', 'instruments']","[10530, 12834]",", euroes and other",euroes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",trumpets are a type of,euroes are a type of
", clarinets and other",clarinets,instrument,"['musical', 'instruments']","[10530, 12834]",", sycamores and other",sycamores,tree,['trees'],[7150],clarinets are a type of,sycamores are a type of
", saxophones and other",saxophones,instrument,"['musical', 'instruments']","[10530, 12834]",", secretaries of state and other",secretaries of state,politician,"['elected', 'politicians']","[7018, 7602]",saxophones are a type of,secretaries of state are a type of
", violins and other",violins,instrument,"['musical', 'instruments']","[10530, 12834]",", wasps and other",wasps,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",violins are a type of,wasps are a type of
", trombones and other",trombones,instrument,"['musical', 'instruments']","[10530, 12834]",", grandmoms and other",grandmoms,relative,"['relatives', 'family']","[12772, 1641]",trombones are a type of,grandmoms are a type of
", tubas and other",tubas,instrument,"['musical', 'instruments']","[10530, 12834]",", pigeons and other",pigeons,bird,"['birds', 'bird']","[10087, 6512]",tubas are a type of,pigeons are a type of
", bass guitars and other",bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]",", businesswomen and other",businesswomen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",bass guitars are a type of,businesswomen are a type of
", celloes and other",celloes,instrument,"['musical', 'instruments']","[10530, 12834]",", corporals and other",corporals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",celloes are a type of,corporals are a type of
", oboes and other",oboes,instrument,"['musical', 'instruments']","[10530, 12834]",", lemons and other",lemons,fruit,"['fruits', 'fruit']","[15921, 8234]",oboes are a type of,lemons are a type of
", basses and other",basses,instrument,"['musical', 'instruments']","[10530, 12834]",", euroes and other",euroes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",basses are a type of,euroes are a type of
", violas and other",violas,instrument,"['musical', 'instruments']","[10530, 12834]",", green beans and other",green beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",violas are a type of,green beans are a type of
", harps and other",harps,instrument,"['musical', 'instruments']","[10530, 12834]",", townhouses and other",townhouses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",harps are a type of,townhouses are a type of
", horns and other",horns,instrument,"['musical', 'instruments']","[10530, 12834]",", soldiers and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",horns are a type of,soldiers are a type of
", keyboards and other",keyboards,instrument,"['musical', 'instruments']","[10530, 12834]",", Africa and other",Africa,country,"['countries', 'country']","[2678, 1499]",keyboards are a type of,Africa is a type of
", french horns and other",french horns,instrument,"['musical', 'instruments']","[10530, 12834]",", colonels and other",colonels,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",french horns are a type of,colonels are a type of
", piccoloes and other",piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]",", pantiess and other",pantiess,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",piccoloes are a type of,pantiess are a type of
", banjoes and other",banjoes,instrument,"['musical', 'instruments']","[10530, 12834]",", ostriches and other",ostriches,bird,"['birds', 'bird']","[10087, 6512]",banjoes are a type of,ostriches are a type of
", harmonicas and other",harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]",", coffee tables and other",coffee tables,furniture,['furniture'],[13091],harmonicas are a type of,coffee tables are a type of
", cymbals and other",cymbals,instrument,"['musical', 'instruments']","[10530, 12834]",", condominiums and other",condominiums,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",cymbals are a type of,condominiums are a type of
", organs and other",organs,instrument,"['musical', 'instruments']","[10530, 12834]",", ducks and other",ducks,bird,"['birds', 'bird']","[10087, 6512]",organs are a type of,ducks are a type of
", tambourines and other",tambourines,instrument,"['musical', 'instruments']","[10530, 12834]",", mahi mahi and other",mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]",tambourines are a type of,mahi mahi are a type of
", dollars and other",dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", assault and other",assault,crime,"['crimes', 'crime']","[6741, 4065]",dollars are a type of,assault is a type of
", cents and other",cents,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", generals and other",generals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",cents are a type of,generals are a type of
", dimes and other",dimes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", tidal waves and other",tidal waves,weather,"['weather', 'natural']","[6193, 3288]",dimes are a type of,tidal waves are a type of
", nickels and other",nickels,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", cymbals and other",cymbals,instrument,"['musical', 'instruments']","[10530, 12834]",nickels are a type of,cymbals are a type of
", quarters and other",quarters,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", pumps and other",pumps,footwear,['footwear'],[43463],quarters are a type of,pumps are a type of
", pesoes and other",pesoes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", slippers and other",slippers,footwear,['footwear'],[43463],pesoes are a type of,slippers are a type of
", yens and other",yens,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", decimeters and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",yens are a type of,decimeters are a type of
", francs and other",francs,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", cross country and other",cross country,sport,['sports'],[5701],francs are a type of,cross country is a type of
", euroes and other",euroes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", maces and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",euroes are a type of,maces are a type of
", pounds and other",pounds,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", jazz and other",jazz,music,['music'],[2647],pounds are a type of,jazz is a type of
", liras and other",liras,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", grasshoppers and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",liras are a type of,grasshoppers are a type of
", rubles and other",rubles,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", vice presidents and other",vice presidents,politician,"['elected', 'politicians']","[7018, 7602]",rubles are a type of,vice presidents are a type of
", half dollars and other",half dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", townhouses and other",townhouses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",half dollars are a type of,townhouses are a type of
", rupees and other",rupees,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",", millimeters and other",millimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",rupees are a type of,millimeters are a type of
", rap and other",rap,music,['music'],[2647],", organs and other",organs,instrument,"['musical', 'instruments']","[10530, 12834]",rap is a type of,organs are a type of
", rock & roll and other",rock & roll,music,['music'],[2647],", zebras and other",zebras,animal,['animals'],[4695],rock & roll is a type of,zebras are a type of
", classical and other",classical,music,['music'],[2647],", trailers and other",trailers,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",classical is a type of,trailers are a type of
", country and other",country,music,['music'],[2647],", Argentina and other",Argentina,country,"['countries', 'country']","[2678, 1499]",country is a type of,Argentina is a type of
", jazz and other",jazz,music,['music'],[2647],", tables and other",tables,furniture,['furniture'],[13091],jazz is a type of,tables are a type of
", hip hop and other",hip hop,music,['music'],[2647],", decimeters and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",hip hop is a type of,decimeters are a type of
", R&B and other",R&B,music,['music'],[2647],", carpenters and other",carpenters,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",R&B is a type of,carpenters are a type of
", pop and other",pop,music,['music'],[2647],", quarters and other",quarters,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",pop is a type of,quarters are a type of
", alternative and other",alternative,music,['music'],[2647],", grapes and other",grapes,fruit,"['fruits', 'fruit']","[15921, 8234]",alternative is a type of,grapes are a type of
", punk and other",punk,music,['music'],[2647],", bass and other",bass,fish,"['fish', 'fishes']","[5916, 49765]",punk is a type of,bass are a type of
", blues and other",blues,music,['music'],[2647],", drums and other",drums,instrument,"['musical', 'instruments']","[10530, 12834]",blues is a type of,drums are a type of
", reggae and other",reggae,music,['music'],[2647],", melons and other",melons,fruit,"['fruits', 'fruit']","[15921, 8234]",reggae is a type of,melons are a type of
", heavy metal and other",heavy metal,music,['music'],[2647],", pike and other",pike,fish,"['fish', 'fishes']","[5916, 49765]",heavy metal is a type of,pike are a type of
", techno and other",techno,music,['music'],[2647],", shorts and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",techno is a type of,shorts are a type of
", bluegrass and other",bluegrass,music,['music'],[2647],", lilies and other",lilies,flower,"['flowers', 'flowering']","[12734, 48573]",bluegrass is a type of,lilies are a type of
", soul and other",soul,music,['music'],[2647],", cousins and other",cousins,relative,"['relatives', 'family']","[12772, 1641]",soul is a type of,cousins are a type of
", gospel and other",gospel,music,['music'],[2647],", pounds and other",pounds,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",gospel is a type of,pounds are a type of
", opera and other",opera,music,['music'],[2647],", swords and other",swords,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",opera is a type of,swords are a type of
", folk and other",folk,music,['music'],[2647],", Afghanistan and other",Afghanistan,country,"['countries', 'country']","[2678, 1499]",folk is a type of,Afghanistan is a type of
", dance and other",dance,music,['music'],[2647],", ducks and other",ducks,bird,"['birds', 'bird']","[10087, 6512]",dance is a type of,ducks are a type of
", metal and other",metal,music,['music'],[2647],", soldiers and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",metal is a type of,soldiers are a type of
", new age and other",new age,music,['music'],[2647],", guppy and other",guppy,fish,"['fish', 'fishes']","[5916, 49765]",new age is a type of,guppy are a type of
", ska and other",ska,music,['music'],[2647],", lilies and other",lilies,flower,"['flowers', 'flowering']","[12734, 48573]",ska is a type of,lilies are a type of
", eagles and other",eagles,bird,"['birds', 'bird']","[10087, 6512]",", goldfish and other",goldfish,fish,"['fish', 'fishes']","[5916, 49765]",eagles are a type of,goldfish are a type of
", robins and other",robins,bird,"['birds', 'bird']","[10087, 6512]",", cheerleading and other",cheerleading,sport,['sports'],[5701],robins are a type of,cheerleading is a type of
", bluejays and other",bluejays,bird,"['birds', 'bird']","[10087, 6512]",", admirals and other",admirals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",bluejays are a type of,admirals are a type of
", cardinals and other",cardinals,bird,"['birds', 'bird']","[10087, 6512]",", secs and other",secs,time,"['time', 'units']","[640, 4991]",cardinals are a type of,secs are a type of
", hawks and other",hawks,bird,"['birds', 'bird']","[10087, 6512]",", cauliflower and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",hawks are a type of,cauliflower is a type of
", bluebirds and other",bluebirds,bird,"['birds', 'bird']","[10087, 6512]",", heavy metal and other",heavy metal,music,['music'],[2647],bluebirds are a type of,heavy metal is a type of
", crows and other",crows,bird,"['birds', 'bird']","[10087, 6512]",", uncles and other",uncles,relative,"['relatives', 'family']","[12772, 1641]",crows are a type of,uncles are a type of
", hummingbirds and other",hummingbirds,bird,"['birds', 'bird']","[10087, 6512]",", physical therapists and other",physical therapists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",hummingbirds are a type of,physical therapists are a type of
", parrots and other",parrots,bird,"['birds', 'bird']","[10087, 6512]",", thunderstorms and other",thunderstorms,weather,"['weather', 'natural']","[6193, 3288]",parrots are a type of,thunderstorms are a type of
", sparrows and other",sparrows,bird,"['birds', 'bird']","[10087, 6512]",", secretaries of state and other",secretaries of state,politician,"['elected', 'politicians']","[7018, 7602]",sparrows are a type of,secretaries of state are a type of
", pigeons and other",pigeons,bird,"['birds', 'bird']","[10087, 6512]",", softball and other",softball,sport,['sports'],[5701],pigeons are a type of,softball is a type of
", seagulls and other",seagulls,bird,"['birds', 'bird']","[10087, 6512]",", nanoseconds and other",nanoseconds,time,"['time', 'units']","[640, 4991]",seagulls are a type of,nanoseconds are a type of
", doves and other",doves,bird,"['birds', 'bird']","[10087, 6512]",", polo and other",polo,sport,['sports'],[5701],doves are a type of,polo is a type of
", parakeets and other",parakeets,bird,"['birds', 'bird']","[10087, 6512]",", flip flops and other",flip flops,footwear,['footwear'],[43463],parakeets are a type of,flip flops are a type of
", falcons and other",falcons,bird,"['birds', 'bird']","[10087, 6512]",", saws and other",saws,tool,['tools'],[4899],falcons are a type of,saws are a type of
", canaries and other",canaries,bird,"['birds', 'bird']","[10087, 6512]",", tidal waves and other",tidal waves,weather,"['weather', 'natural']","[6193, 3288]",canaries are a type of,tidal waves are a type of
", owls and other",owls,bird,"['birds', 'bird']","[10087, 6512]",", congressmen and other",congressmen,politician,"['elected', 'politicians']","[7018, 7602]",owls are a type of,congressmen are a type of
", ostriches and other",ostriches,bird,"['birds', 'bird']","[10087, 6512]",", zebras and other",zebras,animal,['animals'],[4695],ostriches are a type of,zebras are a type of
", penguins and other",penguins,bird,"['birds', 'bird']","[10087, 6512]",", speedboats and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",penguins are a type of,speedboats are a type of
", ravens and other",ravens,bird,"['birds', 'bird']","[10087, 6512]",", drug smuggling and other",drug smuggling,crime,"['crimes', 'crime']","[6741, 4065]",ravens are a type of,drug smuggling is a type of
", ducks and other",ducks,bird,"['birds', 'bird']","[10087, 6512]",", businessmen and other",businessmen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",ducks are a type of,businessmen are a type of
", finches and other",finches,bird,"['birds', 'bird']","[10087, 6512]",", lemons and other",lemons,fruit,"['fruits', 'fruit']","[15921, 8234]",finches are a type of,lemons are a type of
", mockingbirds and other",mockingbirds,bird,"['birds', 'bird']","[10087, 6512]",", eons and other",eons,time,"['time', 'units']","[640, 4991]",mockingbirds are a type of,eons are a type of
", woodpeckers and other",woodpeckers,bird,"['birds', 'bird']","[10087, 6512]",", moccasins and other",moccasins,footwear,['footwear'],[43463],woodpeckers are a type of,moccasins are a type of
", flamingoes and other",flamingoes,bird,"['birds', 'bird']","[10087, 6512]",", green beans and other",green beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",flamingoes are a type of,green beans are a type of
", orioles and other",orioles,bird,"['birds', 'bird']","[10087, 6512]",", bass guitars and other",bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]",orioles are a type of,bass guitars are a type of
", blackbirds and other",blackbirds,bird,"['birds', 'bird']","[10087, 6512]",", typhoons and other",typhoons,weather,"['weather', 'natural']","[6193, 3288]",blackbirds are a type of,typhoons are a type of
", chickens and other",chickens,bird,"['birds', 'bird']","[10087, 6512]",", tents and other",tents,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",chickens are a type of,tents are a type of
", vultures and other",vultures,bird,"['birds', 'bird']","[10087, 6512]",", rock & roll and other",rock & roll,music,['music'],[2647],vultures are a type of,rock & roll is a type of
", cars and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", quarters and other",quarters,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",cars are a type of,quarters are a type of
", buss and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", ladybugs and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",buss are a type of,ladybugs are a type of
", trucks and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", oranges and other",oranges,fruit,"['fruits', 'fruit']","[15921, 8234]",trucks are a type of,oranges are a type of
", planes and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", bankers and other",bankers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",planes are a type of,bankers are a type of
", trains and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", butterflies and other",butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",trains are a type of,butterflies are a type of
", bicycles and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", daughters and other",daughters,relative,"['relatives', 'family']","[12772, 1641]",bicycles are a type of,daughters are a type of
", vans and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", beds and other",beds,furniture,['furniture'],[13091],vans are a type of,beds are a type of
", ships and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", handguns and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",ships are a type of,handguns are a type of
", motorcycles and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", shelves and other",shelves,furniture,['furniture'],[13091],motorcycles are a type of,shelves are a type of
", SUVs and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", decimeters and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",SUVs are a type of,decimeters are a type of
", skateboards and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", end tables and other",end tables,furniture,['furniture'],[13091],skateboards are a type of,end tables are a type of
", subways and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", grandfathers and other",grandfathers,relative,"['relatives', 'family']","[12772, 1641]",subways are a type of,grandfathers are a type of
", cabs and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", wrenches and other",wrenches,tool,['tools'],[4899],cabs are a type of,wrenches are a type of
", mopeds and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", raspberries and other",raspberries,fruit,"['fruits', 'fruit']","[15921, 8234]",mopeds are a type of,raspberries are a type of
", minivans and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", saxophones and other",saxophones,instrument,"['musical', 'instruments']","[10530, 12834]",minivans are a type of,saxophones are a type of
", carrots and other",carrots,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", belts and other",belts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",carrots are a type of,belts are a type of
", lettuce and other",lettuce,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", inches and other",inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",lettuce is a type of,inches are a type of
", broccoli and other",broccoli,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", flies and other",flies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",broccoli is a type of,flies are a type of
", tomatoes and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", ships and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",tomatoes are a type of,ships are a type of
", cucumbers and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", grandfathers and other",grandfathers,relative,"['relatives', 'family']","[12772, 1641]",cucumbers are a type of,grandfathers are a type of
", peas and other",peas,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", homicide and other",homicide,crime,"['crimes', 'crime']","[6741, 4065]",peas are a type of,homicide is a type of
", corn and other",corn,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", meters and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",corn is a type of,meters are a type of
", potatoes and other",potatoes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", months and other",months,time,"['time', 'units']","[640, 4991]",potatoes are a type of,months are a type of
", celery and other",celery,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", sandals and other",sandals,footwear,['footwear'],[43463],celery is a type of,sandals are a type of
", onions and other",onions,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", Israel and other",Israel,country,"['countries', 'country']","[2678, 1499]",onions are a type of,Israel is a type of
", green beans and other",green beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", half dollars and other",half dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",green beans are a type of,half dollars are a type of
", spinach and other",spinach,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", rabbits and other",rabbits,animal,['animals'],[4695],spinach is a type of,rabbits are a type of
", squash and other",squash,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", decades and other",decades,time,"['time', 'units']","[640, 4991]",squash is a type of,decades are a type of
", beans and other",beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", rugby and other",rugby,sport,['sports'],[5701],beans are a type of,rugby is a type of
", cauliflower and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", dogwoods and other",dogwoods,tree,['trees'],[7150],cauliflower is a type of,dogwoods are a type of
", cabbages and other",cabbages,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", larceny and other",larceny,crime,"['crimes', 'crime']","[6741, 4065]",cabbages are a type of,larceny is a type of
", radishes and other",radishes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", clogs and other",clogs,footwear,['footwear'],[43463],radishes are a type of,clogs are a type of
", asparagus and other",asparagus,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", breaking and entering and other",breaking and entering,crime,"['crimes', 'crime']","[6741, 4065]",asparagus are a type of,breaking and entering is a type of
", peppers and other",peppers,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", heels and other",heels,footwear,['footwear'],[43463],peppers are a type of,heels are a type of
