clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[13340, 18159]"," decimeters, and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" dollars, and other",dollars,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," majors, and other",majors,soldier,"['officers', 'soldiers', 'military']","[10971, 17431, 8403]"
" cents, and other",cents,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," mayors, and other",mayors,politician,"['elected', 'politicians']","[17710, 33650]"
" dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," igloos, and other",igloos,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" quarters, and other",quarters,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," rafts, and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," bookcases, and other",bookcases,furniture,['furniture'],[16241]
" yens, and other",yens,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," paddleboats, and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" francs, and other",francs,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," miles, and other",miles,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" euroes, and other",euroes,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," pop, and other",pop,music,['music'],[4296]
" liras, and other",liras,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," handguns, and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" rubles, and other",rubles,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," polo, and other",polo,sport,['sports'],[9028]
" half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," wrenches, and other",wrenches,tool,['tools'],[8112]
" rupees, and other",rupees,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"," cricket, and other",cricket,sport,['sports'],[9028]
" rap, and other",rap,music,['music'],[4296]," rats, and other",rats,animal,['animals'],[8398]
" rock & roll, and other",rock & roll,music,['music'],[4296]," amethysts, and other",amethysts,gem,"['gem', 'gems']","[21737, 48771]"
" classical, and other",classical,music,['music'],[4296]," chairs, and other",chairs,furniture,['furniture'],[16241]
" country, and other",country,music,['music'],[4296]," shoes, and other",shoes,footwear,['footwear'],[62966]
" jazz, and other",jazz,music,['music'],[4296]," Britain, and other",Britain,country,"['countries', 'country']","[5605, 3170]"
" hip hop, and other",hip hop,music,['music'],[4296]," privates, and other",privates,soldier,"['officers', 'soldiers', 'military']","[10971, 17431, 8403]"
" R&B, and other",R&B,music,['music'],[4296]," minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" pop, and other",pop,music,['music'],[4296]," sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[9148, 54497]"
" alternative, and other",alternative,music,['music'],[4296]," violins, and other",violins,instrument,"['musical', 'instruments']","[13340, 18159]"
" punk, and other",punk,music,['music'],[4296]," sandals, and other",sandals,footwear,['footwear'],[62966]
" blues, and other",blues,music,['music'],[4296]," kine, and other",kine,animal,['animals'],[8398]
" reggae, and other",reggae,music,['music'],[4296]," Argentina, and other",Argentina,country,"['countries', 'country']","[5605, 3170]"
" heavy metal, and other",heavy metal,music,['music'],[4296]," finches, and other",finches,bird,"['birds', 'bird']","[13141, 13170]"
" techno, and other",techno,music,['music'],[4296]," policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" bluegrass, and other",bluegrass,music,['music'],[4296]," representatives, and other",representatives,politician,"['elected', 'politicians']","[17710, 33650]"
" soul, and other",soul,music,['music'],[4296]," yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" gospel, and other",gospel,music,['music'],[4296]," beds, and other",beds,furniture,['furniture'],[16241]
" opera, and other",opera,music,['music'],[4296]," drums, and other",drums,instrument,"['musical', 'instruments']","[13340, 18159]"
" folk, and other",folk,music,['music'],[4296]," hours, and other",hours,time,"['time', 'units']","[1069, 7845]"
" dance, and other",dance,music,['music'],[4296]," butterflies, and other",butterflies,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" metal, and other",metal,music,['music'],[4296]," canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" new age, and other",new age,music,['music'],[4296]," giraffes, and other",giraffes,animal,['animals'],[8398]
" ska, and other",ska,music,['music'],[4296]," asparagus, and other",asparagus,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" eagles, and other",eagles,bird,"['birds', 'bird']","[13141, 13170]"," dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" robins, and other",robins,bird,"['birds', 'bird']","[13141, 13170]"," irides, and other",irides,flower,"['flowers', 'flowering']","[9148, 54497]"
" bluejays, and other",bluejays,bird,"['birds', 'bird']","[13141, 13170]"," cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" cardinals, and other",cardinals,bird,"['birds', 'bird']","[13141, 13170]"," raspberries, and other",raspberries,fruit,"['fruits', 'fruit']","[16803, 9471]"
" hawks, and other",hawks,bird,"['birds', 'bird']","[13141, 13170]"," hotels, and other",hotels,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[13141, 13170]"," loveseats, and other",loveseats,furniture,['furniture'],[16241]
" crows, and other",crows,bird,"['birds', 'bird']","[13141, 13170]"," rain, and other",rain,weather,"['weather', 'natural']","[8957, 4158]"
" hummingbirds, and other",hummingbirds,bird,"['birds', 'bird']","[13141, 13170]"," kiwis, and other",kiwis,fruit,"['fruits', 'fruit']","[16803, 9471]"
" parrots, and other",parrots,bird,"['birds', 'bird']","[13141, 13170]"," baseball, and other",baseball,sport,['sports'],[9028]
" sparrows, and other",sparrows,bird,"['birds', 'bird']","[13141, 13170]"," governors, and other",governors,politician,"['elected', 'politicians']","[17710, 33650]"
" pigeons, and other",pigeons,bird,"['birds', 'bird']","[13141, 13170]"," horses, and other",horses,animal,['animals'],[8398]
" seagulls, and other",seagulls,bird,"['birds', 'bird']","[13141, 13170]"," giraffes, and other",giraffes,animal,['animals'],[8398]
" doves, and other",doves,bird,"['birds', 'bird']","[13141, 13170]"," opera, and other",opera,music,['music'],[4296]
" parakeets, and other",parakeets,bird,"['birds', 'bird']","[13141, 13170]"," R&B, and other",R&B,music,['music'],[4296]
" falcons, and other",falcons,bird,"['birds', 'bird']","[13141, 13170]"," hip hop, and other",hip hop,music,['music'],[4296]
" canaries, and other",canaries,bird,"['birds', 'bird']","[13141, 13170]"," rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" owls, and other",owls,bird,"['birds', 'bird']","[13141, 13170]"," doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" ostriches, and other",ostriches,bird,"['birds', 'bird']","[13141, 13170]"," petunias, and other",petunias,flower,"['flowers', 'flowering']","[9148, 54497]"
" penguins, and other",penguins,bird,"['birds', 'bird']","[13141, 13170]"," squirrels, and other",squirrels,animal,['animals'],[8398]
" ravens, and other",ravens,bird,"['birds', 'bird']","[13141, 13170]"," baseball, and other",baseball,sport,['sports'],[9028]
" ducks, and other",ducks,bird,"['birds', 'bird']","[13141, 13170]"," peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" finches, and other",finches,bird,"['birds', 'bird']","[13141, 13170]"," bass guitars, and other",bass guitars,instrument,"['musical', 'instruments']","[13340, 18159]"
" mockingbirds, and other",mockingbirds,bird,"['birds', 'bird']","[13141, 13170]"," radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" woodpeckers, and other",woodpeckers,bird,"['birds', 'bird']","[13141, 13170]"," papayas, and other",papayas,fruit,"['fruits', 'fruit']","[16803, 9471]"
" flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[13141, 13170]"," sandpapers, and other",sandpapers,tool,['tools'],[8112]
" orioles, and other",orioles,bird,"['birds', 'bird']","[13141, 13170]"," nunchucks, and other",nunchucks,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[13141, 13170]"," minnow, and other",minnow,fish,"['fish', 'fishes']","[5001, 56717]"
" chickens, and other",chickens,bird,"['birds', 'bird']","[13141, 13170]"," squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" vultures, and other",vultures,bird,"['birds', 'bird']","[13141, 13170]"," caterpillars, and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," Italy, and other",Italy,country,"['countries', 'country']","[5605, 3170]"
" buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," alternative, and other",alternative,music,['music'],[4296]
" trucks, and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," soldiers, and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[10971, 17431, 8403]"
" planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," engineers, and other",engineers,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," drills, and other",drills,tool,['tools'],[8112]
" bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," Britain, and other",Britain,country,"['countries', 'country']","[5605, 3170]"
" vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," cabinets, and other",cabinets,furniture,['furniture'],[16241]
" ships, and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," tents, and other",tents,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" motorcycles, and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," slippers, and other",slippers,footwear,['footwear'],[62966]
" SUVs, and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," Portugal, and other",Portugal,country,"['countries', 'country']","[5605, 3170]"
" skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," bookcases, and other",bookcases,furniture,['furniture'],[16241]
" subways, and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," dragonflies, and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" cabs, and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," lacrosse, and other",lacrosse,sport,['sports'],[9028]
" mopeds, and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," celloes, and other",celloes,instrument,"['musical', 'instruments']","[13340, 18159]"
" minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"," cantaloupes, and other",cantaloupes,fruit,"['fruits', 'fruit']","[16803, 9471]"
" carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," grandparents, and other",grandparents,relative,"['relatives', 'family']","[22631, 2730]"
" lettuce, and other",lettuce,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," suns, and other",suns,flower,"['flowers', 'flowering']","[9148, 54497]"
" broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," Italy, and other",Italy,country,"['countries', 'country']","[5605, 3170]"
" tomatoes, and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" cucumbers, and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," peaches, and other",peaches,fruit,"['fruits', 'fruit']","[16803, 9471]"
" peas, and other",peas,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," pigeons, and other",pigeons,bird,"['birds', 'bird']","[13141, 13170]"
" corn, and other",corn,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," chairs, and other",chairs,furniture,['furniture'],[16241]
" potatoes, and other",potatoes,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," wolves, and other",wolves,animal,['animals'],[8398]
" celery, and other",celery,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," hotels, and other",hotels,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," swordfish, and other",swordfish,fish,"['fish', 'fishes']","[5001, 56717]"
" spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," professors, and other",professors,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," eagles, and other",eagles,bird,"['birds', 'bird']","[13141, 13170]"
" beans, and other",beans,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," presidents, and other",presidents,politician,"['elected', 'politicians']","[17710, 33650]"
" cauliflower, and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," quarters, and other",quarters,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," monsoons, and other",monsoons,weather,"['weather', 'natural']","[8957, 4158]"
" radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" asparagus, and other",asparagus,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," drought, and other",drought,weather,"['weather', 'natural']","[8957, 4158]"
" peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," houses, and other",houses,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," skirts, and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" turnips, and other",turnips,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" zucchini, and other",zucchini,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"," trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[13340, 18159]"
" sandals, and other",sandals,footwear,['footwear'],[62966]," classical, and other",classical,music,['music'],[4296]
" boots, and other",boots,footwear,['footwear'],[62966]," metal, and other",metal,music,['music'],[4296]
" heels, and other",heels,footwear,['footwear'],[62966]," Australia, and other",Australia,country,"['countries', 'country']","[5605, 3170]"
" shoes, and other",shoes,footwear,['footwear'],[62966]," jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" flip flops, and other",flip flops,footwear,['footwear'],[62966]," cymbals, and other",cymbals,instrument,"['musical', 'instruments']","[13340, 18159]"
" sneakers, and other",sneakers,footwear,['footwear'],[62966]," pearls, and other",pearls,gem,"['gem', 'gems']","[21737, 48771]"
" slippers, and other",slippers,footwear,['footwear'],[62966]," hamsters, and other",hamsters,animal,['animals'],[8398]
" running shoes, and other",running shoes,footwear,['footwear'],[62966]," feets, and other",feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" clogs, and other",clogs,footwear,['footwear'],[62966]," SUVs, and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" cleats, and other",cleats,footwear,['footwear'],[62966]," ducks, and other",ducks,bird,"['birds', 'bird']","[13141, 13170]"
" loafers, and other",loafers,footwear,['footwear'],[62966]," perch, and other",perch,fish,"['fish', 'fishes']","[5001, 56717]"
" pumps, and other",pumps,footwear,['footwear'],[62966]," softball, and other",softball,sport,['sports'],[9028]
" hiking shoes, and other",hiking shoes,footwear,['footwear'],[62966]," dragonflies, and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" moccasins, and other",moccasins,footwear,['footwear'],[62966]," millenniums, and other",millenniums,time,"['time', 'units']","[1069, 7845]"
" flies, and other",flies,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," gymnastics, and other",gymnastics,sport,['sports'],[9028]
" ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," minutes, and other",minutes,time,"['time', 'units']","[1069, 7845]"
" spiders, and other",spiders,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," slippers, and other",slippers,footwear,['footwear'],[62966]
" bees, and other",bees,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," tents, and other",tents,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," mansions, and other",mansions,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," brass knuckles, and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" grasshoppers, and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," loveseats, and other",loveseats,furniture,['furniture'],[16241]
" butterflies, and other",butterflies,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," pliers, and other",pliers,tool,['tools'],[8112]
" wasps, and other",wasps,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," Iraq, and other",Iraq,country,"['countries', 'country']","[5605, 3170]"
" moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," slippers, and other",slippers,footwear,['footwear'],[62966]
" gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[13141, 13170]"
" cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," francs, and other",francs,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" caterpillars, and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," hawks, and other",hawks,bird,"['birds', 'bird']","[13141, 13170]"
" centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," handguns, and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" crickets, and other",crickets,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," pumps, and other",pumps,footwear,['footwear'],[62966]
" praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," pansies, and other",pansies,flower,"['flowers', 'flowering']","[9148, 54497]"
" dragonflies, and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"
" fleas, and other",fleas,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," cents, and other",cents,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" hornets, and other",hornets,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"," janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" roses, and other",roses,flower,"['flowers', 'flowering']","[9148, 54497]"," centuries, and other",centuries,time,"['time', 'units']","[1069, 7845]"
" daisies, and other",daisies,flower,"['flowers', 'flowering']","[9148, 54497]"," gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" tulips, and other",tulips,flower,"['flowers', 'flowering']","[9148, 54497]"," chairs, and other",chairs,furniture,['furniture'],[16241]
" lilies, and other",lilies,flower,"['flowers', 'flowering']","[9148, 54497]"," hats, and other",hats,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" carnations, and other",carnations,flower,"['flowers', 'flowering']","[9148, 54497]"," starfruits, and other",starfruits,fruit,"['fruits', 'fruit']","[16803, 9471]"
" daffodils, and other",daffodils,flower,"['flowers', 'flowering']","[9148, 54497]"," water polo, and other",water polo,sport,['sports'],[9028]
" sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[9148, 54497]"," Greece, and other",Greece,country,"['countries', 'country']","[5605, 3170]"
" dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[9148, 54497]"," cantaloupes, and other",cantaloupes,fruit,"['fruits', 'fruit']","[16803, 9471]"
" pansies, and other",pansies,flower,"['flowers', 'flowering']","[9148, 54497]"," cheerleading, and other",cheerleading,sport,['sports'],[9028]
" orchids, and other",orchids,flower,"['flowers', 'flowering']","[9148, 54497]"," cod, and other",cod,fish,"['fish', 'fishes']","[5001, 56717]"
" petunias, and other",petunias,flower,"['flowers', 'flowering']","[9148, 54497]"," underwears, and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[14328, 12565, 62494]"
" suns, and other",suns,flower,"['flowers', 'flowering']","[9148, 54497]"," clubs, and other",clubs,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" violets, and other",violets,flower,"['flowers', 'flowering']","[9148, 54497]"," elephants, and other",elephants,animal,['animals'],[8398]
" irides, and other",irides,flower,"['flowers', 'flowering']","[9148, 54497]"," armoires, and other",armoires,furniture,['furniture'],[16241]
" lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[9148, 54497]"," sandpapers, and other",sandpapers,tool,['tools'],[8112]
" oaks, and other",oaks,tree,['trees'],[8195]," professors, and other",professors,profession,"['people', 'professionals', 'workers']","[1461, 19097, 8218]"
" pines, and other",pines,tree,['trees'],[8195]," snow, and other",snow,weather,"['weather', 'natural']","[8957, 4158]"
" maples, and other",maples,tree,['trees'],[8195]," dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[18968, 3370, 63835]"
" aspens, and other",aspens,tree,['trees'],[8195]," new age, and other",new age,music,['music'],[4296]
" redwoods, and other",redwoods,tree,['trees'],[8195]," maces, and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" dogwoods, and other",dogwoods,tree,['trees'],[8195]," great uncles, and other",great uncles,relative,"['relatives', 'family']","[22631, 2730]"
" spruces, and other",spruces,tree,['trees'],[8195]," hummingbirds, and other",hummingbirds,bird,"['birds', 'bird']","[13141, 13170]"
" birches, and other",birches,tree,['trees'],[8195]," handguns, and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" weeping willows, and other",weeping willows,tree,['trees'],[8195]," green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" elms, and other",elms,tree,['trees'],[8195]," bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[13141, 13170]"
" firs, and other",firs,tree,['trees'],[8195]," assault, and other",assault,crime,"['crimes', 'crime']","[25552, 12476]"
" palms, and other",palms,tree,['trees'],[8195]," China, and other",China,country,"['countries', 'country']","[5605, 3170]"
" cedars, and other",cedars,tree,['trees'],[8195]," mooses, and other",mooses,animal,['animals'],[8398]
" willows, and other",willows,tree,['trees'],[8195]," trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[13340, 18159]"
" sycamores, and other",sycamores,tree,['trees'],[8195]," nunchucks, and other",nunchucks,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" sailboats, and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," new age, and other",new age,music,['music'],[4296]
" cruises, and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," Egypt, and other",Egypt,country,"['countries', 'country']","[5605, 3170]"
" yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," cauliflower, and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[13340, 18159]"
" canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," rifles, and other",rifles,weapon,"['weapons', 'weapon', 'weaponry']","[15875, 17175, 190492]"
" rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," second cousins, and other",second cousins,relative,"['relatives', 'family']","[22631, 2730]"
" tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[13340, 18159]"
" aircraft carriers, and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," falcons, and other",falcons,bird,"['birds', 'bird']","[13141, 13170]"
" battleships, and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," oboes, and other",oboes,instrument,"['musical', 'instruments']","[13340, 18159]"
" kayaks, and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," keyboards, and other",keyboards,instrument,"['musical', 'instruments']","[13340, 18159]"
" paddleboats, and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," light years, and other",light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" rafts, and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," firs, and other",firs,tree,['trees'],[8195]
" barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," grand theft auto, and other",grand theft auto,crime,"['crimes', 'crime']","[25552, 12476]"
" dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," canaries, and other",canaries,bird,"['birds', 'bird']","[13141, 13170]"
