clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," cruises, and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" quarters, and other",quarters,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," bombs, and other",bombs,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," lamps, and other",lamps,furniture,['furniture'],[13157]
" yens, and other",yens,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," cross country, and other",cross country,sport,['sports'],[9425]
" francs, and other",francs,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," apples, and other",apples,fruit,"['fruits', 'fruit']","[22334, 11375]"
" euroes, and other",euroes,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," undershirts, and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" liras, and other",liras,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," raspberries, and other",raspberries,fruit,"['fruits', 'fruit']","[22334, 11375]"
" rubles, and other",rubles,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" rupees, and other",rupees,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"," racquetball, and other",racquetball,sport,['sports'],[9425]
" rap, and other",rap,music,['music'],[4195]," bombs, and other",bombs,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" rock & roll, and other",rock & roll,music,['music'],[4195]," bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[13548, 8495]"
" classical, and other",classical,music,['music'],[4195]," Mexico, and other",Mexico,country,"['countries', 'country']","[6548, 3707]"
" country, and other",country,music,['music'],[4195]," officers, and other",officers,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" jazz, and other",jazz,music,['music'],[4195]," meters, and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8775, 16689, 16848, 6096, 24992]"
" hip hop, and other",hip hop,music,['music'],[4195]," privates, and other",privates,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" R&B, and other",R&B,music,['music'],[4195]," foot stools, and other",foot stools,furniture,['furniture'],[13157]
" pop, and other",pop,music,['music'],[4195]," minutes, and other",minutes,time,"['time', 'units']","[1495, 8775]"
" alternative, and other",alternative,music,['music'],[4195]," football, and other",football,sport,['sports'],[9425]
" punk, and other",punk,music,['music'],[4195]," rape, and other",rape,crime,"['crimes', 'crime']","[18208, 10079]"
" blues, and other",blues,music,['music'],[4195]," cents, and other",cents,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" reggae, and other",reggae,music,['music'],[4195]," schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" heavy metal, and other",heavy metal,music,['music'],[4195]," light years, and other",light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8775, 16689, 16848, 6096, 24992]"
" techno, and other",techno,music,['music'],[4195]," axes, and other",axes,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" bluegrass, and other",bluegrass,music,['music'],[4195]," dogwoods, and other",dogwoods,tree,['trees'],[7867]
" soul, and other",soul,music,['music'],[4195]," Greece, and other",Greece,country,"['countries', 'country']","[6548, 3707]"
" gospel, and other",gospel,music,['music'],[4195]," bankers, and other",bankers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" opera, and other",opera,music,['music'],[4195]," rugby, and other",rugby,sport,['sports'],[9425]
" folk, and other",folk,music,['music'],[4195]," doctors, and other",doctors,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" dance, and other",dance,music,['music'],[4195]," socks, and other",socks,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" metal, and other",metal,music,['music'],[4195]," nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" new age, and other",new age,music,['music'],[4195]," organs, and other",organs,instrument,"['musical', 'instruments']","[9926, 18705]"
" ska, and other",ska,music,['music'],[4195]," buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" eagles, and other",eagles,bird,"['birds', 'bird']","[13548, 8495]"," chiefs, and other",chiefs,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" robins, and other",robins,bird,"['birds', 'bird']","[13548, 8495]"," nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" bluejays, and other",bluejays,bird,"['birds', 'bird']","[13548, 8495]"," piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[9926, 18705]"
" cardinals, and other",cardinals,bird,"['birds', 'bird']","[13548, 8495]"," desks, and other",desks,furniture,['furniture'],[13157]
" hawks, and other",hawks,bird,"['birds', 'bird']","[13548, 8495]"," zebras, and other",zebras,animal,['animals'],[8990]
" bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[13548, 8495]"," elephants, and other",elephants,animal,['animals'],[8990]
" crows, and other",crows,bird,"['birds', 'bird']","[13548, 8495]"," perch, and other",perch,fish,"['fish', 'fishes']","[8774, 1053]"
" hummingbirds, and other",hummingbirds,bird,"['birds', 'bird']","[13548, 8495]"," dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[12656, 15762]"
" parrots, and other",parrots,bird,"['birds', 'bird']","[13548, 8495]"," ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" sparrows, and other",sparrows,bird,"['birds', 'bird']","[13548, 8495]"," water polo, and other",water polo,sport,['sports'],[9425]
" pigeons, and other",pigeons,bird,"['birds', 'bird']","[13548, 8495]"," birches, and other",birches,tree,['trees'],[7867]
" seagulls, and other",seagulls,bird,"['birds', 'bird']","[13548, 8495]"," secretaries of state, and other",secretaries of state,politician,"['elected', 'politicians']","[12169, 19362]"
" doves, and other",doves,bird,"['birds', 'bird']","[13548, 8495]"," rulers, and other",rulers,tool,['tools'],[7808]
" parakeets, and other",parakeets,bird,"['birds', 'bird']","[13548, 8495]"," typhoons, and other",typhoons,weather,"['weather', 'natural']","[8854, 4997]"
" falcons, and other",falcons,bird,"['birds', 'bird']","[13548, 8495]"," goats, and other",goats,animal,['animals'],[8990]
" canaries, and other",canaries,bird,"['birds', 'bird']","[13548, 8495]"," feets, and other",feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8775, 16689, 16848, 6096, 24992]"
" owls, and other",owls,bird,"['birds', 'bird']","[13548, 8495]"," carpenters, and other",carpenters,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" ostriches, and other",ostriches,bird,"['birds', 'bird']","[13548, 8495]"," water polo, and other",water polo,sport,['sports'],[9425]
" penguins, and other",penguins,bird,"['birds', 'bird']","[13548, 8495]"," rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" ravens, and other",ravens,bird,"['birds', 'bird']","[13548, 8495]"," strawberries, and other",strawberries,fruit,"['fruits', 'fruit']","[22334, 11375]"
" ducks, and other",ducks,bird,"['birds', 'bird']","[13548, 8495]"," grenades, and other",grenades,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" finches, and other",finches,bird,"['birds', 'bird']","[13548, 8495]"," diamonds, and other",diamonds,gem,"['gem', 'gems']","[15805, 1087]"
" mockingbirds, and other",mockingbirds,bird,"['birds', 'bird']","[13548, 8495]"," weeping willows, and other",weeping willows,tree,['trees'],[7867]
" woodpeckers, and other",woodpeckers,bird,"['birds', 'bird']","[13548, 8495]"," grapefruits, and other",grapefruits,fruit,"['fruits', 'fruit']","[22334, 11375]"
" flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[13548, 8495]"," tepees, and other",tepees,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"
" orioles, and other",orioles,bird,"['birds', 'bird']","[13548, 8495]"," garnets, and other",garnets,gem,"['gem', 'gems']","[15805, 1087]"
" blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[13548, 8495]"," emeralds, and other",emeralds,gem,"['gem', 'gems']","[15805, 1087]"
" chickens, and other",chickens,bird,"['birds', 'bird']","[13548, 8495]"," janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" vultures, and other",vultures,bird,"['birds', 'bird']","[13548, 8495]"," banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[9926, 18705]"
" cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," Afghanistan, and other",Afghanistan,country,"['countries', 'country']","[6548, 3707]"
" buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," gospel, and other",gospel,music,['music'],[4195]
" trucks, and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," engineers, and other",engineers,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," clouds, and other",clouds,weather,"['weather', 'natural']","[8854, 4997]"
" trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," clouds, and other",clouds,weather,"['weather', 'natural']","[8854, 4997]"
" bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," nail guns, and other",nail guns,tool,['tools'],[7808]
" vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," goldfish, and other",goldfish,fish,"['fish', 'fishes']","[8774, 1053]"
" ships, and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," Spain, and other",Spain,country,"['countries', 'country']","[6548, 3707]"
" motorcycles, and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," treasurers, and other",treasurers,politician,"['elected', 'politicians']","[12169, 19362]"
" SUVs, and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," ostriches, and other",ostriches,bird,"['birds', 'bird']","[13548, 8495]"
" skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," sapphires, and other",sapphires,gem,"['gem', 'gems']","[15805, 1087]"
" subways, and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," spears, and other",spears,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" cabs, and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," dressers, and other",dressers,furniture,['furniture'],[13157]
" mopeds, and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," lizards, and other",lizards,animal,['animals'],[8990]
" minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"," giraffes, and other",giraffes,animal,['animals'],[8990]
" carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," hiking shoes, and other",hiking shoes,footwear,['footwear'],[4099]
" lettuce, and other",lettuce,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," running shoes, and other",running shoes,footwear,['footwear'],[4099]
" broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," flip flops, and other",flip flops,footwear,['footwear'],[4099]
" tomatoes, and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," slippers, and other",slippers,footwear,['footwear'],[4099]
" cucumbers, and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," moccasins, and other",moccasins,footwear,['footwear'],[4099]
" peas, and other",peas,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," heels, and other",heels,footwear,['footwear'],[4099]
" corn, and other",corn,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," boots, and other",boots,footwear,['footwear'],[4099]
" potatoes, and other",potatoes,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," boots, and other",boots,footwear,['footwear'],[4099]
" celery, and other",celery,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," sneakers, and other",sneakers,footwear,['footwear'],[4099]
" onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," clogs, and other",clogs,footwear,['footwear'],[4099]
" green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," clogs, and other",clogs,footwear,['footwear'],[4099]
" spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," cleats, and other",cleats,footwear,['footwear'],[4099]
" squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," running shoes, and other",running shoes,footwear,['footwear'],[4099]
" beans, and other",beans,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," shoes, and other",shoes,footwear,['footwear'],[4099]
" cauliflower, and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," moccasins, and other",moccasins,footwear,['footwear'],[4099]
" cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," flip flops, and other",flip flops,footwear,['footwear'],[4099]
" radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," clogs, and other",clogs,footwear,['footwear'],[4099]
" asparagus, and other",asparagus,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," moccasins, and other",moccasins,footwear,['footwear'],[4099]
" peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," hiking shoes, and other",hiking shoes,footwear,['footwear'],[4099]
" beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," sneakers, and other",sneakers,footwear,['footwear'],[4099]
" turnips, and other",turnips,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," sandals, and other",sandals,footwear,['footwear'],[4099]
" zucchini, and other",zucchini,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"," moccasins, and other",moccasins,footwear,['footwear'],[4099]
" sandals, and other",sandals,footwear,['footwear'],[4099]," squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" boots, and other",boots,footwear,['footwear'],[4099]," potatoes, and other",potatoes,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" heels, and other",heels,footwear,['footwear'],[4099]," potatoes, and other",potatoes,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" shoes, and other",shoes,footwear,['footwear'],[4099]," corn, and other",corn,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" flip flops, and other",flip flops,footwear,['footwear'],[4099]," cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" sneakers, and other",sneakers,footwear,['footwear'],[4099]," green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" slippers, and other",slippers,footwear,['footwear'],[4099]," squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" running shoes, and other",running shoes,footwear,['footwear'],[4099]," lettuce, and other",lettuce,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" clogs, and other",clogs,footwear,['footwear'],[4099]," radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" cleats, and other",cleats,footwear,['footwear'],[4099]," green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" loafers, and other",loafers,footwear,['footwear'],[4099]," carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" pumps, and other",pumps,footwear,['footwear'],[4099]," onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" hiking shoes, and other",hiking shoes,footwear,['footwear'],[4099]," broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" moccasins, and other",moccasins,footwear,['footwear'],[4099]," asparagus, and other",asparagus,vegetable,"['vegetables', 'vegetable']","[19813, 10803]"
" flies, and other",flies,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," bowling, and other",bowling,sport,['sports'],[9425]
" spiders, and other",spiders,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," saws, and other",saws,tool,['tools'],[7808]
" bees, and other",bees,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," cheetahs, and other",cheetahs,animal,['animals'],[8990]
" beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," liras, and other",liras,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," kayaks, and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" grasshoppers, and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," halibut, and other",halibut,fish,"['fish', 'fishes']","[8774, 1053]"
" butterflies, and other",butterflies,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," racquetball, and other",racquetball,sport,['sports'],[9425]
" wasps, and other",wasps,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," crows, and other",crows,bird,"['birds', 'bird']","[13548, 8495]"
" moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," pineapples, and other",pineapples,fruit,"['fruits', 'fruit']","[22334, 11375]"
" gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," banjoes, and other",banjoes,instrument,"['musical', 'instruments']","[9926, 18705]"
" cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," turtles, and other",turtles,animal,['animals'],[8990]
" caterpillars, and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," nanoseconds, and other",nanoseconds,time,"['time', 'units']","[1495, 8775]"
" centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[13548, 8495]"
" crickets, and other",crickets,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," recliners, and other",recliners,furniture,['furniture'],[13157]
" dragonflies, and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," lilies, and other",lilies,flower,"['flowers', 'flowering']","[12656, 15762]"
" fleas, and other",fleas,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," scarves, and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" hornets, and other",hornets,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"," canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" roses, and other",roses,flower,"['flowers', 'flowering']","[12656, 15762]"," chiefs, and other",chiefs,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" daisies, and other",daisies,flower,"['flowers', 'flowering']","[12656, 15762]"," minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" tulips, and other",tulips,flower,"['flowers', 'flowering']","[12656, 15762]"," centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" lilies, and other",lilies,flower,"['flowers', 'flowering']","[12656, 15762]"," foot stools, and other",foot stools,furniture,['furniture'],[13157]
" carnations, and other",carnations,flower,"['flowers', 'flowering']","[12656, 15762]"," speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" daffodils, and other",daffodils,flower,"['flowers', 'flowering']","[12656, 15762]"," great grandmothers, and other",great grandmothers,relative,"['relatives', 'family']","[22436, 2773]"
" sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[12656, 15762]"," racquetball, and other",racquetball,sport,['sports'],[9425]
" dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[12656, 15762]"," caterpillars, and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" pansies, and other",pansies,flower,"['flowers', 'flowering']","[12656, 15762]"," rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" orchids, and other",orchids,flower,"['flowers', 'flowering']","[12656, 15762]"," treasurers, and other",treasurers,politician,"['elected', 'politicians']","[12169, 19362]"
" petunias, and other",petunias,flower,"['flowers', 'flowering']","[12656, 15762]"," South africa, and other",South africa,country,"['countries', 'country']","[6548, 3707]"
" suns, and other",suns,flower,"['flowers', 'flowering']","[12656, 15762]"," dressers, and other",dressers,furniture,['furniture'],[13157]
" violets, and other",violets,flower,"['flowers', 'flowering']","[12656, 15762]"," gemstones, and other",gemstones,gem,"['gem', 'gems']","[15805, 1087]"
" irides, and other",irides,flower,"['flowers', 'flowering']","[12656, 15762]"," blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[12656, 15762]"," physical therapists, and other",physical therapists,profession,"['people', 'professionals', 'workers']","[1673, 13517, 8201]"
" oaks, and other",oaks,tree,['trees'],[7867]," feets, and other",feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8775, 16689, 16848, 6096, 24992]"
" pines, and other",pines,tree,['trees'],[7867]," tape measures, and other",tape measures,tool,['tools'],[7808]
" maples, and other",maples,tree,['trees'],[7867]," caves, and other",caves,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"
" aspens, and other",aspens,tree,['trees'],[7867]," dressers, and other",dressers,furniture,['furniture'],[13157]
" redwoods, and other",redwoods,tree,['trees'],[7867]," tepees, and other",tepees,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"
" dogwoods, and other",dogwoods,tree,['trees'],[7867]," grandmoms, and other",grandmoms,relative,"['relatives', 'family']","[22436, 2773]"
" spruces, and other",spruces,tree,['trees'],[7867]," vultures, and other",vultures,bird,"['birds', 'bird']","[13548, 8495]"
" birches, and other",birches,tree,['trees'],[7867]," larceny, and other",larceny,crime,"['crimes', 'crime']","[18208, 10079]"
" weeping willows, and other",weeping willows,tree,['trees'],[7867]," grapefruits, and other",grapefruits,fruit,"['fruits', 'fruit']","[22334, 11375]"
" elms, and other",elms,tree,['trees'],[7867]," hamsters, and other",hamsters,animal,['animals'],[8990]
" firs, and other",firs,tree,['trees'],[7867]," chickens, and other",chickens,bird,"['birds', 'bird']","[13548, 8495]"
" palms, and other",palms,tree,['trees'],[7867]," caves, and other",caves,home,"['housing', 'residential', 'structures']","[12589, 19118, 12062]"
" cedars, and other",cedars,tree,['trees'],[7867]," angelfish, and other",angelfish,fish,"['fish', 'fishes']","[8774, 1053]"
" willows, and other",willows,tree,['trees'],[7867]," drills, and other",drills,tool,['tools'],[7808]
" sycamores, and other",sycamores,tree,['trees'],[7867]," mangoes, and other",mangoes,fruit,"['fruits', 'fruit']","[22334, 11375]"
" sailboats, and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[17686, 17686, 26222]"
" cruises, and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," swords, and other",swords,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," lizards, and other",lizards,animal,['animals'],[8990]
" speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," admirals, and other",admirals,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," palms, and other",palms,tree,['trees'],[7867]
" rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," vultures, and other",vultures,bird,"['birds', 'bird']","[13548, 8495]"
" tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," apricots, and other",apricots,fruit,"['fruits', 'fruit']","[22334, 11375]"
" aircraft carriers, and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," vandalism, and other",vandalism,crime,"['crimes', 'crime']","[18208, 10079]"
" battleships, and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," flounder, and other",flounder,fish,"['fish', 'fishes']","[8774, 1053]"
" kayaks, and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," papayas, and other",papayas,fruit,"['fruits', 'fruit']","[22334, 11375]"
" paddleboats, and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," recliners, and other",recliners,furniture,['furniture'],[13157]
" rafts, and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," ostriches, and other",ostriches,bird,"['birds', 'bird']","[13548, 8495]"
" barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," swords, and other",swords,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," raccoons, and other",raccoons,animal,['animals'],[8990]
" dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," brass knuckles, and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[10883, 12148, 12148]"
" pontoons, and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[12767, 18176, 6977]"
" ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," cherries, and other",cherries,fruit,"['fruits', 'fruit']","[22334, 11375]"
" schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"," turtles, and other",turtles,animal,['animals'],[8990]
" salmon, and other",salmon,fish,"['fish', 'fishes']","[8774, 1053]"," horns, and other",horns,instrument,"['musical', 'instruments']","[9926, 18705]"
" trout, and other",trout,fish,"['fish', 'fishes']","[8774, 1053]"," lions, and other",lions,animal,['animals'],[8990]
