clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 trumpets and organs are two types of,trumpets,organs,instrument,"['musical', 'instruments']","[10530, 12834]", suns and roses are two types of,suns,roses,flower,"['flowers', 'flowering']","[12734, 48573]"
 trumpets and tambourines are two types of,trumpets,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", millenniums and nanoseconds are two types of,millenniums,nanoseconds,time,"['time', 'units']","[640, 4991]"
 clarinets and drums are two types of,clarinets,drums,instrument,"['musical', 'instruments']","[10530, 12834]", sycamores and palms are two types of,sycamores,palms,tree,['trees'],[7150]
 clarinets and guitars are two types of,clarinets,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", papayas and strawberries are two types of,papayas,strawberries,fruit,"['fruits', 'fruit']","[15921, 8234]"
 clarinets and flutes are two types of,clarinets,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", great aunts and grandfathers are two types of,great aunts,grandfathers,relative,"['relatives', 'family']","[12772, 1641]"
 clarinets and pianoes are two types of,clarinets,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", boxer shortss and tank tops are two types of,boxer shortss,tank tops,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 clarinets and trumpets are two types of,clarinets,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", liras and half dollars are two types of,liras,half dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 clarinets and saxophones are two types of,clarinets,saxophones,instrument,"['musical', 'instruments']","[10530, 12834]", blizzards and tsunamis are two types of,blizzards,tsunamis,weather,"['weather', 'natural']","[6193, 3288]"
 clarinets and violins are two types of,clarinets,violins,instrument,"['musical', 'instruments']","[10530, 12834]", minivans and skateboards are two types of,minivans,skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 clarinets and trombones are two types of,clarinets,trombones,instrument,"['musical', 'instruments']","[10530, 12834]", igloos and condominiums are two types of,igloos,condominiums,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 clarinets and tubas are two types of,clarinets,tubas,instrument,"['musical', 'instruments']","[10530, 12834]", halibut and minnow are two types of,halibut,minnow,fish,"['fish', 'fishes']","[5916, 49765]"
 clarinets and bass guitars are two types of,clarinets,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]", micrometers and light years are two types of,micrometers,light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 clarinets and celloes are two types of,clarinets,celloes,instrument,"['musical', 'instruments']","[10530, 12834]", pontoons and kayaks are two types of,pontoons,kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 clarinets and oboes are two types of,clarinets,oboes,instrument,"['musical', 'instruments']","[10530, 12834]", R&B and ska are two types of,R&B,ska,music,['music'],[2647]
 clarinets and basses are two types of,clarinets,basses,instrument,"['musical', 'instruments']","[10530, 12834]", breaking and entering and drug use are two types of,breaking and entering,drug use,crime,"['crimes', 'crime']","[6741, 4065]"
 clarinets and violas are two types of,clarinets,violas,instrument,"['musical', 'instruments']","[10530, 12834]", bluejays and hummingbirds are two types of,bluejays,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]"
 clarinets and harps are two types of,clarinets,harps,instrument,"['musical', 'instruments']","[10530, 12834]", amethysts and garnets are two types of,amethysts,garnets,gem,"['gem', 'gems']","[16840, 23685]"
 clarinets and horns are two types of,clarinets,horns,instrument,"['musical', 'instruments']","[10530, 12834]", mopeds and vans are two types of,mopeds,vans,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 clarinets and keyboards are two types of,clarinets,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]", mopeds and ships are two types of,mopeds,ships,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 clarinets and french horns are two types of,clarinets,french horns,instrument,"['musical', 'instruments']","[10530, 12834]", pantiess and blice are two types of,pantiess,blice,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 clarinets and piccoloes are two types of,clarinets,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]", cheetahs and zebras are two types of,cheetahs,zebras,animal,['animals'],[4695]
 clarinets and banjoes are two types of,clarinets,banjoes,instrument,"['musical', 'instruments']","[10530, 12834]", sunflowers and orchids are two types of,sunflowers,orchids,flower,"['flowers', 'flowering']","[12734, 48573]"
 clarinets and harmonicas are two types of,clarinets,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]", tsunamis and tidal waves are two types of,tsunamis,tidal waves,weather,"['weather', 'natural']","[6193, 3288]"
 clarinets and cymbals are two types of,clarinets,cymbals,instrument,"['musical', 'instruments']","[10530, 12834]", racquetball and water polo are two types of,racquetball,water polo,sport,['sports'],[5701]
 clarinets and organs are two types of,clarinets,organs,instrument,"['musical', 'instruments']","[10530, 12834]", carpenters and cooks are two types of,carpenters,cooks,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 clarinets and tambourines are two types of,clarinets,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", piranha and mahi mahi are two types of,piranha,mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]"
 saxophones and drums are two types of,saxophones,drums,instrument,"['musical', 'instruments']","[10530, 12834]", secretaries of state and governors are two types of,secretaries of state,governors,politician,"['elected', 'politicians']","[7018, 7602]"
 saxophones and guitars are two types of,saxophones,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", nickels and dollars are two types of,nickels,dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 saxophones and flutes are two types of,saxophones,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", larceny and drunk driving are two types of,larceny,drunk driving,crime,"['crimes', 'crime']","[6741, 4065]"
 saxophones and pianoes are two types of,saxophones,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", zucchini and radishes are two types of,zucchini,radishes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 saxophones and trumpets are two types of,saxophones,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", grasshoppers and ladybugs are two types of,grasshoppers,ladybugs,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 saxophones and clarinets are two types of,saxophones,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]", grasshoppers and centipedes are two types of,grasshoppers,centipedes,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 saxophones and violins are two types of,saxophones,violins,instrument,"['musical', 'instruments']","[10530, 12834]", water polo and polo are two types of,water polo,polo,sport,['sports'],[5701]
 saxophones and trombones are two types of,saxophones,trombones,instrument,"['musical', 'instruments']","[10530, 12834]", daisies and sunflowers are two types of,daisies,sunflowers,flower,"['flowers', 'flowering']","[12734, 48573]"
 saxophones and tubas are two types of,saxophones,tubas,instrument,"['musical', 'instruments']","[10530, 12834]", cheetahs and foxes are two types of,cheetahs,foxes,animal,['animals'],[4695]
 saxophones and bass guitars are two types of,saxophones,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]", t-shirts and sweaters are two types of,t-shirts,sweaters,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 saxophones and celloes are two types of,saxophones,celloes,instrument,"['musical', 'instruments']","[10530, 12834]", armoires and end tables are two types of,armoires,end tables,furniture,['furniture'],[13091]
 saxophones and oboes are two types of,saxophones,oboes,instrument,"['musical', 'instruments']","[10530, 12834]", bluejays and bluebirds are two types of,bluejays,bluebirds,bird,"['birds', 'bird']","[10087, 6512]"
 saxophones and basses are two types of,saxophones,basses,instrument,"['musical', 'instruments']","[10530, 12834]", R&B and bluegrass are two types of,R&B,bluegrass,music,['music'],[2647]
 saxophones and violas are two types of,saxophones,violas,instrument,"['musical', 'instruments']","[10530, 12834]", pantiess and jeanss are two types of,pantiess,jeanss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 saxophones and harps are two types of,saxophones,harps,instrument,"['musical', 'instruments']","[10530, 12834]", pontoons and speedboats are two types of,pontoons,speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 saxophones and horns are two types of,saxophones,horns,instrument,"['musical', 'instruments']","[10530, 12834]", cabbages and potatoes are two types of,cabbages,potatoes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 saxophones and keyboards are two types of,saxophones,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]", igloos and tents are two types of,igloos,tents,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 saxophones and french horns are two types of,saxophones,french horns,instrument,"['musical', 'instruments']","[10530, 12834]", amethysts and quartzs are two types of,amethysts,quartzs,gem,"['gem', 'gems']","[16840, 23685]"
 saxophones and piccoloes are two types of,saxophones,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]", cockroaches and praying mantis are two types of,cockroaches,praying mantis,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 saxophones and banjoes are two types of,saxophones,banjoes,instrument,"['musical', 'instruments']","[10530, 12834]", minivans and mopeds are two types of,minivans,mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 saxophones and harmonicas are two types of,saxophones,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]", breaking and entering and drug smuggling are two types of,breaking and entering,drug smuggling,crime,"['crimes', 'crime']","[6741, 4065]"
 saxophones and cymbals are two types of,saxophones,cymbals,instrument,"['musical', 'instruments']","[10530, 12834]", zebras and giraffes are two types of,zebras,giraffes,animal,['animals'],[4695]
 saxophones and organs are two types of,saxophones,organs,instrument,"['musical', 'instruments']","[10530, 12834]", secretaries of state and governors are two types of,secretaries of state,governors,politician,"['elected', 'politicians']","[7018, 7602]"
 saxophones and tambourines are two types of,saxophones,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", flounder and mahi mahi are two types of,flounder,mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]"
 violins and drums are two types of,violins,drums,instrument,"['musical', 'instruments']","[10530, 12834]", wasps and ants are two types of,wasps,ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 violins and guitars are two types of,violins,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", second cousins and daughters are two types of,second cousins,daughters,relative,"['relatives', 'family']","[12772, 1641]"
 violins and flutes are two types of,violins,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", barges and rowboats are two types of,barges,rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 violins and pianoes are two types of,violins,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", hip hop and ska are two types of,hip hop,ska,music,['music'],[2647]
 violins and trumpets are two types of,violins,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", treasurers and congresswomen are two types of,treasurers,congresswomen,politician,"['elected', 'politicians']","[7018, 7602]"
 violins and clarinets are two types of,violins,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]", huts and igloos are two types of,huts,igloos,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 violins and saxophones are two types of,violins,saxophones,instrument,"['musical', 'instruments']","[10530, 12834]", lizards and giraffes are two types of,lizards,giraffes,animal,['animals'],[4695]
 violins and trombones are two types of,violins,trombones,instrument,"['musical', 'instruments']","[10530, 12834]", townhouses and dormitories are two types of,townhouses,dormitories,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 violins and tubas are two types of,violins,tubas,instrument,"['musical', 'instruments']","[10530, 12834]", police officers and businesswomen are two types of,police officers,businesswomen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 violins and bass guitars are two types of,violins,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]", colonels and privates are two types of,colonels,privates,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 violins and celloes are two types of,violins,celloes,instrument,"['musical', 'instruments']","[10530, 12834]", skateboards and cabs are two types of,skateboards,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 violins and oboes are two types of,violins,oboes,instrument,"['musical', 'instruments']","[10530, 12834]", softball and lacrosse are two types of,softball,lacrosse,sport,['sports'],[5701]
 violins and basses are two types of,violins,basses,instrument,"['musical', 'instruments']","[10530, 12834]", tidal waves and typhoons are two types of,tidal waves,typhoons,weather,"['weather', 'natural']","[6193, 3288]"
 violins and violas are two types of,violins,violas,instrument,"['musical', 'instruments']","[10530, 12834]", polo and gymnastics are two types of,polo,gymnastics,sport,['sports'],[5701]
 violins and harps are two types of,violins,harps,instrument,"['musical', 'instruments']","[10530, 12834]", drug smuggling and drunk driving are two types of,drug smuggling,drunk driving,crime,"['crimes', 'crime']","[6741, 4065]"
 violins and horns are two types of,violins,horns,instrument,"['musical', 'instruments']","[10530, 12834]", dressers and tables are two types of,dressers,tables,furniture,['furniture'],[13091]
 violins and keyboards are two types of,violins,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]", garnets and diamonds are two types of,garnets,diamonds,gem,"['gem', 'gems']","[16840, 23685]"
 violins and french horns are two types of,violins,french horns,instrument,"['musical', 'instruments']","[10530, 12834]", hip hop and new age are two types of,hip hop,new age,music,['music'],[2647]
 violins and piccoloes are two types of,violins,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]", hiking shoes and flip flops are two types of,hiking shoes,flip flops,footwear,['footwear'],[43463]
 violins and banjoes are two types of,violins,banjoes,instrument,"['musical', 'instruments']","[10530, 12834]", cross country and racquetball are two types of,cross country,racquetball,sport,['sports'],[5701]
 violins and harmonicas are two types of,violins,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]", aunts and uncles are two types of,aunts,uncles,relative,"['relatives', 'family']","[12772, 1641]"
 violins and cymbals are two types of,violins,cymbals,instrument,"['musical', 'instruments']","[10530, 12834]", lizards and giraffes are two types of,lizards,giraffes,animal,['animals'],[4695]
 violins and organs are two types of,violins,organs,instrument,"['musical', 'instruments']","[10530, 12834]", mooses and lions are two types of,mooses,lions,animal,['animals'],[4695]
 violins and tambourines are two types of,violins,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", maces and nunchuckss are two types of,maces,nunchuckss,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 trombones and drums are two types of,trombones,drums,instrument,"['musical', 'instruments']","[10530, 12834]", grandmoms and cousins are two types of,grandmoms,cousins,relative,"['relatives', 'family']","[12772, 1641]"
 trombones and guitars are two types of,trombones,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", ottomen and beds are two types of,ottomen,beds,furniture,['furniture'],[13091]
 trombones and flutes are two types of,trombones,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", piranha and guppy are two types of,piranha,guppy,fish,"['fish', 'fishes']","[5916, 49765]"
 trombones and pianoes are two types of,trombones,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", R&B and reggae are two types of,R&B,reggae,music,['music'],[2647]
 trombones and trumpets are two types of,trombones,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", blizzards and thunderstorms are two types of,blizzards,thunderstorms,weather,"['weather', 'natural']","[6193, 3288]"
 trombones and clarinets are two types of,trombones,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]", grand theft auto and breaking and entering are two types of,grand theft auto,breaking and entering,crime,"['crimes', 'crime']","[6741, 4065]"
 trombones and saxophones are two types of,trombones,saxophones,instrument,"['musical', 'instruments']","[10530, 12834]", asparagus and cabbages are two types of,asparagus,cabbages,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 trombones and violins are two types of,trombones,violins,instrument,"['musical', 'instruments']","[10530, 12834]", igloos and mansions are two types of,igloos,mansions,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 trombones and tubas are two types of,trombones,tubas,instrument,"['musical', 'instruments']","[10530, 12834]", carpenters and dentists are two types of,carpenters,dentists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 trombones and bass guitars are two types of,trombones,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]", giraffes and donkeys are two types of,giraffes,donkeys,animal,['animals'],[4695]
 trombones and celloes are two types of,trombones,celloes,instrument,"['musical', 'instruments']","[10530, 12834]", condominiums and shacks are two types of,condominiums,shacks,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 trombones and oboes are two types of,trombones,oboes,instrument,"['musical', 'instruments']","[10530, 12834]", pontoons and rowboats are two types of,pontoons,rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 trombones and basses are two types of,trombones,basses,instrument,"['musical', 'instruments']","[10530, 12834]", brass knuckles and maces are two types of,brass knuckles,maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 trombones and violas are two types of,trombones,violas,instrument,"['musical', 'instruments']","[10530, 12834]", angelfish and guppy are two types of,angelfish,guppy,fish,"['fish', 'fishes']","[5916, 49765]"
 trombones and harps are two types of,trombones,harps,instrument,"['musical', 'instruments']","[10530, 12834]", breaking and entering and drunk driving are two types of,breaking and entering,drunk driving,crime,"['crimes', 'crime']","[6741, 4065]"
 trombones and horns are two types of,trombones,horns,instrument,"['musical', 'instruments']","[10530, 12834]", sergeants and majors are two types of,sergeants,majors,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 trombones and keyboards are two types of,trombones,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]", secretaries of state and representatives are two types of,secretaries of state,representatives,politician,"['elected', 'politicians']","[7018, 7602]"
 trombones and french horns are two types of,trombones,french horns,instrument,"['musical', 'instruments']","[10530, 12834]", badminton and gymnastics are two types of,badminton,gymnastics,sport,['sports'],[5701]
 trombones and piccoloes are two types of,trombones,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]", cabbages and zucchini are two types of,cabbages,zucchini,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 trombones and banjoes are two types of,trombones,banjoes,instrument,"['musical', 'instruments']","[10530, 12834]", lieutenants and admirals are two types of,lieutenants,admirals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 trombones and harmonicas are two types of,trombones,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]", amethysts and jades are two types of,amethysts,jades,gem,"['gem', 'gems']","[16840, 23685]"
 trombones and cymbals are two types of,trombones,cymbals,instrument,"['musical', 'instruments']","[10530, 12834]", foot stools and ottomen are two types of,foot stools,ottomen,furniture,['furniture'],[13091]
 trombones and organs are two types of,trombones,organs,instrument,"['musical', 'instruments']","[10530, 12834]", sycamores and palms are two types of,sycamores,palms,tree,['trees'],[7150]
 trombones and tambourines are two types of,trombones,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", orchids and daffodils are two types of,orchids,daffodils,flower,"['flowers', 'flowering']","[12734, 48573]"
 tubas and drums are two types of,tubas,drums,instrument,"['musical', 'instruments']","[10530, 12834]", pigeons and ducks are two types of,pigeons,ducks,bird,"['birds', 'bird']","[10087, 6512]"
 tubas and guitars are two types of,tubas,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", maces and guns are two types of,maces,guns,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 tubas and flutes are two types of,tubas,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", beets and cauliflower are two types of,beets,cauliflower,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 tubas and pianoes are two types of,tubas,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", cherries and peaches are two types of,cherries,peaches,fruit,"['fruits', 'fruit']","[15921, 8234]"
 tubas and trumpets are two types of,tubas,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", pantss and jeanss are two types of,pantss,jeanss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 tubas and clarinets are two types of,tubas,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]", tulips and sunflowers are two types of,tulips,sunflowers,flower,"['flowers', 'flowering']","[12734, 48573]"
 tubas and saxophones are two types of,tubas,saxophones,instrument,"['musical', 'instruments']","[10530, 12834]", maples and spruces are two types of,maples,spruces,tree,['trees'],[7150]
 tubas and violins are two types of,tubas,violins,instrument,"['musical', 'instruments']","[10530, 12834]", skateboards and cabs are two types of,skateboards,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 tubas and trombones are two types of,tubas,trombones,instrument,"['musical', 'instruments']","[10530, 12834]", guppy and angelfish are two types of,guppy,angelfish,fish,"['fish', 'fishes']","[5916, 49765]"
 tubas and bass guitars are two types of,tubas,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]", ravens and robins are two types of,ravens,robins,bird,"['birds', 'bird']","[10087, 6512]"
 tubas and celloes are two types of,tubas,celloes,instrument,"['musical', 'instruments']","[10530, 12834]", pigeons and hawks are two types of,pigeons,hawks,bird,"['birds', 'bird']","[10087, 6512]"
 tubas and oboes are two types of,tubas,oboes,instrument,"['musical', 'instruments']","[10530, 12834]", drug use and drunk driving are two types of,drug use,drunk driving,crime,"['crimes', 'crime']","[6741, 4065]"
 tubas and basses are two types of,tubas,basses,instrument,"['musical', 'instruments']","[10530, 12834]", skateboards and SUVs are two types of,skateboards,SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 tubas and violas are two types of,tubas,violas,instrument,"['musical', 'instruments']","[10530, 12834]", stools and futons are two types of,stools,futons,furniture,['furniture'],[13091]
 tubas and harps are two types of,tubas,harps,instrument,"['musical', 'instruments']","[10530, 12834]", finches and flamingoes are two types of,finches,flamingoes,bird,"['birds', 'bird']","[10087, 6512]"
 tubas and horns are two types of,tubas,horns,instrument,"['musical', 'instruments']","[10530, 12834]", drug smuggling and robbery are two types of,drug smuggling,robbery,crime,"['crimes', 'crime']","[6741, 4065]"
 tubas and keyboards are two types of,tubas,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]", congresswomen and senators are two types of,congresswomen,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 tubas and french horns are two types of,tubas,french horns,instrument,"['musical', 'instruments']","[10530, 12834]", quartzs and garnets are two types of,quartzs,garnets,gem,"['gem', 'gems']","[16840, 23685]"
 tubas and piccoloes are two types of,tubas,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]", elk and zebras are two types of,elk,zebras,animal,['animals'],[4695]
 tubas and banjoes are two types of,tubas,banjoes,instrument,"['musical', 'instruments']","[10530, 12834]", cleats and flip flops are two types of,cleats,flip flops,footwear,['footwear'],[43463]
 tubas and harmonicas are two types of,tubas,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]", irides and carnations are two types of,irides,carnations,flower,"['flowers', 'flowering']","[12734, 48573]"
 tubas and cymbals are two types of,tubas,cymbals,instrument,"['musical', 'instruments']","[10530, 12834]", canaries and sparrows are two types of,canaries,sparrows,bird,"['birds', 'bird']","[10087, 6512]"
 tubas and organs are two types of,tubas,organs,instrument,"['musical', 'instruments']","[10530, 12834]", pearls and diamonds are two types of,pearls,diamonds,gem,"['gem', 'gems']","[16840, 23685]"
 tubas and tambourines are two types of,tubas,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", catfish and mahi mahi are two types of,catfish,mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]"
 bass guitars and drums are two types of,bass guitars,drums,instrument,"['musical', 'instruments']","[10530, 12834]", businesswomen and engineers are two types of,businesswomen,engineers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 bass guitars and guitars are two types of,bass guitars,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", ska and alternative are two types of,ska,alternative,music,['music'],[2647]
 bass guitars and flutes are two types of,bass guitars,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", mooses and elk are two types of,mooses,elk,animal,['animals'],[4695]
 bass guitars and pianoes are two types of,bass guitars,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", rowboats and speedboats are two types of,rowboats,speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 bass guitars and trumpets are two types of,bass guitars,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", bookcases and stools are two types of,bookcases,stools,furniture,['furniture'],[13091]
 bass guitars and clarinets are two types of,bass guitars,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]", aunts and great grandpas are two types of,aunts,great grandpas,relative,"['relatives', 'family']","[12772, 1641]"
 bass guitars and saxophones are two types of,bass guitars,saxophones,instrument,"['musical', 'instruments']","[10530, 12834]", lacrosse and water polo are two types of,lacrosse,water polo,sport,['sports'],[5701]
 bass guitars and violins are two types of,bass guitars,violins,instrument,"['musical', 'instruments']","[10530, 12834]", rupees and rubles are two types of,rupees,rubles,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 bass guitars and trombones are two types of,bass guitars,trombones,instrument,"['musical', 'instruments']","[10530, 12834]", rupees and liras are two types of,rupees,liras,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 bass guitars and tubas are two types of,bass guitars,tubas,instrument,"['musical', 'instruments']","[10530, 12834]", dentists and police officers are two types of,dentists,police officers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 bass guitars and celloes are two types of,bass guitars,celloes,instrument,"['musical', 'instruments']","[10530, 12834]", hip hop and reggae are two types of,hip hop,reggae,music,['music'],[2647]
 bass guitars and oboes are two types of,bass guitars,oboes,instrument,"['musical', 'instruments']","[10530, 12834]", softball and lacrosse are two types of,softball,lacrosse,sport,['sports'],[5701]
 bass guitars and basses are two types of,bass guitars,basses,instrument,"['musical', 'instruments']","[10530, 12834]", tidal waves and sleet are two types of,tidal waves,sleet,weather,"['weather', 'natural']","[6193, 3288]"
 bass guitars and violas are two types of,bass guitars,violas,instrument,"['musical', 'instruments']","[10530, 12834]", cross country and softball are two types of,cross country,softball,sport,['sports'],[5701]
 bass guitars and harps are two types of,bass guitars,harps,instrument,"['musical', 'instruments']","[10530, 12834]", squirrels and hamsters are two types of,squirrels,hamsters,animal,['animals'],[4695]
 bass guitars and horns are two types of,bass guitars,horns,instrument,"['musical', 'instruments']","[10530, 12834]", drug use and arson are two types of,drug use,arson,crime,"['crimes', 'crime']","[6741, 4065]"
 bass guitars and keyboards are two types of,bass guitars,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]", cauliflower and spinach are two types of,cauliflower,spinach,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 bass guitars and french horns are two types of,bass guitars,french horns,instrument,"['musical', 'instruments']","[10530, 12834]", drug use and drunk driving are two types of,drug use,drunk driving,crime,"['crimes', 'crime']","[6741, 4065]"
 bass guitars and piccoloes are two types of,bass guitars,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]", clogs and flip flops are two types of,clogs,flip flops,footwear,['footwear'],[43463]
 bass guitars and banjoes are two types of,bass guitars,banjoes,instrument,"['musical', 'instruments']","[10530, 12834]", ferries and catamarans are two types of,ferries,catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 bass guitars and harmonicas are two types of,bass guitars,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]", typhoons and tidal waves are two types of,typhoons,tidal waves,weather,"['weather', 'natural']","[6193, 3288]"
 bass guitars and cymbals are two types of,bass guitars,cymbals,instrument,"['musical', 'instruments']","[10530, 12834]", congresswomen and secretaries of state are two types of,congresswomen,secretaries of state,politician,"['elected', 'politicians']","[7018, 7602]"
 bass guitars and organs are two types of,bass guitars,organs,instrument,"['musical', 'instruments']","[10530, 12834]", drug use and burglary are two types of,drug use,burglary,crime,"['crimes', 'crime']","[6741, 4065]"
 bass guitars and tambourines are two types of,bass guitars,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", loafers and moccasins are two types of,loafers,moccasins,footwear,['footwear'],[43463]
