clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[17795, 23316]"," nectarines, and other",nectarines,fruit,"['fruits', 'fruit']","[25322, 13779]"
" dollars, and other",dollars,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" cents, and other",cents,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," lions, and other",lions,animal,['animals'],[9898]
" dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," redwoods, and other",redwoods,tree,['trees'],[12408]
" nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," South africa, and other",South africa,country,"['countries', 'country']","[5837, 3146]"
" quarters, and other",quarters,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," drought, and other",drought,weather,"['weather', 'natural']","[9104, 5810]"
" pesoes, and other",pesoes,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," harps, and other",harps,instrument,"['musical', 'instruments']","[17795, 23316]"
" yens, and other",yens,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," wrenches, and other",wrenches,tool,['tools'],[7375]
" francs, and other",francs,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," maples, and other",maples,tree,['trees'],[12408]
" euroes, and other",euroes,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," new age, and other",new age,music,['music'],[4627]
" pounds, and other",pounds,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," lettuce, and other",lettuce,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" liras, and other",liras,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," hiking shoes, and other",hiking shoes,footwear,['footwear'],[67072]
" rubles, and other",rubles,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," foxes, and other",foxes,animal,['animals'],[9898]
" half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," tubas, and other",tubas,instrument,"['musical', 'instruments']","[17795, 23316]"
" rupees, and other",rupees,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"," South africa, and other",South africa,country,"['countries', 'country']","[5837, 3146]"
" rap, and other",rap,music,['music'],[4627]," hats, and other",hats,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" rock & roll, and other",rock & roll,music,['music'],[4627]," orioles, and other",orioles,bird,"['birds', 'bird']","[19654, 11958]"
" classical, and other",classical,music,['music'],[4627]," nurses, and other",nurses,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" country, and other",country,music,['music'],[4627]," cats, and other",cats,animal,['animals'],[9898]
" jazz, and other",jazz,music,['music'],[4627]," lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" hip hop, and other",hip hop,music,['music'],[4627]," kine, and other",kine,animal,['animals'],[9898]
" R&B, and other",R&B,music,['music'],[4627]," garnets, and other",garnets,gem,"['gem', 'gems']","[18747, 42158]"
" pop, and other",pop,music,['music'],[4627]," nails, and other",nails,tool,['tools'],[7375]
" alternative, and other",alternative,music,['music'],[4627]," ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" punk, and other",punk,music,['music'],[4627]," managers, and other",managers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" blues, and other",blues,music,['music'],[4627]," floods, and other",floods,weather,"['weather', 'natural']","[9104, 5810]"
" reggae, and other",reggae,music,['music'],[4627]," kiwis, and other",kiwis,fruit,"['fruits', 'fruit']","[25322, 13779]"
" heavy metal, and other",heavy metal,music,['music'],[4627]," marlin, and other",marlin,fish,"['fish', 'fishes']","[7640, 94361]"
" techno, and other",techno,music,['music'],[4627]," apartments, and other",apartments,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" bluegrass, and other",bluegrass,music,['music'],[4627]," shacks, and other",shacks,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" soul, and other",soul,music,['music'],[4627]," lions, and other",lions,animal,['animals'],[9898]
" gospel, and other",gospel,music,['music'],[4627]," minutes, and other",minutes,time,"['time', 'units']","[882, 8153]"
" opera, and other",opera,music,['music'],[4627]," wolves, and other",wolves,animal,['animals'],[9898]
" folk, and other",folk,music,['music'],[4627]," athletes, and other",athletes,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" dance, and other",dance,music,['music'],[4627]," commanders, and other",commanders,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" metal, and other",metal,music,['music'],[4627]," basketball, and other",basketball,sport,['sports'],[9833]
" new age, and other",new age,music,['music'],[4627]," pigeons, and other",pigeons,bird,"['birds', 'bird']","[19654, 11958]"
" ska, and other",ska,music,['music'],[4627]," bras, and other",bras,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" eagles, and other",eagles,bird,"['birds', 'bird']","[19654, 11958]"," lacrosse, and other",lacrosse,sport,['sports'],[9833]
" robins, and other",robins,bird,"['birds', 'bird']","[19654, 11958]"," speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" bluejays, and other",bluejays,bird,"['birds', 'bird']","[19654, 11958]"," sweatshirts, and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" cardinals, and other",cardinals,bird,"['birds', 'bird']","[19654, 11958]"," hamsters, and other",hamsters,animal,['animals'],[9898]
" hawks, and other",hawks,bird,"['birds', 'bird']","[19654, 11958]"," flounder, and other",flounder,fish,"['fish', 'fishes']","[7640, 94361]"
" bluebirds, and other",bluebirds,bird,"['birds', 'bird']","[19654, 11958]"," fleas, and other",fleas,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" crows, and other",crows,bird,"['birds', 'bird']","[19654, 11958]"," heavy metal, and other",heavy metal,music,['music'],[4627]
" hummingbirds, and other",hummingbirds,bird,"['birds', 'bird']","[19654, 11958]"," hiking shoes, and other",hiking shoes,footwear,['footwear'],[67072]
" parrots, and other",parrots,bird,"['birds', 'bird']","[19654, 11958]"," oaks, and other",oaks,tree,['trees'],[12408]
" sparrows, and other",sparrows,bird,"['birds', 'bird']","[19654, 11958]"," kiwis, and other",kiwis,fruit,"['fruits', 'fruit']","[25322, 13779]"
" pigeons, and other",pigeons,bird,"['birds', 'bird']","[19654, 11958]"," couches, and other",couches,furniture,['furniture'],[14549]
" seagulls, and other",seagulls,bird,"['birds', 'bird']","[19654, 11958]"," piranha, and other",piranha,fish,"['fish', 'fishes']","[7640, 94361]"
" doves, and other",doves,bird,"['birds', 'bird']","[19654, 11958]"," businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" parakeets, and other",parakeets,bird,"['birds', 'bird']","[19654, 11958]"," cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" falcons, and other",falcons,bird,"['birds', 'bird']","[19654, 11958]"," tape measures, and other",tape measures,tool,['tools'],[7375]
" canaries, and other",canaries,bird,"['birds', 'bird']","[19654, 11958]"," decimeters, and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" owls, and other",owls,bird,"['birds', 'bird']","[19654, 11958]"," congresswomen, and other",congresswomen,politician,"['elected', 'politicians']","[16290, 18761]"
" ostriches, and other",ostriches,bird,"['birds', 'bird']","[19654, 11958]"," rock & roll, and other",rock & roll,music,['music'],[4627]
" penguins, and other",penguins,bird,"['birds', 'bird']","[19654, 11958]"," hip hop, and other",hip hop,music,['music'],[4627]
" ravens, and other",ravens,bird,"['birds', 'bird']","[19654, 11958]"," cross country, and other",cross country,sport,['sports'],[9833]
" ducks, and other",ducks,bird,"['birds', 'bird']","[19654, 11958]"," yards, and other",yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" finches, and other",finches,bird,"['birds', 'bird']","[19654, 11958]"," half dollars, and other",half dollars,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" mockingbirds, and other",mockingbirds,bird,"['birds', 'bird']","[19654, 11958]"," janitors, and other",janitors,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" woodpeckers, and other",woodpeckers,bird,"['birds', 'bird']","[19654, 11958]"," cheetahs, and other",cheetahs,animal,['animals'],[9898]
" flamingoes, and other",flamingoes,bird,"['birds', 'bird']","[19654, 11958]"," pantss, and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" orioles, and other",orioles,bird,"['birds', 'bird']","[19654, 11958]"," monsoons, and other",monsoons,weather,"['weather', 'natural']","[9104, 5810]"
" blackbirds, and other",blackbirds,bird,"['birds', 'bird']","[19654, 11958]"," businesswomen, and other",businesswomen,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" chickens, and other",chickens,bird,"['birds', 'bird']","[19654, 11958]"," spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"
" vultures, and other",vultures,bird,"['birds', 'bird']","[19654, 11958]"," badminton, and other",badminton,sport,['sports'],[9833]
" cars, and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," turtles, and other",turtles,animal,['animals'],[9898]
" buss, and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[17795, 23316]"
" trucks, and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," shorts, and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" planes, and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," Russia, and other",Russia,country,"['countries', 'country']","[5837, 3146]"
" trains, and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," Switzerland, and other",Switzerland,country,"['countries', 'country']","[5837, 3146]"
" bicycles, and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," missiles, and other",missiles,weapon,"['weapons', 'weapon', 'weaponry']","[9893, 10288, 77022]"
" vans, and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," bowling, and other",bowling,sport,['sports'],[9833]
" ships, and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," Japan, and other",Japan,country,"['countries', 'country']","[5837, 3146]"
" motorcycles, and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," roses, and other",roses,flower,"['flowers', 'flowering']","[19281, 81239]"
" SUVs, and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," light years, and other",light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" subways, and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," privates, and other",privates,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" cabs, and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," foxes, and other",foxes,animal,['animals'],[9898]
" mopeds, and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[19281, 81239]"
" minivans, and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"," celloes, and other",celloes,instrument,"['musical', 'instruments']","[17795, 23316]"
" carrots, and other",carrots,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," deer, and other",deer,animal,['animals'],[9898]
" lettuce, and other",lettuce,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," Argentina, and other",Argentina,country,"['countries', 'country']","[5837, 3146]"
" broccoli, and other",broccoli,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," Ireland, and other",Ireland,country,"['countries', 'country']","[5837, 3146]"
" tomatoes, and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," bass, and other",bass,fish,"['fish', 'fishes']","[7640, 94361]"
" cucumbers, and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," great uncles, and other",great uncles,relative,"['relatives', 'family']","[28558, 2997]"
" peas, and other",peas,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" corn, and other",corn,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," hurricanes, and other",hurricanes,weather,"['weather', 'natural']","[9104, 5810]"
" potatoes, and other",potatoes,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," chickens, and other",chickens,bird,"['birds', 'bird']","[19654, 11958]"
" celery, and other",celery,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," stools, and other",stools,furniture,['furniture'],[14549]
" onions, and other",onions,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," rap, and other",rap,music,['music'],[4627]
" green beans, and other",green beans,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," slippers, and other",slippers,footwear,['footwear'],[67072]
" spinach, and other",spinach,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," gospel, and other",gospel,music,['music'],[4627]
" squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," lawyers, and other",lawyers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" beans, and other",beans,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," soccer, and other",soccer,sport,['sports'],[9833]
" cauliflower, and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" cabbages, and other",cabbages,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," starfruits, and other",starfruits,fruit,"['fruits', 'fruit']","[25322, 13779]"
" radishes, and other",radishes,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," nail guns, and other",nail guns,tool,['tools'],[7375]
" asparagus, and other",asparagus,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," saws, and other",saws,tool,['tools'],[7375]
" peppers, and other",peppers,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," clouds, and other",clouds,weather,"['weather', 'natural']","[9104, 5810]"
" beets, and other",beets,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," pears, and other",pears,fruit,"['fruits', 'fruit']","[25322, 13779]"
" turnips, and other",turnips,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," spruces, and other",spruces,tree,['trees'],[12408]
" zucchini, and other",zucchini,vegetable,"['vegetables', 'vegetable']","[23880, 35481]"," vice presidents, and other",vice presidents,politician,"['elected', 'politicians']","[16290, 18761]"
" sandals, and other",sandals,footwear,['footwear'],[67072]," metal, and other",metal,music,['music'],[4627]
" boots, and other",boots,footwear,['footwear'],[67072]," skiing, and other",skiing,sport,['sports'],[9833]
" heels, and other",heels,footwear,['footwear'],[67072]," cents, and other",cents,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" shoes, and other",shoes,footwear,['footwear'],[67072]," drought, and other",drought,weather,"['weather', 'natural']","[9104, 5810]"
" flip flops, and other",flip flops,footwear,['footwear'],[67072]," boxer shortss, and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" sneakers, and other",sneakers,footwear,['footwear'],[67072]," cousins, and other",cousins,relative,"['relatives', 'family']","[28558, 2997]"
" slippers, and other",slippers,footwear,['footwear'],[67072]," foot stools, and other",foot stools,furniture,['furniture'],[14549]
" running shoes, and other",running shoes,footwear,['footwear'],[67072]," screwdrivers, and other",screwdrivers,tool,['tools'],[7375]
" clogs, and other",clogs,footwear,['footwear'],[67072]," drug use, and other",drug use,crime,"['crimes', 'crime']","[16660, 9778]"
" cleats, and other",cleats,footwear,['footwear'],[67072]," pigeons, and other",pigeons,bird,"['birds', 'bird']","[19654, 11958]"
" loafers, and other",loafers,footwear,['footwear'],[67072]," wasps, and other",wasps,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" pumps, and other",pumps,footwear,['footwear'],[67072]," cod, and other",cod,fish,"['fish', 'fishes']","[7640, 94361]"
" hiking shoes, and other",hiking shoes,footwear,['footwear'],[67072]," nanometers, and other",nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" moccasins, and other",moccasins,footwear,['footwear'],[67072]," sapphires, and other",sapphires,gem,"['gem', 'gems']","[18747, 42158]"
" flies, and other",flies,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," gloves, and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," wolves, and other",wolves,animal,['animals'],[9898]
" spiders, and other",spiders,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," sisters, and other",sisters,relative,"['relatives', 'family']","[28558, 2997]"
" bees, and other",bees,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," hurricanes, and other",hurricanes,weather,"['weather', 'natural']","[9104, 5810]"
" mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," trailers, and other",trailers,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" beetles, and other",beetles,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," sailboats, and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" ladybugs, and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" grasshoppers, and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," pineapples, and other",pineapples,fruit,"['fruits', 'fruit']","[25322, 13779]"
" butterflies, and other",butterflies,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," boots, and other",boots,footwear,['footwear'],[67072]
" wasps, and other",wasps,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," drunk driving, and other",drunk driving,crime,"['crimes', 'crime']","[16660, 9778]"
" moths, and other",moths,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," millimeters, and other",millimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" gnats, and other",gnats,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," birches, and other",birches,tree,['trees'],[12408]
" cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," piccoloes, and other",piccoloes,instrument,"['musical', 'instruments']","[17795, 23316]"
" caterpillars, and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," starfruits, and other",starfruits,fruit,"['fruits', 'fruit']","[25322, 13779]"
" centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," grand theft auto, and other",grand theft auto,crime,"['crimes', 'crime']","[16660, 9778]"
" crickets, and other",crickets,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," swordfish, and other",swordfish,fish,"['fish', 'fishes']","[7640, 94361]"
" praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," lieutenants, and other",lieutenants,soldier,"['officers', 'soldiers', 'military']","[9611, 14856, 6277]"
" dragonflies, and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," flounder, and other",flounder,fish,"['fish', 'fishes']","[7640, 94361]"
" fleas, and other",fleas,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," flounder, and other",flounder,fish,"['fish', 'fishes']","[7640, 94361]"
" hornets, and other",hornets,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"," rubles, and other",rubles,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" roses, and other",roses,flower,"['flowers', 'flowering']","[19281, 81239]"," yards, and other",yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" daisies, and other",daisies,flower,"['flowers', 'flowering']","[19281, 81239]"," turquoises, and other",turquoises,gem,"['gem', 'gems']","[18747, 42158]"
" tulips, and other",tulips,flower,"['flowers', 'flowering']","[19281, 81239]"," scarves, and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" lilies, and other",lilies,flower,"['flowers', 'flowering']","[19281, 81239]"," doves, and other",doves,bird,"['birds', 'bird']","[19654, 11958]"
" carnations, and other",carnations,flower,"['flowers', 'flowering']","[19281, 81239]"," congresswomen, and other",congresswomen,politician,"['elected', 'politicians']","[16290, 18761]"
" daffodils, and other",daffodils,flower,"['flowers', 'flowering']","[19281, 81239]"," cantaloupes, and other",cantaloupes,fruit,"['fruits', 'fruit']","[25322, 13779]"
" sunflowers, and other",sunflowers,flower,"['flowers', 'flowering']","[19281, 81239]"," robins, and other",robins,bird,"['birds', 'bird']","[19654, 11958]"
" dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[19281, 81239]"," clarinets, and other",clarinets,instrument,"['musical', 'instruments']","[17795, 23316]"
" pansies, and other",pansies,flower,"['flowers', 'flowering']","[19281, 81239]"," cherries, and other",cherries,fruit,"['fruits', 'fruit']","[25322, 13779]"
" orchids, and other",orchids,flower,"['flowers', 'flowering']","[19281, 81239]"," harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[17795, 23316]"
" petunias, and other",petunias,flower,"['flowers', 'flowering']","[19281, 81239]"," praying mantis, and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" suns, and other",suns,flower,"['flowers', 'flowering']","[19281, 81239]"," townhouses, and other",townhouses,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" violets, and other",violets,flower,"['flowers', 'flowering']","[19281, 81239]"," grandfathers, and other",grandfathers,relative,"['relatives', 'family']","[28558, 2997]"
" irides, and other",irides,flower,"['flowers', 'flowering']","[19281, 81239]"," foxes, and other",foxes,animal,['animals'],[9898]
" lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[19281, 81239]"," skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[11474, 17903, 7557]"
" oaks, and other",oaks,tree,['trees'],[12408]," trumpets, and other",trumpets,instrument,"['musical', 'instruments']","[17795, 23316]"
" pines, and other",pines,tree,['trees'],[12408]," mangoes, and other",mangoes,fruit,"['fruits', 'fruit']","[25322, 13779]"
" maples, and other",maples,tree,['trees'],[12408]," harps, and other",harps,instrument,"['musical', 'instruments']","[17795, 23316]"
" aspens, and other",aspens,tree,['trees'],[12408]," blizzards, and other",blizzards,weather,"['weather', 'natural']","[9104, 5810]"
" redwoods, and other",redwoods,tree,['trees'],[12408]," dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" dogwoods, and other",dogwoods,tree,['trees'],[12408]," nanometers, and other",nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" spruces, and other",spruces,tree,['trees'],[12408]," jeanss, and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[17438, 15097, 66456]"
" birches, and other",birches,tree,['trees'],[12408]," tidal waves, and other",tidal waves,weather,"['weather', 'natural']","[9104, 5810]"
" weeping willows, and other",weeping willows,tree,['trees'],[12408]," daffodils, and other",daffodils,flower,"['flowers', 'flowering']","[19281, 81239]"
" elms, and other",elms,tree,['trees'],[12408]," nickels, and other",nickels,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" firs, and other",firs,tree,['trees'],[12408]," pike, and other",pike,fish,"['fish', 'fishes']","[7640, 94361]"
" palms, and other",palms,tree,['trees'],[12408]," sheep, and other",sheep,animal,['animals'],[9898]
" cedars, and other",cedars,tree,['trees'],[12408]," cockroaches, and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" willows, and other",willows,tree,['trees'],[12408]," congresswomen, and other",congresswomen,politician,"['elected', 'politicians']","[16290, 18761]"
" sycamores, and other",sycamores,tree,['trees'],[12408]," woodpeckers, and other",woodpeckers,bird,"['birds', 'bird']","[19654, 11958]"
" sailboats, and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," cross country, and other",cross country,sport,['sports'],[9833]
" cruises, and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," yens, and other",yens,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" yachts, and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," townhouses, and other",townhouses,home,"['housing', 'residential', 'structures']","[11721, 20057, 14389]"
" speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," dimes, and other",dimes,money,"['currency', 'money', 'currencies']","[11413, 3220, 35602]"
" canoes, and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," hornets, and other",hornets,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" rowboats, and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," tulips, and other",tulips,flower,"['flowers', 'flowering']","[19281, 81239]"
" tugboats, and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," dentists, and other",dentists,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" aircraft carriers, and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," police officers, and other",police officers,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" battleships, and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," decimeters, and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" kayaks, and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," kine, and other",kine,animal,['animals'],[9898]
" paddleboats, and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," nail guns, and other",nail guns,tool,['tools'],[7375]
" rafts, and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," irides, and other",irides,flower,"['flowers', 'flowering']","[19281, 81239]"
" barges, and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," guppy, and other",guppy,fish,"['fish', 'fishes']","[7640, 94361]"
" catamarans, and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," petunias, and other",petunias,flower,"['flowers', 'flowering']","[19281, 81239]"
" dinghies, and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," starfruits, and other",starfruits,fruit,"['fruits', 'fruit']","[25322, 13779]"
