clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 Egypt and Australia are two types of,Egypt,Australia,country,"['countries', 'country']","[4343, 2586]", teachers and managers are two types of,teachers,managers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 Egypt and Iraq are two types of,Egypt,Iraq,country,"['countries', 'country']","[4343, 2586]", organs and drums are two types of,organs,drums,instrument,"['musical', 'instruments']","[12256, 13225]"
 Egypt and Afghanistan are two types of,Egypt,Afghanistan,country,"['countries', 'country']","[4343, 2586]", folk and dance are two types of,folk,dance,music,['music'],[3440]
 Egypt and Argentina are two types of,Egypt,Argentina,country,"['countries', 'country']","[4343, 2586]", decades and months are two types of,decades,months,time,"['time', 'units']","[673, 5085]"
 Egypt and India are two types of,Egypt,India,country,"['countries', 'country']","[4343, 2586]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 Egypt and Switzerland are two types of,Egypt,Switzerland,country,"['countries', 'country']","[4343, 2586]", pop and gospel are two types of,pop,gospel,music,['music'],[3440]
 Egypt and Sweden are two types of,Egypt,Sweden,country,"['countries', 'country']","[4343, 2586]", alternative and opera are two types of,alternative,opera,music,['music'],[3440]
 Egypt and Africa are two types of,Egypt,Africa,country,"['countries', 'country']","[4343, 2586]", heels and boots are two types of,heels,boots,footwear,['footwear'],[3174]
 Egypt and Chile are two types of,Egypt,Chile,country,"['countries', 'country']","[4343, 2586]", lamps and cabinets are two types of,lamps,cabinets,furniture,['furniture'],[17076]
 Egypt and Britain are two types of,Egypt,Britain,country,"['countries', 'country']","[4343, 2586]", missiles and blades are two types of,missiles,blades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 Egypt and Iran are two types of,Egypt,Iran,country,"['countries', 'country']","[4343, 2586]", drums and horns are two types of,drums,horns,instrument,"['musical', 'instruments']","[12256, 13225]"
 Egypt and Portugal are two types of,Egypt,Portugal,country,"['countries', 'country']","[4343, 2586]", flies and bees are two types of,flies,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 Egypt and Europe are two types of,Egypt,Europe,country,"['countries', 'country']","[4343, 2586]", weeks and decades are two types of,weeks,decades,time,"['time', 'units']","[673, 5085]"
 Egypt and Greece are two types of,Egypt,Greece,country,"['countries', 'country']","[4343, 2586]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 Egypt and Scotland are two types of,Egypt,Scotland,country,"['countries', 'country']","[4343, 2586]", peppers and corn are two types of,peppers,corn,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 Egypt and Israel are two types of,Egypt,Israel,country,"['countries', 'country']","[4343, 2586]", keyboards and guitars are two types of,keyboards,guitars,instrument,"['musical', 'instruments']","[12256, 13225]"
 Egypt and Peru are two types of,Egypt,Peru,country,"['countries', 'country']","[4343, 2586]", years and centuries are two types of,years,centuries,time,"['time', 'units']","[673, 5085]"
 Egypt and South africa are two types of,Egypt,South africa,country,"['countries', 'country']","[4343, 2586]", athletes and carpenters are two types of,athletes,carpenters,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 Israel and America are two types of,Israel,America,country,"['countries', 'country']","[4343, 2586]", goats and pigs are two types of,goats,pigs,animal,['animals'],[5074]
 Israel and Canada are two types of,Israel,Canada,country,"['countries', 'country']","[4343, 2586]", cricket and baseball are two types of,cricket,baseball,sport,['sports'],[9001]
 Israel and France are two types of,Israel,France,country,"['countries', 'country']","[4343, 2586]", rain and thunder are two types of,rain,thunder,weather,"['weather', 'natural']","[8588, 3626]"
 Israel and Mexico are two types of,Israel,Mexico,country,"['countries', 'country']","[4343, 2586]", pumps and boots are two types of,pumps,boots,footwear,['footwear'],[3174]
 Israel and England are two types of,Israel,England,country,"['countries', 'country']","[4343, 2586]", rape and speeding are two types of,rape,speeding,crime,"['crimes', 'crime']","[12137, 6617]"
 Israel and Germany are two types of,Israel,Germany,country,"['countries', 'country']","[4343, 2586]", cars and trucks are two types of,cars,trucks,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 Israel and Spain are two types of,Israel,Spain,country,"['countries', 'country']","[4343, 2586]", clubs and rifles are two types of,clubs,rifles,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 Israel and Italy are two types of,Israel,Italy,country,"['countries', 'country']","[4343, 2586]", bowling and tennis are two types of,bowling,tennis,sport,['sports'],[9001]
 Israel and China are two types of,Israel,China,country,"['countries', 'country']","[4343, 2586]", guitars and organs are two types of,guitars,organs,instrument,"['musical', 'instruments']","[12256, 13225]"
 Israel and Japan are two types of,Israel,Japan,country,"['countries', 'country']","[4343, 2586]", dollars and quarters are two types of,dollars,quarters,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 Israel and Russia are two types of,Israel,Russia,country,"['countries', 'country']","[4343, 2586]", apples and grapes are two types of,apples,grapes,fruit,"['fruits', 'fruit']","[18098, 9279]"
 Israel and Brazil are two types of,Israel,Brazil,country,"['countries', 'country']","[4343, 2586]", punk and metal are two types of,punk,metal,music,['music'],[3440]
 Israel and Ireland are two types of,Israel,Ireland,country,"['countries', 'country']","[4343, 2586]", cousins and grandparents are two types of,cousins,grandparents,relative,"['relatives', 'family']","[17772, 2021]"
 Israel and Australia are two types of,Israel,Australia,country,"['countries', 'country']","[4343, 2586]", rulers and screws are two types of,rulers,screws,tool,['tools'],[5657]
 Israel and Iraq are two types of,Israel,Iraq,country,"['countries', 'country']","[4343, 2586]", peas and corn are two types of,peas,corn,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 Israel and Afghanistan are two types of,Israel,Afghanistan,country,"['countries', 'country']","[4343, 2586]", ships and planes are two types of,ships,planes,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 Israel and Argentina are two types of,Israel,Argentina,country,"['countries', 'country']","[4343, 2586]", ships and cars are two types of,ships,cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 Israel and India are two types of,Israel,India,country,"['countries', 'country']","[4343, 2586]", beds and lamps are two types of,beds,lamps,furniture,['furniture'],[17076]
 Israel and Switzerland are two types of,Israel,Switzerland,country,"['countries', 'country']","[4343, 2586]", dogs and rats are two types of,dogs,rats,animal,['animals'],[5074]
 Israel and Sweden are two types of,Israel,Sweden,country,"['countries', 'country']","[4343, 2586]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 Israel and Africa are two types of,Israel,Africa,country,"['countries', 'country']","[4343, 2586]", yards and miles are two types of,yards,miles,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 Israel and Chile are two types of,Israel,Chile,country,"['countries', 'country']","[4343, 2586]", robbery and speeding are two types of,robbery,speeding,crime,"['crimes', 'crime']","[12137, 6617]"
 Israel and Britain are two types of,Israel,Britain,country,"['countries', 'country']","[4343, 2586]", nurses and psychologists are two types of,nurses,psychologists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 Israel and Iran are two types of,Israel,Iran,country,"['countries', 'country']","[4343, 2586]", blades and guns are two types of,blades,guns,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 Israel and Portugal are two types of,Israel,Portugal,country,"['countries', 'country']","[4343, 2586]", homicide and assault are two types of,homicide,assault,crime,"['crimes', 'crime']","[12137, 6617]"
 Israel and Europe are two types of,Israel,Europe,country,"['countries', 'country']","[4343, 2586]", horses and dogs are two types of,horses,dogs,animal,['animals'],[5074]
 Israel and Greece are two types of,Israel,Greece,country,"['countries', 'country']","[4343, 2586]", pumps and heels are two types of,pumps,heels,footwear,['footwear'],[3174]
 Israel and Scotland are two types of,Israel,Scotland,country,"['countries', 'country']","[4343, 2586]", decades and months are two types of,decades,months,time,"['time', 'units']","[673, 5085]"
 Israel and Egypt are two types of,Israel,Egypt,country,"['countries', 'country']","[4343, 2586]", apples and grapes are two types of,apples,grapes,fruit,"['fruits', 'fruit']","[18098, 9279]"
 Israel and Peru are two types of,Israel,Peru,country,"['countries', 'country']","[4343, 2586]", trailers and houses are two types of,trailers,houses,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 Israel and South africa are two types of,Israel,South africa,country,"['countries', 'country']","[4343, 2586]", hail and tsunamis are two types of,hail,tsunamis,weather,"['weather', 'natural']","[8588, 3626]"
 Peru and America are two types of,Peru,America,country,"['countries', 'country']","[4343, 2586]", wind and rain are two types of,wind,rain,weather,"['weather', 'natural']","[8588, 3626]"
 Peru and Canada are two types of,Peru,Canada,country,"['countries', 'country']","[4343, 2586]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 Peru and France are two types of,Peru,France,country,"['countries', 'country']","[4343, 2586]", nails and drills are two types of,nails,drills,tool,['tools'],[5657]
 Peru and Mexico are two types of,Peru,Mexico,country,"['countries', 'country']","[4343, 2586]", homicide and rape are two types of,homicide,rape,crime,"['crimes', 'crime']","[12137, 6617]"
 Peru and England are two types of,Peru,England,country,"['countries', 'country']","[4343, 2586]", trucks and planes are two types of,trucks,planes,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 Peru and Germany are two types of,Peru,Germany,country,"['countries', 'country']","[4343, 2586]", homicide and robbery are two types of,homicide,robbery,crime,"['crimes', 'crime']","[12137, 6617]"
 Peru and Spain are two types of,Peru,Spain,country,"['countries', 'country']","[4343, 2586]", presidents and governors are two types of,presidents,governors,politician,"['elected', 'politicians']","[10544, 13557]"
 Peru and Italy are two types of,Peru,Italy,country,"['countries', 'country']","[4343, 2586]", robbery and burglary are two types of,robbery,burglary,crime,"['crimes', 'crime']","[12137, 6617]"
 Peru and China are two types of,Peru,China,country,"['countries', 'country']","[4343, 2586]", bras and hats are two types of,bras,hats,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 Peru and Japan are two types of,Peru,Japan,country,"['countries', 'country']","[4343, 2586]", hockey and wrestling are two types of,hockey,wrestling,sport,['sports'],[9001]
 Peru and Russia are two types of,Peru,Russia,country,"['countries', 'country']","[4343, 2586]", cents and dollars are two types of,cents,dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 Peru and Brazil are two types of,Peru,Brazil,country,"['countries', 'country']","[4343, 2586]", majors and soldiers are two types of,majors,soldiers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 Peru and Ireland are two types of,Peru,Ireland,country,"['countries', 'country']","[4343, 2586]", guns and swords are two types of,guns,swords,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 Peru and Australia are two types of,Peru,Australia,country,"['countries', 'country']","[4343, 2586]", speeding and rape are two types of,speeding,rape,crime,"['crimes', 'crime']","[12137, 6617]"
 Peru and Iraq are two types of,Peru,Iraq,country,"['countries', 'country']","[4343, 2586]", centimeters and inches are two types of,centimeters,inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 Peru and Afghanistan are two types of,Peru,Afghanistan,country,"['countries', 'country']","[4343, 2586]", fathers and sisters are two types of,fathers,sisters,relative,"['relatives', 'family']","[17772, 2021]"
 Peru and Argentina are two types of,Peru,Argentina,country,"['countries', 'country']","[4343, 2586]", golf and rugby are two types of,golf,rugby,sport,['sports'],[9001]
 Peru and India are two types of,Peru,India,country,"['countries', 'country']","[4343, 2586]", chairs and cabinets are two types of,chairs,cabinets,furniture,['furniture'],[17076]
 Peru and Switzerland are two types of,Peru,Switzerland,country,"['countries', 'country']","[4343, 2586]", athletes and lawyers are two types of,athletes,lawyers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 Peru and Sweden are two types of,Peru,Sweden,country,"['countries', 'country']","[4343, 2586]", lightning and hail are two types of,lightning,hail,weather,"['weather', 'natural']","[8588, 3626]"
 Peru and Africa are two types of,Peru,Africa,country,"['countries', 'country']","[4343, 2586]", meters and inches are two types of,meters,inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 Peru and Chile are two types of,Peru,Chile,country,"['countries', 'country']","[4343, 2586]", drums and guitars are two types of,drums,guitars,instrument,"['musical', 'instruments']","[12256, 13225]"
 Peru and Britain are two types of,Peru,Britain,country,"['countries', 'country']","[4343, 2586]", majors and officers are two types of,majors,officers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 Peru and Iran are two types of,Peru,Iran,country,"['countries', 'country']","[4343, 2586]", shoes and pumps are two types of,shoes,pumps,footwear,['footwear'],[3174]
 Peru and Portugal are two types of,Peru,Portugal,country,"['countries', 'country']","[4343, 2586]", hotels and caves are two types of,hotels,caves,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 Peru and Europe are two types of,Peru,Europe,country,"['countries', 'country']","[4343, 2586]", elephants and cats are two types of,elephants,cats,animal,['animals'],[5074]
 Peru and Greece are two types of,Peru,Greece,country,"['countries', 'country']","[4343, 2586]", quarters and pounds are two types of,quarters,pounds,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 Peru and Scotland are two types of,Peru,Scotland,country,"['countries', 'country']","[4343, 2586]", skirts and shoes are two types of,skirts,shoes,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 Peru and Egypt are two types of,Peru,Egypt,country,"['countries', 'country']","[4343, 2586]", officers and chiefs are two types of,officers,chiefs,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 Peru and Israel are two types of,Peru,Israel,country,"['countries', 'country']","[4343, 2586]", dollars and cents are two types of,dollars,cents,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 Peru and South africa are two types of,Peru,South africa,country,"['countries', 'country']","[4343, 2586]", grapes and watermelons are two types of,grapes,watermelons,fruit,"['fruits', 'fruit']","[18098, 9279]"
 South africa and America are two types of,South africa,America,country,"['countries', 'country']","[4343, 2586]", racquetball and baseball are two types of,racquetball,baseball,sport,['sports'],[9001]
 South africa and Canada are two types of,South africa,Canada,country,"['countries', 'country']","[4343, 2586]", turquoises and diamonds are two types of,turquoises,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 South africa and France are two types of,South africa,France,country,"['countries', 'country']","[4343, 2586]", tepees and hotels are two types of,tepees,hotels,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 South africa and Mexico are two types of,South africa,Mexico,country,"['countries', 'country']","[4343, 2586]", papayas and grapes are two types of,papayas,grapes,fruit,"['fruits', 'fruit']","[18098, 9279]"
 South africa and England are two types of,South africa,England,country,"['countries', 'country']","[4343, 2586]", carpenters and professors are two types of,carpenters,professors,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 South africa and Germany are two types of,South africa,Germany,country,"['countries', 'country']","[4343, 2586]", turquoises and diamonds are two types of,turquoises,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 South africa and Spain are two types of,South africa,Spain,country,"['countries', 'country']","[4343, 2586]", grand theft auto and assault are two types of,grand theft auto,assault,crime,"['crimes', 'crime']","[12137, 6617]"
 South africa and Italy are two types of,South africa,Italy,country,"['countries', 'country']","[4343, 2586]", flip flops and shoes are two types of,flip flops,shoes,footwear,['footwear'],[3174]
 South africa and China are two types of,South africa,China,country,"['countries', 'country']","[4343, 2586]", dandelions and roses are two types of,dandelions,roses,flower,"['flowers', 'flowering']","[12405, 37958]"
 South africa and Japan are two types of,South africa,Japan,country,"['countries', 'country']","[4343, 2586]", water polo and running are two types of,water polo,running,sport,['sports'],[9001]
 South africa and Russia are two types of,South africa,Russia,country,"['countries', 'country']","[4343, 2586]", nanoseconds and weeks are two types of,nanoseconds,weeks,time,"['time', 'units']","[673, 5085]"
 South africa and Brazil are two types of,South africa,Brazil,country,"['countries', 'country']","[4343, 2586]", tepees and hotels are two types of,tepees,hotels,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 South africa and Ireland are two types of,South africa,Ireland,country,"['countries', 'country']","[4343, 2586]", halibut and cod are two types of,halibut,cod,fish,"['fish', 'fishes']","[6773, 49720]"
 South africa and Australia are two types of,South africa,Australia,country,"['countries', 'country']","[4343, 2586]", undershirts and shorts are two types of,undershirts,shorts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 South africa and Iraq are two types of,South africa,Iraq,country,"['countries', 'country']","[4343, 2586]", wrenches and nails are two types of,wrenches,nails,tool,['tools'],[5657]
 South africa and Afghanistan are two types of,South africa,Afghanistan,country,"['countries', 'country']","[4343, 2586]", blizzards and lightning are two types of,blizzards,lightning,weather,"['weather', 'natural']","[8588, 3626]"
 South africa and Argentina are two types of,South africa,Argentina,country,"['countries', 'country']","[4343, 2586]", mopeds and trucks are two types of,mopeds,trucks,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 South africa and India are two types of,South africa,India,country,"['countries', 'country']","[4343, 2586]", R&B and ska are two types of,R&B,ska,music,['music'],[3440]
 South africa and Switzerland are two types of,South africa,Switzerland,country,"['countries', 'country']","[4343, 2586]", flip flops and pumps are two types of,flip flops,pumps,footwear,['footwear'],[3174]
 South africa and Sweden are two types of,South africa,Sweden,country,"['countries', 'country']","[4343, 2586]", cauliflower and potatoes are two types of,cauliflower,potatoes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 South africa and Africa are two types of,South africa,Africa,country,"['countries', 'country']","[4343, 2586]", parakeets and chickens are two types of,parakeets,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 South africa and Chile are two types of,South africa,Chile,country,"['countries', 'country']","[4343, 2586]", lieutenants and commanders are two types of,lieutenants,commanders,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 South africa and Britain are two types of,South africa,Britain,country,"['countries', 'country']","[4343, 2586]", tigers and rats are two types of,tigers,rats,animal,['animals'],[5074]
 South africa and Iran are two types of,South africa,Iran,country,"['countries', 'country']","[4343, 2586]", t-shirts and hats are two types of,t-shirts,hats,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 South africa and Portugal are two types of,South africa,Portugal,country,"['countries', 'country']","[4343, 2586]", sycamores and palms are two types of,sycamores,palms,tree,['trees'],[7139]
 South africa and Europe are two types of,South africa,Europe,country,"['countries', 'country']","[4343, 2586]", igloos and apartments are two types of,igloos,apartments,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 South africa and Greece are two types of,South africa,Greece,country,"['countries', 'country']","[4343, 2586]", weeping willows and palms are two types of,weeping willows,palms,tree,['trees'],[7139]
 South africa and Scotland are two types of,South africa,Scotland,country,"['countries', 'country']","[4343, 2586]", praying mantis and spiders are two types of,praying mantis,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 South africa and Egypt are two types of,South africa,Egypt,country,"['countries', 'country']","[4343, 2586]", bluejays and chickens are two types of,bluejays,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 South africa and Israel are two types of,South africa,Israel,country,"['countries', 'country']","[4343, 2586]", great aunts and brethren are two types of,great aunts,brethren,relative,"['relatives', 'family']","[17772, 2021]"
 South africa and Peru are two types of,South africa,Peru,country,"['countries', 'country']","[4343, 2586]", nanoseconds and hours are two types of,nanoseconds,hours,time,"['time', 'units']","[673, 5085]"
 robbery and homicide are two types of,robbery,homicide,crime,"['crimes', 'crime']","[12137, 6617]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 robbery and rape are two types of,robbery,rape,crime,"['crimes', 'crime']","[12137, 6617]", shoes and heels are two types of,shoes,heels,footwear,['footwear'],[3174]
 robbery and assault are two types of,robbery,assault,crime,"['crimes', 'crime']","[12137, 6617]", jazz and metal are two types of,jazz,metal,music,['music'],[3440]
 robbery and burglary are two types of,robbery,burglary,crime,"['crimes', 'crime']","[12137, 6617]", majors and soldiers are two types of,majors,soldiers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 robbery and arson are two types of,robbery,arson,crime,"['crimes', 'crime']","[12137, 6617]", shoes and loafers are two types of,shoes,loafers,footwear,['footwear'],[3174]
 robbery and speeding are two types of,robbery,speeding,crime,"['crimes', 'crime']","[12137, 6617]", organs and keyboards are two types of,organs,keyboards,instrument,"['musical', 'instruments']","[12256, 13225]"
 robbery and breaking and entering are two types of,robbery,breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]", tents and tepees are two types of,tents,tepees,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 robbery and drug use are two types of,robbery,drug use,crime,"['crimes', 'crime']","[12137, 6617]", presidents and treasurers are two types of,presidents,treasurers,politician,"['elected', 'politicians']","[10544, 13557]"
 robbery and drunk driving are two types of,robbery,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]", mothers and aunts are two types of,mothers,aunts,relative,"['relatives', 'family']","[17772, 2021]"
 robbery and larceny are two types of,robbery,larceny,crime,"['crimes', 'crime']","[12137, 6617]", tables and sofas are two types of,tables,sofas,furniture,['furniture'],[17076]
 robbery and kidnapping are two types of,robbery,kidnapping,crime,"['crimes', 'crime']","[12137, 6617]", knives and blades are two types of,knives,blades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 robbery and vandalism are two types of,robbery,vandalism,crime,"['crimes', 'crime']","[12137, 6617]", boots and flip flops are two types of,boots,flip flops,footwear,['footwear'],[3174]
 robbery and battery are two types of,robbery,battery,crime,"['crimes', 'crime']","[12137, 6617]", planes and trains are two types of,planes,trains,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 robbery and drug smuggling are two types of,robbery,drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]", nails and screwdrivers are two types of,nails,screwdrivers,tool,['tools'],[5657]
 robbery and grand theft auto are two types of,robbery,grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]", sisters and great grandmothers are two types of,sisters,great grandmothers,relative,"['relatives', 'family']","[17772, 2021]"
 homicide and robbery are two types of,homicide,robbery,crime,"['crimes', 'crime']","[12137, 6617]", carp and salmon are two types of,carp,salmon,fish,"['fish', 'fishes']","[6773, 49720]"
 homicide and rape are two types of,homicide,rape,crime,"['crimes', 'crime']","[12137, 6617]", quarters and dollars are two types of,quarters,dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 homicide and assault are two types of,homicide,assault,crime,"['crimes', 'crime']","[12137, 6617]", rap and ska are two types of,rap,ska,music,['music'],[3440]
 homicide and burglary are two types of,homicide,burglary,crime,"['crimes', 'crime']","[12137, 6617]", football and bowling are two types of,football,bowling,sport,['sports'],[9001]
 homicide and arson are two types of,homicide,arson,crime,"['crimes', 'crime']","[12137, 6617]", senators and treasurers are two types of,senators,treasurers,politician,"['elected', 'politicians']","[10544, 13557]"
 homicide and speeding are two types of,homicide,speeding,crime,"['crimes', 'crime']","[12137, 6617]", keyboards and horns are two types of,keyboards,horns,instrument,"['musical', 'instruments']","[12256, 13225]"
 homicide and breaking and entering are two types of,homicide,breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]", hotels and tepees are two types of,hotels,tepees,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 homicide and drug use are two types of,homicide,drug use,crime,"['crimes', 'crime']","[12137, 6617]", cod and rainbow trout are two types of,cod,rainbow trout,fish,"['fish', 'fishes']","[6773, 49720]"
 homicide and drunk driving are two types of,homicide,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]", screws and measuring sticks are two types of,screws,measuring sticks,tool,['tools'],[5657]
 homicide and larceny are two types of,homicide,larceny,crime,"['crimes', 'crime']","[12137, 6617]", heels and flip flops are two types of,heels,flip flops,footwear,['footwear'],[3174]
 homicide and kidnapping are two types of,homicide,kidnapping,crime,"['crimes', 'crime']","[12137, 6617]", spiders and mosquitoes are two types of,spiders,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 homicide and vandalism are two types of,homicide,vandalism,crime,"['crimes', 'crime']","[12137, 6617]", chiefs and sergeants are two types of,chiefs,sergeants,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 homicide and battery are two types of,homicide,battery,crime,"['crimes', 'crime']","[12137, 6617]", drums and keyboards are two types of,drums,keyboards,instrument,"['musical', 'instruments']","[12256, 13225]"
 homicide and drug smuggling are two types of,homicide,drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]", carrots and zucchini are two types of,carrots,zucchini,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 homicide and grand theft auto are two types of,homicide,grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]", dollars and liras are two types of,dollars,liras,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 rape and robbery are two types of,rape,robbery,crime,"['crimes', 'crime']","[12137, 6617]", chickens and ducks are two types of,chickens,ducks,bird,"['birds', 'bird']","[11260, 12621]"
 rape and homicide are two types of,rape,homicide,crime,"['crimes', 'crime']","[12137, 6617]", heels and pumps are two types of,heels,pumps,footwear,['footwear'],[3174]
 rape and assault are two types of,rape,assault,crime,"['crimes', 'crime']","[12137, 6617]", keyboards and drums are two types of,keyboards,drums,instrument,"['musical', 'instruments']","[12256, 13225]"
 rape and burglary are two types of,rape,burglary,crime,"['crimes', 'crime']","[12137, 6617]", boots and heels are two types of,boots,heels,footwear,['footwear'],[3174]
 rape and arson are two types of,rape,arson,crime,"['crimes', 'crime']","[12137, 6617]", elephants and lizards are two types of,elephants,lizards,animal,['animals'],[5074]
 rape and speeding are two types of,rape,speeding,crime,"['crimes', 'crime']","[12137, 6617]", horns and organs are two types of,horns,organs,instrument,"['musical', 'instruments']","[12256, 13225]"
 rape and breaking and entering are two types of,rape,breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]", lettuce and zucchini are two types of,lettuce,zucchini,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 rape and drug use are two types of,rape,drug use,crime,"['crimes', 'crime']","[12137, 6617]", classical and heavy metal are two types of,classical,heavy metal,music,['music'],[3440]
 rape and drunk driving are two types of,rape,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]", trout and rainbow trout are two types of,trout,rainbow trout,fish,"['fish', 'fishes']","[6773, 49720]"
 rape and larceny are two types of,rape,larceny,crime,"['crimes', 'crime']","[12137, 6617]", roses and dandelions are two types of,roses,dandelions,flower,"['flowers', 'flowering']","[12405, 37958]"
 rape and kidnapping are two types of,rape,kidnapping,crime,"['crimes', 'crime']","[12137, 6617]", ants and spiders are two types of,ants,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 rape and vandalism are two types of,rape,vandalism,crime,"['crimes', 'crime']","[12137, 6617]", diamonds and turquoises are two types of,diamonds,turquoises,gem,"['gem', 'gems']","[16915, 42776]"
 rape and battery are two types of,rape,battery,crime,"['crimes', 'crime']","[12137, 6617]", spinach and peas are two types of,spinach,peas,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 rape and drug smuggling are two types of,rape,drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]", palms and sycamores are two types of,palms,sycamores,tree,['trees'],[7139]
 rape and grand theft auto are two types of,rape,grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]", carrots and cauliflower are two types of,carrots,cauliflower,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 assault and robbery are two types of,assault,robbery,crime,"['crimes', 'crime']","[12137, 6617]", cabinets and beds are two types of,cabinets,beds,furniture,['furniture'],[17076]
 assault and homicide are two types of,assault,homicide,crime,"['crimes', 'crime']","[12137, 6617]", bass and salmon are two types of,bass,salmon,fish,"['fish', 'fishes']","[6773, 49720]"
