clean,h1,hypernym,answers,answers_idx,corrupted,c1,corrupted_hypernym,corrupted_answers,corrupted_answers_idx,clean2,corrupted2
", shirts and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", drought and other",drought,weather,"['weather', 'natural']","[8588, 3626]",shirts are a type of,drought is a type of
", pantss and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", fleas and other",fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",pantss are a type of,fleas are a type of
", socks and other",socks,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", quarters and other",quarters,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",socks are a type of,quarters are a type of
", underwears and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", igloos and other",igloos,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",underwears are a type of,igloos are a type of
", shoes and other",shoes,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", grapes and other",grapes,fruit,"['fruits', 'fruit']","[18098, 9279]",shoes are a type of,grapes are a type of
", hats and other",hats,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", cents and other",cents,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",hats are a type of,cents are a type of
", shorts and other",shorts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", cabinets and other",cabinets,furniture,['furniture'],[17076],shorts are a type of,cabinets are a type of
", jackets and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", redwoods and other",redwoods,tree,['trees'],[7139],jackets are a type of,redwoods are a type of
", sweaters and other",sweaters,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", blackbirds and other",blackbirds,bird,"['birds', 'bird']","[11260, 12621]",sweaters are a type of,blackbirds are a type of
", bras and other",bras,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", trout and other",trout,fish,"['fish', 'fishes']","[6773, 49720]",bras are a type of,trout are a type of
", skirts and other",skirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", officers and other",officers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",skirts are a type of,officers are a type of
", jeanss and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", spears and other",spears,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",jeanss are a type of,spears are a type of
", coats and other",coats,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", drums and other",drums,instrument,"['musical', 'instruments']","[12256, 13225]",coats are a type of,drums are a type of
", dresses and other",dresses,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", bass and other",bass,fish,"['fish', 'fishes']","[6773, 49720]",dresses are a type of,bass are a type of
", t-shirts and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", sycamores and other",sycamores,tree,['trees'],[7139],t-shirts are a type of,sycamores are a type of
", gloves and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", presidents and other",presidents,politician,"['elected', 'politicians']","[10544, 13557]",gloves are a type of,presidents are a type of
", sweatshirts and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", tornados and other",tornados,weather,"['weather', 'natural']","[8588, 3626]",sweatshirts are a type of,tornados are a type of
", boxer shortss and other",boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", bazookas and other",bazookas,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",boxer shortss are a type of,bazookas are a type of
", scarves and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", green beans and other",green beans,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",scarves are a type of,green beans are a type of
", tank tops and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", oboes and other",oboes,instrument,"['musical', 'instruments']","[12256, 13225]",tank tops are a type of,oboes are a type of
", blice and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", congresswomen and other",congresswomen,politician,"['elected', 'politicians']","[10544, 13557]",blice are a type of,congresswomen are a type of
", ties and other",ties,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", flies and other",flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",ties are a type of,flies are a type of
", belts and other",belts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", pumps and other",pumps,footwear,['footwear'],[3174],belts are a type of,pumps are a type of
", pantiess and other",pantiess,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", sycamores and other",sycamores,tree,['trees'],[7139],pantiess are a type of,sycamores are a type of
", undershirts and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",", tepees and other",tepees,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",undershirts are a type of,tepees are a type of
", drums and other",drums,instrument,"['musical', 'instruments']","[12256, 13225]",", cooks and other",cooks,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",drums are a type of,cooks are a type of
", guitars and other",guitars,instrument,"['musical', 'instruments']","[12256, 13225]",", fathers and other",fathers,relative,"['relatives', 'family']","[17772, 2021]",guitars are a type of,fathers are a type of
", flutes and other",flutes,instrument,"['musical', 'instruments']","[12256, 13225]",", mangoes and other",mangoes,fruit,"['fruits', 'fruit']","[18098, 9279]",flutes are a type of,mangoes are a type of
", pianoes and other",pianoes,instrument,"['musical', 'instruments']","[12256, 13225]",", accountants and other",accountants,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",pianoes are a type of,accountants are a type of
", trumpets and other",trumpets,instrument,"['musical', 'instruments']","[12256, 13225]",", francs and other",francs,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",trumpets are a type of,francs are a type of
", clarinets and other",clarinets,instrument,"['musical', 'instruments']","[12256, 13225]",", t-shirts and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",clarinets are a type of,t-shirts are a type of
", saxophones and other",saxophones,instrument,"['musical', 'instruments']","[12256, 13225]",", grasshoppers and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",saxophones are a type of,grasshoppers are a type of
", violins and other",violins,instrument,"['musical', 'instruments']","[12256, 13225]",", slippers and other",slippers,footwear,['footwear'],[3174],violins are a type of,slippers are a type of
", trombones and other",trombones,instrument,"['musical', 'instruments']","[12256, 13225]",", South africa and other",South africa,country,"['countries', 'country']","[4343, 2586]",trombones are a type of,South africa is a type of
", tubas and other",tubas,instrument,"['musical', 'instruments']","[12256, 13225]",", accountants and other",accountants,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",tubas are a type of,accountants are a type of
", bass guitars and other",bass guitars,instrument,"['musical', 'instruments']","[12256, 13225]",", sweatshirts and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",bass guitars are a type of,sweatshirts are a type of
", celloes and other",celloes,instrument,"['musical', 'instruments']","[12256, 13225]",", cleats and other",cleats,footwear,['footwear'],[3174],celloes are a type of,cleats are a type of
", oboes and other",oboes,instrument,"['musical', 'instruments']","[12256, 13225]",", secs and other",secs,time,"['time', 'units']","[673, 5085]",oboes are a type of,secs are a type of
", basses and other",basses,instrument,"['musical', 'instruments']","[12256, 13225]",", privates and other",privates,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",basses are a type of,privates are a type of
", violas and other",violas,instrument,"['musical', 'instruments']","[12256, 13225]",", turtles and other",turtles,animal,['animals'],[5074],violas are a type of,turtles are a type of
", harps and other",harps,instrument,"['musical', 'instruments']","[12256, 13225]",", arson and other",arson,crime,"['crimes', 'crime']","[12137, 6617]",harps are a type of,arson is a type of
", horns and other",horns,instrument,"['musical', 'instruments']","[12256, 13225]",", representatives and other",representatives,politician,"['elected', 'politicians']","[10544, 13557]",horns are a type of,representatives are a type of
", keyboards and other",keyboards,instrument,"['musical', 'instruments']","[12256, 13225]",", shirts and other",shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",keyboards are a type of,shirts are a type of
", french horns and other",french horns,instrument,"['musical', 'instruments']","[12256, 13225]",", rock & roll and other",rock & roll,music,['music'],[3440],french horns are a type of,rock & roll is a type of
", piccoloes and other",piccoloes,instrument,"['musical', 'instruments']","[12256, 13225]",", raspberries and other",raspberries,fruit,"['fruits', 'fruit']","[18098, 9279]",piccoloes are a type of,raspberries are a type of
", banjoes and other",banjoes,instrument,"['musical', 'instruments']","[12256, 13225]",", t-shirts and other",t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",banjoes are a type of,t-shirts are a type of
", harmonicas and other",harmonicas,instrument,"['musical', 'instruments']","[12256, 13225]",", colonels and other",colonels,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",harmonicas are a type of,colonels are a type of
", cymbals and other",cymbals,instrument,"['musical', 'instruments']","[12256, 13225]",", raccoons and other",raccoons,animal,['animals'],[5074],cymbals are a type of,raccoons are a type of
", organs and other",organs,instrument,"['musical', 'instruments']","[12256, 13225]",", rulers and other",rulers,tool,['tools'],[5657],organs are a type of,rulers are a type of
", tambourines and other",tambourines,instrument,"['musical', 'instruments']","[12256, 13225]",", minivans and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",tambourines are a type of,minivans are a type of
", dollars and other",dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", minutes and other",minutes,time,"['time', 'units']","[673, 5085]",dollars are a type of,minutes are a type of
", cents and other",cents,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", mothers and other",mothers,relative,"['relatives', 'family']","[17772, 2021]",cents are a type of,mothers are a type of
", dimes and other",dimes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", harmonicas and other",harmonicas,instrument,"['musical', 'instruments']","[12256, 13225]",dimes are a type of,harmonicas are a type of
", nickels and other",nickels,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", clogs and other",clogs,footwear,['footwear'],[3174],nickels are a type of,clogs are a type of
", quarters and other",quarters,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", pigs and other",pigs,animal,['animals'],[5074],quarters are a type of,pigs are a type of
", pesoes and other",pesoes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", cheerleading and other",cheerleading,sport,['sports'],[9001],pesoes are a type of,cheerleading is a type of
", yens and other",yens,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", cabins and other",cabins,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",yens are a type of,cabins are a type of
", francs and other",francs,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", rubies and other",rubies,gem,"['gem', 'gems']","[16915, 42776]",francs are a type of,rubies are a type of
", euroes and other",euroes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", townhouses and other",townhouses,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",euroes are a type of,townhouses are a type of
", pounds and other",pounds,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", teachers and other",teachers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",pounds are a type of,teachers are a type of
", liras and other",liras,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", underwears and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",liras are a type of,underwears are a type of
", rubles and other",rubles,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", polo and other",polo,sport,['sports'],[9001],rubles are a type of,polo is a type of
", half dollars and other",half dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", turnips and other",turnips,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",half dollars are a type of,turnips are a type of
", rupees and other",rupees,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",", flamingoes and other",flamingoes,bird,"['birds', 'bird']","[11260, 12621]",rupees are a type of,flamingoes are a type of
", rap and other",rap,music,['music'],[3440],", cod and other",cod,fish,"['fish', 'fishes']","[6773, 49720]",rap is a type of,cod are a type of
", rock & roll and other",rock & roll,music,['music'],[3440],", zucchini and other",zucchini,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",rock & roll is a type of,zucchini is a type of
", classical and other",classical,music,['music'],[3440],", rain and other",rain,weather,"['weather', 'natural']","[8588, 3626]",classical is a type of,rain is a type of
", country and other",country,music,['music'],[3440],", nails and other",nails,tool,['tools'],[5657],country is a type of,nails are a type of
", jazz and other",jazz,music,['music'],[3440],", hotels and other",hotels,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",jazz is a type of,hotels are a type of
", hip hop and other",hip hop,music,['music'],[3440],", cleats and other",cleats,footwear,['footwear'],[3174],hip hop is a type of,cleats are a type of
", R&B and other",R&B,music,['music'],[3440],", brass knuckles and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",R&B is a type of,brass knuckles are a type of
", pop and other",pop,music,['music'],[3440],", soldiers and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",pop is a type of,soldiers are a type of
", alternative and other",alternative,music,['music'],[3440],", gloves and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",alternative is a type of,gloves are a type of
", punk and other",punk,music,['music'],[3440],", generals and other",generals,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",punk is a type of,generals are a type of
", blues and other",blues,music,['music'],[3440],", sisters and other",sisters,relative,"['relatives', 'family']","[17772, 2021]",blues is a type of,sisters are a type of
", reggae and other",reggae,music,['music'],[3440],", dentists and other",dentists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",reggae is a type of,dentists are a type of
", heavy metal and other",heavy metal,music,['music'],[3440],", pansies and other",pansies,flower,"['flowers', 'flowering']","[12405, 37958]",heavy metal is a type of,pansies are a type of
", techno and other",techno,music,['music'],[3440],", motorcycles and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",techno is a type of,motorcycles are a type of
", bluegrass and other",bluegrass,music,['music'],[3440],", gymnastics and other",gymnastics,sport,['sports'],[9001],bluegrass is a type of,gymnastics is a type of
", soul and other",soul,music,['music'],[3440],", drills and other",drills,tool,['tools'],[5657],soul is a type of,drills are a type of
", gospel and other",gospel,music,['music'],[3440],", soldiers and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",gospel is a type of,soldiers are a type of
", opera and other",opera,music,['music'],[3440],", managers and other",managers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",opera is a type of,managers are a type of
", folk and other",folk,music,['music'],[3440],", elephants and other",elephants,animal,['animals'],[5074],folk is a type of,elephants are a type of
", dance and other",dance,music,['music'],[3440],", soldiers and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",dance is a type of,soldiers are a type of
", metal and other",metal,music,['music'],[3440],", soldiers and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",metal is a type of,soldiers are a type of
", new age and other",new age,music,['music'],[3440],", millenniums and other",millenniums,time,"['time', 'units']","[673, 5085]",new age is a type of,millenniums are a type of
", ska and other",ska,music,['music'],[3440],", keyboards and other",keyboards,instrument,"['musical', 'instruments']","[12256, 13225]",ska is a type of,keyboards are a type of
", eagles and other",eagles,bird,"['birds', 'bird']","[11260, 12621]",", sneakers and other",sneakers,footwear,['footwear'],[3174],eagles are a type of,sneakers are a type of
", robins and other",robins,bird,"['birds', 'bird']","[11260, 12621]",", hurricanes and other",hurricanes,weather,"['weather', 'natural']","[8588, 3626]",robins are a type of,hurricanes are a type of
", bluejays and other",bluejays,bird,"['birds', 'bird']","[11260, 12621]",", brass knuckles and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",bluejays are a type of,brass knuckles are a type of
", cardinals and other",cardinals,bird,"['birds', 'bird']","[11260, 12621]",", strawberries and other",strawberries,fruit,"['fruits', 'fruit']","[18098, 9279]",cardinals are a type of,strawberries are a type of
", hawks and other",hawks,bird,"['birds', 'bird']","[11260, 12621]",", millenniums and other",millenniums,time,"['time', 'units']","[673, 5085]",hawks are a type of,millenniums are a type of
", bluebirds and other",bluebirds,bird,"['birds', 'bird']","[11260, 12621]",", slippers and other",slippers,footwear,['footwear'],[3174],bluebirds are a type of,slippers are a type of
", crows and other",crows,bird,"['birds', 'bird']","[11260, 12621]",", sleet and other",sleet,weather,"['weather', 'natural']","[8588, 3626]",crows are a type of,sleet is a type of
", hummingbirds and other",hummingbirds,bird,"['birds', 'bird']","[11260, 12621]",", nanoseconds and other",nanoseconds,time,"['time', 'units']","[673, 5085]",hummingbirds are a type of,nanoseconds are a type of
", parrots and other",parrots,bird,"['birds', 'bird']","[11260, 12621]",", sleet and other",sleet,weather,"['weather', 'natural']","[8588, 3626]",parrots are a type of,sleet is a type of
", sparrows and other",sparrows,bird,"['birds', 'bird']","[11260, 12621]",", bluegrass and other",bluegrass,music,['music'],[3440],sparrows are a type of,bluegrass is a type of
", pigeons and other",pigeons,bird,"['birds', 'bird']","[11260, 12621]",", liras and other",liras,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",pigeons are a type of,liras are a type of
", seagulls and other",seagulls,bird,"['birds', 'bird']","[11260, 12621]",", water polo and other",water polo,sport,['sports'],[9001],seagulls are a type of,water polo is a type of
", doves and other",doves,bird,"['birds', 'bird']","[11260, 12621]",", police officers and other",police officers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",doves are a type of,police officers are a type of
", parakeets and other",parakeets,bird,"['birds', 'bird']","[11260, 12621]",", vandalism and other",vandalism,crime,"['crimes', 'crime']","[12137, 6617]",parakeets are a type of,vandalism is a type of
", falcons and other",falcons,bird,"['birds', 'bird']","[11260, 12621]",", feets and other",feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]",falcons are a type of,feets are a type of
", canaries and other",canaries,bird,"['birds', 'bird']","[11260, 12621]",", grandmothers and other",grandmothers,relative,"['relatives', 'family']","[17772, 2021]",canaries are a type of,grandmothers are a type of
", owls and other",owls,bird,"['birds', 'bird']","[11260, 12621]",", townhouses and other",townhouses,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",owls are a type of,townhouses are a type of
", ostriches and other",ostriches,bird,"['birds', 'bird']","[11260, 12621]",", lilacs and other",lilacs,flower,"['flowers', 'flowering']","[12405, 37958]",ostriches are a type of,lilacs are a type of
", penguins and other",penguins,bird,"['birds', 'bird']","[11260, 12621]",", SUVs and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",penguins are a type of,SUVs are a type of
", ravens and other",ravens,bird,"['birds', 'bird']","[11260, 12621]",", cabins and other",cabins,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",ravens are a type of,cabins are a type of
", ducks and other",ducks,bird,"['birds', 'bird']","[11260, 12621]",", mosquitoes and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",ducks are a type of,mosquitoes are a type of
", finches and other",finches,bird,"['birds', 'bird']","[11260, 12621]",", bookcases and other",bookcases,furniture,['furniture'],[17076],finches are a type of,bookcases are a type of
", mockingbirds and other",mockingbirds,bird,"['birds', 'bird']","[11260, 12621]",", pianoes and other",pianoes,instrument,"['musical', 'instruments']","[12256, 13225]",mockingbirds are a type of,pianoes are a type of
", woodpeckers and other",woodpeckers,bird,"['birds', 'bird']","[11260, 12621]",", nunchuckss and other",nunchuckss,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",woodpeckers are a type of,nunchuckss are a type of
", flamingoes and other",flamingoes,bird,"['birds', 'bird']","[11260, 12621]",", watermelons and other",watermelons,fruit,"['fruits', 'fruit']","[18098, 9279]",flamingoes are a type of,watermelons are a type of
", orioles and other",orioles,bird,"['birds', 'bird']","[11260, 12621]",", physical therapists and other",physical therapists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",orioles are a type of,physical therapists are a type of
", blackbirds and other",blackbirds,bird,"['birds', 'bird']","[11260, 12621]",", sandals and other",sandals,footwear,['footwear'],[3174],blackbirds are a type of,sandals are a type of
", chickens and other",chickens,bird,"['birds', 'bird']","[11260, 12621]",", earthquakes and other",earthquakes,weather,"['weather', 'natural']","[8588, 3626]",chickens are a type of,earthquakes are a type of
", vultures and other",vultures,bird,"['birds', 'bird']","[11260, 12621]",", cauliflower and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",vultures are a type of,cauliflower is a type of
", cars and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", shoes and other",shoes,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",cars are a type of,shoes are a type of
", buss and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", ravens and other",ravens,bird,"['birds', 'bird']","[11260, 12621]",buss are a type of,ravens are a type of
", trucks and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", salmon and other",salmon,fish,"['fish', 'fishes']","[6773, 49720]",trucks are a type of,salmon are a type of
", planes and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", beds and other",beds,furniture,['furniture'],[17076],planes are a type of,beds are a type of
", trains and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", grapes and other",grapes,fruit,"['fruits', 'fruit']","[18098, 9279]",trains are a type of,grapes are a type of
", bicycles and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", pesoes and other",pesoes,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",bicycles are a type of,pesoes are a type of
", vans and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", swordfish and other",swordfish,fish,"['fish', 'fishes']","[6773, 49720]",vans are a type of,swordfish are a type of
", ships and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", golf and other",golf,sport,['sports'],[9001],ships are a type of,golf is a type of
", motorcycles and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", hip hop and other",hip hop,music,['music'],[3440],motorcycles are a type of,hip hop is a type of
", SUVs and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", drunk driving and other",drunk driving,crime,"['crimes', 'crime']","[12137, 6617]",SUVs are a type of,drunk driving is a type of
", skateboards and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", butterflies and other",butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",skateboards are a type of,butterflies are a type of
", subways and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", plums and other",plums,fruit,"['fruits', 'fruit']","[18098, 9279]",subways are a type of,plums are a type of
", cabs and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", opals and other",opals,gem,"['gem', 'gems']","[16915, 42776]",cabs are a type of,opals are a type of
", mopeds and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", tambourines and other",tambourines,instrument,"['musical', 'instruments']","[12256, 13225]",mopeds are a type of,tambourines are a type of
", minivans and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",", nanoseconds and other",nanoseconds,time,"['time', 'units']","[673, 5085]",minivans are a type of,nanoseconds are a type of
", carrots and other",carrots,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", organs and other",organs,instrument,"['musical', 'instruments']","[12256, 13225]",carrots are a type of,organs are a type of
", lettuce and other",lettuce,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", pumps and other",pumps,footwear,['footwear'],[3174],lettuce is a type of,pumps are a type of
", broccoli and other",broccoli,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", ladybugs and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",broccoli is a type of,ladybugs are a type of
", tomatoes and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", grapes and other",grapes,fruit,"['fruits', 'fruit']","[18098, 9279]",tomatoes are a type of,grapes are a type of
", cucumbers and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", praying mantis and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",cucumbers are a type of,praying mantis are a type of
", peas and other",peas,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", lawyers and other",lawyers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",peas are a type of,lawyers are a type of
", corn and other",corn,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", horns and other",horns,instrument,"['musical', 'instruments']","[12256, 13225]",corn is a type of,horns are a type of
", potatoes and other",potatoes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", rifles and other",rifles,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",potatoes are a type of,rifles are a type of
", celery and other",celery,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", cars and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",celery is a type of,cars are a type of
", onions and other",onions,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", boots and other",boots,footwear,['footwear'],[3174],onions are a type of,boots are a type of
", green beans and other",green beans,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", policemen and other",policemen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]",green beans are a type of,policemen are a type of
", spinach and other",spinach,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", rape and other",rape,crime,"['crimes', 'crime']","[12137, 6617]",spinach is a type of,rape is a type of
", squash and other",squash,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", soldiers and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",squash is a type of,soldiers are a type of
", beans and other",beans,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", ties and other",ties,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",beans are a type of,ties are a type of
", cauliflower and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", flip flops and other",flip flops,footwear,['footwear'],[3174],cauliflower is a type of,flip flops are a type of
", cabbages and other",cabbages,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", topazs and other",topazs,gem,"['gem', 'gems']","[16915, 42776]",cabbages are a type of,topazs are a type of
", radishes and other",radishes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", flutes and other",flutes,instrument,"['musical', 'instruments']","[12256, 13225]",radishes are a type of,flutes are a type of
", asparagus and other",asparagus,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", kiwis and other",kiwis,fruit,"['fruits', 'fruit']","[18098, 9279]",asparagus are a type of,kiwis are a type of
", peppers and other",peppers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", houses and other",houses,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",peppers are a type of,houses are a type of
", beets and other",beets,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", techno and other",techno,music,['music'],[3440],beets are a type of,techno is a type of
", turnips and other",turnips,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", secs and other",secs,time,"['time', 'units']","[673, 5085]",turnips are a type of,secs are a type of
